Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,1403.65845,271.76306,860.86407
2,0.008,1397.49304,270.53915,861.60425
3,0.017,1389.60803,270.79935,862.71796
4,0.025,1382.04639,271.12271,863.97253
5,0.033,1376.31653,267.30115,863.6756
6,0.042,1369.77515,268.69656,863.23883
7,0.05,1359.87427,266.29089,863.4848
8,0.058,1356.20618,264.7402,863.19379
9,0.067,1349.06287,264.08875,862.59344
10,0.075,1339.19885,261.88458,862.48126
11,0.083,1334.92969,260.15497,862.36157
12,0.092,1327.56287,259.37128,861.95612
13,0.1,1320.00781,257.7691,861.258
14,0.108,1314.41699,255.51445,861.03271
15,0.117,1308.45178,256.75128,860.36926
16,0.125,1301.44543,253.86974,859.34924
17,0.133,1294.94226,252.74835,858.43768
18,0.142,1289.76233,250.88849,858.13934
19,0.15,1284.28943,249.74222,857.79907
20,0.158,1276.54114,249.0345,857.64771
21,0.167,1270.68213,244.43245,856.47852
22,0.175,1264.74304,245.42459,856.25128
23,0.183,1259.21301,243.07323,855.73737
24,0.192,1254.46375,243.3586,855.66626
25,0.2,1247.27405,240.01892,855.09784
26,0.208,1240.28455,237.12343,856.21564
27,0.217,1235.54431,235.9259,854.14801
28,0.225,1230.79492,235.27104,855.36237
29,0.233,1225.72241,233.49394,856.3208
30,0.242,1220.34375,232.50415,855.75885
31,0.25,1215.21948,231.41815,856.94922
32,0.258,1211.92493,229.14165,857.31909
33,0.267,1206.88477,227.59436,857.40753
34,0.275,1202.16504,227.00557,858.08905
35,0.283,1196.25952,224.46965,859.11932
36,0.292,1193.81653,225.32542,860.40387
37,0.3,1188.83264,222.67456,860.27356
38,0.308,1184.00623,223.00899,860.52509
39,0.317,1179.07898,218.5461,860.32111
40,0.325,1175.90503,219.63103,860.91101
41,0.333,1170.91882,219.44875,861.26831
42,0.342,1165.89575,217.81104,861.54907
43,0.35,1161.07996,217.907,861.2923
44,0.358,1157.00171,216.47182,861.67291
45,0.367,1152.07324,215.32367,861.46771
46,0.375,1147.90625,215.0475,859.94202
47,0.383,1143.62256,212.77405,860.0293
48,0.392,1139.27051,213.61794,860.25647
49,0.4,1136.22009,214.10948,860.20135
