Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,1501.49365,117.21165,1323.73926
2,0.008,1498.90283,116.21632,1322.65186
3,0.017,1489.7688,115.04608,1321.34265
4,0.025,1485.32751,115.64661,1322.36609
5,0.033,1477.82117,112.88461,1323.08081
6,0.042,1471.61816,114.25509,1322.21582
7,0.05,1465.28687,110.47483,1321.91187
8,0.058,1458.35742,112.58246,1321.85071
9,0.067,1453.7793,108.71394,1321.22156
10,0.075,1447.1217,110.66975,1319.97803
11,0.083,1440.06702,106.72193,1318.72632
12,0.092,1435.11267,107.32744,1318.79639
13,0.1,1426.81531,104.19985,1319.51001
14,0.108,1421.6853,102.38905,1320.15918
15,0.117,1414.52527,102.18818,1318.55762
16,0.125,1410.47192,100.33479,1318.53943
17,0.133,1402.70972,100.73193,1317.14209
18,0.142,1398.86877,98.18935,1316.71936
19,0.15,1390.5426,97.20237,1316.10364
20,0.158,1387.02783,94.79475,1315.68994
21,0.167,1379.66174,93.09696,1315.98621
22,0.175,1374.68579,91.30945,1316.37378
23,0.183,1369.00781,90.07489,1315.18286
24,0.192,1361.98547,87.47622,1315.49512
25,0.2,1355.22522,87.55537,1314.64038
26,0.208,1350.57068,84.51369,1314.76306
27,0.217,1342.95984,80.38279,1316.35913
28,0.225,1338.62268,80.79758,1317.0061
29,0.233,1330.8335,78.06172,1319.63354
30,0.242,1324.76526,76.66903,1320.20435
31,0.25,1318.60742,74.53099,1322.08472
32,0.258,1311.68286,70.68978,1323.66711
33,0.267,1306.39368,69.24831,1325.35217
34,0.275,1300.24182,69.19267,1328.16101
35,0.283,1295.4823,65.52494,1328.59998
36,0.292,1288.07568,65.41298,1331.73926
37,0.3,1283.66907,61.41884,1331.54919
38,0.308,1276.0304,60.65025,1333.67432
39,0.317,1271.60413,58.04161,1334.8551
40,0.325,1264.70862,58.46069,1335.71362
41,0.333,1259.00342,57.58392,1336.1604
42,0.342,1252.31726,54.48425,1336.89685
43,0.35,1248.32849,53.98732,1337.76563
44,0.358,1239.11426,51.15487,1337.8584
45,0.367,1236.25781,51.92065,1338.18591
46,0.375,1228.04297,47.95564,1337.50598
47,0.383,1223.3446,50.39746,1337.62659
48,0.392,1217.47766,47.71469,1337.25415
49,0.4,1212.83362,48.32259,1337.94922
50,0.408,1207.08118,47.38012,1337.79529
51,0.417,1201.42358,46.21993,1338.6377
52,0.425,1194.08325,46.50282,1338.10254
53,0.433,1189.89368,43.92368,1337.96704
54,0.442,1183.81396,43.03868,1337.94531
55,0.45,1177.95911,42.65525,1338.72949
56,0.458,1172.43689,41.06704,1338.8761
57,0.467,1165.4447,40.65054,1338.51819
58,0.475,1163.005,39.25897,1338.41455
59,0.483,1155.06238,38.77039,1337.60864
60,0.492,1151.3949,39.11245,1338.28333
61,0.5,1144.71582,36.53292,1337.60767
