Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,1604.69226,61.63824,1416.26062
2,0.008,1598.854,60.6892,1416.24414
3,0.017,1592.85535,59.82751,1416.45361
4,0.025,1585.80505,58.72136,1416.00146
5,0.033,1580.80371,58.36505,1414.9259
6,0.042,1572.72266,57.21904,1415.19885
7,0.05,1566.88147,56.26174,1414.45398
8,0.058,1561.10352,54.8779,1414.13354
9,0.067,1554.40344,54.4829,1413.95007
10,0.075,1549.15479,52.49591,1413.53333
11,0.083,1543.54224,52.2319,1412.69287
12,0.092,1537.84277,50.86202,1411.76318
13,0.1,1530.77271,48.43834,1410.80859
14,0.108,1525.47034,47.7283,1409.87939
15,0.117,1519.18127,45.87296,1409.69995
16,0.125,1513.41821,44.64259,1408.66345
17,0.133,1507.44434,42.59451,1408.57349
18,0.142,1501.80334,41.54961,1408.05322
19,0.15,1496.13525,39.04191,1407.62061
20,0.158,1489.61084,37.03573,1407.16272
21,0.167,1482.92517,34.59959,1406.48242
22,0.175,1476.6947,33.67221,1406.08984
23,0.183,1471.29712,30.55862,1404.99829
24,0.192,1466.38525,27.8177,1405.62952
25,0.2,1460.19446,26.29106,1405.47388
26,0.208,1453.20056,23.93567,1405.901
27,0.217,1448.70105,21.02312,1406.73804
28,0.225,1442.56372,19.59743,1406.9364
29,0.233,1434.80322,17.75753,1408.77112
30,0.242,1428.70044,15.00998,1409.92712
31,0.25,1422.01123,13.32781,1410.70068
32,0.258,1417.06909,11.02906,1412.19092
33,0.267,1410.87793,9.35336,1413.16577
34,0.275,1405.22327,7.74402,1415.06604
35,0.283,1399.70068,5.9048,1415.71436
36,0.292,1393.62427,3.97782,1416.41675
37,0.3,1388.00049,1.89248,1417.58984
38,0.308,1381.60486,-0.16657,1420.28796
39,0.317,1374.74316,-2.45464,1420.22107
40,0.325,1368.83704,-3.55129,1420.4408
41,0.333,1362.90942,-6.0351,1421.36096
42,0.342,1357.15942,-8.21096,1421.03125
43,0.35,1350.44141,-8.26875,1421.16357
44,0.358,1345.45374,-11.10636,1421.64978
45,0.367,1339.05969,-12.82736,1421.68677
46,0.375,1333.06848,-14.27728,1422.00256
47,0.383,1326.1814,-16.77081,1423.81824
48,0.392,1318.55176,-17.04743,1423.66187
49,0.4,1313.63062,-19.03568,1423.40796
50,0.408,1307.49609,-19.69414,1423.55957
51,0.417,1302.07385,-20.70818,1423.56702
52,0.425,1296.68188,-22.87435,1424.1604
53,0.433,1290.83215,-22.91914,1424.48743
54,0.442,1285.44946,-25.16298,1423.60803
55,0.45,1278.70862,-25.5893,1424.25842
56,0.458,1273.65808,-27.48739,1424.69958
57,0.467,1267.71436,-27.86038,1424.5481
58,0.475,1261.12219,-29.09748,1423.93713
59,0.483,1255.99219,-30.11054,1423.58215
60,0.492,1249.7915,-30.19062,1423.59326
61,0.5,1244.38623,-32.58947,1424.27344
62,0.508,1237.63,-33.4555,1424.20154
63,0.517,1231.82458,-34.28748,1423.74585
64,0.525,1225.10913,-35.16167,1423.9375
65,0.533,1218.70642,-35.96033,1423.22644
66,0.542,1212.47827,-35.43082,1423.5741
67,0.55,1207.09424,-37.12749,1423.14587
68,0.558,1200.67261,-36.34436,1423.39673
69,0.567,1195.30115,-38.02771,1423.04077
70,0.575,1188.88269,-38.12366,1421.92773
71,0.583,1182.72156,-38.42796,1422.08948
72,0.592,1176.96179,-38.99036,1421.78564
73,0.6,1170.38965,-38.37686,1421.02527
74,0.608,1163.6897,-39.12423,1420.44995
75,0.617,1157.45496,-39.06968,1420.0354
76,0.625,1151.72119,-39.06038,1419.91138
77,0.633,1144.75037,-39.2335,1419.30615
78,0.642,1138.10632,-38.29166,1418.7832
79,0.65,1132.30139,-39.20884,1418.00891
80,0.658,1126.37573,-38.69519,1417.91162
81,0.667,1119.13574,-37.19377,1416.51233
82,0.675,1113.21692,-36.53193,1416.00098
83,0.683,1107.79004,-36.95774,1414.47571
84,0.692,1101.00732,-36.11439,1414.04797
85,0.7,1094.05359,-35.15083,1411.66357
86,0.708,1087.41003,-35.7336,1411.23279
87,0.717,1081.42188,-35.04042,1409.96021
88,0.725,1074.65588,-32.95715,1409.37268
89,0.733,1068.37854,-31.81059,1408.07288
90,0.742,1061.75012,-31.49617,1407.13721
91,0.75,1055.60254,-31.35959,1406.08081
92,0.758,1049.49402,-28.7533,1404.85046
93,0.767,1043.57349,-27.77825,1403.9646
94,0.775,1036.52075,-26.62805,1403.44568
95,0.783,1029.26416,-26.20525,1402.65356
96,0.792,1022.89905,-24.96995,1402.28442
97,0.8,1016.29498,-23.99932,1401.99854
98,0.808,1009.27234,-22.60419,1402.40723
99,0.817,1001.69006,-20.84221,1402.65442
100,0.825,994.74371,-20.15362,1403.35095
101,0.833,987.51709,-18.64713,1403.51843
102,0.842,981.18549,-17.77326,1404.31323
103,0.85,974.59314,-17.68835,1405.17041
104,0.858,967.32764,-17.22672,1406.54004
105,0.867,959.96338,-15.83001,1407.04041
106,0.875,952.88385,-13.1594,1408.68677
107,0.883,947.03699,-12.43066,1409.65967
108,0.892,939.94,-12.24426,1410.12964
109,0.9,933.25684,-11.46822,1411.17554
110,0.908,925.83612,-10.7208,1411.72534
111,0.917,919.32574,-9.41799,1412.52063
112,0.925,911.80127,-7.14988,1413.55176
113,0.933,905.52075,-7.0034,1413.12109
114,0.942,898.07361,-6.17887,1414.12305
115,0.95,890.47375,-5.19573,1414.3429
116,0.958,884.10101,-4.74093,1414.4845
117,0.967,876.42792,-2.70619,1415.49963
118,0.975,870.38898,-2.70067,1415.65601
119,0.983,863.2016,-1.7467,1415.94763
120,0.992,856.5166,0.10897,1416.48071
121,1,848.69659,1.14789,1416.32813
122,1.008,842.40405,1.25145,1416.62183
123,1.017,836.01349,1.42815,1417.09302
124,1.025,829.05591,2.89819,1417.83533
125,1.033,823.13049,3.29977,1417.65527
126,1.042,816.00555,5.3285,1417.94727
127,1.05,809.48975,5.72043,1418.64844
128,1.058,803.35901,5.48365,1418.83032
129,1.067,796.89917,6.20306,1419.16284
130,1.075,790.1557,7.57563,1418.94434
131,1.083,784.82825,6.62941,1419.33044
132,1.092,777.61462,7.61001,1419.69849
133,1.1,771.75488,7.02051,1420.28027
134,1.108,765.61218,7.46826,1419.84106
135,1.117,759.23987,8.55726,1420.15076
136,1.125,753.63794,8.15401,1420.08508
137,1.133,746.68524,9.51027,1419.70288
138,1.142,740.74805,8.8528,1419.66272
139,1.15,734.60046,9.82835,1418.69983
140,1.158,728.55328,8.96794,1418.60254
141,1.167,721.96002,8.67315,1418.07422
142,1.175,715.00665,8.63632,1418.38025
143,1.183,708.64587,8.89365,1417.3988
144,1.192,703.68732,8.69844,1418.14014
145,1.2,697.73883,7.88407,1417.65161
146,1.208,691.28827,7.46742,1416.67017
147,1.217,685.42413,6.67293,1416.43347
148,1.225,679.08008,6.70964,1416.54968
149,1.233,672.27478,6.09037,1415.27661
150,1.242,666.62512,4.92025,1414.6958
151,1.25,660.23981,5.23369,1415.17932
152,1.258,654.17352,4.65111,1413.76111
153,1.267,647.8645,3.0616,1413.57593
154,1.275,642.03046,2.45648,1412.87659
155,1.283,636.44714,1.9861,1412.19727
156,1.292,630.1734,0.46172,1411.39001
157,1.3,624.79846,-0.64524,1410.64563
158,1.308,618.71948,-2.36003,1410.3822
159,1.317,612.72699,-3.36643,1409.47595
160,1.325,605.63837,-4.42452,1408.4231
161,1.333,600.31702,-6.43044,1408.49915
