Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,1607.00562,62.21972,1533.28784,1423.75842,43.09357,1369.74585
2,0.008,1600.30676,61.65931,1532.87378,1418.58606,43.14306,1369.57629
3,0.017,1594.46973,60.55703,1533.29883,1412.14392,40.01635,1368.88135
4,0.025,1590.03271,60.06696,1533.41406,1404.43701,41.53408,1367.54004
5,0.033,1583.3479,59.39472,1532.29883,1399.72205,36.92657,1366.85413
6,0.042,1576.02625,57.58041,1532.09021,1392.96167,39.32598,1366.60571
7,0.05,1570.68811,55.79309,1531.65662,1387.56592,34.55413,1365.25
8,0.058,1564.22168,55.17398,1531.49902,1381.16382,35.78003,1366.79907
9,0.067,1557.77734,54.66381,1531.5011,1374.92627,33.59275,1366.16992
10,0.075,1552.21423,52.53104,1530.91235,1369.4563,33.68603,1365.81519
11,0.083,1545.64392,50.83158,1529.92578,1360.98804,33.14104,1364.86194
12,0.092,1539.07495,49.41544,1529.1272,1357.2002,29.85627,1363.96851
13,0.1,1533.43774,48.12475,1529.24194,1349.10669,30.31279,1362.81421
14,0.108,1527.0575,46.9395,1528.36804,1343.96106,25.35797,1362.83887
15,0.117,1521.85669,45.85488,1528.5293,1337.16309,26.9379,1363.07483
16,0.125,1516.03198,43.30544,1527.38013,1332.31226,22.54297,1361.54126
17,0.133,1509.30408,42.09039,1526.74976,1325.67505,24.10868,1362.04333
18,0.142,1503.33679,40.58011,1525.8689,1319.58667,21.83704,1361.94543
19,0.15,1497.10718,38.65642,1525.24976,1314.94006,22.08651,1361.2168
20,0.158,1491.36047,36.88567,1525.09363,1309.64795,16.9166,1359.78979
21,0.167,1485.5769,35.86414,1525.00623,1302.36853,17.27361,1359.54797
22,0.175,1479.11597,34.03051,1524.35571,1298.18054,13.61325,1358.8833
23,0.183,1473.81006,32.24309,1523.43018,1290.33289,12.93488,1359.21484
24,0.192,1468.05872,28.62724,1523.52905,1285.02356,10.83177,1358.25671
25,0.2,1462.62183,26.64047,1523.43713,1277.61792,9.27846,1358.6217
26,0.208,1455.77734,26.20295,1524.80664,1272.86792,5.10325,1358.93823
27,0.217,1449.70764,23.10391,1525.29285,1266.25891,6.45841,1362.55054
28,0.225,1444.11536,20.81282,1526.573,1261.29785,2.22868,1362.70447
29,0.233,1437.22131,19.38874,1527.27478,1254.62146,3.68414,1364.02063
30,0.242,1432.19934,15.8559,1528.71924,1249.03467,-1.20293,1365.52356
31,0.25,1425.16345,14.73736,1529.66101,1240.34375,-1.98617,1366.33484
32,0.258,1420.41443,12.03957,1530.9873,1236.27979,-4.89315,1368.0199
33,0.267,1413.67798,10.10817,1531.89185,1230.09644,-7.67626,1368.07825
34,0.275,1408.5249,7.31683,1533.67529,1223.60107,-10.14961,1369.1925
35,0.283,1401.97144,6.86125,1535.79883,1216.75537,-8.41948,1372.73889
36,0.292,1396.26831,4.72648,1536.68188,1209.54333,-14.43555,1372.90161
37,0.3,1390.12292,3.29351,1537.93274,1207.76868,-13.7049,1374.29358
38,0.308,1384.7168,0.56988,1538.66589,1200.16162,-16.62924,1373.42627
39,0.317,1378.58423,-1.06464,1539.09314,1192.55249,-16.22427,1375.70605
40,0.325,1372.32178,-1.71422,1540.08301,1188.91699,-18.33639,1377.77368
41,0.333,1367.20471,-3.62022,1540.60144,1181.51111,-19.71775,1377.73853
42,0.342,1361.22998,-5.87313,1541.09338,1176.77393,-19.78116,1380.26086
43,0.35,1354.88916,-7.0166,1541.64929,1170.44751,-22.5347,1380.35754
44,0.358,1348.68774,-7.74838,1541.16956,1161.27136,-23.82148,1381.84033
45,0.367,1342.95398,-8.82172,1540.85815,1155.53845,-24.58986,1382.23193
46,0.375,1336.95471,-11.71538,1541.72058,1149.328,-27.06576,1381.89331
47,0.383,1331.31189,-13.21744,1541.66394,1145.53552,-28.37789,1381.68774
48,0.392,1325.31604,-13.65744,1541.76453,1137.12659,-29.73635,1382.672
49,0.4,1319.0459,-14.56595,1541.45752,1131.7522,-28.30207,1383.09827
50,0.408,1313.49023,-15.45532,1540.92334,1124.69275,-31.93674,1381.875
51,0.417,1306.5188,-17.41196,1541.82568,1118.97717,-31.91758,1382.38232
52,0.425,1301.67395,-19.09599,1541.98621,1111.67896,-32.74459,1383.26233
53,0.433,1295.57312,-20.0817,1541.89478,1106.85046,-31.8379,1383.43884
54,0.442,1289.7312,-20.78239,1541.78369,1101.3988,-35.26192,1382.38794
55,0.45,1283.67419,-21.70576,1542.21423,1097.29578,-34.63108,1382.82178
56,0.458,1276.89099,-22.17027,1542.47534,1090.26868,-37.28215,1382.37781
57,0.467,1271.50183,-22.53609,1542.5929,1084.32556,-35.7012,1382.34875
58,0.475,1265.65125,-23.98801,1542.63086,1077.9541,-38.0354,1383.11438
59,0.483,1259.17773,-24.17221,1542.83142,1073.54541,-35.77718,1383.13403
60,0.492,1253.36536,-25.36433,1543.89685,1066.42078,-38.31483,1381.6803
61,0.5,1247.06592,-26.004,1543.32837,1063.0343,-38.01658,1381.25793
62,0.508,1241.55713,-26.97022,1543.30066,1056.27893,-41.68855,1381.65491
63,0.517,1235.45703,-28.06254,1542.74512,1050.73389,-39.01829,1381.04187
64,0.525,1228.36743,-29.1308,1541.87158,1042.44397,-40.85755,1381.42517
65,0.533,1222.35291,-29.67848,1543.45081,1036.94678,-40.7925,1380.41711
66,0.542,1216.57825,-30.55218,1541.72876,1029.72961,-41.96251,1379.60522
67,0.55,1210.58313,-30.25095,1542.49951,1025.37402,-41.33451,1379.20593
68,0.558,1204.26697,-31.59046,1541.00806,1018.96387,-43.46891,1378.97168
69,0.567,1198.43787,-31.47571,1541.55847,1012.93304,-41.91932,1379.3772
70,0.575,1191.82178,-31.28835,1541.37292,1006.38202,-43.8416,1377.86755
71,0.583,1186.04285,-32.48542,1540.89392,1001.42688,-42.30286,1377.94617
72,0.592,1179.21533,-31.97595,1540.27063,994.07306,-42.54437,1377.98804
73,0.6,1173.02734,-32.22424,1540.00488,987.69287,-43.83314,1377.3501
74,0.608,1166.91455,-32.66723,1539.44397,981.58099,-43.79642,1377.27393
75,0.617,1161.12756,-33.21362,1539.5127,975.53137,-42.53917,1376.42944
76,0.625,1153.88391,-33.32646,1537.71484,970.29767,-42.1986,1377.73462
