Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,1493.72729,282.33643,985.86127
2,0.008,1484.68433,279.59158,984.09607
3,0.017,1477.96716,281.17685,984.27344
4,0.025,1471.03882,279.17053,984.81659
5,0.033,1465.79102,279.53754,984.65295
6,0.042,1457.66968,276.07599,984.21838
7,0.05,1451.28613,277.04651,983.896
8,0.058,1445.03723,274.51273,983.35632
9,0.067,1439.59546,275.04062,984.02454
10,0.075,1431.67468,270.58972,983.35626
11,0.083,1424.86426,272.14828,983.22632
12,0.092,1418.66064,269.47083,983.01807
13,0.1,1413.72449,269.87827,982.99792
14,0.108,1405.33508,267.48135,981.34174
15,0.117,1399.94897,266.59949,981.36774
16,0.125,1392.66064,265.63248,980.51801
17,0.133,1387.49121,264.33167,980.52295
18,0.142,1381.10254,262.59711,979.02509
19,0.15,1373.27954,258.14899,978.677
20,0.158,1368.30383,258.09473,977.87079
21,0.167,1362.52893,255.65613,977.83038
22,0.175,1357.4502,256.254,977.25323
23,0.183,1350.70337,252.77762,977.68878
24,0.192,1344.02319,250.89525,976.35974
25,0.2,1337.8324,249.65544,977.14282
26,0.208,1332.25305,246.12425,976.30841
27,0.217,1327.53052,246.06923,976.76782
28,0.225,1322.45398,242.97227,976.89331
29,0.233,1314.69836,242.99939,977.41248
30,0.242,1309.95544,239.10316,978.74976
31,0.25,1303.37793,236.32655,979.44415
32,0.258,1299.0863,235.63199,981.33948
33,0.267,1293.71155,233.07643,982.37
34,0.275,1288.94775,232.2924,982.8219
35,0.283,1283.49268,229.59857,984.91351
36,0.292,1279.41626,229.26338,985.92529
37,0.3,1273.83142,226.62282,986.92499
38,0.308,1269.64392,225.33557,987.24542
39,0.317,1264.32568,224.35109,988.76563
40,0.325,1259.38062,223.30371,989.67517
41,0.333,1254.17798,221.76599,989.89294
42,0.342,1248.97205,220.97487,989.8595
43,0.35,1244.3656,219.29222,990
44,0.358,1239.32471,218.18214,989.38257
45,0.367,1234.75818,218.08878,989.02203
46,0.375,1229.62854,214.93579,990.07825
47,0.383,1224.90869,213.85193,991.13116
48,0.392,1219.34351,212.27855,990.51782
49,0.4,1216.45251,211.77986,990.59949
50,0.408,1210.07678,209.46953,989.21954
51,0.417,1207.55005,209.98161,989.51343
52,0.425,1202.82568,211.17863,989.61371
53,0.433,1197.99792,207.35378,988.84808
54,0.442,1194.93518,207.94662,988.89868
55,0.45,1190.82959,208.04559,988.68988
56,0.458,1185.49463,206.1059,988.53693
57,0.467,1182.45227,206.82756,988.62897
58,0.475,1177.58765,206.93024,988.18073
59,0.483,1173.74146,204.72379,988.27429
60,0.492,1170.22668,204.72365,988.19275
61,0.5,1165.09558,205.47136,986.3205
62,0.508,1161.13171,203.15817,986.73169
63,0.517,1157.27942,204.09662,986.72925
64,0.525,1153.88904,202.15768,984.87555
65,0.533,1148.64099,201.56374,985.65533
66,0.542,1145.40491,201.72343,985.58374
67,0.55,1139.76123,202.56668,984.40686
68,0.558,1135.91919,199.70461,984.22186
69,0.567,1131.07068,201.81404,983.5885
70,0.575,1127.49353,199.94556,983.10956
71,0.583,1122.31873,199.83296,982.13593
72,0.592,1119.00281,200.2543,982.28754
73,0.6,1112.61121,199.88466,981.5788
74,0.608,1107.0249,200.67728,980.96259
75,0.617,1103.52454,200.60896,980.74231
76,0.625,1098.10071,200.0376,979.86694
77,0.633,1092.00305,200.40541,979.59479
78,0.642,1087.50854,199.93858,979.11035
79,0.65,1082.18494,200.3181,977.35602
80,0.658,1076.65234,200.87917,977.14935
81,0.667,1070.72644,202.16985,976.47552
82,0.675,1063.7384,199.94998,975.24365
83,0.683,1058.35217,200.82385,974.37079
84,0.692,1052.88379,201.59013,973.49872
85,0.7,1045.86792,201.03188,973.39795
86,0.708,1039.20923,202.32776,971.23163
87,0.717,1032.37012,202.18164,970.4162
88,0.725,1025.3407,202.7285,969.72278
89,0.733,1019.36377,202.71875,968.96362
90,0.742,1011.50757,204.61163,967.13544
91,0.75,1004.17981,204.01625,966.76648
92,0.758,997.85864,204.81839,964.70898
93,0.767,989.95563,205.9008,963.37219
94,0.775,983.22852,205.5952,962.44806
95,0.783,975.50818,206.25072,961.69586
96,0.792,967.74957,205.77725,960.78546
97,0.8,960.297,206.8501,959.33398
98,0.808,951.65167,208.37833,959.09045
99,0.817,942.6358,209.12625,959.24536
100,0.825,933.91382,210.02344,959.5639
101,0.833,925.67499,209.54788,959.14929
102,0.842,917.58691,209.18874,959.25592
103,0.85,909.32977,211.42482,960.92584
104,0.858,899.61646,211.48817,962.43164
105,0.867,891.74176,211.58093,962.60004
106,0.875,883.21039,211.50627,964.03162
107,0.883,875.19958,212.03879,964.72186
108,0.892,865.31372,214.64883,966.43689
109,0.9,857.4292,214.26631,967.96222
110,0.908,850.00293,214.5314,968.80811
111,0.917,840.92505,215.06818,969.97601
112,0.925,831.93866,217.40933,972.72217
113,0.933,824.0462,217.44086,972.55725
114,0.942,815.79584,219.92873,973.7691
115,0.95,805.9223,220.83391,974.69312
116,0.958,797.46832,219.25519,975.00867
117,0.967,789.72626,219.59286,974.92596
118,0.975,780.78522,220.28729,975.55908
119,0.983,770.72711,221.78506,976.9917
120,0.992,763.95551,223.62131,977.26996
121,1,753.42175,224.70828,976.4519
122,1.008,745.04901,223.13115,975.42029
123,1.017,736.25903,225.03304,977.60779
124,1.025,726.06024,224.78271,977.30353
125,1.033,719.0191,224.23048,977.44293
126,1.042,709.97003,224.46237,977.73071
127,1.05,700.50952,225.85283,978.414
128,1.058,691.13837,225.04613,978.64764
129,1.067,683.31116,224.72565,978.53461
130,1.075,675.4682,225.13332,978.80353
131,1.083,666.39587,223.84666,978.90143
132,1.092,657.70319,224.00359,980.58698
133,1.1,649.80994,225.19031,980.82178
134,1.108,641.22925,224.81889,980.5744
135,1.117,632.5863,225.51051,979.8772
136,1.125,624.9386,224.84265,981.20593
