Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
1,0,2094.05737,106.63927,1363.85767
2,0.008,2089.323,107.34993,1363.82813
3,0.017,2084.92944,107.09025,1362.78015
4,0.025,2080.31519,107.12356,1363.73621
5,0.033,2076.26465,107.54044,1363.26221
6,0.042,2071.41284,108.60374,1363.48572
7,0.05,2066.43335,109.18123,1364.04749
8,0.058,2062.00269,108.25988,1363.40271
9,0.067,2056.8252,108.0779,1363.21326
10,0.075,2051.56006,108.55789,1362.38281
11,0.083,2046.69971,107.71241,1362.92065
12,0.092,2041.7876,107.58008,1361.88306
13,0.1,2036.80615,107.22337,1361.61243
14,0.108,2031.57385,106.762,1361.4895
15,0.117,2027.44934,106.27013,1361.41675
16,0.125,2021.1897,106.1726,1360.23694
17,0.133,2016.20215,105.07703,1359.63342
18,0.142,2010.1394,104.12051,1359.28418
19,0.15,2005.13843,103.30608,1358.7085
20,0.158,1999.52087,103.21381,1358.3396
21,0.167,1993.98523,101.74111,1357.48267
22,0.175,1989.28345,100.2763,1356.82141
23,0.183,1983.89246,98.6924,1356.13428
24,0.192,1977.2157,98.67272,1355.71912
25,0.2,1972.52869,96.97518,1355.52612
26,0.208,1967.30676,95.41909,1354.0459
27,0.217,1960.19873,93.33221,1353.16028
28,0.225,1955.00732,91.65923,1351.91907
29,0.233,1950.12793,90.19915,1351.16211
30,0.242,1944.19287,89.13187,1350.30103
31,0.25,1937.79712,86.69386,1349.27783
32,0.258,1933.06873,84.91151,1348.79822
33,0.267,1926.49817,82.35805,1348.75977
34,0.275,1920.96509,79.93524,1348.3374
35,0.283,1915.49121,77.57212,1347.50366
36,0.292,1909.24182,75.29743,1347.88672
37,0.3,1903.73669,72.62418,1348.87622
38,0.308,1897.37463,70.61858,1348.63611
39,0.317,1891.5979,70.27156,1350.01074
40,0.325,1885.49829,67.70283,1351.14893
41,0.333,1879.29419,66.11173,1351.77649
42,0.342,1873.52234,63.91187,1352.51123
43,0.35,1868.05212,61.87086,1354.69629
44,0.358,1863.05847,60.64145,1354.84497
45,0.367,1856.05688,57.9817,1355.76965
46,0.375,1849.77979,55.32004,1356.56128
47,0.383,1845.1228,54.28296,1357.03064
48,0.392,1838.04797,52.06471,1357.97632
49,0.4,1832.78381,49.64606,1358.30188
50,0.408,1826.71594,47.20243,1359.23267
51,0.417,1819.94006,44.91856,1359.64795
52,0.425,1813.79028,43.00553,1359.52954
53,0.433,1808.30469,42.0907,1360.72864
54,0.442,1801.49792,38.22796,1360.87378
55,0.45,1795.45593,37.29699,1360.9801
56,0.458,1789.66406,36.27362,1361.55713
57,0.467,1783.6958,33.93494,1361.67432
58,0.475,1777.2074,31.77269,1362.12744
59,0.483,1771.28113,30.07927,1362.05176
60,0.492,1765.75232,29.01436,1362.49731
61,0.5,1760.78113,26.97665,1362.11963
62,0.508,1754.29712,27.10646,1363.04736
63,0.517,1748.97253,25.23202,1363.12183
64,0.525,1743.16553,24.7347,1363.0304
65,0.533,1737.99561,23.29203,1363.84387
66,0.542,1732.75488,21.58061,1363.7373
67,0.55,1726.69299,21.20123,1364.01099
68,0.558,1721.36792,20.73782,1364.2157
69,0.567,1715.73145,19.01235,1364.302
70,0.575,1709.34119,17.5933,1364.39832
71,0.583,1704.04736,16.21458,1365.09851
72,0.592,1698.14893,15.94785,1364.88379
73,0.6,1692.49585,13.05834,1364.79651
74,0.608,1686.77808,14.15378,1364.41016
75,0.617,1680.9823,12.02208,1364.89868
76,0.625,1675.4425,11.58101,1363.77686
77,0.633,1670.77966,10.53669,1363.88367
78,0.642,1664.31421,9.68911,1365.11829
79,0.65,1658.36218,9.58304,1364.42273
80,0.658,1653.05151,8.52552,1363.52124
81,0.667,1647.72327,7.76888,1363.53088
82,0.675,1641.3147,8.0777,1363.4165
83,0.683,1635.69507,6.11066,1362.88489
84,0.692,1630.26282,5.97194,1362.00049
85,0.7,1624.57166,6.43567,1361.76013
86,0.708,1618.51343,5.58313,1362.10059
87,0.717,1613.31665,4.86405,1361.16638
88,0.725,1607.70789,5.15763,1360.77917
89,0.733,1601.71741,5.71858,1360.72302
90,0.742,1596.3053,6.11973,1359.81775
91,0.75,1591.45056,5.07234,1359.12036
92,0.758,1585.51208,5.4745,1358.65369
93,0.767,1579.72852,6.44457,1357.52991
94,0.775,1574.37952,5.85431,1356.21521
95,0.783,1568.85303,5.79655,1355.81433
96,0.792,1562.86377,7.43268,1355.67798
97,0.8,1557.80078,7.60929,1354.01526
98,0.808,1552.77637,8.26839,1353.74182
99,0.817,1547.9469,8.49354,1351.4176
