Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,1885.72888,373.9906,899.60181
2,0.008,1879.85315,374.26965,900.77325
3,0.017,1872.78088,372.034,902.06354
4,0.025,1865.34766,371.33051,901.33014
5,0.033,1858.10388,369.14169,902.04431
6,0.042,1852.97375,371.08685,902.45862
7,0.05,1846.2489,368.88376,903.16034
8,0.058,1839.36426,368.45752,904.62421
9,0.067,1834.17639,367.91678,904.70294
10,0.075,1825.96362,366.88098,904.96301
11,0.083,1820.98267,365.77234,904.28125
12,0.092,1813.19495,365.43713,904.13904
13,0.1,1807.36914,364.4541,903.80518
14,0.108,1801.20996,362.5502,903.67688
15,0.117,1795.13672,361.45987,903.51324
16,0.125,1790.33362,361.07736,903.76141
17,0.133,1784.19067,357.289,903.80627
18,0.142,1778.1134,358.07684,903.64069
19,0.15,1772.20117,356.85199,903.67548
20,0.158,1766.28333,355.45581,903.5575
21,0.167,1758.61609,353.36578,903.44104
22,0.175,1753.78638,353.54526,903.29724
23,0.183,1749.25098,353.12381,903.12854
24,0.192,1741.88379,351.41217,902.95245
25,0.2,1736.0448,349.80356,902.7276
26,0.208,1730.83521,349.04181,901.65631
27,0.217,1723.86414,347.62534,901.25562
28,0.225,1718.20227,345.34741,901.02173
29,0.233,1712.2616,344.17032,900.96045
30,0.242,1708.80774,341.89337,900.22247
31,0.25,1702.16125,341.91196,899.94672
32,0.258,1698.63647,340.392,899.99963
33,0.267,1691.81738,337.89075,899.67084
34,0.275,1686.51062,338.04752,899.33026
35,0.283,1682.20532,335.80859,898.55463
36,0.292,1675.48315,336.10129,898.80286
37,0.3,1671.84619,332.89517,898.77863
38,0.308,1666.11292,331.41537,898.77686
39,0.317,1661.76709,330.93127,898.5661
40,0.325,1657.91382,328.71207,897.94781
41,0.333,1651.79846,328.79321,898.32483
42,0.342,1648.42041,326.5946,898.52747
43,0.35,1643.27747,325.64139,899.84296
44,0.358,1638.52283,326.10245,900.62433
45,0.367,1634.84863,325.32999,901.9906
46,0.375,1630.21655,321.74005,901.31061
47,0.383,1625.68359,322.61414,901.90875
48,0.392,1621.02563,320.88724,902.26697
49,0.4,1617.47864,319.55865,903.34668
50,0.408,1613.07532,319.90457,903.24573
51,0.417,1609.21033,318.5372,904.29565
52,0.425,1605.80896,316.83731,904.15167
53,0.433,1599.59229,317.7554,904.5296
54,0.442,1596.70532,315.59332,904.49078
55,0.45,1594.35071,314.67413,904.2998
56,0.458,1588.29761,314.4707,903.55652
57,0.467,1585.69006,313.12418,903.13287
58,0.475,1582.48596,312.39429,902.86591
59,0.483,1577.0365,313.01718,902.56665
60,0.492,1574.67639,312.24295,902.21356
61,0.5,1571.61523,310.56415,901.51202
62,0.508,1568.05164,311.5726,901.11047
63,0.517,1564.41333,309.76501,899.62445
64,0.525,1561.23926,309.94946,898.95551
65,0.533,1557.43127,310.57507,898.78534
66,0.542,1554.72522,308.79416,896.27209
67,0.55,1550.92993,307.53052,896.54901
68,0.558,1547.57532,308.9628,896.37543
69,0.567,1543.80261,308.66055,894.99524
70,0.575,1541.51501,307.06265,894.48547
71,0.583,1538.31958,307.67343,893.17859
72,0.592,1534.34766,307.55103,892.29999
73,0.6,1532.32043,306.70929,891.60406
74,0.608,1527.76831,306.23886,890.29041
75,0.617,1524.92004,305.28366,888.91467
76,0.625,1521.19788,305.34003,888.45959
77,0.633,1517.55127,305.66125,887.46356
78,0.642,1514.10645,304.82559,885.62903
79,0.65,1511.74792,304.379,885.31085
80,0.658,1506.21582,304.19159,885.71967
81,0.667,1503.7334,304.47607,884.41986
82,0.675,1498.88293,303.8396,884.35718
83,0.683,1495.46387,304.34125,884.16052
84,0.692,1491.47046,303.81583,883.9267
85,0.7,1487.16064,304.43967,882.83728
86,0.708,1483.8468,303.90866,882.71204
87,0.717,1479.03687,304.82196,881.98798
88,0.725,1475.11377,302.71298,880.51978
89,0.733,1469.33447,304.34879,880.69128
90,0.742,1465.72925,302.72308,880.20416
91,0.75,1459.6665,303.37222,880.40845
92,0.758,1454.104,304.21686,879.5733
93,0.767,1450.99341,303.92755,879.32001
94,0.775,1444.51953,304.37936,879.06683
95,0.783,1440.46021,302.68643,878.58875
96,0.792,1434.03284,304.25021,878.30798
97,0.8,1427.61914,305.1377,877.94562
98,0.808,1423.26758,303.53885,877.7478
99,0.817,1416.75513,304.89682,877.48572
100,0.825,1409.33569,305.14883,877.37415
101,0.833,1402.68213,304.46149,876.38501
102,0.842,1397.36414,304.39407,875.16327
103,0.85,1389.98779,304.36722,875.01837
104,0.858,1383.61768,306.55151,874.52643
105,0.867,1375.13562,306.05905,873.84229
106,0.875,1367.55103,306.74713,873.73883
107,0.883,1361.21814,305.63953,872.54468
108,0.892,1353.51794,306.37451,872.61444
109,0.9,1345.94299,305.27164,872.27344
110,0.908,1338.83813,306.48364,871.75677
111,0.917,1330.24316,308.40634,872.20386
112,0.925,1322.53369,307.03738,871.88593
113,0.933,1314.26941,307.04984,873.13568
114,0.942,1306.34692,306.93207,873.20007
115,0.95,1297.5741,307.50369,873.93256
116,0.958,1288.7804,308.43567,875.3382
117,0.967,1281.36768,307.92374,876.03754
118,0.975,1271.41443,308.18903,877.30597
119,0.983,1263.85876,309.10117,879.37756
120,0.992,1255.2489,308.48431,881.14374
121,1,1246.8324,309.6745,881.6145
122,1.008,1237.79346,309.91928,883.22638
123,1.017,1229.59448,309.94333,885.3822
124,1.025,1221.5708,309.80081,886.88928
125,1.033,1211.33203,310.09,888.18292
126,1.042,1203.90747,310.89056,889.74811
127,1.05,1195.57458,310.71927,891.18408
128,1.058,1186.15051,310.54645,892.31903
129,1.067,1178.31641,311.2272,893.03827
130,1.075,1169.62085,311.41452,894.13788
131,1.083,1160.59937,309.93906,895.69409
132,1.092,1153.33167,310.5983,896.55786
133,1.1,1144.53748,311.6503,897.33124
134,1.108,1135.5144,310.26654,897.2345
135,1.117,1128.14417,309.52036,898.85968
136,1.125,1118.44324,309.54462,898.16217
137,1.133,1110.16052,309.16391,899.27222
138,1.142,1102.33789,308.99533,899.40527
139,1.15,1094.24219,309.83011,900.68042
140,1.158,1086.36462,307.8331,901.58185
141,1.167,1078.21191,308.34924,902.63403
142,1.175,1070.25488,306.80911,902.57599
143,1.183,1062.8479,305.10745,903.5675
144,1.192,1055.10132,305.45413,903.97955
145,1.2,1047.50793,304.8956,904.08661
146,1.208,1039.099,303.93973,905.30658
147,1.217,1031.86853,303.38507,906.26422
148,1.225,1023.93567,303.5267,906.95612
149,1.233,1017.81262,302.02036,906.5401
150,1.242,1009.52588,300.59006,907.77325
151,1.25,1002.36407,299.7193,907.83734
152,1.258,995.64307,298.85184,907.82153
153,1.267,988.36548,298.61462,908.31366
154,1.275,980.48682,298.6131,908.25452
155,1.283,974.77661,297.05106,908.07922
156,1.292,966.55823,294.30991,908.47736
157,1.3,960.92633,294.30057,908.87866
158,1.308,953.6637,293.24435,908.26373
159,1.317,947.56329,292.52826,908.41681
160,1.325,940.75433,291.31906,908.06158
161,1.333,933.15497,289.34195,907.3808
162,1.342,928.16742,288.49396,907.61414
163,1.35,920.3161,287.55243,907.27478
164,1.358,914.74438,287.13416,906.94629
165,1.367,907.87299,285.99741,906.01678
166,1.375,901.67432,282.81952,905.7655
167,1.383,895.80835,282.34033,904.96265
168,1.392,889.32776,282.51477,905.11945
169,1.4,882.59833,280.38925,903.62604
170,1.408,877.43335,278.23816,903.13
171,1.417,869.95355,276.8645,902.18408
172,1.425,864.0495,276.36267,901.17749
173,1.433,858.54651,275.1575,900.01434
174,1.442,852.50183,272.12381,899.68506
175,1.45,845.47351,271.34192,898.26764
176,1.458,840.43738,269.76529,897.8454
177,1.467,833.70825,269.21021,897.21533
178,1.475,828.2356,268.80127,897.11493
179,1.483,823.19513,265.76187,896.37268
180,1.492,817.49231,265.18863,895.05786
181,1.5,811.85236,263.78867,895.41809
182,1.508,807.11401,262.87469,895.10248
183,1.517,802.10663,261.1268,895.09497
184,1.525,796.4798,259.78595,896.1048
185,1.533,791.92682,259.11661,896.32263
186,1.542,786.98279,258.56122,897.01349
187,1.55,782.10425,257.98514,896.66162
188,1.558,777.52832,256.87418,897.34772
189,1.567,773.07721,254.99638,897.01532
190,1.575,768.17523,254.17569,897.25189
191,1.583,763.87982,253.65956,898.26953
192,1.592,758.78851,253.6825,898.84711
193,1.6,754.24225,252.33267,899.45282
194,1.608,749.58667,251.4099,899.80951
195,1.617,744.85486,249.82568,900.04633
196,1.625,740.41772,248.9326,900.22699
197,1.633,736.75037,249.06412,900.07471
198,1.642,732.44019,248.77914,899.89935
199,1.65,728.70892,248.54552,899.78314
200,1.658,724.73486,247.58818,899.84601
201,1.667,720.4118,247.23801,899.69537
202,1.675,717.35339,246.7542,899.64844
203,1.683,713.46832,246.25166,899.19513
204,1.692,709.47955,245.5451,898.8551
205,1.7,705.53711,245.66495,897.78876
206,1.708,701.72009,244.65631,896.84241
207,1.717,697.47852,245.65639,896.44617
208,1.725,694.20148,245.14066,896.21613
209,1.733,689.91388,244.29857,896.11029
210,1.742,686.39319,244.1387,894.79266
211,1.75,682.84314,244.88821,894.46979
212,1.758,678.47528,244.77267,894.14392
213,1.767,674.47943,244.27052,893.91486
214,1.775,671.10107,245.15218,893.57111
215,1.783,667.57819,244.37616,893.00922
216,1.792,662.49579,244.27959,892.35583
217,1.8,659.505,243.89705,892.31641
218,1.808,654.96967,244.21405,891.90253
219,1.817,651.01288,243.71443,892.0719
220,1.825,647.21649,244.3307,891.65283
221,1.833,642.31958,243.00394,891.53784
222,1.842,638.32214,242.45103,891.05054
223,1.85,634.12073,242.77176,890.71014
224,1.858,629.39551,241.83936,890.20575
225,1.867,624.87946,242.69093,890.04816
226,1.875,620.20605,242.95036,889.08374
227,1.883,614.40179,241.92204,888.87866
228,1.892,609.22412,242.82729,888.38135
229,1.9,604.2865,242.56387,887.62103
230,1.908,599.63782,243.49803,887.45929
231,1.917,594.29779,243.01514,887.45905
232,1.925,588.40045,243.34024,887.30493
233,1.933,582.28485,243.85664,886.63336
234,1.942,577.04059,244.16939,886.07025
235,1.95,570.9173,243.52824,885.21027
236,1.958,564.35089,244.46602,884.06622
237,1.967,558.11041,244.20641,883.76678
238,1.975,551.73566,243.77226,883.26282
239,1.983,544.47107,244.16589,882.63599
240,1.992,538.05005,244.6152,881.91156
241,2,530.68848,244.74222,881.71783
242,2.008,522.80969,245.70609,880.48657
243,2.017,514.55298,245.29504,879.72461
244,2.025,508.97513,246.63162,879.41382
245,2.033,501.26239,246.3172,879.04755
246,2.042,492.1394,246.45921,878.03174
