Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
105,0.867,1374.37683,179.29083,1316.28125
106,0.875,1367.99902,181.25867,1315.81287
107,0.883,1360.91235,182.45634,1315.02197
108,0.892,1354.11316,182.89301,1313.97729
109,0.9,1348.32495,184.71191,1314.22791
110,0.908,1342.43323,184.42273,1314.45313
111,0.917,1336.69666,186.14594,1315.57153
112,0.925,1330.55835,187.41225,1315.87952
113,0.933,1324.26294,188.9527,1315.52478
114,0.942,1317.59143,189.75743,1315.79175
115,0.95,1311.78979,189.0697,1316.34387
116,0.958,1307.70947,189.25626,1319.58643
117,0.967,1300.65491,189.76393,1319.0293
118,0.975,1294.18774,191.35713,1321.19312
119,0.983,1287.32617,194.53976,1321.70862
120,0.992,1279.86658,193.24039,1323.08301
121,1,1273.80542,193.24208,1323.16089
122,1.008,1268.42114,193.3118,1324.04883
123,1.017,1261.74683,194.22473,1325.26465
124,1.025,1255.78284,194.95087,1326.26465
125,1.033,1249.28198,194.58583,1326.92529
126,1.042,1242.40845,194.62227,1326.96326
127,1.05,1235.19446,192.91327,1325.88062
128,1.058,1229.36963,194.77782,1326.78662
129,1.067,1223.01636,196.39644,1328.59705
130,1.075,1215.75769,194.89267,1327.27905
131,1.083,1209.56592,194.64993,1328.42456
132,1.092,1202.26965,194.21193,1327.82043
133,1.1,1196.41992,194.40851,1327.13062
134,1.108,1189.89063,194.52541,1327.4303
135,1.117,1184.38281,195.14204,1327.18652
136,1.125,1176.96069,193.44684,1327.07605
137,1.133,1170.48486,194.11269,1327.43396
138,1.142,1165.3606,193.19075,1326.94678
139,1.15,1159.29407,193.16283,1327.07605
140,1.158,1153.73596,192.41652,1328.81921
141,1.167,1147.30396,192.8819,1328.87268
142,1.175,1141.41821,191.0762,1328.84363
143,1.183,1135.40454,192.41806,1329.14136
144,1.192,1129.76001,192.95827,1330.05591
145,1.2,1122.80396,192.42441,1329.49792
146,1.208,1117.7179,192.13039,1329.48682
147,1.217,1110.84729,190.16187,1328.76794
148,1.225,1103.97302,190.81737,1328.58582
149,1.233,1099.15955,189.66595,1329.73047
150,1.242,1093.39563,190.44647,1329.61877
151,1.25,1086.48145,190.00539,1329.28723
152,1.258,1080.35986,189.66867,1328.77478
153,1.267,1073.42493,187.67136,1327.3175
154,1.275,1068.05518,188.49844,1327.63
155,1.283,1062.39441,187.91875,1327.79456
156,1.292,1055.22131,187.35963,1327.28467
157,1.3,1048.98499,186.24519,1326.62341
158,1.308,1043.22156,186.47757,1326.72314
159,1.317,1036.70471,184.60687,1325.87451
160,1.325,1029.82312,185.1754,1325.61072
161,1.333,1024.3988,184.33762,1325.06873
162,1.342,1018.81982,183.18053,1325.08984
163,1.35,1011.92694,181.54523,1324.55286
164,1.358,1006.23242,181.51106,1324.50684
165,1.367,999.46246,179.81323,1323.677
166,1.375,992.92743,179.74084,1323.19958
167,1.383,986.08954,179.03075,1320.78418
168,1.392,980.52753,177.94064,1321.31714
169,1.4,973.96552,177.22867,1320.09973
170,1.408,967.67334,175.59244,1320.01416
171,1.417,960.9361,174.992,1319.23376
172,1.425,955.18134,172.95772,1317.78015
173,1.433,949.19421,170.65196,1317.21814
174,1.442,942.21588,169.98744,1316.06311
175,1.45,936.73615,169.0013,1315.64307
176,1.458,929.68451,166.72963,1315.0531
177,1.467,923.69788,166.63885,1314.76965
178,1.475,917.37347,164.59691,1315.13562
179,1.483,909.72968,162.50563,1315.50867
180,1.492,904.09662,160.87015,1317.15051
181,1.5,898.32465,158.73557,1317.76526
182,1.508,890.52148,157.09787,1318.01282
183,1.517,884.53351,154.86504,1319.17224
184,1.525,877.55267,152.59875,1321.33362
185,1.533,871.34833,150.57651,1322.01367
186,1.542,865.09918,149.1683,1324.9519
187,1.55,858.4115,146.66223,1326.28015
188,1.558,851.86835,145.26945,1327.52856
189,1.567,845.97723,143.09569,1328.81897
190,1.575,839.47778,140.3804,1330.17847
191,1.583,833.50726,140.43079,1331.375
192,1.592,827.99207,138.43565,1333.63184
193,1.6,821.27582,137.14343,1334.32043
194,1.608,815.5611,136.44891,1334.87317
195,1.617,807.7984,135.75209,1336.20056
196,1.625,802.271,134.09192,1336.21448
197,1.633,796.34637,132.29999,1336.12097
198,1.642,790.08594,132.49699,1335.83728
199,1.65,784.35028,132.04855,1336.0564
200,1.658,777.65656,130.36218,1336.00928
201,1.667,772.19293,130.57803,1335.98962
202,1.675,767.03796,128.28569,1335.49316
203,1.683,759.6629,128.34349,1335.26855
204,1.692,753.78339,127.47393,1335.09631
205,1.7,748.34229,126.28077,1334.39636
206,1.708,742.76221,125.45844,1334.72949
207,1.717,736.64185,125.58759,1335.27979
208,1.725,730.85028,125.44929,1335.43481
209,1.733,725.25909,124.78455,1334.95325
210,1.742,720.12903,123.66022,1335.67896
211,1.75,714.05096,123.90016,1335.84094
212,1.758,708.33203,123.43507,1335.78015
213,1.767,703.56116,122.66994,1335.58777
214,1.775,697.6543,121.99653,1334.9917
215,1.783,692.60352,120.5839,1335.20508
216,1.792,686.60175,121.95943,1335.66003
217,1.8,680.71643,120.52019,1336.12866
218,1.808,674.47607,121.11866,1335.81445
219,1.817,669.94617,121.08103,1335.93286
220,1.825,663.56177,120.57859,1335.32227
221,1.833,658.74719,119.93902,1335.03943
222,1.842,652.6684,120.15675,1333.54822
223,1.85,647.3064,119.93955,1333.4635
224,1.858,639.79492,120.35767,1333.03235
225,1.867,634.54828,120.11795,1332.75415
226,1.875,628.11755,119.79305,1331.20776
227,1.883,620.65759,120.64067,1330.72595
228,1.892,615.20209,119.0035,1330.91516
229,1.9,608.84412,119.90006,1330.15088
230,1.908,603.46271,119.59344,1329.32385
231,1.917,596.5755,120.19294,1328.50317
232,1.925,590.15613,120.29675,1327.20813
233,1.933,584.6709,120.4939,1326.95544
234,1.942,577.93054,120.85934,1325.68408
235,1.95,570.99481,119.72213,1324.23438
236,1.958,564.99884,120.82162,1323.5127
237,1.967,557.35437,120.65919,1322.08484
238,1.975,551.04254,121.75538,1321.24792
239,1.983,544.67017,121.80349,1320.41052
240,1.992,538.8208,123.16177,1319.39819
241,2,532.33337,123.68192,1318.22778
242,2.008,526.54102,123.90636,1316.33398
243,2.017,519.42047,125.30956,1315.57166
244,2.025,513.17511,125.5339,1314.00269
245,2.033,506.84979,126.66512,1312.95898
246,2.042,499.96826,126.86919,1312.13269
247,2.05,493.41006,129.89537,1311.71179
248,2.058,486.68994,129.83421,1310.59973
249,2.067,480.74112,131.69099,1309.57874
250,2.075,472.91348,132.60779,1309.14502
251,2.083,466.77286,133.83177,1308.1626
252,2.092,460.1821,135.56424,1308.38025
253,2.1,452.3262,137.21931,1308.67822
254,2.108,447.01328,138.49821,1308.96008
255,2.117,439.00479,137.97997,1309.4386
256,2.125,433.10992,138.65862,1309.55225
257,2.133,424.84964,141.25201,1311.39636
258,2.142,418.8035,142.5569,1312.75513
259,2.15,411.82697,142.81308,1313.15637
260,2.158,406.34338,144.00578,1314.17407
261,2.167,398.67715,142.77301,1316.32117
262,2.175,392.17264,145.88857,1317.81189
263,2.183,384.72647,145.1765,1317.48853
264,2.192,378.32816,146.63928,1318.78967
265,2.2,371.12,147.25238,1320.6228
266,2.208,364.59579,148.52077,1321.14246
267,2.217,358.26263,147.69484,1320.58459
268,2.225,349.9866,147.42349,1322.29187
269,2.233,343.74405,149.5784,1322.45703
270,2.242,335.73859,148.86325,1322.55908
271,2.25,329.474,148.1768,1323.06628
272,2.258,322.70459,148.50754,1322.59973
273,2.267,315.20789,150.0255,1322.75354
274,2.275,307.95645,150.14363,1323.20203
275,2.283,301.22107,149.21577,1323.85669
276,2.292,294.33148,148.97249,1323.17065
277,2.3,287.61096,149.39964,1323.19727
278,2.308,281.88712,149.08794,1323.20325
279,2.317,276.29776,149.65169,1324.18689
280,2.325,268.50305,150.12225,1324.71558
281,2.333,262.21133,150.18245,1324.81287
282,2.342,255.11111,150.21939,1325.62244
283,2.35,248.76514,150.09955,1325.16711
284,2.358,243.36935,149.96794,1325.91992
285,2.367,237.67978,149.36473,1325.46228
286,2.375,230.54549,148.65919,1326.17004
287,2.383,224.18651,148.87575,1325.95752
288,2.392,218.94099,149.27403,1326.17737
289,2.4,212.3363,149.97411,1326.23596
290,2.408,205.31465,149.5256,1325.9364
291,2.417,200.52222,150.23036,1325.82874
292,2.425,192.29301,150.56305,1326.21204
293,2.433,185.09425,150.2357,1325.79688
294,2.442,180.98979,150.83676,1325.28564
295,2.45,173.20737,148.53781,1324.80103
296,2.458,166.60182,147.59856,1324.21423
297,2.467,161.11296,148.31047,1324.07727
298,2.475,155.15182,147.78394,1323.33167
299,2.483,148.74377,147.67117,1323.41003
300,2.492,141.90887,147.01796,1322.67358
301,2.5,135.86801,147.78156,1322.40186
302,2.508,128.57811,145.82062,1322.35364
303,2.517,122.77193,144.54248,1321.31421
304,2.525,116.21251,145.39374,1321.80786
305,2.533,109.52607,145.11877,1321.28503
306,2.542,103.66376,144.45061,1319.58008
307,2.55,96.89514,143.57721,1319.07507
308,2.558,91.08979,142.45959,1318.71326
309,2.567,85.65189,141.66092,1318.04504
310,2.575,78.7979,140.28496,1317.41504
311,2.583,72.44435,138.70087,1315.88074
312,2.592,66.90002,138.35201,1314.7052
313,2.6,60.50853,138.60313,1314.74304
314,2.608,55.00612,137.45758,1314.14014
315,2.617,48.37052,136.60643,1312.92993
316,2.625,42.26472,134.51962,1311.93811
317,2.633,36.69246,132.94518,1311.09814
318,2.642,29.65053,131.47742,1310.63245
319,2.65,24.29663,130.36108,1310.62964
320,2.658,16.84215,129.37686,1310.90686
321,2.667,10.59557,127.33838,1311.41956
322,2.675,5.14512,126.00703,1311.81567
323,2.683,-2.05659,125.59208,1313.08264
324,2.692,-8.22747,123.45242,1314.45374
325,2.7,-15.27508,121.97704,1316.42688
326,2.708,-21.5484,120.21619,1316.8219
327,2.717,-28.51013,118.39357,1318.66516
328,2.725,-34.8513,116.54926,1320.48669
329,2.733,-41.06921,114.84663,1321.51868
330,2.742,-47.39759,112.71612,1323.58691
331,2.75,-53.04926,112.02525,1324.23901
332,2.758,-60.15758,110.74022,1325.81519
333,2.767,-65.54433,108.76019,1326.32898
334,2.775,-72.25494,108.43156,1327.15198
335,2.783,-78.78839,107.39124,1328.38245
336,2.792,-84.16464,106.75314,1328.26428
337,2.8,-90.81295,105.67197,1329.12585
338,2.808,-96.36077,103.87849,1329.15991
339,2.817,-102.76741,103.54456,1329.17847
340,2.825,-108.30842,104.15295,1329.34131
341,2.833,-113.69935,102.98702,1328.9613
342,2.842,-120.9067,102.34203,1329.5343
343,2.85,-127.30211,101.07083,1328.6748
344,2.858,-132.17627,100.15551,1328.84985
345,2.867,-138.41724,100.24036,1328.4552
346,2.875,-144.15553,99.46722,1328.19104
347,2.883,-150.4604,99.62079,1328.88159
348,2.892,-155.60172,98.97653,1329.41882
349,2.9,-161.77112,98.30133,1328.85767
350,2.908,-167.69962,96.87701,1328.6908
351,2.917,-172.51028,97.43341,1329.3894
352,2.925,-178.59604,96.93222,1329.98828
353,2.933,-184.04831,95.96844,1329.64539
354,2.942,-189.60843,96.26498,1329.21667
355,2.95,-195.76363,96.91363,1328.82471
356,2.958,-201.60934,96.41133,1328.20886
357,2.967,-207.59541,95.94507,1329.0011
358,2.975,-213.04956,96.4188,1329.15637
359,2.983,-218.73225,96.03154,1329.31519
360,2.992,-224.62798,96.06417,1328.57532
361,3,-229.62863,96.72977,1327.74402
362,3.008,-235.49763,96.13305,1326.93896
363,3.017,-242.0426,95.8484,1326.29175
364,3.025,-247.56577,96.66434,1326.1189
365,3.033,-253.60338,96.6176,1325.79578
366,3.042,-259.75049,97.32965,1325.28967
367,3.05,-266.22711,96.66245,1324.63721
368,3.058,-272.00598,97.73372,1324.29724
369,3.067,-278.53592,97.4104,1323.95972
370,3.075,-284.66348,97.94009,1323.33435
371,3.083,-290.73517,98.75009,1322.46655
372,3.092,-296.54053,99.81236,1321.35938
373,3.1,-302.9856,98.89111,1321.0874
374,3.108,-308.82761,100.36881,1320.28857
375,3.117,-315.69736,102.05752,1319.37781
376,3.125,-321.85849,102.02009,1319.01245
377,3.133,-328.69925,102.55758,1317.71729
378,3.142,-334.76208,103.19378,1316.31018
379,3.15,-339.95044,104.33821,1315.1814
380,3.158,-347.57129,104.97073,1313.73474
381,3.167,-353.29459,106.18582,1312.79431
382,3.175,-359.91766,107.29449,1311.81628
383,3.183,-366.9021,107.92387,1310.37891
384,3.192,-372.67392,109.42798,1309.48059
385,3.2,-378.70047,111.23772,1307.95203
386,3.208,-385.21747,112.24265,1307.21545
387,3.217,-391.25076,114.63712,1306.57336
388,3.225,-398.08755,115.51695,1304.99377
389,3.233,-404.8869,116.5056,1304.56177
390,3.242,-411.17883,118.82936,1304.00354
391,3.25,-417.70016,120.79127,1303.53967
392,3.258,-424.46295,122.36086,1302.79333
393,3.267,-431.07132,123.57547,1303.16077
394,3.275,-438.00113,125.388,1303.75525
395,3.283,-444.04919,128.2578,1303.75378
396,3.292,-450.54947,128.84378,1304.05457
397,3.3,-457.96033,129.95129,1305.64307
398,3.308,-464.45377,131.34386,1305.97913
399,3.317,-471.20581,132.30595,1306.90002
400,3.325,-477.01273,133.26303,1308.35181
401,3.333,-483.51306,134.71107,1308.72131
402,3.342,-490.16324,135.53897,1310.20361
403,3.35,-497.39615,137.81407,1311.01965
404,3.358,-503.72009,139.09146,1311.76721
405,3.367,-510.83063,139.43855,1311.69299
406,3.375,-517.69232,139.95374,1312.97925
407,3.383,-525.49194,141.55911,1313.62878
408,3.392,-531.39063,142.37289,1313.90051
409,3.4,-538.54272,143.56592,1314.26709
410,3.408,-545.70313,144.34077,1315.10925
411,3.417,-551.98969,144.65871,1315.27002
412,3.425,-559.61493,145.59209,1314.53015
413,3.433,-565.91632,145.83226,1314.80872
414,3.442,-572.23486,146.45737,1314.66528
415,3.45,-578.97363,147.3116,1315.37061
416,3.458,-585.39386,147.81206,1314.74377
417,3.467,-592.43878,146.84352,1315.13013
418,3.475,-598.19269,148.66936,1315.85767
419,3.483,-604.69098,148.48051,1315.96887
420,3.492,-611.21399,149.33499,1316.87769
421,3.5,-616.96686,149.54062,1317.8844
422,3.508,-623.59534,150.99202,1318.15784
423,3.517,-629.79803,150.70335,1319.18835
424,3.525,-635.76038,150.23524,1319.98157
425,3.533,-642.38959,150.7771,1319.90039
426,3.542,-647.84009,151.28346,1319.95325
427,3.55,-654.57056,151.64383,1321.08301
428,3.558,-660.48688,152.43622,1321.09656
429,3.567,-667.6474,152.80647,1320.80273
430,3.575,-673.03088,152.13248,1320.48254
431,3.583,-679.92584,153.22461,1321.10315
432,3.592,-685.75079,153.97543,1320.98328
433,3.6,-691.66565,153.58611,1320.93677
434,3.608,-698.40131,153.17688,1320.80823
435,3.617,-704.9812,153.82867,1320.47437
436,3.625,-710.87982,154.1805,1320.01575
437,3.633,-717.03363,153.90904,1319.85486
438,3.642,-723.58643,154.83522,1319.83789
439,3.65,-729.54083,154.66125,1319.59167
440,3.658,-735.72009,154.58197,1318.91321
441,3.667,-741.82538,154.46933,1318.80322
442,3.675,-748.09534,155.29556,1318.96716
443,3.683,-753.24982,155.84116,1318.2627
444,3.692,-760.06824,155.0733,1317.70288
445,3.7,-766.22461,154.60841,1317.43677
446,3.708,-771.92163,154.61873,1316.83655
447,3.717,-778.73627,155.11961,1315.62659
448,3.725,-784.30762,154.58824,1314.87109
449,3.733,-789.93219,154.92419,1314.63147
450,3.742,-796.39075,154.35159,1313.92517
451,3.75,-803.02728,154.06923,1313.30957
452,3.758,-808.23651,153.49908,1313.05566
453,3.767,-814.0835,153.22484,1312.776
454,3.775,-820.76038,153.39122,1311.19458
455,3.783,-826.67261,151.93323,1310.25793
456,3.792,-832.69244,151.76762,1309.91199
457,3.8,-838.14496,151.43605,1309.67554
458,3.808,-844.78558,151.20348,1308.79895
459,3.817,-850.7489,150.24713,1308.93567
460,3.825,-856.14325,149.27104,1308.61926
461,3.833,-862.9649,149.49994,1309.01111
462,3.842,-869.54926,148.85817,1309.4281
463,3.85,-875.55676,147.7429,1310.07349
464,3.858,-881.9176,147.07747,1310.42432
465,3.867,-888.91907,145.45067,1311.89929
466,3.875,-894.57184,144.08705,1313.05737
467,3.883,-900.49994,142.60275,1314.48401
468,3.892,-907.651,142.28017,1315.63281
469,3.9,-914.04163,141.84084,1316.40405
470,3.908,-919.69232,140.73795,1317.46643
471,3.917,-926.16522,139.91185,1318.39526
472,3.925,-933.1106,140.19812,1319.88721
473,3.933,-938.32129,138.71716,1320.64685
