Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,1952.98047,121.78185,1336.76465,1999.35864,387.27866,1325.36816,2010.02881,3.36833,1355.11682
2,0.008,1949.76636,119.62312,1336.81421,1994.19922,387.08463,1325.62451,2005.64819,3.25216,1355.00989
3,0.017,1942.07446,119.88042,1336.36169,1986.66711,386.53162,1325.01465,2001.41162,4.80281,1354.17529
4,0.025,1939.69177,120.21543,1336.97961,1979.73157,386.01285,1325.89697,1997.88818,2.49785,1354.05188
5,0.033,1933.66162,121.27383,1336.46497,1973.65576,385.71622,1326.51868,1993.02698,4.51644,1354.97229
6,0.042,1928.84888,118.53001,1335.89441,1968.07861,386.37723,1326.5741,1989.95703,2.76661,1353.82068
7,0.05,1925.96204,118.12132,1335.97961,1962.98621,387.06436,1325.81604,1985.08691,3.4158,1353.91797
8,0.058,1920.45276,119.48473,1335.52454,1956.56238,386.22052,1326.15369,1981.07727,2.77246,1354.07153
9,0.067,1916.59424,118.00847,1334.84216,1950.05994,385.55133,1325.74304,1976.99121,3.2118,1355.02075
10,0.075,1908.86755,117.0994,1334.33057,1944.76697,384.7662,1325.87622,1972.3877,0.5263,1354.10803
11,0.083,1906.77087,116.31718,1334.22839,1937.20398,382.87988,1325.65149,1967.15405,2.99001,1352.82007
12,0.092,1901.21948,114.59068,1335.73572,1932.62476,383.60349,1325.2561,1963.1366,1.2082,1352.69824
13,0.1,1893.28821,113.84888,1335.70532,1927.36169,383.2825,1325.10852,1958.62415,-1.32128,1352.74097
14,0.108,1890.5675,113.63875,1334.81604,1920.61609,383.01471,1324.3927,1952.46948,0.66349,1351.69373
15,0.117,1882.98083,113.38871,1332.46973,1917.15051,382.38223,1323.68433,1948.20789,-1.87514,1350.92273
16,0.125,1878.74402,111.61856,1332.7771,1911.56201,381.24191,1323.1283,1943.11621,-1.21409,1351.31946
17,0.133,1875.83264,111.45708,1332.12793,1905.19678,380.83777,1322.99182,1938.30859,-1.42148,1349.88245
18,0.142,1867.9425,111.51381,1331.73254,1900.59045,380.54022,1323.72412,1933.15002,-4.12283,1349.14099
19,0.15,1864.28833,109.13737,1331.52722,1895.57764,379.40027,1322.69739,1926.67896,-3.23645,1349.42969
20,0.158,1856.72473,109.24643,1331.03125,1888.61731,378.00464,1322.72961,1921.98438,-5.33342,1347.25049
21,0.167,1852.26355,107.68141,1329.54553,1882.26245,376.32825,1323.01147,1916.3606,-5.75123,1347.63379
22,0.175,1847.30664,108.25245,1329.98181,1879.6145,376.42664,1321.48267,1910.29395,-6.05235,1348.60767
23,0.183,1842.21863,106.92123,1329.11841,1874.50647,376.79285,1320.68323,1905.34131,-7.25622,1346.45923
24,0.192,1836.62793,105.60033,1327.85803,1867.97937,374.61719,1320.81152,1898.86926,-7.30627,1346.86438
25,0.2,1829.94995,105.27062,1327.00293,1861.25635,371.98416,1320.25464,1893.17041,-10.43837,1346.08447
26,0.208,1823.70056,102.33993,1328.65344,1856.94006,371.86993,1319.83704,1886.40234,-11.35188,1343.60168
27,0.217,1819.13013,103.52006,1327.00708,1852.94458,371.45926,1319.36475,1881.03149,-12.56865,1343.9729
28,0.225,1812.13184,98.76434,1327.71313,1846.55664,368.77014,1318.66089,1876.87061,-14.82908,1343.41309
29,0.233,1808.62195,98.45241,1327.27917,1840.26025,367.8631,1318.77856,1869.11169,-13.61745,1342.50879
30,0.242,1798.82642,96.75749,1325.72095,1838.52173,367.53821,1317.6062,1863.86963,-17.42678,1341.67712
31,0.25,1796.66602,96.13359,1324.96765,1830.7616,364.57175,1316.47607,1858.69812,-20.76938,1340.99023
32,0.258,1788.67786,96.20429,1324.82581,1828.2251,363.36838,1316.17383,1850.72241,-20.133,1339.27283
33,0.267,1784.45264,94.39549,1323.85315,1822.3855,360.8299,1316.95886,1845.97205,-23.2755,1339.24121
34,0.275,1780.32727,90.84748,1323.68445,1816.4397,358.74774,1316.3783,1840.58411,-26.32882,1338.68774
35,0.283,1771.53552,90.43556,1323.23682,1812.802,358.00815,1315.71729,1832.34277,-25.88445,1337.2926
36,0.292,1764.42944,86.15116,1324.69519,1806.23486,355.64807,1316.18042,1827.76038,-28.71884,1336.8335
37,0.3,1762.02295,85.23647,1324.67834,1801.28125,353.16022,1316.58325,1820.93542,-31.64359,1338.72205
