Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,2039.34961,197.70616,1417.70789
2,0.008,2034.01721,198.16382,1418.21301
3,0.017,2028.63208,198.37506,1417.94189
4,0.025,2023.87891,197.7115,1418.36011
5,0.033,2019.19006,197.61624,1418.3877
6,0.042,2013.81702,197.54405,1417.82556
7,0.05,2008.90161,196.83763,1417.9386
8,0.058,2002.40967,197.31604,1417.17407
9,0.067,1998.34485,196.92274,1416.74646
10,0.075,1993.01941,197.96353,1417.43628
11,0.083,1988.21118,196.80217,1416.96069
12,0.092,1983.67395,196.71664,1415.9624
13,0.1,1978.18286,196.21391,1415.33313
14,0.108,1973.21313,195.5791,1415.88123
15,0.117,1967.27417,193.39174,1415.70361
16,0.125,1962.47412,194.5269,1414.40454
17,0.133,1957.07397,193.27481,1414.11426
18,0.142,1951.73352,192.91666,1414.79565
19,0.15,1945.75916,191.95291,1413.67236
20,0.158,1940.90234,191.2314,1412.3446
21,0.167,1935.47278,189.71527,1411.84583
22,0.175,1930.01672,188.06564,1411.07983
23,0.183,1923.63123,187.01936,1410.62744
24,0.192,1918.69336,186.74339,1410.57336
25,0.2,1914.34583,184.11143,1410.2699
26,0.208,1908.27661,183.20479,1409.40869
27,0.217,1903.23499,183.04567,1408.16919
28,0.225,1898.02441,180.75961,1408.23535
29,0.233,1892.36169,179.2645,1407.58655
30,0.242,1886.98975,177.44588,1406.79956
31,0.25,1881.27368,175.46286,1405.74402
32,0.258,1876.55835,173.91405,1405.78845
33,0.267,1871.75256,171.68529,1404.97144
34,0.275,1866.28137,169.65182,1404.14026
35,0.283,1859.37415,167.17235,1405.13452
36,0.292,1854.39099,165.26875,1405.09705
37,0.3,1848.43591,162.90636,1405.84045
38,0.308,1842.57983,161.51942,1407.04858
39,0.317,1836.42346,159.65144,1407.04492
40,0.325,1830.47412,157.78606,1408.69641
41,0.333,1825.92944,155.37878,1409.28748
42,0.342,1819.42383,153.88144,1410.21423
43,0.35,1814.27039,151.96478,1411.24719
44,0.358,1808.49609,149.70241,1412.74329
45,0.367,1803.31897,148.9407,1413.45581
46,0.375,1797.47388,145.96541,1414.73083
47,0.383,1792.276,144.29709,1416.18713
48,0.392,1786.87219,141.67653,1416.43079
49,0.4,1780.69177,140.46298,1417.56836
50,0.408,1775.24597,138.67075,1418.02002
51,0.417,1769.98877,135.93683,1418.32715
52,0.425,1764.56897,134.02174,1418.76343
53,0.433,1758.52637,132.39096,1418.95874
54,0.442,1752.78955,130.45935,1419.71838
55,0.45,1746.69116,128.58983,1420.19177
56,0.458,1741.04041,127.5287,1420.71692
57,0.467,1735.59583,125.92816,1420.66748
58,0.475,1729.90039,124.18335,1420.86426
59,0.483,1723.95862,123.57932,1420.86743
60,0.492,1718.55505,121.51162,1420.67407
61,0.5,1712.71338,120.52208,1421.13184
62,0.508,1707.39734,118.51851,1421.27917
63,0.517,1702.69385,118.02409,1422.38306
64,0.525,1696.52173,116.32333,1422.55286
65,0.533,1691.474,116.84569,1421.8761
66,0.542,1687.41968,116.08356,1422.60498
67,0.55,1681.57581,115.80556,1422.69104
68,0.558,1675.84729,113.95412,1423.07214
69,0.567,1670.27991,112.1077,1423.18591
70,0.575,1664.14136,111.1431,1422.86145
71,0.583,1658.67517,110.67062,1422.64929
72,0.592,1654.00415,109.82331,1422.83801
73,0.6,1648.7489,109.87088,1422.93457
74,0.608,1644.61975,108.65804,1422.65088
75,0.617,1638.3241,107.64252,1422.56726
76,0.625,1633.15613,106.51374,1421.70105
77,0.633,1627.18896,106.30241,1421.57349
78,0.642,1622.21411,104.32703,1421.74866
79,0.65,1615.95349,104.06819,1421.27051
80,0.658,1610.9729,104.97034,1421.50781
81,0.667,1606.13477,104.58458,1421.4928
82,0.675,1600.10217,103.89927,1421.42346
83,0.683,1594.40649,103.14661,1420.19788
84,0.692,1589.44641,103.21693,1419.06946
85,0.7,1583.70569,102.42306,1418.7262
86,0.708,1578.34509,102.62569,1418.90759
87,0.717,1572.4137,101.71617,1417.50842
88,0.725,1566.37659,101.47736,1417.37231
89,0.733,1560.81348,101.63745,1417.01465
90,0.742,1556.5155,101.99875,1416.71179
91,0.75,1550.02905,102.04765,1416.84192
92,0.758,1545.00891,102.49365,1415.15173
93,0.767,1538.99951,102.65946,1414.23486
94,0.775,1533.48657,102.05555,1413.84607
95,0.783,1527.58936,102.34925,1412.91577
96,0.792,1521.9386,102.94909,1412.10266
97,0.8,1516.86633,103.30651,1411.45959
98,0.808,1511.81775,104.27442,1410.72302
99,0.817,1506.54883,104.70869,1409.73193
100,0.825,1501.24304,105.65629,1408.90015
101,0.833,1495.9303,105.15958,1407.90417
102,0.842,1490.02173,106.8216,1406.56921
103,0.85,1484.94312,107.73283,1405.54517
104,0.858,1479.45789,108.43948,1404.29126
105,0.867,1473.92749,109.23327,1402.52063
106,0.875,1468.01819,109.74628,1401.64856
107,0.883,1462.57336,110.90024,1400.97363
108,0.892,1456.60962,111.58047,1400.61707
109,0.9,1450.14392,112.88883,1400.60242
110,0.908,1443.29468,113.44801,1401.6178
111,0.917,1436.80652,113.88879,1402.52454
112,0.925,1430.44556,114.69172,1402.61707
113,0.933,1424.08984,115.40448,1403.14612
114,0.942,1417.93274,116.84047,1402.85889
115,0.95,1411.74463,116.97006,1404.02319
116,0.958,1406.06287,117.92406,1405.27869
117,0.967,1399.18433,118.28534,1405.5238
118,0.975,1393.94666,118.25549,1406.02576
119,0.983,1387.1156,119.05561,1407.43542
120,0.992,1379.67285,119.88464,1408.85205
121,1,1373.56409,120.56277,1408.70618
122,1.008,1367.50696,120.96021,1408.99084
123,1.017,1361.82922,120.36232,1409.54968
124,1.025,1353.97107,121.96579,1410.71216
125,1.033,1347.80127,121.94478,1411.40515
126,1.042,1341.37915,122.18211,1411.4552
127,1.05,1335.12244,123.16242,1411.82092
128,1.058,1329.21167,123.05768,1411.40137
129,1.067,1323.38696,123.50069,1412.70959
130,1.075,1316.98328,124.59681,1412.61145
131,1.083,1310.74487,124.35411,1412.76245
132,1.092,1304.73413,124.89296,1413.78186
133,1.1,1297.59595,125.16718,1413.55835
134,1.108,1291.85901,125.8287,1413.49548
135,1.117,1286.41113,124.84798,1413.92456
136,1.125,1279.78076,125.37668,1414.28271
137,1.133,1273.32886,126.03388,1414.97546
138,1.142,1267.42773,125.44823,1415.31079
139,1.15,1261.42944,126.85178,1415.95776
140,1.158,1255.17224,126.54228,1416.18677
141,1.167,1250.12732,126.27711,1416.11829
142,1.175,1243.89624,126.9576,1416.33911
