Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,1949.32166,422.27026,900.03619
2,0.008,1942.41895,421.93542,899.96613
3,0.017,1933.45081,420.97858,899.31085
4,0.025,1927.00586,419.87949,900.01117
5,0.033,1922.14636,421.23657,900.61621
6,0.042,1914.68616,419.017,901.32324
7,0.05,1907.5813,419.23788,899.89801
8,0.058,1900.52014,419.30731,901.22778
9,0.067,1893.74597,417.37384,901.72821
10,0.075,1887.57031,417.55331,901.31091
11,0.083,1880.98486,417.14005,901.16095
12,0.092,1873.48608,415.59296,901.73785
13,0.1,1868.39941,415.69672,901.7749
14,0.108,1861.57666,414.31696,900.87946
15,0.117,1854.90869,413.51263,901.07861
16,0.125,1847.96851,411.4064,901.80829
17,0.133,1841.58411,411.95096,899.79321
18,0.142,1837.66394,411.82187,900.87299
19,0.15,1831.22888,410.56747,898.53784
20,0.158,1822.91455,408.66058,899.39642
21,0.167,1818.20374,408.14035,899.62549
22,0.175,1815.12646,408.00458,898.4223
23,0.183,1806.4104,405.56772,897.17114
24,0.192,1800.15076,403.52444,897.25128
25,0.2,1797.33301,402.75757,897.22955
26,0.208,1789.98364,402.19684,897.36896
27,0.217,1784.2113,399.93369,895.67877
28,0.225,1778.61133,396.9834,896.10138
29,0.233,1772.86487,396.9288,896.04095
30,0.242,1768.24609,394.84171,894.41949
31,0.25,1762.22852,394.49213,893.96216
32,0.258,1758.75574,394.30124,894.16663
33,0.267,1750.20898,392.00043,893.87006
34,0.275,1747.52393,391.27643,893.47321
35,0.283,1743.74561,389.52673,894.44312
36,0.292,1737.49207,388.74414,893.79541
37,0.3,1733.24695,387.44299,893.91669
38,0.308,1727.13977,384.19669,893.81873
39,0.317,1722.61646,384.06219,893.41132
40,0.325,1716.41687,381.9205,894.84436
41,0.333,1713.08411,379.35654,895.54303
42,0.342,1707.6272,377.77609,897.68579
43,0.35,1705.32434,377.60587,898.69702
44,0.358,1700.3739,377.14871,899.11194
45,0.367,1695.42932,373.71652,899.66315
46,0.375,1691.57312,373.34225,900.39075
47,0.383,1689.88611,373.14536,903.37878
48,0.392,1684.43689,371.57834,903.06378
49,0.4,1680.04993,370.12683,904.30896
50,0.408,1679.37769,369.49384,906.19238
51,0.417,1672.90161,367.60895,906.73694
52,0.425,1668.74133,367.26813,906.94635
53,0.433,1664.58008,366.60849,906.64154
54,0.442,1662.20996,363.66623,906.65002
55,0.45,1658.13281,363.2912,907.12054
56,0.458,1652.95325,363.19055,907.30432
57,0.467,1651.60242,362.85831,906.92145
58,0.475,1647.00732,360.44006,906.88428
59,0.483,1642.02856,360.37347,906.45331
60,0.492,1640.91418,360.85492,906.63348
61,0.5,1635.85376,358.55496,906.68793
62,0.508,1633.89502,357.66238,906.11261
