Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,2038.47253,435.22491,1020.94165
2,0.008,2031.5896,435.51639,1021.41193
3,0.017,2023.23022,433.77939,1019.80963
4,0.025,2017.85303,435.27252,1019.84003
5,0.033,2010.823,435.15775,1021.61493
6,0.042,2005.40405,435.06912,1023.38965
7,0.05,1997.66675,433.86459,1020.82666
8,0.058,1991.09106,434.66989,1020.82397
9,0.067,1985.06433,435.68555,1021.23083
10,0.075,1978.16235,435.14566,1021.05634
11,0.083,1971.18311,434.72845,1021.50598
12,0.092,1964.41455,434.43448,1019.53552
13,0.1,1958.32556,434.06879,1020.06232
14,0.108,1953.04187,434.11417,1019.66504
15,0.117,1946.22827,433.08588,1019.33813
16,0.125,1940.72876,431.72256,1019.17578
17,0.133,1934.85547,432.04086,1018.12421
18,0.142,1927.74866,431.07236,1017.92798
19,0.15,1923.07068,430.591,1017.75348
20,0.158,1918.17725,430.12622,1016.91675
21,0.167,1912.68567,428.10629,1016.83691
22,0.175,1906.17322,427.4462,1016.33038
23,0.183,1901.00635,425.26544,1015.70007
24,0.192,1895.00635,425.01337,1014.19019
25,0.2,1887.38269,422.33047,1013.38177
26,0.208,1882.98352,421.63647,1012.8598
27,0.217,1879.35767,421.54486,1012.85925
28,0.225,1871.5332,419.48807,1013.05823
29,0.233,1869.31616,418.12823,1011.3891
30,0.242,1862.87891,416.9725,1012.10883
31,0.25,1856.3241,414.72131,1010.95007
32,0.258,1852.11951,413.32886,1011.24768
33,0.267,1844.37573,410.66696,1009.71967
34,0.275,1842.77454,410.54303,1009.82886
35,0.283,1836.55115,407.39856,1009.41846
36,0.292,1832.50537,406.89722,1010.1485
37,0.3,1825.71094,405.16516,1011.24084
38,0.308,1820.95032,402.75674,1010.98853
39,0.317,1815.42017,400.58554,1012.0592
40,0.325,1810.10046,398.74033,1013.67957
41,0.333,1805.23669,395.61557,1015.62402
42,0.342,1799.87061,394.28857,1016.31122
43,0.35,1796.89111,393.09247,1017.2771
44,0.358,1788.94995,389.48764,1019.44934
45,0.367,1788.45508,390.36331,1022.16565
46,0.375,1779.36389,386.72556,1022.9826
47,0.383,1777.91248,385.22943,1023.30304
48,0.392,1772.54761,382.80392,1025.13989
49,0.4,1768.47278,381.82504,1026.81067
50,0.408,1762.45691,379.444,1026.94568
51,0.417,1758.55713,378.09052,1028.87219
52,0.425,1756.70496,377.94144,1029.93689
53,0.433,1751.33667,374.2099,1029.68103
54,0.442,1746.42603,373.87823,1029.99231
55,0.45,1741.28711,371.81372,1032.27893
56,0.458,1737.48718,369.56412,1030.70569
57,0.467,1735.20862,369.80551,1032.56152
58,0.475,1730.42358,367.62872,1032.52612
59,0.483,1725.36108,366.28964,1033.26025
60,0.492,1722.82385,366.57852,1033.82935
61,0.5,1719.33887,364.84174,1033.53015
62,0.508,1714.01831,363.26547,1033.49548
63,0.517,1709.99622,361.99414,1033.98853
64,0.525,1706.66687,360.95309,1034.01147
65,0.533,1702.8186,360.0174,1033.56616
66,0.542,1697.96509,359.72543,1033.58167
67,0.55,1691.77808,356.24188,1034.69336
68,0.558,1689.2644,356.44955,1034.72217
69,0.567,1686.93665,356.60065,1035.38733
70,0.575,1681.88574,354.02444,1035.44031
71,0.583,1676.3877,354.12619,1034.19934
72,0.592,1675.39075,353.76648,1035.09167
73,0.6,1670.28223,351.75961,1035.74146
74,0.608,1664.69995,350.85934,1034.96423
75,0.617,1661.30103,351.23666,1034.13733
76,0.625,1658.71436,350.01682,1035.20483
77,0.633,1653.32788,349.04263,1035.56885
78,0.642,1649.30872,348.35123,1034.448
79,0.65,1647.34119,348.05884,1035.27515
80,0.658,1642.1532,347.04318,1035.22961
81,0.667,1638.05884,345.96481,1033.84155
82,0.675,1632.84827,345.04947,1034.13562
83,0.683,1629.86853,346.01395,1034.41321
84,0.692,1626.07166,344.98648,1034.35242
85,0.7,1620.13647,344.5607,1034.02661
86,0.708,1616.17578,343.54538,1033.3269
87,0.717,1612.39856,343.82791,1033.80103
88,0.725,1607.80884,342.32602,1032.69092
89,0.733,1602.12805,343.14639,1033.11011
90,0.742,1597.9491,342.50461,1031.80945
91,0.75,1593.13428,342.27438,1031.39453
92,0.758,1589.72034,342.20654,1031.24023
93,0.767,1585.0863,342.70456,1030.02563
94,0.775,1578.52515,341.74109,1028.81921
95,0.783,1574.948,341.42868,1028.72339
96,0.792,1568.34424,343.71793,1028.56116
97,0.8,1564.4032,344.75464,1027.3197
