Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
1,0,2128.87158,281.92566,1237.02478,1999.43018,408.55087,1170.90894
2,0.008,2123.68115,281.75882,1237.77734,1992.98669,411.05243,1170.33984
3,0.017,2119.32471,283.15875,1238.02161,1985.33374,409.19333,1172.34399
4,0.025,2113.29126,284.6041,1238.43054,1977.52014,407.62494,1173.78137
5,0.033,2107.71094,284.82208,1238.38184,1971.0697,410.9325,1173.60327
6,0.042,2101.44775,285.42569,1237.71545,1966.823,408.31485,1172.87854
7,0.05,2096.3479,285.31473,1237.44983,1959.38367,409.31339,1172.43372
8,0.058,2090.60986,285.76328,1237.64673,1955.77466,408.38104,1172.09644
9,0.067,2085.29199,285.18076,1238.58618,1950.01392,410.60587,1171.65198
10,0.075,2079.92896,285.67148,1237.83435,1945.02039,407.62955,1171.2251
11,0.083,2073.68018,285.1496,1237.02148,1935.93884,408.05661,1171.62927
12,0.092,2068.87793,285.34842,1237.302,1932.17664,409.2233,1171.23059
13,0.1,2063.30029,285.56522,1236.69531,1923.86035,407.40399,1173.03564
14,0.108,2059.27612,285.6651,1236.85547,1920.31274,405.18469,1172.03552
15,0.117,2053.01685,284.84418,1235.68762,1911.36816,404.77014,1172.07849
16,0.125,2048.00854,284.37543,1235.44177,1904.55981,403.59644,1171.13843
17,0.133,2042.21313,283.56268,1235.86023,1900.82861,404.95178,1170.23328
18,0.142,2037.22668,283.36911,1235.06873,1895.71814,401.72922,1170.11877
19,0.15,2031.16858,282.3671,1234.07324,1888.0293,402.14569,1168.75159
20,0.158,2026.38599,281.42596,1234.01465,1886.52002,401.98291,1168.64465
21,0.167,2020.21277,280.65445,1233.46863,1876.59009,400.64783,1167.95508
22,0.175,2015.68164,279.27304,1232.31946,1873.64368,398.99213,1167.65564
23,0.183,2009.9093,278.35468,1232.18701,1865.86829,399.43976,1166.90808
24,0.192,2004.55371,277.39313,1231.31482,1860.41406,396.01059,1165.78223
25,0.2,1999.75037,275.58145,1231.00024,1857.59705,395.46808,1165.83264
26,0.208,1993.16699,273.81775,1229.99866,1850.43298,395.24542,1164.8324
27,0.217,1987.62292,271.81445,1229.35376,1846.61548,393.2251,1164.68054
28,0.225,1981.01868,270.97125,1228.74255,1842.95984,393.49893,1164.7677
29,0.233,1976.75989,269.38687,1227.81006,1834.12585,390.13327,1165.16736
30,0.242,1970.51794,267.88309,1227.35608,1832.47864,390.21732,1162.85852
31,0.25,1965.49146,265.62851,1226.65662,1821.67566,387.12665,1165.46765
32,0.258,1960.28894,263.8721,1225.6394,1820.40674,386.62811,1163.31067
33,0.267,1954.46729,261.65308,1224.07458,1815.05579,383.36646,1162.8811
34,0.275,1950.12415,259.25735,1224.20288,1807.25842,383.24167,1163.76245
35,0.283,1943.42346,256.87848,1223.90869,1805.14514,382.24872,1163.35962
36,0.292,1937.49988,255.06393,1224.67224,1799.90527,378.21231,1163.32007
37,0.3,1932.2406,252.3325,1225.16296,1794.23779,377.15042,1163.42139
38,0.308,1925.87207,250.93198,1225.42371,1790.88782,377.6586,1163.60828
39,0.317,1920.61536,249.25169,1227.10254,1786.47607,374.76407,1166.34326
40,0.325,1914.47876,247.632,1227.21655,1777.07813,370.02222,1166.85571
41,0.333,1908.6958,244.58003,1228.23438,1774.08704,371.50833,1167.21338
42,0.342,1902.38977,243.82307,1229.47644,1769.35315,368.11935,1169.55322
43,0.35,1896.81165,241.20731,1230.32288,1759.82629,363.98059,1171.31604
44,0.358,1889.80884,239.1333,1231.18774,1755.96301,364.3136,1171.29297
45,0.367,1884.83179,237.25719,1232.29468,1752.98401,363.18106,1173.47473
46,0.375,1878.1615,234.87833,1233.39441,1745.58472,360.03583,1175.87915
47,0.383,1873.40588,233.2446,1234.29028,1740.43384,359.13116,1175.37585
48,0.392,1867.81555,229.71902,1235.16992,1737.0155,357.30267,1176.26953
49,0.4,1862.58362,228.70421,1235.6991,1732.69751,354.46335,1180.40466
50,0.408,1857.29346,226.61447,1236.93188,1724.23413,352.96304,1180.23047
51,0.417,1850.67834,223.23624,1236.52002,1721.51282,351.46707,1180.34192
52,0.425,1844.79358,222.04962,1237.60181,1719.79871,351.35995,1180.24609
53,0.433,1840.23254,219.4498,1238.55115,1707.73413,347.16382,1183.71265
54,0.442,1835.60107,217.27849,1238.42041,1706.31616,346.42798,1183.5968
55,0.45,1829.06946,216.87982,1239.11304,1703.63757,344.78772,1183.88
56,0.458,1824.45996,214.65642,1239.61401,1697.98645,344.11447,1184.08789
57,0.467,1818.54822,212.24236,1240.47925,1695.44885,345.12326,1183.74231
58,0.475,1813.81189,211.69435,1239.73486,1691.34924,342.31412,1182.69788
59,0.483,1809.3208,209.37421,1240.75378,1686.01111,340.92365,1183.0094
