Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,1947.573,409.79623,976.70441
2,0.008,1940.99475,408.65997,977.59235
3,0.017,1932.776,410.20428,979.65552
4,0.025,1929.79236,409.43637,980.33154
5,0.033,1922.96655,411.22595,979.17377
6,0.042,1913.96033,407.96475,979.61493
7,0.05,1909.23999,409.18878,979.45703
8,0.058,1901.83557,410.11832,978.32184
9,0.067,1895.30713,406.67569,979.98804
10,0.075,1889.30798,408.93463,981.4502
11,0.083,1881.68066,404.31418,980.89423
12,0.092,1875.99084,405.8761,980.31183
13,0.1,1872.16846,407.37225,980.15967
14,0.108,1862.66223,402.82181,979.20264
15,0.117,1861.70264,402.61731,979.53192
16,0.125,1849.07544,399.39359,977.80908
17,0.133,1845.07959,400.61197,977.7027
18,0.142,1841.42566,401.43097,977.77209
19,0.15,1836.32959,397.43658,977.61096
20,0.158,1829.13232,399.19687,977.37537
21,0.167,1823.62976,395.24545,976.44312
22,0.175,1816.42908,396.93408,975.72583
23,0.183,1812.83252,395.41544,975.78217
24,0.192,1804.07202,394.74323,976.53265
25,0.2,1800.95374,393.16714,976.336
26,0.208,1795.86182,388.34805,974.51245
27,0.217,1788.75659,390.3551,975.5661
28,0.225,1785.18127,388.71478,974.10791
29,0.233,1776.54712,387.87872,974.78229
30,0.242,1773.14331,385.43561,974.09076
31,0.25,1768.30103,381.63239,972.58081
32,0.258,1761.35046,383.16492,973.66296
33,0.267,1756.43286,379.07684,973.57831
34,0.275,1750.14624,381.79202,974.39264
35,0.283,1744.12634,375.76926,971.70532
36,0.292,1743.23035,375.96896,971.73816
37,0.3,1737.04919,378.64233,973.53101
38,0.308,1730.58459,372.81635,972.84546
39,0.317,1726.39001,372.60004,972.3775
40,0.325,1720.48889,370.31345,972.52649
41,0.333,1716.89978,368.99335,973.66339
42,0.342,1712.32666,365.6207,974.30054
43,0.35,1705.00549,367.00546,977.53748
44,0.358,1701.7887,365.17941,977.94751
45,0.367,1696.71973,360.59293,977.53699
46,0.375,1692.39136,363.78577,979.09442
47,0.383,1685.2478,357.37808,980.77325
48,0.392,1684.89001,357.17902,981.51636
49,0.4,1679.35376,356.29752,981.36987
50,0.408,1673.42566,355.10602,983.40143
51,0.417,1669.8678,354.08594,984.03442
52,0.425,1663.70569,351.63943,985.11719
53,0.433,1661.08386,352.70593,985.66705
54,0.442,1658.03528,351.63986,985.67334
55,0.45,1653.29858,348.72452,985.32684
56,0.458,1649.38684,347.1427,985.28564
57,0.467,1646.58252,348.51834,985.19855
58,0.475,1641.44055,345.92874,985.00909
59,0.483,1637.4657,344.25571,984.58215
60,0.492,1635.80164,346.979,984.53229
61,0.5,1631.28833,342.97333,983.54816
62,0.508,1626.87,341.96817,983.35876
63,0.517,1621.42224,343.12943,983.28937
64,0.525,1620.17603,342.69125,983.14557
65,0.533,1615.3042,339.99692,982.98431
66,0.542,1609.65601,340.71219,982.7196
67,0.55,1608.89307,340.51913,982.7774
68,0.558,1603.50098,338.90323,981.89154
69,0.567,1598.00403,337.66739,981.53052
70,0.575,1596.72717,338.72531,979.90222
71,0.583,1592.62097,338.34753,979.78577
72,0.592,1586.69299,335.42831,979.22021
73,0.6,1585.60693,336.76077,979.13983
74,0.608,1581.172,336.08481,979.36542
75,0.617,1577.1499,335.39713,979.00177
76,0.625,1573.1947,335.40527,978.33014
77,0.633,1569.88245,333.88275,978.1275
78,0.642,1565.78333,334.31198,977.67072
79,0.65,1561.20679,333.94983,976.94427
80,0.658,1557.52515,333.44986,976.62537
81,0.667,1554.00769,332.92401,975.90143
82,0.675,1548.90088,332.23547,976.12592
83,0.683,1546.82874,331.1745,974.2926
84,0.692,1541.03564,331.82925,974.71362
85,0.7,1536.92712,331.15216,973.56146
86,0.708,1533.87708,333.52921,972.85797
87,0.717,1528.46838,331.21222,972.32648
88,0.725,1523.52942,332.08505,972.20587
89,0.733,1519.15881,331.65347,972.14874
90,0.742,1515.5365,332.9516,971.92218
91,0.75,1509.86621,330.19412,970.79718
92,0.758,1505.64661,331.72937,970.36176
93,0.767,1500.45435,332.30902,970.24615
94,0.775,1495.64063,331.15295,970.0011
95,0.783,1489.66797,330.66586,969.17419
96,0.792,1484.7821,330.98172,969.53241
97,0.8,1479.27686,332.28363,968.72168
98,0.808,1472.49463,330.77097,967.448
99,0.817,1467.06189,331.44226,966.64551
100,0.825,1461.38416,332.41861,966.57935
101,0.833,1454.15015,331.95966,965.98022
102,0.842,1449.052,333.73364,964.94635
103,0.85,1443.49438,335.01544,963.72888
104,0.858,1435.54126,334.68948,963.43658
105,0.867,1429.55823,335.55319,962.58728
106,0.875,1422.03198,336.69614,961.36438
107,0.883,1415.17859,333.74393,959.65411
108,0.892,1408.2157,336.32642,959.98804
109,0.9,1400.99963,337.7012,959.28967
110,0.908,1391.48865,337.00479,958.28961
111,0.917,1386.21045,338.08582,958.18085
112,0.925,1377.06165,336.20389,958.24939
113,0.933,1369.41577,338.65268,958.78278
114,0.942,1360.73975,337.76984,959.75433
115,0.95,1352.92188,338.65805,960.8656
116,0.958,1344.02881,336.99591,960.73096
117,0.967,1336.33533,338.87753,961.43414
118,0.975,1328.51917,338.62009,962.91663
119,0.983,1320.06726,338.73788,962.98749
120,0.992,1312.88904,340.49695,965.1731
121,1,1303.37683,340.03314,966.46991
122,1.008,1296.33533,342.19974,967.29895
123,1.017,1287.40613,341.53369,968.78815
124,1.025,1279.74829,342.4343,970.82361
125,1.033,1271.34912,341.04285,971.32123
126,1.042,1263.8374,343.13022,972.08801
127,1.05,1256.22363,342.64819,972.70575
128,1.058,1248.35791,342.85165,974.65375
129,1.067,1239.8606,345.07309,974.20038
130,1.075,1231.4137,344.37491,975.12817
131,1.083,1223.96741,345.87677,975.51776
132,1.092,1215.40991,344.57916,976.62537
133,1.1,1207.65771,344.94055,976.57391
134,1.108,1198.88928,345.33057,977.01111
135,1.117,1190.41992,344.38742,976.9093
136,1.125,1182.24207,345.97,977.71667
137,1.133,1173.27588,343.03494,976.52869
138,1.142,1166.04639,345.15225,979.07159
139,1.15,1157.74304,343.49759,979.3717
140,1.158,1149.67981,343.88672,980.02832
141,1.167,1141.24194,342.77539,980.75031
142,1.175,1133.62634,341.92914,980.76453
143,1.183,1125.13135,342.34027,980.19043
144,1.192,1118.09778,341.74976,980.591
