Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,2030.97961,202.45052,1538.04431,1861.51648,184.10492,1359.50623
2,0.008,2026.02393,201.65132,1537.46692,1856.53479,184.78487,1359.87329
3,0.017,2021.06689,201.4006,1538.00928,1849.91541,186.35199,1360.51184
4,0.025,2016.2937,201.03607,1538.24353,1845.90442,187.67668,1360.12793
5,0.033,2011.34705,201.28641,1538.14429,1840.69507,183.22699,1359.95874
6,0.042,2006.06396,200.96284,1537.8822,1838.81104,182.02632,1359.32239
7,0.05,2000.79553,200.63478,1537.52136,1831.43115,185.58534,1359.46582
8,0.058,1996.37048,199.76578,1537.89209,1826.52283,180.56993,1358.79443
9,0.067,1991.23291,199.6801,1537.12109,1821.59778,181.09689,1358.59021
10,0.075,1985.79456,200.13669,1536.39587,1814.7373,184.03285,1358.44092
11,0.083,1980.66174,198.00948,1535.53003,1811.78699,177.554,1358.89722
12,0.092,1975.65906,197.89288,1535.48425,1805.49817,179.79185,1357.86938
13,0.1,1969.76575,198.36887,1535.05505,1801.50989,174.56178,1358.24927
14,0.108,1965.40869,195.87781,1535.26514,1795.37012,175.69426,1357.54028
15,0.117,1960.48853,195.74336,1534.01624,1789.70569,175.97354,1358.47131
16,0.125,1955.29846,195.59897,1533.56689,1784.34937,174.11479,1357.99939
17,0.133,1949.54114,194.34599,1533.41797,1778.58813,174.6236,1356.10364
18,0.142,1943.99585,194.3293,1532.97266,1773.33252,172.90459,1357.15344
19,0.15,1939.7179,191.65086,1533.04358,1767.823,173.06224,1357.3634
20,0.158,1934.36023,191.0502,1531.95886,1762.24878,172.04701,1357.18799
21,0.167,1928.84436,190.80305,1530.90369,1757.93945,168.95795,1355.92712
22,0.175,1924.19043,189.27965,1531.32703,1753.66113,166.05034,1355.23621
23,0.183,1918.53516,188.59453,1530.24609,1747.30164,167.02054,1355.59009
24,0.192,1912.49377,187.57913,1529.93384,1739.39685,169.71884,1355.23877
25,0.2,1908.00952,186.49094,1529.05005,1734.67188,169.18744,1355.92932
26,0.208,1903.36548,184.89722,1528.44763,1729.85522,167.14249,1354.01086
27,0.217,1897.68579,182.22147,1527.65869,1725.26221,163.92043,1354.03711
28,0.225,1891.8667,181.79726,1527.49744,1718.19507,165.0174,1352.30627
29,0.233,1886.68018,181.80957,1526.54309,1713.26843,162.09534,1353.0946
30,0.242,1881.73279,178.6003,1525.18738,1706.63464,162.39673,1352.25146
31,0.25,1876.48853,177.03374,1525.12195,1702.79163,158.54706,1352.88635
32,0.258,1871.06763,175.80943,1524.49023,1699.39758,154.8721,1351.60059
33,0.267,1866.21484,174.21494,1523.33679,1693.63513,153.84923,1351.60767
34,0.275,1860.46057,171.44496,1523.29309,1686.32007,155.79219,1352.86829
35,0.283,1855.36926,170.94798,1524.05457,1681.1427,150.5587,1351.98743
36,0.292,1849.22388,169.07951,1524.43921,1674.23242,153.01025,1351.18469
37,0.3,1844.23474,167.14203,1524.60706,1667.80566,148.67125,1352.14233
38,0.308,1838.14868,164.86581,1526.33008,1662.1803,147.80835,1352.54614
39,0.317,1832.63489,163.5641,1527.04126,1655.89856,145.78264,1355.73621
40,0.325,1827.9104,160.89528,1527.34119,1651.3999,142.43399,1355.8916
