Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,1903.53479,185.25064,1621.01868,1805.85242,176.63808,1495.91675
2,0.008,1897.25,185.73894,1621.04089,1802.13123,173.88458,1495.6676
3,0.017,1894.36951,186.74713,1621.47034,1796.09937,172.59807,1494.28406
4,0.025,1889.86743,184.19681,1622.26636,1791.16211,173.35002,1494.18579
5,0.033,1882.68164,183.39581,1621.37073,1787.35742,169.92252,1493.61682
6,0.042,1878.31836,183.9787,1620.59424,1781.29114,170.90871,1494.78674
7,0.05,1873.08704,183.15546,1621.54163,1777.10083,169.72334,1496.10803
8,0.058,1868.36816,182.79205,1622.07043,1774.44971,165.3911,1494.255
9,0.067,1863.67017,180.53413,1620.83765,1767.49377,169.80338,1494.55774
10,0.075,1859.15259,179.85974,1620.66284,1763.646,166.88344,1494.53381
11,0.083,1853.8844,179.83936,1619.9248,1759.82007,162.35461,1495.31738
12,0.092,1848.60303,178.94044,1620.37769,1752.8136,166.37967,1492.8374
13,0.1,1843.77173,178.2448,1619.32178,1747.83228,164.5603,1494.58704
14,0.108,1838.6438,177.69989,1618.8125,1741.62708,165.06641,1495.22473
15,0.117,1833.82434,175.69827,1619.20862,1737.74988,162.02281,1495.25232
16,0.125,1829.23694,175.36011,1618.87805,1730.99792,164.24641,1494.60486
17,0.133,1824.32739,173.85008,1618.94666,1726.36523,161.01744,1493.6123
18,0.142,1818.224,174.15948,1618.33032,1721.33459,159.99292,1492.81873
19,0.15,1813.73706,173.97179,1616.98047,1715.82434,159.92523,1491.98364
20,0.158,1808.86865,173.45583,1617.11804,1711.9563,156.86812,1492.01892
21,0.167,1803.02393,170.19333,1615.74219,1703.89221,158.14291,1493.74646
22,0.175,1798.60706,169.84219,1616.5863,1700.02087,155.2621,1493.36182
23,0.183,1792.41162,169.11813,1616.44934,1693.24927,157.38297,1492.71362
24,0.192,1788.18188,167.83095,1616.39709,1689.4801,154.09059,1491.73315
25,0.2,1782.15845,165.83119,1614.50012,1684.87732,150.66339,1491.16553
26,0.208,1777.29016,164.43991,1614.82227,1678.09033,152.92151,1490.09827
27,0.217,1772.2959,163.20763,1613.35632,1674.33716,149.44405,1489.54102
28,0.225,1767.1405,162.25948,1614.09839,1670.04858,146.11472,1488.55042
29,0.233,1761.3988,161.08139,1613.27893,1662.68347,147.8858,1489.59558
30,0.242,1756.05847,158.82271,1611.97144,1658.89026,144.85455,1488.20996
31,0.25,1751.47766,157.92442,1612.02966,1651.77234,146.65395,1490.25452
32,0.258,1746.89465,157.02463,1612.08923,1647.73291,143.23967,1489.17249
33,0.267,1741.05493,154.88068,1611.33228,1640.00012,144.52977,1488.03601
34,0.275,1736.19653,152.8996,1611.86414,1636.17896,140.85069,1487.45361
35,0.283,1730.59424,152.43686,1610.54468,1630.15613,136.3788,1487.22046
36,0.292,1725.86938,149.92827,1611.78308,1623.60693,138.46735,1490.12061
37,0.3,1720.18274,148.16565,1613.31055,1618.3844,134.57942,1490.39661
38,0.308,1712.08252,146.05437,1613.30835,1611.30176,136.60803,1490.1853
39,0.317,1708.35889,141.97119,1613.63049,1605.25488,130.9043,1493.30469
40,0.325,1702.099,141.70374,1615.43286,1601.62134,128.01187,1493.27551
41,0.333,1697.62097,140.29037,1615.77258,1594.53552,128.832,1495.57813
42,0.342,1692.3053,137.42369,1617.4624,1589.96399,126.00454,1496.91235
43,0.35,1687.38953,135.9913,1618.66821,1586.26892,122.64661,1496.0697
44,0.358,1680.75867,134.98383,1621.04529,1574.6261,120.60619,1499.69275
45,0.367,1674.73376,131.21469,1621.39148,1570.9375,117.2451,1498.84753
46,0.375,1669.61536,130.06471,1623.37476,1565.65698,115.64591,1501.56995
47,0.383,1664.29248,129.07239,1624.25049,1560.04358,116.14899,1502.89246
48,0.392,1658.96948,126.05506,1624.63782,1555.76868,112.39526,1503.55249
49,0.4,1653.40967,124.2443,1626.93323,1547.38928,112.3791,1505.95923
50,0.408,1648.89148,122.94895,1627.10278,1544.32825,110.23634,1505.47607
51,0.417,1643.44849,122.62643,1628.54846,1540.48804,107.27341,1505.99841
52,0.425,1639.29749,119.58788,1629.03552,1534.09973,108.74195,1509.52319
53,0.433,1634.13245,117.7829,1628.92004,1530.203,106.03405,1510.19031
54,0.442,1629.1908,117.60104,1629.4646,1527.27405,100.5659,1511.22729
55,0.45,1623.71753,117.4952,1630.20166,1519.18274,103.51025,1512.25952
56,0.458,1619.02771,113.99186,1630.2583,1514.2688,100.25331,1511.78125
57,0.467,1614.5592,112.26696,1630.14063,1507.62903,101.59924,1511.09875
58,0.475,1609.65234,111.93369,1632.29956,1503.44165,98.46126,1513.54639
59,0.483,1603.13867,111.82105,1631.43933,1496.33447,100.26522,1513.7572
60,0.492,1598.46582,108.92014,1631.42676,1492.78076,97.08897,1513.54822
61,0.5,1593.09631,107.56294,1629.97827,1485.94092,98.64692,1512.90881
62,0.508,1587.48157,107.84641,1632.54431,1481.80188,95.58932,1515.20837
63,0.517,1582.39014,106.99147,1632.11414,1473.2478,95.84594,1515.36743
64,0.525,1576.58679,104.70911,1631.6095,1469.81653,92.60736,1514.58838
65,0.533,1570.7345,105.00239,1631.76355,1466.48193,94.01145,1514.18127
66,0.542,1567.07031,102.43724,1633.20068,1461.35449,93.27854,1513.81738
67,0.55,1560.67102,102.3395,1632.17346,1454.20789,94.5076,1517.02051
68,0.558,1555.27576,100.78264,1632.77393,1449.1145,90.72045,1515.77759
