Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-246.29123,-72.63065,939.02338,-220.11325,106.04587,983.88263,-381.19226,-41.47315,945.82562,-363.71194,138.63129,964.81537,-420.8822,-24.64694,861.15405
2,0.008,-246.11101,-72.6474,938.98077,-220.11325,106.04587,983.88263,-381.09702,-41.8532,945.96759,-363.71194,138.63129,964.81537,-420.74191,-24.45047,861.01898
3,0.017,-245.76526,-72.47208,938.78857,-220.11325,106.04587,983.88263,-380.88983,-41.95567,945.97742,-363.26489,139.14464,964.82031,-420.74191,-24.45047,861.01898
4,0.025,-245.50883,-72.33893,938.56055,-220.11325,106.04587,983.88263,-380.88983,-41.95567,945.97742,-363.26489,139.14464,964.82031,-420.74191,-24.45047,861.01898
5,0.033,-245.54085,-72.47815,938.65442,-220.11325,106.04587,983.88263,-380.88983,-41.95567,945.97742,-363.87585,138.69887,964.7995,-420.70184,-24.57556,861.13257
6,0.042,-245.54085,-72.47815,938.65442,-220.11325,106.04587,983.88263,-380.88983,-41.95567,945.97742,-363.71194,138.63129,964.81537,-420.90955,-24.95374,861.33221
7,0.05,-245.06155,-72.37499,938.43976,-220.11325,106.04587,983.88263,-380.68472,-42.27773,946.15802,-363.71194,138.63129,964.81537,-420.63257,-25.00516,861.28595
8,0.058,-245.06155,-72.37499,938.43976,-220.11325,106.04587,983.88263,-380.68472,-42.27773,946.15802,-363.87585,138.69887,964.7995,-420.65384,-25.16061,861.22382
9,0.067,-245.51479,-73.57359,938.11584,-220.11325,106.04587,983.88263,-380.68472,-42.27773,946.15802,-364.04477,138.79918,964.79974,-420.65384,-25.16061,861.22382
10,0.075,-245.47125,-73.66647,938.01434,-220.11325,106.04587,983.88263,-380.68472,-42.27773,946.15802,-364.16156,138.61768,964.63232,-420.52356,-25.39368,860.99921
11,0.083,-245.30144,-72.37249,938.57294,-220.11325,106.04587,983.88263,-380.55872,-42.11656,946.07422,-364.16156,138.61768,964.63232,-420.38324,-25.19711,860.86407
12,0.092,-245.1718,-72.31783,938.63513,-220.11325,106.04587,983.88263,-380.55872,-42.11656,946.07422,-364.16156,138.61768,964.63232,-420.38324,-25.19711,860.86407
13,0.1,-245.09584,-72.29158,938.51575,-220.11325,106.04587,983.88263,-380.55872,-42.11656,946.07422,-364.16156,138.61768,964.63232,-420.38324,-25.19711,860.86407
14,0.108,-245.19281,-72.43958,938.72137,-220.11325,106.04587,983.88263,-380.68472,-42.27773,946.15802,-364.16156,138.61768,964.63232,-420.65384,-25.16061,861.22382
15,0.117,-245.13116,-72.36996,938.75195,-220.11325,106.04587,983.88263,-380.68472,-42.27773,946.15802,-364.2608,138.42923,964.73352,-420.52356,-25.39368,860.99921
16,0.125,-245.13116,-72.36996,938.75195,-220.11325,106.04587,983.88263,-380.74176,-42.0746,946.03674,-364.2608,138.42923,964.73352,-420.52356,-25.39368,860.99921
17,0.133,-245.04773,-72.41277,938.79303,-220.39374,106.15878,983.35413,-380.68472,-42.27773,946.15802,-364.2608,138.42923,964.73352,-420.52356,-25.39368,860.99921
18,0.142,-245.04773,-72.41277,938.79303,-220.39374,106.15878,983.35413,-380.35696,-42.07742,946.19464,-364.2608,138.42923,964.73352,-420.38324,-25.19711,860.86407
19,0.15,-245.00528,-72.4961,938.70117,-220.39374,106.15878,983.35413,-380.34998,-42.00876,946.0025,-364.84476,138.64099,964.5495,-420.38324,-25.19711,860.86407
20,0.158,-245.27676,-73.5715,938.18524,-220.39374,106.15878,983.35413,-380.55872,-42.11656,946.07422,-364.84476,138.64099,964.5495,-420.38324,-25.19711,860.86407
21,0.167,-245.35982,-73.43607,938.1604,-220.39374,106.15878,983.35413,-380.45212,-42.21303,946.36865,-364.84476,138.64099,964.5495,-420.40277,-25.37864,861.08624
22,0.175,-245.42923,-71.77726,937.91577,-220.39374,106.15878,983.35413,-380.3309,-42.45782,946.4848,-364.84476,138.64099,964.5495,-420.40277,-25.37864,861.08624
23,0.183,-245.22806,-71.83507,937.92365,-220.39374,106.15878,983.35413,-380.09079,-42.44368,946.25659,-364.875,138.79102,964.34705,-420.52356,-25.39368,860.99921
24,0.192,-245.14455,-72.00643,937.96704,-220.39374,106.15878,983.35413,-379.98581,-42.34337,946.35516,-364.95496,138.7627,964.21411,-420.52356,-25.39368,860.99921
25,0.2,-245.18828,-71.93686,937.82605,-220.39374,106.15878,983.35413,-380.0809,-42.32722,946.27002,-365.3584,139.42488,963.72668,-420.38324,-25.19711,860.86407
26,0.208,-245.18828,-71.93686,937.82605,-220.39374,106.15878,983.35413,-380.20486,-42.29665,946.401,-365.44659,139.14172,963.62402,-420.21545,-25.31213,860.69263
27,0.217,-245.38945,-71.87906,937.81824,-220.39374,106.15878,983.35413,-380.20486,-42.29665,946.401,-365.80765,139.15506,963.5838,-420.52356,-25.39368,860.99921
28,0.225,-245.24312,-71.75049,937.86298,-222.0135,107.11694,982.5863,-380.29297,-42.21187,946.12378,-365.80765,139.15506,963.5838,-420.52356,-25.39368,860.99921
29,0.233,-245.18828,-71.93686,937.82605,-222.0135,107.11694,982.5863,-380.41901,-42.37305,946.20758,-366.09506,138.82523,963.58063,-420.52356,-25.39368,860.99921
30,0.242,-245.31651,-71.78078,937.87518,-222.0135,107.11694,982.5863,-380.41901,-42.37305,946.20758,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
31,0.25,-245.27673,-71.88258,937.77759,-222.0135,107.11694,982.5863,-380.42596,-42.44167,946.39966,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
32,0.258,-245.31651,-71.78078,937.87518,-222.02811,107.32816,982.76337,-380.29297,-42.21187,946.12378,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
33,0.267,-245.47789,-71.82476,937.76971,-222.02811,107.32816,982.76337,-380.29297,-42.21187,946.12378,-366.24438,138.6129,963.65289,-420.38324,-25.19711,860.86407
34,0.275,-245.27673,-71.88258,937.77759,-222.02811,107.32816,982.76337,-380.55872,-42.11656,946.07422,-366.24438,138.6129,963.65289,-420.38324,-25.19711,860.86407
35,0.283,-245.47789,-71.82476,937.76971,-222.02811,107.32816,982.76337,-380.55872,-42.11656,946.07422,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
36,0.292,-245.38945,-71.87906,937.81824,-222.02811,107.32816,982.76337,-380.41901,-42.37305,946.20758,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
37,0.3,-245.38945,-71.87906,937.81824,-222.94872,108.00875,982.34131,-380.57813,-42.3742,946.45245,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
38,0.308,-245.27673,-71.88258,937.77759,-222.94872,108.00875,982.34131,-380.29993,-42.28049,946.31592,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
39,0.317,-245.18828,-71.93686,937.82605,-222.94872,108.00875,982.34131,-379.83405,-42.39346,946.25494,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
40,0.325,-245.27673,-71.88258,937.77759,-224.21439,109.07607,982.32178,-379.6987,-42.34914,946.14362,-366.24438,138.6129,963.65289,-420.38324,-25.19711,860.86407
41,0.333,-245.27673,-71.88258,937.77759,-223.53979,109.07584,982.09637,-379.98581,-42.34337,946.35516,-366.24438,138.6129,963.65289,-420.52356,-25.39368,860.99921
