Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z,L.Toe.x,L.Toe.y,L.Toe.z,L.MedFoot.x,L.MedFoot.y,L.MedFoot.z
1,0,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.12518,232.63367,61.14159
2,0.008,175.16133,301.2757,52.09044,378.80914,276.44385,52.16956,322.12518,232.63367,61.14159
3,0.017,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.00238,232.23181,61.1655
4,0.025,175.37148,300.87589,52.02529,378.69476,276.09592,51.83249,322.03525,232.08839,61.54052
5,0.033,175.37148,300.87589,52.02529,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
6,0.042,175.14787,300.4787,52.07493,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
7,0.05,175.37148,300.87589,52.02529,378.69476,276.09592,51.83249,322.15802,232.49023,61.51663
8,0.058,175.18208,301.16144,52.12053,378.69476,276.09592,51.83249,322.03525,232.08839,61.54052
9,0.067,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.35669,232.43095,61.60701
10,0.075,175.18208,301.16144,52.12053,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
11,0.083,175.37148,300.87589,52.02529,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
12,0.092,175.35429,300.53452,52.0025,378.69476,276.09592,51.83249,322.15802,232.49023,61.51663
13,0.1,175.30196,300.70004,51.98166,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
14,0.108,175.35429,300.53452,52.0025,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
15,0.117,175.35429,300.53452,52.0025,378.69476,276.09592,51.83249,322.15802,232.49023,61.51663
16,0.125,175.37148,300.87589,52.02529,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
17,0.133,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
18,0.142,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
19,0.15,175.57318,300.93512,51.82766,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
20,0.158,175.35429,300.53452,52.0025,378.69476,276.09592,51.83249,322.15802,232.49023,61.51663
21,0.167,175.35429,300.53452,52.0025,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
22,0.175,175.35429,300.53452,52.0025,378.80914,276.44385,52.16956,321.56747,232.61728,61.32414
23,0.183,175.37148,300.87589,52.02529,378.69476,276.09592,51.83249,322.15802,232.49023,61.51663
24,0.192,175.18208,301.16144,52.12053,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
25,0.2,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
26,0.208,175.37148,300.87589,52.02529,378.69476,276.09592,51.83249,322.15802,232.49023,61.51663
27,0.217,175.35429,300.53452,52.0025,378.80914,276.44385,52.16956,321.84515,232.29814,61.77573
28,0.225,175.35429,300.53452,52.0025,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
29,0.233,175.35429,300.53452,52.0025,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
30,0.242,175.37148,300.87589,52.02529,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
31,0.25,175.18208,301.16144,52.12053,378.69476,276.09592,51.83249,321.9679,232.70003,61.75184
32,0.258,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.23392,232.02913,61.63091
33,0.267,175.18208,301.16144,52.12053,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
34,0.275,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.15802,232.49023,61.51663
35,0.283,175.16505,300.8201,52.09772,378.69476,276.09592,51.83249,322.03525,232.08839,61.54052
36,0.292,175.16505,300.8201,52.09772,378.80914,276.44385,52.16956,322.35669,232.43095,61.60701
37,0.3,175.37148,300.87589,52.02529,378.69476,276.09592,51.83249,322.15802,232.49023,61.51663
38,0.308,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.13364,232.78418,61.46721
39,0.317,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.12518,232.63367,61.14159
40,0.325,175.18208,301.16144,52.12053,378.80914,276.44385,52.16956,322.12518,232.63367,61.14159
41,0.333,175.38849,301.21725,52.0481,378.59451,276.28696,52.24572,322.12518,232.63367,61.14159
42,0.342,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.03525,232.08839,61.54052
43,0.35,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,322.01089,232.38229,61.49112
44,0.358,175.18208,301.16144,52.12053,378.59451,276.28696,52.24572,321.9679,232.70003,61.75184
45,0.367,175.38849,301.21725,52.0481,378.80914,276.44385,52.16956,321.93503,232.84344,61.37685
46,0.375,175.18208,301.16144,52.12053,378.80914,276.44385,52.16956,322.32382,232.5744,61.23196
47,0.383,175.18208,301.16144,52.12053,378.80914,276.44385,52.16956,321.8508,232.59953,61.68991
48,0.392,175.38849,301.21725,52.0481,378.59451,276.28696,52.24572,322.12518,232.63367,61.14159
