Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Front.Head.x,Front.Head.y,Front.Head.z,Rear.Head.x,Rear.Head.y,Rear.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,-218.43761,10.59283,1222.86206,-84.55652,13.70877,1211.02576,-265.05179,20.96335,1103.76038,-20.63759,29.89105,1051.51355
2,0.008,-218.25418,10.67,1222.63403,-84.61485,13.86596,1211.07996,-265.05179,20.96335,1103.76038,-20.35385,29.79721,1051.46118
3,0.017,-218.43761,10.59283,1222.86206,-84.61485,13.86596,1211.07996,-265.21121,20.93143,1103.8606,-20.63759,29.89105,1051.51355
4,0.025,-218.43761,10.59283,1222.86206,-84.61485,13.86596,1211.07996,-265.21848,20.98375,1104.67822,-20.46218,29.92836,1051.36768
5,0.033,-218.25729,10.68442,1222.8335,-84.60699,14.0266,1210.94934,-265.44983,21.50924,1104.47437,-20.90262,30.12757,1051.29138
6,0.042,-218.22466,11.23514,1222.90613,-84.60699,14.0266,1210.94934,-265.52243,21.69995,1104.53638,-20.90262,30.12757,1051.29138
7,0.05,-218.04115,11.31242,1222.67798,-84.62466,14.678,1210.87158,-265.56421,21.93397,1104.6825,-20.90262,30.12757,1051.29138
8,0.058,-218.04465,11.50998,1222.99463,-84.62466,14.678,1210.87158,-265.56421,21.93397,1104.6825,-20.82401,30.39509,1051.15271
9,0.067,-218.22815,11.43278,1223.22278,-84.62466,14.678,1210.87158,-265.99588,22.57497,1104.95264,-21.21612,30.33812,1051.03406
10,0.075,-218.44611,11.61875,1222.98279,-85.03645,14.89474,1210.69617,-266.59949,22.54501,1105.25867,-21.21612,30.33812,1051.03406
11,0.083,-218.44611,11.61875,1222.98279,-84.62466,14.678,1210.87158,-265.98724,23.00935,1104.90332,-21.35424,30.11063,1050.91724
12,0.092,-218.60156,11.63147,1223.22217,-84.62466,14.678,1210.87158,-265.96689,22.96514,1105.22278,-21.21778,30.24231,1051.31799
13,0.1,-218.68059,11.62572,1223.1189,-84.79303,14.69373,1210.74243,-266.62341,23.20396,1104.66675,-21.35589,30.01483,1051.20117
14,0.108,-219.30009,11.92032,1222.86707,-85.2048,14.91046,1210.56702,-266.71991,23.18943,1104.58276,-22.61141,29.97071,1051.18164
15,0.117,-219.46896,11.75648,1222.82715,-86.30836,15.27488,1210.50208,-267.6109,23.01163,1105.03271,-22.61141,29.97071,1051.18164
16,0.125,-219.71764,11.92916,1222.62524,-86.40594,15.41101,1210.49768,-267.28302,23.18466,1104.66052,-23.29124,30.22567,1051.14429
17,0.133,-219.89983,12.15067,1222.37927,-86.46478,15.37932,1210.40991,-267.47015,23.21262,1104.51587,-23.29124,30.22567,1051.14429
18,0.142,-219.87402,11.82839,1222.50964,-87.14611,15.43478,1210.58008,-267.73328,23.09715,1104.55383,-23.32281,31.11653,1051.47314
19,0.15,-219.98917,11.64688,1222.50525,-87.21349,15.50282,1210.53174,-267.76263,22.80964,1104.53662,-23.32281,31.11653,1051.47314
20,0.158,-220.05171,11.46919,1222.5697,-87.28944,15.77389,1210.52063,-267.88602,22.53147,1104.39673,-23.32281,31.11653,1051.47314
21,0.167,-220.05171,11.46919,1222.5697,-87.53335,15.64201,1210.45239,-268.10501,22.61028,1104.2113,-23.51348,31.09927,1051.74475
