Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z,L.Knee.x,L.Knee.y,L.Knee.z,L.Knee.Medial.x,L.Knee.Medial.y,L.Knee.Medial.z
1,0,204.48439,298.23245,525.21423,350.74887,280.80084,431.73611,357.87018,159.39029,424.35968
2,0.008,203.52432,297.85233,527.05176,350.87805,280.36337,433.12991,358.36359,159.40063,425.07321
3,0.017,203.99658,297.19208,529.2226,351.28226,280.92572,434.99069,358.52048,159.41142,426.19345
4,0.025,203.69128,297.34448,530.2243,351.17862,280.6655,436.25693,358.36734,159.67464,427.16769
5,0.033,203.18774,296.96143,531.48242,350.96185,281.0014,437.07248,359.19598,159.39911,428.18927
6,0.042,202.58231,297.16385,532.54504,350.93307,281.21405,437.46161,360.1264,159.11273,429.56735
7,0.05,202.48849,296.59497,532.9873,350.93307,281.21405,437.46161,361.28128,159.09299,430.05743
8,0.058,202.18166,296.28043,532.86469,351.03024,281.27682,437.09396,362.20541,159.39282,430.00699
9,0.067,201.76294,296.46094,532.43005,351.13235,281.42685,435.94305,362.73172,160.00778,429.95813
10,0.075,201.66829,296.9184,531.75507,350.75809,281.8414,434.88858,362.61026,161.17577,428.79358
11,0.083,201.75807,297.99435,529.94788,350.41568,282.03311,433.49673,363.10425,161.15392,428.07693
12,0.092,201.59683,298.29831,528.64606,350.40591,282.01791,431.77753,363.46924,160.80971,426.83878
13,0.1,201.40326,299.59665,526.65216,349.82028,282.34982,429.29199,362.8884,161.01874,425.51987
14,0.108,202.12527,298.63617,524.65283,349.16791,282.28162,427.55933,362.35727,161.8963,423.58521
15,0.117,201.90497,300.1254,522.9613,349.02716,282.9259,424.25909,362.3504,162.3197,421.80045
16,0.125,201.96933,300.60263,521.26758,347.79944,283.07813,422.88281,360.9718,162.19682,419.81998
17,0.133,202.35939,300.98077,519.39948,348.0574,283.19135,421.73959,360.70935,161.50594,419.47778
18,0.142,202.73906,301.12003,517.78571,347.91284,282.88586,422.0705,359.42749,161.33891,419.28342
19,0.15,202.89221,301.12308,517.19708,348.99585,282.56232,423.49411,358.28561,160.43173,419.65054
20,0.158,203.13901,301.01624,517.23059,349.67194,281.97119,424.55685,358.26978,159.4944,420.89737
21,0.167,203.2541,301.04517,518.22528,349.94962,281.75436,427.42786,356.90405,159.84361,422.5343
22,0.175,203.65482,300.92438,520.25018,350.81326,281.09152,429.91922,357.4321,159.15979,424.09763
23,0.183,203.91797,300.38263,522.42804,351.02103,280.85361,432.69675,357.25519,159.27266,424.94794
24,0.192,203.67183,300.88141,524.4386,351.41937,280.62289,434.69687,357.74713,159.11497,425.92484
25,0.2,203.50349,300.45493,526.41052,351.46191,280.71725,436.5513,357.22922,159.42029,427.26254
26,0.208,202.92719,300.07999,528.25317,351.31094,280.71414,437.95941,358.06454,158.52945,429.20227
27,0.217,203.00641,299.59827,529.40686,351.49365,280.1767,439.37537,358.14133,159.05331,429.92511
28,0.225,202.30791,299.76263,530.62872,351.36386,280.63928,440.18997,358.7858,158.80304,431.63367
29,0.233,202.35632,299.49731,531.2254,351.30124,280.67233,440.28857,359.08075,158.92049,432.14383
30,0.242,202.22444,299.23135,531.51855,351.19025,280.96439,440.32828,359.90714,159.17703,432.83163
31,0.25,201.74776,299.48502,531.44788,351.07205,281.40817,439.88657,361.76498,159.13187,432.96353
32,0.258,201.74471,298.70526,530.55804,351.06711,281.40106,438.81097,362.5387,159.83258,432.72049
33,0.267,201.19678,299.17511,530.021,351.31186,281.20328,437.23849,362.61255,160.47398,432.09732
34,0.275,200.98221,299.66507,528.98999,351.18768,281.91669,436.02591,363.31277,161.00493,431.59744
35,0.283,201.18095,299.9953,527.67651,350.85999,282.04333,434.69165,363.70465,161.55379,430.16962
36,0.292,201.6019,299.92114,526.90338,350.26758,282.32596,433.1944,363.67404,161.9704,429.15735
37,0.3,201.3387,300.01428,525.86365,349.94522,282.61816,430.80673,362.65512,162.92934,427.27039
38,0.308,201.94348,300.41153,524.07532,349.27481,282.82285,428.7157,362.4209,162.00133,425.82095
39,0.317,202.27139,300.83844,523.24377,349.41296,282.83591,427.3063,362.12253,162.06277,424.07449
40,0.325,202.38489,300.8501,522.25421,348.54224,283.60022,425.10052,361.65521,162.08437,422.89331
41,0.333,202.68977,300.93665,520.77802,348.18732,283.26233,423.71301,360.08478,162.17818,420.89224
