Frame#,Time,L.Biceps.Lateral.x,L.Biceps.Lateral.y,L.Biceps.Lateral.z,L.Elbow.x,L.Elbow.y,L.Elbow.z,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,276.30405,250.52011,1401.27466,388.89633,375.20074,1337.38208,390.87732,334.54681,1245.2782
2,0.008,276.54794,250.56667,1401.54309,388.89633,375.20074,1337.38208,390.78577,334.77942,1245.15173
3,0.017,276.44754,250.99901,1401.73523,388.86493,375.15634,1337.44739,390.34991,334.96155,1245.37024
4,0.025,276.36737,251.07442,1401.89136,388.86493,375.15634,1337.44739,389.93695,335.6965,1245.43774
5,0.033,277.85132,252.42036,1402.31812,388.8967,375.27982,1337.90491,389.67688,336.24713,1245.87781
6,0.042,278.23123,252.88139,1402.50159,389.18875,375.22354,1337.90881,389.67688,336.24713,1245.87781
7,0.05,276.91101,251.68523,1402.43835,389.69473,375.1279,1337.59119,389.79269,336.29153,1246.07776
8,0.058,276.91101,251.68523,1402.43835,389.72028,375.33652,1338.63196,390.30173,336.60199,1246.3894
9,0.067,276.91101,251.68523,1402.43835,389.72028,375.33652,1338.63196,390.26819,336.72897,1246.60522
10,0.075,276.76239,251.81131,1402.55261,389.18506,375.7626,1339.57593,390.0593,337.63889,1246.61914
11,0.083,276.76239,251.81131,1402.55261,389.77353,376.13504,1339.58252,389.97745,338.01282,1246.33252
12,0.092,276.69604,251.9458,1402.42908,389.83124,376.14484,1339.71497,390.33347,338.73407,1246.43933
13,0.1,276.67111,251.63925,1402.69995,389.8858,376.1246,1339.95886,390.33347,338.73407,1246.43933
14,0.108,276.62244,251.79297,1402.58887,389.78024,376.33203,1340.02551,390.4079,338.86282,1246.323
15,0.117,276.62244,251.79297,1402.58887,389.80167,376.09119,1340.01538,390.48581,338.76398,1246.49414
16,0.125,276.49554,251.75006,1402.66382,389.84009,375.79016,1340.30835,390.33182,338.26181,1246.96326
17,0.133,275.00757,251.58208,1402.90857,388.39484,375.77802,1340.2594,389.97314,337.79285,1247.12329
18,0.142,275.00757,251.58208,1402.90857,388.37073,375.57126,1339.81372,390.03555,337.49811,1247.0459
19,0.15,273.58725,251.23126,1402.80713,388.20694,375.72705,1340.07666,389.55435,337.1994,1246.93005
20,0.158,272.90512,251.17603,1402.46753,388.20694,375.72705,1340.07666,389.34146,337.10709,1247.07141
21,0.167,272.83606,251.24072,1402.36755,387.8826,375.81122,1340.18713,389.58432,336.70868,1246.97314
22,0.175,272.33826,250.93927,1402.39917,387.4295,375.0481,1340.10913,389.35703,336.52484,1246.86731
23,0.183,272.13437,250.96342,1402.38989,387.08884,375.11426,1340.10461,388.63525,335.9639,1246.38269
24,0.192,271.45468,250.23772,1402.7384,385.9483,374.26498,1338.92432,387.30188,335.63211,1246.88342
25,0.2,270.93994,250.61255,1402.67834,385.86121,373.92822,1338.63025,386.95975,335.66272,1246.68848
26,0.208,270.61554,250.03433,1402.60034,385.48181,374.10168,1338.9646,386.72968,334.93146,1246.61987
27,0.217,270.61554,250.03433,1402.60034,384.51105,373.8096,1339.30139,386.33295,335.19299,1246.51331
28,0.225,270.03308,249.68771,1402.34265,383.81885,373.32993,1339.22034,386.24841,335.24106,1246.4729
29,0.233,268.61536,249.97211,1402.5011,383.23434,373.4436,1339.2124,386.0007,334.93527,1246.58484
30,0.242,268.21838,249.74487,1402.45984,383.13907,373.41611,1339.26233,385.48996,334.84741,1246.9093
31,0.25,268.17261,249.81635,1402.54041,383.01804,373.43768,1339.24756,384.94385,334.59799,1246.93579
32,0.258,267.82059,249.63461,1402.30396,382.90985,373.43478,1339.26514,384.24911,334.49228,1246.83484
33,0.267,267.58163,249.5575,1402.04639,382.6933,373.52252,1339.35828,384.12851,334.41302,1246.97632
34,0.275,267.43774,249.47409,1402.22205,382.2832,373.48999,1339.31885,383.41797,334.543,1247.05518
35,0.283,266.80447,248.91772,1402.15393,381.53046,373.72214,1339.22144,383.17575,334.94067,1247.1532
36,0.292,266.80447,248.91772,1402.15393,380.7641,372.98511,1339.79529,382.71277,334.94882,1247.11182
37,0.3,266.66425,248.89946,1402.19055,380.33267,373.10684,1340.21936,382.09995,334.91388,1247.45251
38,0.308,266.16742,248.86519,1402.28113,379.67899,373.49496,1341.0531,381.90259,334.91248,1247.76489
39,0.317,265.27405,248.29054,1402.34631,379.58743,373.30661,1341.31421,381.62772,335.13214,1247.80286
40,0.325,264.59171,248.37029,1402.19629,379.35144,373.42575,1341.50623,381.62106,335.30722,1248.15771
41,0.333,264.25897,248.4976,1402.34229,379.31921,373.37479,1341.58081,381.64673,335.25482,1248.2207
42,0.342,263.75119,248.62256,1402.43872,378.78516,373.358,1341.78137,381.37018,335.23178,1248.3197
43,0.35,263.75119,248.62256,1402.43872,378.78516,373.358,1341.78137,380.76791,335.05063,1248.39758
44,0.358,263.75119,248.62256,1402.43872,378.78516,373.358,1341.78137,380.35233,335.1546,1248.53589
45,0.367,263.44217,248.40047,1402.75134,378.78516,373.358,1341.78137,380.35233,335.1546,1248.53589
46,0.375,263.33908,248.47139,1402.75366,378.56024,373.44571,1341.86975,380.02441,335.33411,1248.71033
47,0.383,263.491,248.43594,1402.33398,378.43631,373.45288,1341.87537,379.9982,335.53934,1248.65027
48,0.392,263.33908,248.47139,1402.75366,378.43631,373.45288,1341.87537,379.24197,335.86929,1248.32642
49,0.4,263.21533,248.49965,1402.72705,378.39499,373.41232,1341.93677,379.31323,335.61508,1248.56946
50,0.408,263.15884,248.55779,1402.64282,378.39499,373.41232,1341.93677,379.33734,335.39023,1248.35535
51,0.417,263.30737,248.51537,1402.21753,378.33859,373.35049,1341.74084,379.51251,335.44348,1248.10352
