Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
103,0.85,-998.64178,28.63047,1466.00183,-842.30695,17.01945,1300.39331
104,0.858,-995.43842,27.37325,1465.39221,-838.75964,12.46552,1299.34094
105,0.867,-990.91907,24.71817,1464.85022,-833.41254,14.56051,1298.77808
106,0.875,-985.9707,22.94724,1463.27808,-830.12811,14.15233,1299.31226
107,0.883,-981.88336,21.03234,1462.974,-825.16925,12.67042,1298.59192
108,0.892,-977.8067,20.39299,1463.03845,-819.2608,9.02676,1297.71558
109,0.9,-973.36633,17.57377,1461.8042,-815.13391,7.58139,1297.08325
110,0.908,-968.94946,17.17447,1461.83582,-811.18927,3.02837,1295.48535
111,0.917,-964.62939,14.04826,1460.91199,-806.5766,5.2795,1296.14258
112,0.925,-960.75806,12.37164,1460.67603,-801.48608,1.8157,1296.06482
113,0.933,-956.26526,9.36386,1459.04126,-796.76727,1.89358,1295.54309
114,0.942,-951.45313,7.13718,1458.63379,-793.10071,-0.88595,1295.64368
115,0.95,-948.33856,5.27705,1458.23376,-788.91315,-2.98327,1295.43921
116,0.958,-943.09198,3.40585,1459.07544,-784.95154,-5.29954,1294.95593
117,0.967,-939.3678,1.54167,1458.71021,-779.05859,-3.57532,1295.59753
118,0.975,-934.96136,-1.02746,1458.84106,-773.38385,-5.3133,1295.42896
119,0.983,-929.05853,-3.54372,1458.32349,-769.43219,-10.17973,1296.03162
120,0.992,-924.76172,-6.80365,1458.5802,-764.24042,-10.38606,1297.5022
121,1,-920.52771,-8.41562,1459.74048,-759.62109,-12.51343,1296.93872
122,1.008,-916.41479,-10.96542,1461.2428,-756.46722,-14.6451,1297.12354
123,1.017,-912.16058,-13.6545,1461.48901,-752.51959,-17.45536,1297.25745
124,1.025,-906.73743,-14.05881,1462.98743,-748.26367,-19.60976,1297.7428
125,1.033,-902.09155,-18.28703,1463.30652,-744.4043,-23.51392,1298.83521
126,1.042,-897.55774,-18.82527,1464.7915,-740.04218,-28.28086,1300.46509
127,1.05,-892.92322,-22.67784,1465.79834,-734.47357,-25.74907,1300.96472
128,1.058,-889.04413,-23.86243,1466.32141,-730.26245,-22.94327,1302.30042
129,1.067,-885.01288,-24.75936,1467.20557,-726.08771,-26.20279,1302.40112
130,1.075,-880.31433,-28.51346,1469.16748,-721.67041,-27.31251,1303.41614
131,1.083,-876.67145,-29.49707,1470.01208,-718.125,-29.88652,1305.14673
132,1.092,-872.22119,-30.83642,1470.57983,-715.17578,-31.90801,1305.88135
133,1.1,-867.78015,-33.97065,1472.06787,-710.25989,-34.15655,1306.16199
134,1.108,-863.51715,-34.34786,1473.45557,-706.0426,-37.84288,1306.54517
135,1.117,-860.11182,-35.71212,1473.20581,-701.97888,-40.1104,1307.77039
136,1.125,-855.89459,-39.76556,1474.6969,-697.39398,-40.2399,1308.07935
137,1.133,-849.76233,-39.92846,1474.95215,-692.73694,-38.3586,1309.39734
138,1.142,-847.05487,-42.95864,1475.41418,-688.45496,-41.484,1309.6665
139,1.15,-842.86627,-43.57405,1475.51624,-683.89288,-42.50806,1310.07153
140,1.158,-838.77612,-45.53168,1475.99231,-679.82776,-45.55218,1310.92554
141,1.167,-834.45612,-47.15638,1476.68652,-675.86322,-47.81107,1312.21228
142,1.175,-829.91412,-48.64953,1476.45142,-671.65356,-50.73473,1311.67969
143,1.183,-825.60071,-51.52603,1476.19092,-667.04718,-49.86615,1313.05847
144,1.192,-822.16925,-52.21878,1476.41943,-662.02399,-49.16143,1312.85461
145,1.2,-817.37238,-52.97818,1475.95715,-658.508,-51.40899,1312.89319
146,1.208,-813.32532,-55.91097,1476.68494,-654.77661,-53.84439,1312.20337
147,1.217,-808.93555,-56.6314,1476.96033,-650.80481,-56.57646,1311.32153
148,1.225,-805.0744,-56.76114,1477.26221,-646.94238,-59.44181,1311.31372
149,1.233,-800.68036,-57.70884,1477.50928,-642.06458,-57.72783,1313.15063
150,1.242,-796.57855,-59.99194,1477.21497,-637.17029,-56.71067,1312.61621
151,1.25,-791.73077,-60.62392,1477.19507,-633.3045,-58.51241,1312.78455
152,1.258,-787.54236,-62.67536,1477.67651,-629.92834,-60.89605,1312.38074
153,1.267,-783.8465,-61.5346,1478.00757,-626.76007,-63.17091,1312.4386
154,1.275,-779.85858,-63.02172,1477.85059,-620.32123,-58.59264,1312.47827
155,1.283,-775.36407,-64.66463,1478.44653,-616.97455,-60.94155,1311.09351
156,1.292,-770.27875,-66.01378,1478.49731,-614.08038,-62.90415,1311.30957
157,1.3,-766.18103,-64.8522,1478.96802,-610.27313,-64.07846,1311.20691
158,1.308,-761.9931,-66.39743,1479.64185,-606.94073,-66.616,1310.6394
159,1.317,-756.82971,-66.43097,1479.02539,-601.62659,-62.35569,1310.10437
160,1.325,-753.68323,-67.17435,1480.42517,-599.60193,-64.34177,1309.81409
161,1.333,-748.28931,-67.26477,1480.00598,-596.32715,-66.31385,1308.82996
162,1.342,-744.78784,-68.43419,1480.80579,-593.61707,-66.34972,1309.13782
163,1.35,-739.74487,-68.86697,1480.53357,-588.17438,-69.10763,1311.0907
164,1.358,-736.09729,-69.12081,1479.71069,-584.36694,-65.28069,1310.27991
165,1.367,-732.26331,-69.31873,1479.94531,-580.79218,-67.62777,1311.24158
166,1.375,-727.69,-70.22354,1479.69824,-576.09387,-70.10363,1310.71924
167,1.383,-723.64288,-69.50781,1480.43323,-571.3924,-65.69096,1310.29541
168,1.392,-719.3916,-69.9756,1480.15881,-568.90033,-66.54498,1310.54968
169,1.4,-715.24628,-71.31744,1481.02917,-564.53503,-69.27882,1309.47375
170,1.408,-711.86194,-70.29127,1479.94104,-560.44342,-64.6042,1309.37805
171,1.417,-706.46686,-70.83195,1479.29321,-555.94971,-65.72997,1309.20996
172,1.425,-702.23633,-69.75893,1478.55811,-552.76129,-68.38693,1307.90112
173,1.433,-698.34186,-70.7225,1478.17761,-546.62286,-64.59592,1307.19507
174,1.442,-694.54755,-69.57828,1477.92053,-542.46423,-67.82836,1306.11646
175,1.45,-690.57031,-70.47906,1477.47461,-540.49603,-67.0259,1306.20166
176,1.458,-686.44427,-70.42654,1477.17078,-534.224,-64.60836,1306.00488
177,1.467,-682.87549,-70.38294,1476.04309,-529.18793,-67.93137,1304.90198
178,1.475,-677.79596,-68.88008,1474.5415,-524.92084,-68.47626,1303.68018
179,1.483,-673.6944,-68.93035,1474.81934,-521.06207,-66.22041,1303.06091
180,1.492,-669.42188,-68.60643,1474.63757,-516.21521,-67.73819,1302.98328
181,1.5,-664.21808,-67.8779,1473.00769,-512.3172,-66.81278,1302.46008
182,1.508,-659.95575,-67.81351,1472.31042,-507.56332,-65.84273,1301.76331
183,1.517,-655.55505,-67.21136,1472.53894,-502.66595,-66.77782,1300.87024
184,1.525,-651.02368,-64.89694,1471.10742,-497.63995,-65.20264,1299.93616
185,1.533,-646.29132,-66.01686,1470.9314,-495.06494,-64.59776,1299.92908
186,1.542,-641.53809,-65.53256,1469.69238,-488.64221,-61.41253,1299.16785
187,1.55,-637.65704,-63.73145,1469.23718,-485.62915,-63.67559,1298.15613
188,1.558,-633.49408,-63.50997,1468.50708,-480.39136,-62.23381,1297.552
189,1.567,-629.35956,-62.78559,1467.82104,-475.68762,-61.27665,1298.00757
190,1.575,-624.51184,-61.24833,1466.17529,-470.86667,-61.17418,1295.67139
191,1.583,-619.92993,-58.9366,1466.15198,-465.72403,-59.51558,1296.52393
192,1.592,-614.68805,-58.41158,1464.4281,-463.17746,-62.10849,1293.81531
193,1.6,-610.4353,-58.30804,1464.14148,-456.71069,-57.36208,1294.81787
194,1.608,-606.17126,-56.94911,1463.30676,-453.72778,-60.01877,1291.86108
195,1.617,-600.41119,-56.71196,1461.52234,-447.21329,-55.38599,1293.76685
196,1.625,-597.10547,-53.53544,1461.69226,-444.5629,-58.09755,1290.89465
197,1.633,-592.3786,-52.66349,1460.41882,-437.62674,-54.37415,1291.08386
198,1.642,-588.51666,-50.69302,1460.17273,-434.24615,-57.12042,1290.86401
199,1.65,-583.65497,-46.90854,1459.09814,-428.62878,-51.40839,1290.58435
200,1.658,-578.32452,-46.54452,1458.20691,-423.03207,-47.06673,1290.18237
201,1.667,-574.95856,-43.95795,1458.18811,-419.55652,-48.60701,1290.73169
202,1.675,-568.37683,-42.13464,1457.89343,-412.47324,-45.02916,1290.29028
203,1.683,-565.56549,-40.67687,1457.521,-408.68933,-47.53901,1289.52673
204,1.692,-559.48718,-39.11896,1457.69995,-404.06644,-43.05085,1289.88721
205,1.7,-553.96771,-37.76886,1456.69641,-398.81714,-42.59678,1289.5896
206,1.708,-548.83105,-35.08746,1456.72937,-393.25302,-41.48863,1290.36584
207,1.717,-544.08423,-31.60363,1457.03796,-387.15338,-37.38325,1290.13062
208,1.725,-539.40961,-29.20937,1458.49805,-383.59592,-38.91032,1290.30383
209,1.733,-535.16382,-26.60273,1458.13208,-377.86838,-35.50892,1290.91394
210,1.742,-529.61438,-26.50542,1459.03015,-373.07449,-34.07233,1290.46313
211,1.75,-523.30359,-25.2776,1458.63342,-368.88742,-33.21072,1291.14392
212,1.758,-519.31818,-21.60661,1460.79553,-363.01068,-28.60061,1291.84656
213,1.767,-513.4527,-19.47198,1460.76819,-359.10297,-30.92522,1293.18286
214,1.775,-509.14783,-18.34823,1462.08655,-353.1217,-27.29564,1293.85706
215,1.783,-504.1268,-16.49154,1463.46021,-348.61035,-25.65942,1294.06226
216,1.792,-499.07559,-14.52085,1464.02051,-343.50803,-24.04074,1295.64893
217,1.8,-493.08868,-12.74105,1465.31177,-338.20273,-19.45298,1297.11157
218,1.808,-488.66437,-11.5991,1466.52966,-334.15311,-22.17844,1297.11096
219,1.817,-483.62088,-8.89699,1467.29688,-328.84512,-18.31292,1298.35144
220,1.825,-477.44745,-8.97794,1468.40295,-324.76611,-21.00244,1298.03015
221,1.833,-473.7977,-5.13453,1469.27295,-319.01852,-15.90601,1301.29773
222,1.842,-468.64725,-3.65024,1470.67883,-314.75934,-15.21811,1301.93945
223,1.85,-463.32092,-2.14392,1470.61804,-309.43405,-15.54698,1301.96802
224,1.858,-459.32144,-1.09692,1471.85901,-303.73517,-10.18744,1304.81177
225,1.867,-453.82068,1.30483,1472.82898,-298.25739,-9.18652,1306.08167
226,1.875,-450.39755,3.62832,1472.86755,-293.28113,-8.89069,1305.84375
227,1.883,-445.41275,5.19099,1473.9762,-287.31982,-4.70752,1307.91748
228,1.892,-439.79776,5.43509,1474.53711,-283.28387,-6.38598,1307.33044
229,1.9,-434.59988,7.39286,1474.521,-277.05487,-3.30227,1308.4707
230,1.908,-429.43982,7.93561,1473.35706,-271.57266,-2.63954,1308.40881
231,1.917,-425.22604,10.78376,1475.06128,-267.77649,-1.8533,1308.5238
232,1.925,-419.86935,11.34249,1475.20996,-263.31042,-0.88501,1308.04431
233,1.933,-414.83139,12.73955,1476.38867,-258.87189,0.34168,1308.7323
234,1.942,-409.64651,14.27724,1476.2644,-253.02765,4.87019,1311.11365
235,1.95,-403.64871,15.91776,1475.78723,-249.33519,2.39307,1310.29956
236,1.958,-401.12372,18.69228,1476.6095,-243.47647,5.69083,1310.47864
237,1.967,-396.25476,19.37818,1476.65332,-239.22566,3.13772,1308.84753
238,1.975,-390.4053,20.50871,1477.42114,-234.12642,7.02137,1309.90918
239,1.983,-384.83994,21.79638,1477.54358,-230.30957,5.13257,1309.2511
240,1.992,-380.54562,22.93051,1476.56311,-224.37451,8.92833,1310.04919
241,2,-374.90012,23.30008,1477.28345,-220.83788,6.66901,1308.93237
242,2.008,-370.4841,26.1641,1478.35266,-217.18939,11.9639,1309.40283
243,2.017,-364.94183,26.55785,1478.98145,-211.74275,10.69697,1308.78162
244,2.025,-359.8887,26.74657,1478.91455,-206.19337,11.68963,1308.51062
245,2.033,-354.52466,27.67741,1479.54639,-203.00827,11.33184,1308.82727
246,2.042,-347.78491,28.1481,1480.08472,-197.28456,14.298,1309.08936
247,2.05,-343.02249,28.51203,1478.96924,-194.43216,11.48775,1307.62231
248,2.058,-338.90244,30.12379,1479.94128,-188.94765,15.43686,1307.83398
249,2.067,-334.15405,31.76659,1480.58838,-184.30037,13.59024,1307.1781
250,2.075,-329.61444,31.62356,1480.56458,-180.6519,13.60222,1306.40247
251,2.083,-324.07971,32.29699,1481.15503,-176.08641,14.79774,1306.35803
252,2.092,-318.40039,32.27716,1480.39319,-171.71562,15.89712,1306.16309
253,2.1,-312.79282,34.99937,1480.30701,-166.92192,16.18466,1306.40234
254,2.108,-309.48709,33.49356,1480.50916,-161.87746,14.8083,1305.27441
255,2.117,-303.66019,34.52017,1481.0177,-158.35562,17.27509,1305.66406
256,2.125,-299.52261,34.61881,1480.9873,-154.49467,15.95314,1305.05408
257,2.133,-294.20761,34.53902,1480.41309,-148.60785,17.62554,1305.04297
258,2.142,-288.73447,35.191,1479.77795,-144.37959,15.54546,1304.4895
259,2.15,-285.86359,35.54744,1479.50171,-138.96848,16.55877,1304.05835
260,2.158,-280.85056,37.08099,1479.29602,-133.8934,17.2443,1304.00391
261,2.167,-276.34689,35.70617,1479.93787,-131.69379,17.23631,1303.75562
262,2.175,-271.45667,36.4585,1478.48425,-126.38451,18.40506,1303.26599
263,2.183,-266.74872,36.75561,1478.25476,-120.51971,18.34223,1302.94666
264,2.192,-262.12943,35.93562,1478.17615,-117.36209,18.29851,1302.29077
265,2.2,-256.45618,35.83987,1478.98877,-111.11399,19.34938,1302.2168
266,2.208,-251.54968,35.68552,1477.0835,-107.74321,15.3107,1301.07141
267,2.217,-247.71902,35.7645,1477.27588,-102.95213,17.38231,1301.92834
268,2.225,-243.06145,34.79912,1476.97815,-97.61663,18.31716,1300.6499
269,2.233,-237.9962,33.66572,1476.88489,-93.28858,16.4493,1300.31921
270,2.242,-232.96774,33.38952,1474.70544,-89.42633,14.42819,1298.3833
271,2.25,-228.06757,33.27639,1474.52319,-83.86288,16.15942,1297.90674
272,2.258,-223.50192,33.06828,1474.81433,-79.7525,13.70047,1297.20398
273,2.267,-219.32758,31.81548,1474.47363,-74.05983,15.4877,1297.19275
274,2.275,-213.95969,30.24669,1472.3739,-70.04208,14.67476,1296.5896
275,2.283,-209.40588,29.64184,1471.94678,-64.31362,14.40267,1296.09448
276,2.292,-205.38878,27.64941,1471.86401,-59.69823,12.5737,1295.15479
277,2.3,-200.64877,28.06347,1471.80774,-56.52052,12.04219,1294.2688
278,2.308,-195.80432,27.66926,1470.27539,-50.65326,11.4908,1294.51184
279,2.317,-191.12624,25.99808,1470.04614,-46.88651,10.084,1294.02588
280,2.325,-186.355,25.16509,1469.13745,-42.0529,12.72322,1293.67761
281,2.333,-182.55933,22.24907,1468.22986,-37.42462,9.36929,1292.80554
282,2.342,-177.05273,21.62097,1466.82397,-32.18436,9.47015,1292.29199
283,2.35,-172.86382,20.87201,1466.99438,-26.21579,7.08066,1291.22009
284,2.358,-168.15504,19.93944,1466.71716,-22.11302,5.91995,1290.62476
285,2.367,-163.27861,18.9431,1467.42212,-16.3038,5.01944,1290.90759
286,2.375,-158.909,15.99552,1465.57288,-11.54936,4.31683,1291.00269
287,2.383,-153.23973,15.71555,1465.40881,-6.81539,4.87879,1291.42993
288,2.392,-149.62798,14.22615,1465.64172,-2.05075,1.21204,1291.11292
289,2.4,-145.35135,11.9231,1465.07178,3.25586,0.35134,1291.36963
290,2.408,-139.96851,10.3436,1464.86951,8.26319,-1.26875,1291.42285
291,2.417,-134.26436,9.52957,1464.95728,13.87315,0.16972,1290.75134
292,2.425,-128.86333,8.14164,1465.19531,19.03234,-1.81969,1291.31458
293,2.433,-124.51602,3.94788,1465.86133,24.08465,-4.26008,1291.25696
294,2.442,-119.204,4.07937,1466.90857,28.63441,-6.19243,1291.68262
295,2.45,-113.95652,2.55704,1467.30981,33.70807,-7.04386,1292.60938
296,2.458,-108.82363,0.75258,1467.73706,39.36901,-8.06546,1293.48218
297,2.467,-103.20806,-2.36045,1468.67993,44.50841,-11.08713,1294.3219
298,2.475,-97.18217,-3.60848,1469.54211,49.6779,-11.15122,1294.87317
299,2.483,-93.16696,-4.86651,1470.70862,53.00499,-14.26061,1294.7655
300,2.492,-88.62017,-5.52125,1471.8208,57.79792,-16.50423,1295.87512
301,2.5,-82.85297,-7.58141,1473.08313,63.25686,-16.03996,1297.79126
302,2.508,-77.92178,-10.29792,1473.37732,66.75498,-16.18832,1298.41858
303,2.517,-73.56192,-11.50032,1474.56677,70.17837,-17.38458,1299.38208
304,2.525,-68.33345,-13.48859,1478.08655,75.93422,-19.46191,1301.24756
305,2.533,-63.87519,-16.21982,1478.16699,80.55801,-21.33778,1301.32373
306,2.542,-58.09154,-16.05791,1478.93701,84.4275,-26.48346,1301.52368
307,2.55,-53.56645,-17.25615,1480.79236,88.48876,-25.08991,1303.05981
308,2.558,-50.23433,-19.75479,1482.11035,93.49907,-25.49185,1306.63953
309,2.567,-44.85441,-20.96331,1481.87012,99.20985,-27.60816,1305.23413
310,2.575,-40.92104,-23.24983,1482.22778,104.07565,-30.26946,1306.3324
311,2.583,-34.74575,-23.35848,1484.60547,108.76451,-28.3709,1307.49023
312,2.592,-30.17482,-25.43227,1485.30298,112.44318,-32.18707,1307.56213
313,2.6,-26.03003,-28.66343,1485.20898,117.25616,-32.04189,1308.10645
314,2.608,-19.85505,-29.23183,1486.33606,122.02552,-33.29637,1309.13416
315,2.617,-14.49735,-30.73864,1486.67407,127.48523,-35.27007,1310.91504
316,2.625,-10.59923,-31.80438,1487.30579,131.07901,-34.84216,1311.38916
317,2.633,-5.75287,-33.06605,1488.34985,136.84988,-37.39136,1311.68555
318,2.642,-1.63766,-35.2083,1488.3197,141.42816,-37.1847,1310.59766
319,2.65,3.12922,-36.07233,1490.0387,146.06485,-35.66474,1311.1969
320,2.658,7.69241,-37.48552,1489.46643,150.76079,-39.01028,1311.55115
321,2.667,13.07315,-38.39267,1489.48901,153.90741,-37.11451,1311.71045
322,2.675,18.52052,-37.92927,1490.79248,157.94714,-40.25016,1311.32654
323,2.683,22.59608,-40.17657,1491.0614,163.09206,-41.12109,1310.59521
324,2.692,27.72071,-40.95535,1490.59131,167.84953,-41.14476,1312.1593
325,2.7,31.74734,-42.26642,1490.82422,173.28299,-41.53013,1311.18616
326,2.708,37.25007,-42.26959,1490.9071,177.99869,-40.70161,1311.20935
327,2.717,41.80619,-42.83054,1491.86475,182.01102,-43.68712,1311.59937
328,2.725,47.74797,-42.18434,1491.57434,186.39923,-43.05249,1310.96704
329,2.733,50.9397,-43.91746,1492.40771,190.17664,-43.9957,1311.02124
330,2.742,54.30703,-42.4907,1492.69714,194.47606,-45.35059,1310.83044
331,2.75,59.48189,-43.04472,1492.43518,198.52037,-44.36789,1310.70667
332,2.758,64.72866,-42.75048,1493.14722,204.25705,-46.60244,1311.31372
333,2.767,69.25257,-43.89219,1493.11353,208.67873,-44.93157,1310.18066
334,2.775,75.21983,-43.74371,1493.36487,210.95213,-44.42575,1310.66858
335,2.783,79.87081,-44.21014,1493.84839,215.65199,-46.12733,1309.75208
