Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,-1323.66077,-362.13834,846.24457
2,0.008,-1318.92395,-361.50461,847.31128
3,0.017,-1313.46545,-359.2739,845.65662
4,0.025,-1307.9137,-358.44583,844.41205
5,0.033,-1303.32373,-358.44226,844.10614
6,0.042,-1297.01758,-357.20169,843.14697
7,0.05,-1293.53381,-356.0358,842.74329
8,0.058,-1286.78015,-354.04788,842.79144
9,0.067,-1283.65259,-352.68939,842.48511
10,0.075,-1277.83044,-351.54871,840.17731
11,0.083,-1272.30713,-350.76746,839.57941
12,0.092,-1265.93506,-348.41879,837.99475
13,0.1,-1262.87341,-346.42572,838.10388
14,0.108,-1257.07227,-345.83307,838.40784
15,0.117,-1252.67065,-343.7092,837.56201
16,0.125,-1246.56824,-343.96893,836.20599
17,0.133,-1242.63196,-342.99057,835.55933
18,0.142,-1236.91431,-341.44577,835.53302
19,0.15,-1232.90369,-340.21661,834.80011
20,0.158,-1226.91956,-338.83179,835.16296
21,0.167,-1223.30872,-338.54333,832.58563
22,0.175,-1216.90613,-336.97818,831.57562
23,0.183,-1213.4679,-335.43506,830.96344
24,0.192,-1207.71582,-335.4534,830.46429
25,0.2,-1203.87671,-332.44098,831.00201
26,0.208,-1197.98132,-333.19632,830.35443
27,0.217,-1194.32532,-331.17868,830.11218
28,0.225,-1189.00098,-330.39102,829.83948
29,0.233,-1184.82751,-330.04666,829.21521
30,0.242,-1179.61902,-329.97198,828.71899
31,0.25,-1175.19202,-328.87842,828.86414
32,0.258,-1170.91748,-329.81812,828.79102
33,0.267,-1167.3656,-328.15894,828.69611
34,0.275,-1162.28455,-327.30359,828.94562
35,0.283,-1158.50305,-325.14581,829.61176
36,0.292,-1154.08252,-325.94379,830.10706
37,0.3,-1150.29053,-324.84787,830.51575
38,0.308,-1145.24963,-323.66766,830.7121
39,0.317,-1142.35498,-322.20157,831.41467
40,0.325,-1137.96973,-320.09256,831.9826
41,0.333,-1134.13538,-320.64343,832.98077
42,0.342,-1131.34009,-318.5827,833.80432
43,0.35,-1125.83313,-318.30081,834.23163
44,0.358,-1123.01782,-317.19928,834.79889
45,0.367,-1118.35742,-317.98373,835.46851
46,0.375,-1115.76257,-316.41925,836.19031
47,0.383,-1112.14905,-315.45145,837.6424
48,0.392,-1108.43823,-316.08865,839.20203
49,0.4,-1105.27612,-314.11966,839.7608
50,0.408,-1102.64221,-312.92679,840.70905
51,0.417,-1098.69067,-313.0235,841.43359
52,0.425,-1097.57983,-312.90631,841.78973
53,0.433,-1093.67505,-310.65372,842.09589
54,0.442,-1089.59534,-311.30698,842.99493
55,0.45,-1087.23621,-310.32498,844.18945
56,0.458,-1085.18152,-310.48013,845.61603
57,0.467,-1080.91003,-308.271,846.396
58,0.475,-1078.96179,-308.09756,845.95227
59,0.483,-1076.78674,-307.17896,846.47845
60,0.492,-1072.92261,-307.28119,846.76733
61,0.5,-1071.25769,-306.80032,846.85602
62,0.508,-1068.5863,-305.08469,847.11163
63,0.517,-1066.27661,-305.48303,847.17102
64,0.525,-1063.27014,-304.89511,846.85803
65,0.533,-1061.79163,-305.57379,846.92682
66,0.542,-1059.43604,-304.50461,846.63507
67,0.55,-1055.87915,-304.71927,846.47528
68,0.558,-1053.83679,-304.2756,846.79358
69,0.567,-1051.3114,-303.155,847.27173
70,0.575,-1048.97766,-303.42648,847.33813
71,0.583,-1046.31262,-302.62158,847.44812
72,0.592,-1044.38037,-301.90317,847.4624
73,0.6,-1042.17053,-301.40985,847.56512
74,0.608,-1039.07727,-302.43811,847.39923
75,0.617,-1036.49194,-301.04703,847.62915
76,0.625,-1034.453,-300.17886,848.02368
77,0.633,-1030.88647,-300.68777,847.79059
78,0.642,-1029.41064,-301.14444,847.43719
79,0.65,-1026.84778,-301.1228,848.36499
80,0.658,-1023.82751,-303.46347,847.32922
81,0.667,-1020.80469,-302.62973,846.70923
82,0.675,-1018.12653,-303.06723,847.60291
83,0.683,-1014.31104,-302.25681,847.02643
84,0.692,-1012.81165,-302.6683,846.67572
85,0.7,-1008.9104,-304.53909,846.5578
86,0.708,-1006.97504,-306.11887,846.18054
87,0.717,-1002.67188,-306.74237,845.87549
88,0.725,-1000.28265,-306.30246,845.44257
89,0.733,-996.58575,-305.8129,844.97467
90,0.742,-993.00018,-308.37579,844.61615
91,0.75,-988.57245,-308.10925,844.31476
92,0.758,-986.41815,-308.38998,844.43512
93,0.767,-982.64038,-310.2074,843.70264
94,0.775,-979.15582,-310.41888,842.68921
95,0.783,-975.15692,-311.75803,842.34003
96,0.792,-972.39746,-311.63724,840.68213
97,0.8,-966.94946,-312.94421,840.138
98,0.808,-964.06012,-314.4487,839.82452
99,0.817,-959.52887,-315.12341,839.44153
100,0.825,-954.69183,-316.80414,838.36414
101,0.833,-951.68359,-318.78387,837.95044
102,0.842,-946.98737,-319.45679,837.79816
103,0.85,-943.37622,-320.76358,837.44666
104,0.858,-937.9552,-322.13715,836.45538
105,0.867,-933.67059,-323.418,835.96503
106,0.875,-928.849,-325.1264,835.5061
107,0.883,-925.02728,-326.12875,834.21631
108,0.892,-919.47546,-327.76974,832.86066
109,0.9,-915.39191,-330.24878,831.84686
110,0.908,-909.34528,-331.91443,830.96136
111,0.917,-904.30011,-333.04233,830.21326
112,0.925,-899.28259,-333.95135,829.13977
113,0.933,-893.63879,-336.07983,828.38293
114,0.942,-888.82269,-338.58798,828.25873
115,0.95,-882.37061,-339.55389,827.20148
116,0.958,-877.78107,-342.45898,827.25946
117,0.967,-870.95667,-342.56326,826.39001
118,0.975,-865.89288,-344.12106,826.57776
119,0.983,-860.44086,-346.93579,826.77026
120,0.992,-854.47681,-347.29788,826.62573
121,1,-848.16449,-349.49478,826.98132
