Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
126,1.042,-967.25024,50.12909,1302.31958
127,1.05,-964.27277,49.46848,1304.20618
128,1.058,-958.66718,47.3182,1304.88721
129,1.067,-955.57184,44.32912,1305.72229
130,1.075,-951.24451,43.13931,1306.79724
131,1.083,-949.09644,39.38512,1307.90198
132,1.092,-943.23633,37.11694,1308.50269
133,1.1,-937.98181,35.79075,1309.16479
134,1.108,-935.52856,32.4847,1309.82825
135,1.117,-932.24341,30.93955,1311.45691
136,1.125,-927.1095,29.10839,1311.37671
137,1.133,-923.76025,25.8556,1311.81421
138,1.142,-919.29205,24.24528,1312.41919
139,1.15,-915.61597,22.21666,1312.4696
140,1.158,-911.34296,19.53769,1313.43909
141,1.167,-908.47174,18.47551,1314.04626
142,1.175,-904.39044,15.79706,1314.52734
143,1.183,-900.18536,14.11,1314.71521
144,1.192,-896.12213,12.46702,1315.04749
145,1.2,-891.76593,10.74242,1315.1571
146,1.208,-887.90637,8.74947,1315.47803
147,1.217,-884.32849,7.32868,1316.12659
148,1.225,-879.50574,6.24583,1315.96204
149,1.233,-876.38501,4.08319,1315.90198
150,1.242,-871.70532,2.57911,1317.04956
151,1.25,-868.51379,2.07764,1318.07507
152,1.258,-863.526,0.91331,1318.42688
153,1.267,-860.02948,-0.97289,1318.11023
154,1.275,-855.44855,-1.61564,1318.78625
155,1.283,-851.31647,-2.73812,1319.28003
156,1.292,-847.5719,-3.59232,1319.63196
157,1.3,-843.75659,-3.79869,1319.8866
158,1.308,-840.49121,-5.49757,1320.49536
159,1.317,-836.92975,-7.06502,1320.81775
160,1.325,-833.08417,-7.62384,1321.16455
161,1.333,-829.32849,-8.49598,1321.01392
162,1.342,-825.17871,-8.87018,1321.47607
163,1.35,-821.34845,-10.20474,1322.07153
164,1.358,-817.30444,-10.80475,1321.74609
165,1.367,-813.56079,-11.48017,1321.38623
166,1.375,-810.83624,-11.79372,1321.55481
167,1.383,-806.58429,-12.19667,1321.45801
168,1.392,-802.36053,-12.82947,1320.63367
169,1.4,-797.90204,-13.1691,1320.56592
170,1.408,-793.35339,-11.81108,1320.28711
171,1.417,-789.92523,-12.98635,1320.52954
172,1.425,-785.26495,-12.85132,1320.64404
173,1.433,-781.1759,-12.99648,1320.38794
174,1.442,-776.71063,-12.37803,1318.40027
175,1.45,-772.20483,-12.52841,1318.43274
176,1.458,-768.41803,-13.3069,1318.36987
177,1.467,-763.65704,-12.75669,1317.89343
178,1.475,-758.93787,-12.28758,1316.47009
179,1.483,-754.76276,-11.8206,1316.34949
180,1.492,-749.82233,-11.09227,1315.56226
181,1.5,-746.22748,-10.2323,1314.80322
182,1.508,-741.8266,-9.58335,1314.7262
183,1.517,-737.5708,-9.00584,1314.30298
184,1.525,-731.54224,-8.45084,1312.82837
185,1.533,-728.94672,-8.17085,1311.8949
186,1.542,-724.28253,-5.78964,1311.92615
187,1.55,-718.46436,-4.64669,1310.14709
188,1.558,-713.77771,-3.11785,1309.45166
189,1.567,-709.58673,-3.91111,1308.77991
190,1.575,-704.7157,-1.29319,1306.72937
191,1.583,-699.85583,-0.74883,1306.8667
192,1.592,-694.28003,1.21804,1305.7467
193,1.6,-689.43243,3.1452,1304.54993
194,1.608,-685.07104,3.77367,1304.12854
195,1.617,-679.82166,5.12328,1302.36328
196,1.625,-674.67511,6.78685,1301.74072
197,1.633,-669.58881,8.83018,1300.21228
198,1.642,-664.52069,9.82854,1299.32104
199,1.65,-659.43481,12.90497,1298.08972
200,1.658,-654.65552,14.21722,1297.58435
201,1.667,-649.16669,16.53346,1296.08386
202,1.675,-643.34747,19.34425,1296.05115
203,1.683,-639.07611,21.86383,1296.17029
204,1.692,-633.74689,23.65973,1295.58362
205,1.7,-628.10974,25.17765,1295.21216
206,1.708,-623.38922,26.82995,1295.70203
207,1.717,-618.40186,29.84142,1295.42603
208,1.725,-612.98462,31.25144,1295.16589
209,1.733,-607.29144,32.80378,1295.25391
210,1.742,-602.95526,34.9765,1295.65295
211,1.75,-598.25269,36.58428,1296.42249
212,1.758,-592.65112,38.68254,1297.30811
213,1.767,-588.46161,40.39361,1297.75134
214,1.775,-583.99957,43.81537,1297.79065
215,1.783,-578.2088,44.41529,1298.99316
216,1.792,-573.43311,47.37867,1299.69507
217,1.8,-568.78918,47.76021,1300.32092
218,1.808,-562.97791,50.69622,1300.3728
219,1.817,-558.06683,51.85859,1301.71692
220,1.825,-553.03455,54.38695,1302.52954
221,1.833,-547.92139,56.85339,1303.34033
222,1.842,-541.70984,58.77065,1304.09753
223,1.85,-536.5188,60.53147,1305.33899
224,1.858,-530.28088,62.56631,1305.60303
225,1.867,-525.82172,65.10345,1307.24683
226,1.875,-519.92535,66.82166,1307.99329
227,1.883,-514.63361,68.28861,1308.49817
228,1.892,-509.32538,70.78978,1309.3269
229,1.9,-504.70349,73.40454,1309.646
230,1.908,-500.40479,74.6003,1309.68408
231,1.917,-495.81671,76.73953,1309.77271
232,1.925,-491.0069,79.09605,1310.13159
233,1.933,-484.93091,80.46693,1311.57678
234,1.942,-479.74179,82.15691,1312.04138
235,1.95,-475.04761,84.69827,1312.4408
236,1.958,-468.99435,85.40831,1312.46936
237,1.967,-465.1915,85.66016,1312.9812
238,1.975,-459.86783,88.82694,1313.80981
239,1.983,-454.76489,89.77715,1313.74243
240,1.992,-449.02554,90.47118,1314.35803
241,2,-445.0705,92.41531,1314.14319
242,2.008,-440.00693,92.8964,1314.62561
243,2.017,-435.32251,95.46919,1314.2384
244,2.025,-429.56247,95.60612,1315.16833
245,2.033,-426.39227,96.54844,1316.07764
246,2.042,-421.07327,97.23919,1316.94653
247,2.05,-416.66626,99.57847,1316.30359
248,2.058,-411.93637,99.7222,1316.56946
249,2.067,-407.16232,99.03145,1316.53259
250,2.075,-402.04129,102.25565,1315.98267
251,2.083,-398.10144,102.31601,1315.90771
252,2.092,-392.89038,103.12438,1316.23022
253,2.1,-387.34494,103.40096,1316.08582
254,2.108,-384.18933,104.10925,1316.59827
255,2.117,-378.37549,105.13796,1317.33936
256,2.125,-374.06549,105.12309,1317.46606
257,2.133,-369.38391,105.52657,1317.21313
258,2.142,-364.77945,105.40771,1316.9978
259,2.15,-360.35019,105.75286,1315.96484
260,2.158,-355.58633,104.57404,1315.90076
261,2.167,-351.78018,106.86481,1316.14355
262,2.175,-346.61322,106.55547,1316.3894
263,2.183,-342.50732,106.20022,1316.30701
264,2.192,-336.65579,106.11436,1315.14661
265,2.2,-332.08173,105.35981,1314.91467
266,2.208,-328.28943,105.42605,1314.65259
267,2.217,-323.00977,104.87431,1314.37378
268,2.225,-318.94202,104.28957,1314.11096
269,2.233,-315.16595,103.63942,1312.99219
270,2.242,-310.06302,104.07667,1312.41064
271,2.25,-305.68845,103.13046,1311.97986
272,2.258,-300.37939,102.55742,1311.62805
273,2.267,-296.43005,101.36751,1310.34839
274,2.275,-292.04788,100.64853,1309.1665
275,2.283,-286.93323,99.80155,1309.6106
276,2.292,-282.57715,97.1178,1308.57263
277,2.3,-277.43915,96.4915,1307.95667
278,2.308,-273.58752,94.99332,1307.07837
279,2.317,-269.32458,94.0024,1307.13696
280,2.325,-264.98596,93.66735,1306.02441
281,2.333,-259.94299,92.08529,1304.97278
282,2.342,-254.17355,91.65121,1304.29346
283,2.35,-250.32967,89.57665,1302.90906
284,2.358,-245.15489,86.37178,1302.32361
285,2.367,-240.46948,86.07316,1301.91589
286,2.375,-235.75191,85.2634,1301.63831
287,2.383,-230.62326,82.37205,1300.55823
288,2.392,-225.24637,81.72675,1301.02783
289,2.4,-220.41718,79.18082,1300.97595
290,2.408,-216.60193,77.47879,1301.05115
291,2.417,-211.67804,76.71719,1301.35535
292,2.425,-205.65332,75.0376,1300.68555
293,2.433,-200.14758,74.08901,1300.85583
294,2.442,-194.88077,71.90455,1301.31982
295,2.45,-190.95082,69.05463,1301.47351
296,2.458,-185.79739,68.22552,1302.08655
297,2.467,-181.0526,65.36412,1302.53748
298,2.475,-176.64029,62.96334,1303.42456
299,2.483,-172.1248,62.52605,1304.3125
300,2.492,-166.61031,60.7372,1304.73499
301,2.5,-161.81682,58.56792,1305.8302
302,2.508,-157.04085,56.12079,1306.78882
303,2.517,-151.95439,55.14412,1307.02563
304,2.525,-147.07813,53.4061,1307.16577
305,2.533,-142.9437,50.70618,1309.11877
306,2.542,-138.81096,48.20388,1311.55994
307,2.55,-134.96875,47.57598,1312.42322
308,2.558,-130.35922,46.10722,1312.40771
309,2.567,-125.94015,43.86355,1312.69287
310,2.575,-122.11637,40.59893,1313.44995
311,2.583,-117.48615,40.19806,1315.28601
312,2.592,-111.61753,38.12038,1314.85034
313,2.6,-107.06807,35.43098,1315.92761
314,2.608,-102.78439,34.17537,1316.47583
315,2.617,-97.88051,32.19299,1317.11377
316,2.625,-93.63647,30.18115,1317.255
317,2.633,-90.28854,29.29964,1317.27783
318,2.642,-85.29967,27.95568,1318.38623
319,2.65,-80.72488,25.62157,1318.26453
320,2.658,-75.84837,24.2379,1319.19275
321,2.667,-72.67083,23.03245,1319.89417
322,2.675,-67.38097,22.38262,1321.07275
323,2.683,-62.41874,21.17538,1321.42139
324,2.692,-58.62544,19.39716,1321.97534
325,2.7,-53.99987,18.66718,1322.15283
326,2.708,-50.26617,17.87918,1322.31018
327,2.717,-46.2654,16.47583,1323.32861
328,2.725,-41.86931,15.01503,1323.54907
329,2.733,-38.02699,15.02212,1324.31299
330,2.742,-33.4481,14.22845,1324.81116
331,2.75,-29.6124,13.69038,1325.55872
332,2.758,-24.80422,12.00237,1325.84204
333,2.767,-21.58384,12.10549,1326.47229
334,2.775,-16.10962,11.57534,1326.79932
335,2.783,-12.88879,10.7479,1326.18909
336,2.792,-9.36749,10.02793,1326.63477
337,2.8,-4.74318,8.9746,1326.37915
338,2.808,0.09322,9.17634,1326.19751
339,2.817,4.22663,9.25348,1326.09119
340,2.825,8.31392,7.78486,1326.20227
341,2.833,12.09506,7.90004,1325.88379
342,2.842,15.96972,7.49102,1326.09338
343,2.85,20.96642,8.43945,1325.40979
344,2.858,25.32273,8.2451,1324.61792
345,2.867,29.50208,7.14347,1324.28857
346,2.875,33.10352,9.14932,1324.17969
347,2.883,37.44071,7.77801,1323.75769
348,2.892,42.86337,10.07754,1322.64099
349,2.9,47.5718,9.97286,1322.48132
350,2.908,51.10691,10.66839,1321.74866
351,2.917,56.23936,11.84893,1321.55371
352,2.925,61.21772,11.813,1320.41772
353,2.933,66.10126,11.61361,1319.12866
354,2.942,69.62087,12.16726,1318.03247
355,2.95,74.47641,12.92266,1317.67639
356,2.958,78.71552,14.15341,1316.99036
357,2.967,84.48928,15.2891,1315.48779
358,2.975,88.48754,16.03304,1315.16504
359,2.983,92.74247,18.51769,1314.72583
360,2.992,98.6289,19.06258,1312.72217
361,3,103.13808,21.02446,1312.84375
362,3.008,107.70143,21.7517,1311.03125
363,3.017,113.08336,24.54142,1310.44006
364,3.025,117.66843,25.19922,1309.40454
365,3.033,122.52856,27.132,1307.95483
366,3.042,126.66347,29.14288,1307.54114
367,3.05,132.86964,31.2776,1306.81055
368,3.058,138.90459,32.25221,1305.65186
369,3.067,142.22737,34.96157,1304.24878
370,3.075,146.73077,36.97548,1303.00073
371,3.083,151.89613,37.95183,1302.61023
372,3.092,156.03322,41.06426,1300.96631
373,3.1,162.40274,42.83524,1300.38831
374,3.108,167.12106,44.02218,1299.79749
375,3.117,172.37953,47.58809,1299.84875
376,3.125,177.43048,48.84975,1299.41003
377,3.133,183.5163,51.43106,1300.58899
378,3.142,188.31383,53.43331,1299.78955
379,3.15,193.75122,55.26234,1299.22876
380,3.158,198.97519,57.25971,1299.11169
381,3.167,203.35373,58.04158,1300.45911
382,3.175,208.48232,62.10892,1301.09326
383,3.183,214.01886,63.43536,1302.07739
384,3.192,219.62271,64.38823,1302.45947
385,3.2,224.3629,67.61657,1303.25745
386,3.208,228.66164,68.2513,1303.32617
387,3.217,234.72592,71.51892,1305.3468
388,3.225,240.31665,72.97724,1305.23486
389,3.233,245.35582,75.76324,1306.1853
390,3.242,250.8743,76.67014,1305.98645
391,3.25,254.53636,79.74644,1308.09998
392,3.258,260.92163,82.09653,1308.21069
393,3.267,266.11444,84.06654,1308.42639
394,3.275,271.64499,84.72314,1309.05994
395,3.283,275.77075,87.99023,1309.65308
396,3.292,281.49557,89.89645,1311.8822
397,3.3,287.29324,93.21648,1311.99304
398,3.308,291.10638,94.25142,1312.26343
399,3.317,296.46295,95.35631,1313.01367
400,3.325,302.45557,98.32478,1313.28784
401,3.333,307.04501,100.92004,1313.15002
402,3.342,312.2691,102.82961,1314.09363
403,3.35,317.50494,103.75665,1314.93933
404,3.358,321.89404,107.28301,1315.57227
405,3.367,327.07034,107.23418,1315.64587
406,3.375,332.50568,109.21188,1316.11499
407,3.383,337.12936,112.2392,1315.83862
408,3.392,342.29819,112.4211,1316.69812
409,3.4,347.396,113.69666,1317.05334
410,3.408,351.57693,115.94124,1317.75574
411,3.417,356.6214,116.169,1317.72888
412,3.425,362.14108,118.68078,1317.72412
413,3.433,365.8244,120.28153,1318.52307
414,3.442,370.8606,121.1588,1319.81848
415,3.45,377.5549,123.32525,1320.85071
416,3.458,379.6001,124.18533,1321.25122
417,3.467,385.64691,126.14501,1321.81592
418,3.475,391.15552,125.72917,1321.52795
419,3.483,394.03561,128.55449,1321.62439
420,3.492,399.10559,128.78386,1321.60791
421,3.5,403.34851,129.71295,1321.76196
422,3.508,407.74454,130.76733,1321.86768
423,3.517,412.96179,130.99409,1322.25146
424,3.525,418.37219,130.54655,1321.96008
425,3.533,422.23175,133.17961,1322.33276
426,3.542,427.13821,132.92249,1322.72388
427,3.55,432.20102,132.81425,1322.35767
428,3.558,436.47275,134.94098,1323.59814
429,3.567,441.08975,134.19897,1323.03931
430,3.575,445.41504,133.93962,1322.45789
431,3.583,449.90625,134.99176,1322.89087
432,3.592,454.01666,134.03015,1322.57275
433,3.6,459.69916,134.69319,1323.48645
434,3.608,462.51782,135.33765,1322.375
435,3.617,466.62549,134.41319,1323.22534
436,3.625,471.70441,135.01877,1323.00598
437,3.633,476.60675,133.71925,1322.19714
438,3.642,480.50455,135.30067,1321.19629
439,3.65,485.49017,133.73346,1320.82617
440,3.658,490.06018,133.04256,1320.07825
441,3.667,494.73203,133.71968,1319.98303
442,3.675,499.30399,132.0313,1320.36694
443,3.683,503.16269,131.17345,1319.52771
444,3.692,508.01483,129.64867,1318.93323
445,3.7,511.87067,129.56477,1318.26013
446,3.708,516.17822,127.41852,1317.78076
447,3.717,519.77429,128.83609,1316.38013
448,3.725,525.80884,128.09804,1316.36621
449,3.733,529.83209,125.58527,1315.24609
450,3.742,534.2041,124.72943,1315.25891
451,3.75,539.75562,122.69279,1313.94214
452,3.758,543.23871,124.23058,1313.448
453,3.767,548.01624,121.98379,1312.16895
454,3.775,551.26782,120.88819,1311.5614
455,3.783,556.15454,118.31873,1310.77466
456,3.792,562.25677,118.26015,1309.5105
457,3.8,565.72064,116.17908,1308.72266
458,3.808,569.00623,114.91304,1308.18188
459,3.817,574.67548,113.00062,1307.00391
460,3.825,579.80829,111.66682,1306.79236
461,3.833,584.50299,110.0682,1307.29468
462,3.842,589.2049,107.89036,1307.35535
463,3.85,594.30701,107.57256,1307.15735
464,3.858,599.80548,105.23833,1305.85596
465,3.867,605.1701,101.53787,1305.0979
466,3.875,610.51947,101.52955,1304.94287
467,3.883,615.58691,100.23495,1304.802
468,3.892,620.40399,97.85865,1305.59338
469,3.9,625.1897,95.68468,1305.93689
470,3.908,631.16284,95.5994,1306.19409
471,3.917,635.57715,93.42093,1306.50012
472,3.925,639.84222,90.93857,1307.02454
473,3.933,644.90204,86.86124,1307.24536
474,3.942,648.99231,85.28294,1309.25623
475,3.95,654.38586,83.50748,1309.70093
476,3.958,658.41974,82.93923,1310.71057
477,3.967,663.1344,80.89069,1311.24756
478,3.975,667.79395,78.10353,1312.29175
479,3.983,672.01501,75.79349,1312.99084
480,3.992,676.57373,73.0369,1313.54346
481,4,681.60724,71.10525,1313.92053
482,4.008,685.44873,69.30473,1315.1665
483,4.017,689.23108,64.83858,1315.01917
484,4.025,694.1701,64.01601,1316.22131
485,4.033,698.38013,61.93208,1317.15906
486,4.042,703.30048,58.00645,1317.70215
487,4.05,708.34955,57.6001,1319.55542
488,4.058,712.92053,56.07349,1318.84631
489,4.067,716.85858,53.79787,1318.99768
490,4.075,719.89569,51.69446,1319.83801
491,4.083,723.65308,48.7528,1320.16016
492,4.092,728.05267,46.62719,1320.42773
493,4.1,732.35895,45.18899,1320.96545
494,4.108,737.03461,43.37153,1321.24231
495,4.117,740.89703,43.87458,1322.26074
496,4.125,745.25299,41.97218,1322.71082
497,4.133,748.75671,39.75923,1323.43872
498,4.142,753.66998,37.80701,1323.64917
499,4.15,757.6405,35.92955,1323.7019
500,4.158,761.81818,35.13074,1323.97485
501,4.167,765.6601,34.49391,1324.79016
502,4.175,770.11768,33.3612,1325.03162
503,4.183,774.31433,32.48442,1326.41956
504,4.192,778.02289,30.23137,1326.73462
505,4.2,781.20679,27.53496,1326.79175
506,4.208,785.39056,26.47246,1325.78259
507,4.217,790.9176,27.70292,1326.54333
508,4.225,794.2901,26.86748,1327.34937
509,4.233,797.5072,24.91127,1326.55029
510,4.242,801.90082,24.96057,1327.83533
511,4.25,805.65143,24.36749,1326.8634
512,4.258,811.50769,21.87158,1328.15295
513,4.267,814.4057,21.03123,1327.62463
514,4.275,817.10089,20.20918,1327.44666
515,4.283,822.91608,20.87262,1327.60889
516,4.292,826.49652,21.28735,1327.04993
517,4.3,829.0224,19.75445,1326.93115
518,4.308,834.37927,19.99918,1326.78564
519,4.317,839.92279,20.9663,1326.47485
520,4.325,842.65259,20.49817,1326.43311
521,4.333,846.91394,21.23214,1326.51025
522,4.342,851.41418,21.16514,1325.38904
523,4.35,853.45697,20.97335,1324.81714
524,4.358,860.29852,21.23061,1324.20227
525,4.367,864.11926,21.63519,1323.14966
526,4.375,867.56348,21.32974,1323.42432
527,4.383,872.6601,23.07667,1323.32776
528,4.392,876.35321,22.17277,1322.33459
529,4.4,879.67328,22.00814,1320.3175
530,4.408,885.21484,24.35118,1321.50049
531,4.417,888.32251,25.96176,1320.20508
532,4.425,893.44568,26.52269,1319.70398
533,4.433,897.84784,27.80009,1318.23401
534,4.442,900.99902,28.68343,1317.51135
535,4.45,906.60352,29.24268,1315.6687
536,4.458,910.40808,29.4548,1315.70703
537,4.467,915.49609,31.95904,1315.7218
538,4.475,918.36755,30.41348,1314.51453
539,4.483,923.52515,34.06491,1313.93652
540,4.492,926.43787,34.72106,1313.05396
541,4.5,931.72913,36.73121,1311.33533
542,4.508,935.61951,37.89038,1309.71912
543,4.517,940.46344,40.19395,1309.01855
544,4.525,944.21259,40.80497,1307.89319
545,4.533,949.72998,43.44974,1306.26367
546,4.542,954.11682,44.56638,1306.31982
547,4.55,959.49493,47.36547,1304.77393
548,4.558,962.33386,47.97192,1303.51025
549,4.567,966.73499,50.96981,1302.62476
550,4.575,972.42328,51.53722,1300.65161
551,4.583,976.66113,54.36683,1301.01184
552,4.592,982.27417,55.79012,1301.21692
553,4.6,986.38763,57.56021,1300.2511
554,4.608,990.2157,60.27844,1300.64258
555,4.617,995.19244,61.09693,1300.05103
556,4.625,1000.08606,64.52814,1300.323
557,4.633,1005.06488,65.95267,1301.01807
558,4.642,1009.82306,67.327,1301.2688
559,4.65,1014.78149,69.6096,1301.28735
560,4.658,1020.79572,70.53558,1301.62744
561,4.667,1024.68445,74.27382,1301.90771
562,4.675,1030.75867,75.86002,1303.11072
563,4.683,1035.00183,77.29311,1303.62842
564,4.692,1039.35034,79.80379,1304.302
565,4.7,1044.49597,79.93456,1305.12305
566,4.708,1049.01563,83.69953,1305.65271
567,4.717,1054.1554,84.66732,1305.72302
568,4.725,1059.48242,85.57778,1306.47791
569,4.733,1063.61487,87.28741,1306.3855
570,4.742,1070.23303,89.63734,1307.36499
571,4.75,1074.19055,90.23337,1308.63599
572,4.758,1080.25464,95.32255,1309.32385
573,4.767,1085.9198,95.52489,1310.52393
574,4.775,1090.52271,97.15781,1310.51733
575,4.783,1094.79456,99.34736,1310.89722
576,4.792,1099.78906,100.80872,1310.8479
577,4.8,1105.98242,104.12097,1312.2572
578,4.808,1110.83044,104.87556,1312.8739
579,4.817,1116.1344,106.56524,1313.6488
580,4.825,1119.70947,108.25715,1313.59241
581,4.833,1124.6449,109.60322,1313.46838
582,4.842,1129.39868,110.16991,1314.30481
583,4.85,1133.35352,113.9604,1314.59497
584,4.858,1138.40393,115.00093,1314.3197
585,4.867,1143.85693,116.36159,1315.66577
586,4.875,1147.31689,117.91392,1316.18506
587,4.883,1153.01111,119.4703,1315.77332
588,4.892,1157.2135,119.60029,1316.17297
589,4.9,1162.69592,123.63543,1316.78967
590,4.908,1166.51697,123.09747,1317.62988
591,4.917,1173.16052,125.79257,1318.24939
592,4.925,1177.07312,125.37054,1318.82788
593,4.933,1181.9314,129.63922,1320.1073
594,4.942,1186.13782,128.77107,1320.59741
595,4.95,1192.25061,131.52527,1319.93274
596,4.958,1194.78198,130.56505,1321.24695
597,4.967,1199.20276,131.64929,1321.46326
598,4.975,1204.05151,134.7915,1321.12756
599,4.983,1209.00562,134.28433,1320.56995
600,4.992,1213.9082,137.97675,1321.86316
601,5,1219.35645,136.30753,1322.07629
602,5.008,1223.43262,139.44211,1322.54797
603,5.017,1228.1532,139.33986,1322.75964
604,5.025,1233.14478,140.77782,1322.83057
605,5.033,1235.01978,141.86609,1323.37646
606,5.042,1240.47729,140.16156,1322.81152
607,5.05,1246.23669,142.6414,1322.47388
608,5.058,1250.61243,142.39394,1322.36462
609,5.067,1254.03149,144.53766,1322.94836
