Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,-1406.85474,-379.23135,867.58679
2,0.008,-1401.75183,-378.28668,866.67279
3,0.017,-1397.073,-376.93094,865.80475
4,0.025,-1391.63318,-376.33838,865.50726
5,0.033,-1386.172,-375.46124,865.39825
6,0.042,-1380.41174,-374.7916,863.94818
7,0.05,-1374.91626,-373.89642,862.23328
8,0.058,-1371.06946,-373.23026,862.86786
9,0.067,-1366.57617,-372.33572,861.3576
10,0.075,-1361.06555,-371.55634,860.27075
11,0.083,-1356.12378,-369.7973,859.75391
12,0.092,-1347.72681,-368.54663,858.32959
13,0.1,-1343.80774,-367.7355,857.64825
14,0.108,-1339.75537,-366.7431,856.53302
15,0.117,-1333.26355,-365.16083,855.19495
16,0.125,-1328.63635,-365.7915,854.94659
17,0.133,-1324.31055,-364.86707,854.56378
18,0.142,-1317.95544,-362.57141,852.85382
19,0.15,-1314.24744,-361.95895,853.18268
20,0.158,-1308.98926,-360.73746,852.51508
21,0.167,-1304.08923,-359.84216,850.98413
22,0.175,-1298.96497,-358.13278,850.4184
23,0.183,-1294.5127,-357.32016,850.51355
24,0.192,-1290.15002,-356.92606,850.03723
25,0.2,-1285.29749,-355.26257,848.61438
26,0.208,-1280.50403,-353.81628,847.98407
27,0.217,-1275.59985,-352.46429,848.00665
28,0.225,-1271.25513,-352.29083,848.05688
29,0.233,-1267.01575,-350.28754,847.54956
30,0.242,-1261.84326,-349.34363,846.34985
31,0.25,-1256.93896,-349.20203,846.66595
32,0.258,-1253.63184,-348.11258,846.79132
33,0.267,-1249.0929,-345.86816,847.41162
34,0.275,-1244.79333,-344.60159,847.7403
35,0.283,-1240.86511,-342.63312,847.79272
36,0.292,-1236.51563,-341.79904,848.37421
37,0.3,-1230.98914,-341.93036,849.17358
38,0.308,-1227.17969,-339.57901,849.22974
39,0.317,-1223.49023,-339.74567,850.45032
40,0.325,-1220.34973,-337.32553,851.19727
41,0.333,-1215.85034,-336.17694,852.86389
42,0.342,-1212.42786,-335.15073,853.39044
43,0.35,-1208.9209,-335.4805,854.51318
44,0.358,-1204.52881,-332.16919,854.60095
45,0.367,-1201.40002,-331.64453,856.09198
46,0.375,-1197.87012,-330.34634,858.32648
47,0.383,-1194.25269,-327.18866,858.63879
48,0.392,-1191.67847,-327.45264,859.97546
49,0.4,-1189.02222,-325.91302,861.09003
50,0.408,-1185.51855,-325.12155,862.71436
51,0.417,-1182.08582,-324.16141,863.21655
52,0.425,-1179.08264,-322.12695,864.42047
53,0.433,-1174.99878,-321.32272,864.94635
54,0.442,-1173.65552,-318.50201,865.98199
55,0.45,-1170.55859,-318.82748,865.61884
56,0.458,-1167.1781,-317.91293,867.12378
57,0.467,-1164.50525,-316.1282,867.42902
58,0.475,-1162.59814,-314.77661,867.51935
59,0.483,-1159.49426,-315.08029,868.03168
60,0.492,-1156.97595,-312.92294,868.48706
61,0.5,-1154.5542,-312.091,868.81262
62,0.508,-1151.85559,-310.55237,869.26776
63,0.517,-1149.50195,-309.93738,869.45453
64,0.525,-1146.78748,-310.22247,869.54266
65,0.533,-1144.02808,-309.47659,869.78888
66,0.542,-1141.36169,-306.63135,870.21814
67,0.55,-1139.26135,-306.39444,870.40308
68,0.558,-1136.64075,-305.13287,871.23834
69,0.567,-1134.44763,-304.91617,871.65698
70,0.575,-1132.35181,-305.90048,872.12811
71,0.583,-1129.22693,-304.66364,872.65692
72,0.592,-1125.94019,-304.00876,873.2785
73,0.6,-1124.48816,-303.70682,873.53943
74,0.608,-1122.25256,-302.97733,873.26404
75,0.617,-1118.5321,-303.25092,873.987
76,0.625,-1116.76514,-302.4115,874.85437
77,0.633,-1113.2179,-302.03,874.64423
