Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-1526.93494,-154.09477,1316.18347
2,0.008,-1522.35535,-153.84232,1315.75769
3,0.017,-1517.99536,-153.70508,1315.28955
4,0.025,-1513.52625,-154.2742,1314.71912
5,0.033,-1508.90906,-154.31401,1314.69177
6,0.042,-1504.51978,-154.05858,1313.74048
7,0.05,-1500.1416,-153.50978,1313.53394
8,0.058,-1495.76208,-153.93964,1312.35181
9,0.067,-1491.84265,-153.61497,1311.74255
10,0.075,-1486.64478,-152.75023,1311.30774
11,0.083,-1482.70447,-153.06961,1311.0907
12,0.092,-1477.62378,-152.28934,1309.87927
13,0.1,-1474.7196,-152.23085,1308.97278
14,0.108,-1469.54785,-151.28313,1308.49573
15,0.117,-1464.72327,-150.11932,1307.77808
16,0.125,-1460.57324,-149.57028,1306.57019
17,0.133,-1455.35449,-148.77113,1305.42102
18,0.142,-1452.53723,-148.16402,1304.80029
19,0.15,-1447.75366,-147.40707,1304.72583
20,0.158,-1442.88879,-146.21646,1304.21313
21,0.167,-1437.94958,-144.82411,1303.03674
22,0.175,-1432.43152,-144.20776,1302.53674
23,0.183,-1429.43445,-141.7776,1301.5332
24,0.192,-1426.05957,-141.40082,1300.97034
25,0.2,-1419.64771,-139.77197,1299.771
26,0.208,-1415.43787,-138.39868,1298.89648
27,0.217,-1410.76294,-137.09717,1297.97644
28,0.225,-1405.48535,-135.44479,1296.8894
29,0.233,-1400.57263,-133.47243,1296.88416
30,0.242,-1394.96594,-132.05447,1296.03247
31,0.25,-1390.13318,-130.0417,1296.49329
32,0.258,-1385.25159,-128.26485,1296.37305
33,0.267,-1380.59778,-126.47389,1296.68384
34,0.275,-1375.05127,-125.2124,1295.67065
35,0.283,-1370.70361,-122.76984,1295.47205
36,0.292,-1364.66748,-121.67145,1295.82336
37,0.3,-1360.21472,-119.53274,1296.46143
38,0.308,-1354.85938,-117.88961,1296.90417
39,0.317,-1350.22644,-115.95465,1297.22534
40,0.325,-1345.94238,-114.72137,1298.10437
41,0.333,-1341.47607,-111.88673,1298.58167
42,0.342,-1335.08142,-110.81166,1299.27051
43,0.35,-1330.4928,-108.70449,1300.13904
44,0.358,-1326.24731,-106.83161,1300.69031
45,0.367,-1321.51196,-104.71189,1301.70068
46,0.375,-1317.00684,-103.11842,1302.07007
47,0.383,-1313.05713,-100.28192,1302.96252
48,0.392,-1308.47253,-98.81008,1303.43042
49,0.4,-1303.47229,-96.1755,1304.93347
50,0.408,-1299.31494,-94.67239,1305.79517
51,0.417,-1294.61853,-91.98366,1306.00085
52,0.425,-1289.6781,-90.07603,1306.9458
53,0.433,-1285.94958,-87.72372,1307.26135
54,0.442,-1281.67981,-86.32453,1307.78406
55,0.45,-1276.57202,-83.7381,1307.9353
56,0.458,-1273.55518,-82.55,1308.47839
57,0.467,-1270.05859,-81.03452,1308.77502
58,0.475,-1265.71826,-78.59726,1309.03943
59,0.483,-1260.94678,-77.20631,1309.52026
60,0.492,-1256.55835,-75.46074,1310.17969
61,0.5,-1252.57397,-74.1929,1310.50708
62,0.508,-1247.86169,-72.946,1311.08728
63,0.517,-1244.04333,-71.69916,1311.92566
64,0.525,-1239.68933,-70.14227,1312.25464
65,0.533,-1235.46619,-69.38776,1313.0415
66,0.542,-1231.19604,-68.05633,1313.57239
67,0.55,-1225.91284,-66.13275,1313.44031
68,0.558,-1221.78149,-64.89406,1313.97375
69,0.567,-1218.44629,-64.24253,1314.76404
70,0.575,-1213.57715,-63.44309,1315.43298
71,0.583,-1209.36707,-62.28437,1316.33704
72,0.592,-1205.01782,-61.41259,1316.77454
73,0.6,-1200.57678,-60.27306,1317.09644
74,0.608,-1196.50964,-59.73749,1317.10925
75,0.617,-1192.6969,-58.28469,1317.54834
76,0.625,-1188.245,-57.65846,1317.37305
77,0.633,-1184.24255,-57.4488,1316.80481
78,0.642,-1180.04395,-57.33577,1317.3418
79,0.65,-1175.74915,-56.71889,1317.66602
80,0.658,-1171.80762,-56.16867,1318.46484
81,0.667,-1167.92932,-56.68957,1318.1571
82,0.675,-1163.02124,-55.93398,1318.11292
83,0.683,-1158.81274,-55.56721,1318.82251
84,0.692,-1155.29688,-56.50583,1318.04272
85,0.7,-1150.82532,-56.78024,1317.98926
86,0.708,-1146.7373,-56.74614,1317.88843
87,0.717,-1141.97729,-56.48617,1317.59167
88,0.725,-1137.38403,-56.82238,1317.3595
89,0.733,-1133.03613,-57.23366,1317.55762
90,0.742,-1128.86047,-58.45928,1316.69507
91,0.75,-1124.19617,-57.89273,1317.20081
92,0.758,-1120.32397,-59.68317,1316.91296
93,0.767,-1115.81152,-59.82539,1316.38293
94,0.775,-1111.50879,-61.04171,1315.75293
95,0.783,-1107.03735,-61.90893,1314.52783
96,0.792,-1102.86096,-62.74991,1314.65588
97,0.8,-1098.40967,-64.13831,1314.4989
98,0.808,-1094.06226,-64.08835,1314.1936
99,0.817,-1089.76843,-65.67003,1313.50562
100,0.825,-1084.948,-67.38014,1312.80615
101,0.833,-1080.97205,-69.45606,1312.10132
102,0.842,-1075.63379,-69.65028,1311.83508
103,0.85,-1071.03479,-71.70735,1310.77722
104,0.858,-1066.45886,-73.5431,1309.9563
105,0.867,-1062.81982,-75.17785,1308.98108
106,0.875,-1056.85913,-75.81172,1308.85828
107,0.883,-1052.6001,-77.20169,1307.72205
108,0.892,-1047.96948,-80.56024,1306.53125
109,0.9,-1044.18372,-81.79813,1306.39465
110,0.908,-1039.30811,-83.81304,1305.54395
111,0.917,-1034.13354,-86.1906,1304.28394
112,0.925,-1028.73755,-89.08385,1303.18164
113,0.933,-1024.18323,-90.96496,1302.70715
114,0.942,-1019.77991,-91.63082,1302.37695
115,0.95,-1015.39606,-96.09758,1301.95227
116,0.958,-1009.92816,-97.17999,1301.41077
117,0.967,-1005.48657,-99.32077,1301.88513
118,0.975,-1000.65454,-101.73151,1301.92712
119,0.983,-996.23291,-104.26544,1302.24475
120,0.992,-991.66736,-105.5534,1301.67932
121,1,-986.00299,-107.23817,1301.98608
122,1.008,-982.1109,-111.41272,1302.31091
123,1.017,-977.56329,-112.55755,1302.56824
124,1.025,-972.89429,-114.49319,1303.83716
125,1.033,-968.56146,-117.36416,1304.56165
126,1.042,-964.42792,-119.21042,1305.07043
