Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
1,0,-1485.9563,-255.06511,980.4928
2,0.008,-1480.84656,-255.23596,979.61188
3,0.017,-1475.29907,-255.18704,978.98334
4,0.025,-1473.98401,-254.54225,978.61279
5,0.033,-1468.58765,-254.15747,978.05847
6,0.042,-1462.81458,-253.51683,976.36194
7,0.05,-1457.34314,-253.00894,974.7337
8,0.058,-1452.55737,-253.04906,974.50214
9,0.067,-1450.89185,-252.17145,974.75024
10,0.075,-1444.96204,-251.60135,972.70447
11,0.083,-1439.45154,-250.91574,972.70587
12,0.092,-1433.88281,-251.16379,971.13068
13,0.1,-1427.74255,-250.58589,970.69165
14,0.108,-1426.60706,-248.67722,971.15271
15,0.117,-1421.18677,-247.8197,970.13403
16,0.125,-1415.25842,-247.25075,968.80688
17,0.133,-1409.61743,-247.22852,968.78735
18,0.142,-1406.27905,-246.56039,968.04327
19,0.15,-1400.52722,-245.21133,966.90125
20,0.158,-1396.96606,-243.75296,966.38501
21,0.167,-1390.41125,-242.77724,965.62787
22,0.175,-1386.29333,-241.92404,964.86755
23,0.183,-1383.45923,-240.3685,964.64331
24,0.192,-1378.50903,-239.98427,964.27258
25,0.2,-1372.02942,-239.00432,963.75958
26,0.208,-1368.11047,-237.62672,962.61993
27,0.217,-1360.33521,-236.20804,962.48663
28,0.225,-1356.41357,-235.19388,962.00684
29,0.233,-1351.29395,-233.32372,961.88184
30,0.242,-1346.60559,-232.69174,961.60974
31,0.25,-1341.03796,-230.15643,961.22931
32,0.258,-1336.26697,-229.31007,960.78162
33,0.267,-1332.35144,-227.19669,961.03009
34,0.275,-1326.79785,-225.12943,960.81836
35,0.283,-1322.73865,-223.34219,962.04504
36,0.292,-1316.51672,-222.39098,962.6507
37,0.3,-1311.29626,-220.82356,962.8714
38,0.308,-1307.7384,-218.11499,964.22632
39,0.317,-1303.26074,-216.94655,964.84857
40,0.325,-1298.15564,-214.55168,965.37634
41,0.333,-1292.33716,-213.05049,966.30804
42,0.342,-1287.80029,-210.48761,967.29498
43,0.35,-1282.74927,-209.49692,968.54022
44,0.358,-1278.88208,-208.15227,970.30322
45,0.367,-1275.87695,-205.78188,971.51141
46,0.375,-1271.27869,-204.06801,973.32721
47,0.383,-1267.73816,-201.43239,973.9115
48,0.392,-1262.72473,-199.23135,975.17609
49,0.4,-1259.37048,-197.35347,975.84613
50,0.408,-1255.13208,-195.93692,977.67078
51,0.417,-1251.7832,-193.97142,978.13257
52,0.425,-1245.81665,-191.71721,979.35406
53,0.433,-1241.73242,-189.93262,980.17194
54,0.442,-1237.69409,-187.97769,980.48468
55,0.45,-1233.61267,-186.55917,980.98755
56,0.458,-1229.62622,-184.37759,981.46332
57,0.467,-1225.64832,-182.64172,982.22754
58,0.475,-1221.52014,-181.26157,982.44171
59,0.483,-1217.53699,-179.74454,982.55609
60,0.492,-1213.4801,-177.38518,983.29938
61,0.5,-1210.92261,-176.55096,982.7149
62,0.508,-1208.8313,-174.36728,983.08105
63,0.517,-1205.33582,-174.43185,984.20093
64,0.525,-1201.24207,-172.85352,984.68634
65,0.533,-1197.22241,-172.38318,984.86353
66,0.542,-1193.24792,-170.92137,985.51929
67,0.55,-1191.78528,-170.12506,986.27374
68,0.558,-1188.75989,-168.85074,986.71045
69,0.567,-1185.01721,-169.06984,986.71497
70,0.575,-1182.24377,-167.72137,987.99274
71,0.583,-1178.34668,-167.90939,988.00183
72,0.592,-1175.29956,-167.00613,989.20691
73,0.6,-1173.50684,-165.81087,990.36865
74,0.608,-1169.1731,-165.94246,989.85895
75,0.617,-1165.922,-165.03751,990.33795
76,0.625,-1162.52454,-164.29289,991.01196
77,0.633,-1159.07434,-164.56165,990.54749
78,0.642,-1156.90662,-164.25308,990.68451
79,0.65,-1152.8385,-163.87822,991.3031
80,0.658,-1148.51379,-162.84312,990.53119
81,0.667,-1144.66992,-163.24619,990.10742
82,0.675,-1140.6543,-162.90233,990.38928
83,0.683,-1138.88953,-162.84723,991.32471
84,0.692,-1136.34473,-162.95795,990.52136
85,0.7,-1132.49634,-162.93329,990.48499
86,0.708,-1128.48474,-163.00882,990.38147
87,0.717,-1124.72424,-163.60695,990.37286
88,0.725,-1120.54272,-163.91823,990.67023
89,0.733,-1116.78577,-164.51605,990.66278
90,0.742,-1112.23315,-165.15036,988.56097
91,0.75,-1108.21863,-165.50336,988.59338
92,0.758,-1104.11169,-165.22659,988.59863
93,0.767,-1100.2782,-165.62154,988.17365
94,0.775,-1096.40955,-166.41948,988.33777
95,0.783,-1092.48486,-167.53148,988.56189
96,0.792,-1088.30566,-168.05165,987.78601
97,0.8,-1084.53821,-169.17963,985.81659
98,0.808,-1080.0531,-170.32178,985.7804
99,0.817,-1076.31592,-170.91971,985.77606
100,0.825,-1070.29236,-172.36537,984.92004
101,0.833,-1065.89038,-173.83931,984.83282
102,0.842,-1060.31189,-174.32596,982.7926
103,0.85,-1056.40039,-175.65497,983.02258
104,0.858,-1052.55933,-176.42944,983.19397
105,0.867,-1048.8772,-177.84113,982.44678
106,0.875,-1042.625,-179.02063,980.98248
107,0.883,-1036.61853,-179.84509,980.2124
108,0.892,-1033.50488,-182.1312,979.16089
109,0.9,-1029.07153,-183.6125,978.23694
110,0.908,-1022.63422,-186.52274,977.27997
111,0.917,-1017.30988,-187.70439,976.80121
112,0.925,-1012.03064,-189.54015,975.7207
113,0.933,-1006.53564,-190.91768,975.13788
114,0.942,-1001.9234,-193.05078,973.6073
115,0.95,-996.07635,-194.39091,973.19293
116,0.958,-990.99817,-196.20653,972.21118
117,0.967,-985.73578,-199.24994,972.38892
118,0.975,-980.45422,-201.15477,971.94122
119,0.983,-974.83716,-201.93985,971.83893
120,0.992,-968.97723,-203.88507,971.52032
121,1,-963.80139,-205.81607,972.43121
122,1.008,-957.84857,-207.35158,971.93097
123,1.017,-953.79071,-209.35471,972.99457
124,1.025,-947.33575,-210.71141,973.04181
125,1.033,-942.5976,-213.19008,973.70099
126,1.042,-937.35974,-214.42944,974.2652
127,1.05,-932.43134,-217.63919,975.88861
128,1.058,-928.16864,-219.23399,976.68201
129,1.067,-921.75317,-222.44679,978.19531
130,1.075,-917.86798,-224.12294,978.46613
131,1.083,-912.81567,-225.34842,979.29285
132,1.092,-908.6803,-226.34474,980.43414
133,1.1,-903.5061,-230.45773,982.1474
134,1.108,-897.87933,-232.21716,982.09497
135,1.117,-893.68536,-234.74727,983.6582
136,1.125,-887.85815,-236.242,984.21173
137,1.133,-883.21991,-240.56775,984.60248
138,1.142,-877.23041,-242.30266,985.89587
139,1.15,-873.35297,-244.26324,986.33124
140,1.158,-866.26483,-245.84267,986.68524
141,1.167,-862.33844,-248.19052,986.43652
142,1.175,-855.89648,-250.97485,985.91119
143,1.183,-851.41364,-251.93431,986.08569
144,1.192,-845.3786,-254.61063,985.8797
145,1.2,-840.72314,-256.07782,986.1051
146,1.208,-834.55908,-257.07172,985.88763
147,1.217,-829.1225,-259.14566,985.97034
148,1.225,-823.90479,-261.65445,986.52655
149,1.233,-818.62274,-264.1756,986.63165
150,1.242,-814.15442,-265.10986,986.448
151,1.25,-809.10223,-267.48462,986.67291
152,1.258,-803.50806,-268.90018,987.02527
153,1.267,-800.24622,-269.69193,986.84045
154,1.275,-795.22357,-270.69824,987.42358
155,1.283,-789.00061,-271.68631,988.20929
156,1.292,-784.67737,-272.38171,988.14594
157,1.3,-780.79688,-274.18646,988.48053
158,1.308,-776.56403,-275.33258,988.58514
159,1.317,-772.57977,-276.39728,989.24701
160,1.325,-768.14166,-277.44058,989.47253
161,1.333,-762.97272,-278.61002,989.57288
162,1.342,-759.50873,-278.68289,990.26569
163,1.35,-755.7207,-279.6655,990.16797
164,1.358,-751.59412,-279.93448,989.84906
165,1.367,-747.8241,-281.27896,990.05389
166,1.375,-744.18079,-282.01898,990.0708
167,1.383,-740.39136,-282.6781,990.36908
168,1.392,-736.49622,-282.02032,989.88043
169,1.4,-732.17358,-281.50745,989.4917
170,1.408,-728.36182,-282.01285,989.47363
171,1.417,-724.71051,-282.75381,989.49329
172,1.425,-720.64777,-283.55774,989.22968
173,1.433,-716.74774,-283.52811,989.15881
174,1.442,-711.96399,-281.03195,987.44299
175,1.45,-708.19977,-280.85757,987.06842
176,1.458,-704.39111,-281.8429,986.97644
177,1.467,-700.97693,-282.17694,986.8526
178,1.475,-696.3689,-281.51401,985.85266
179,1.483,-692.73126,-280.28879,985.20905
180,1.492,-688.1073,-280.51611,984.52161
181,1.5,-686.31897,-279.69006,983.65985
182,1.508,-680.36395,-279.77478,982.948
183,1.517,-678.30408,-279.90408,982.53516
184,1.525,-673.6579,-279.18726,982.17023
185,1.533,-670.63043,-277.2981,980.23669
186,1.542,-665.95618,-276.5257,979.85669
187,1.55,-662.23596,-276.77292,979.95502
188,1.558,-657.80023,-275.37411,978.65198
189,1.567,-654.55463,-274.53726,978.36359
190,1.575,-651.90594,-274.50845,977.61853
191,1.583,-647.19556,-272.6174,977.45831
192,1.592,-643.53888,-271.06775,976.33392
193,1.6,-639.54761,-270.33356,976.0835
194,1.608,-635.23621,-269.46585,975.78326
195,1.617,-630.6535,-268.2998,975.39575
196,1.625,-626.81769,-265.76074,974.01624
197,1.633,-622.68207,-265.92807,973.47882
198,1.642,-619.14612,-263.66519,973.64166
199,1.65,-615.26434,-262.12402,972.54016
200,1.658,-609.72662,-259.38501,972.3576
201,1.667,-606.22412,-258.41473,972.09277
202,1.675,-602.36951,-258.10541,971.97156
203,1.683,-597.97534,-255.59607,972.65466
204,1.692,-593.17841,-253.73186,972.71484
205,1.7,-588.7951,-251.19746,972.68164
206,1.708,-584.22137,-249.94896,972.74103
207,1.717,-579.45209,-247.01761,973.25671
208,1.725,-574.92603,-245.49562,973.74603
209,1.733,-569.93109,-243.08231,975.17267
210,1.742,-565.25323,-241.69603,975.81586
211,1.75,-561.01721,-240.58469,976.63538
212,1.758,-555.80023,-237.11752,977.50659
213,1.767,-552.36383,-236.46996,978.77509
214,1.775,-547.98578,-235.19157,979.49487
215,1.783,-543.31366,-232.32568,980.35822
216,1.792,-539.07062,-229.98643,981.18323
217,1.8,-534.57904,-228.91307,982.10498
218,1.808,-530.38135,-226.96127,982.78156
219,1.817,-525.66565,-223.52364,984.56274
220,1.825,-521.2851,-221.09387,986.16376
221,1.833,-516.4079,-218.73285,986.99152
222,1.842,-511.94443,-216.11374,987.88385
223,1.85,-507.06384,-214.36356,989.36273
224,1.858,-502.716,-212.50648,990.18524
225,1.867,-497.48712,-210.39911,991.30652
226,1.875,-492.62921,-208.22087,992.08215
227,1.883,-488.51117,-205.42793,992.27301
228,1.892,-484.26401,-203.47247,992.46844
229,1.9,-480.0892,-201.55649,993.63074
230,1.908,-475.23178,-199.04683,993.84796
231,1.917,-471.4418,-197.75967,994.29395
232,1.925,-467.0072,-197.61275,995.15454
233,1.933,-462.20023,-194.69424,995.00861
234,1.942,-457.70834,-193.56541,995.89142
235,1.95,-453.57434,-191.96082,995.95062
236,1.958,-450.39874,-191.64954,996.23584
237,1.967,-446.79724,-189.28453,996.13104
238,1.975,-442.34937,-188.08459,996.89923
239,1.983,-438.52884,-187.4577,997.21497
240,1.992,-434.75403,-185.66429,997.53516
241,2,-433.08868,-185.00693,997.61646
242,2.008,-428.17944,-183.35301,999.38293
243,2.017,-424.31909,-184.12871,999.53455
244,2.025,-420.09045,-182.63057,1000.14038
245,2.033,-417.88617,-180.60896,1001.02954
246,2.042,-413.96948,-180.07716,1001.36633
247,2.05,-409.8844,-179.71129,1001.71692
248,2.058,-406.7616,-178.95554,1002.17938
249,2.067,-403.93979,-178.26964,1002.17267
250,2.075,-399.5152,-177.63205,1001.99493
251,2.083,-395.62057,-177.54257,1002.60138
252,2.092,-391.67938,-176.84676,1002.96863
253,2.1,-388.04272,-175.61198,1002.20679
254,2.108,-383.80579,-175.7164,1002.00885
255,2.117,-380.51508,-174.98439,1002.19946
256,2.125,-376.01154,-173.96681,1002.58234
257,2.133,-372.22256,-173.82806,1002.62231
