Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,-1368.9071,-345.12152,939.7774
2,0.008,-1362.90869,-346.54825,940.01056
3,0.017,-1360.97595,-345.60712,940.46295
4,0.025,-1352.73608,-344.96118,939.80701
5,0.033,-1349.37415,-343.88657,938.78748
6,0.042,-1343.27759,-342.62085,938.56848
7,0.05,-1339.34937,-340.8768,938.18311
8,0.058,-1334.12634,-340.47723,937.47461
9,0.067,-1328.36792,-338.69556,937.01569
10,0.075,-1324.05872,-338.83954,933.83081
11,0.083,-1320.07666,-338.28476,933.96844
12,0.092,-1313.42834,-336.05698,933.01959
13,0.1,-1308.7644,-336.41605,932.64764
14,0.108,-1303.38818,-334.74112,931.38574
15,0.117,-1297.83472,-335.40173,930.97278
16,0.125,-1294.85657,-333.54694,930.11035
17,0.133,-1287.97363,-331.82925,928.89392
18,0.142,-1284.69214,-332.08194,928.3006
19,0.15,-1278.61755,-329.76083,927.38403
20,0.158,-1274.65955,-328.61462,926.23645
21,0.167,-1269.95935,-326.92993,926.55908
22,0.175,-1264.47034,-324.53152,926.1778
23,0.183,-1261.13696,-324.22644,925.32776
24,0.192,-1254.76453,-322.69714,924.13812
25,0.2,-1250.52576,-323.93631,924.03229
26,0.208,-1246.11914,-323.20221,923.48273
27,0.217,-1241.11084,-321.51288,923.375
28,0.225,-1237.01294,-320.80426,923.25208
29,0.233,-1231.92676,-319.72412,922.84052
30,0.242,-1227.05383,-318.37918,922.73553
31,0.25,-1223.36536,-318.40674,922.56091
32,0.258,-1217.75183,-316.31949,922.79724
33,0.267,-1214.56848,-314.25748,922.68713
34,0.275,-1208.29822,-313.16788,923.21082
35,0.283,-1205.00623,-310.93872,923.06561
36,0.292,-1199.48987,-310.96292,923.27557
37,0.3,-1196.16675,-309.23132,924.29865
38,0.308,-1191.30969,-308.42044,925.45575
39,0.317,-1187.72314,-307.84314,925.92181
40,0.325,-1182.11523,-306.54248,926.9408
41,0.333,-1178.5481,-305.06549,927.38544
42,0.342,-1174.51172,-303.4119,928.46497
43,0.35,-1170.07068,-303.07922,928.44458
44,0.358,-1167.53235,-301.49194,929.69269
45,0.367,-1164.45093,-300.80115,930.59387
46,0.375,-1159.26257,-300.63181,932.53235
47,0.383,-1155.96741,-298.90768,933.13019
48,0.392,-1151.26672,-296.60367,934.28772
49,0.4,-1148.34766,-294.8732,935.05267
50,0.408,-1145.4873,-293.37155,935.47925
51,0.417,-1141.11731,-294.15811,936.14404
52,0.425,-1138.3606,-292.37894,937.55444
53,0.433,-1135.45728,-290.98068,938.35938
54,0.442,-1130.98035,-290.77002,939.40314
55,0.45,-1128.83179,-288.94348,939.86499
56,0.458,-1125.15308,-288.09323,940.20551
57,0.467,-1121.57739,-288.35797,940.33057
58,0.475,-1119.21692,-286.28085,940.63043
59,0.483,-1117.38135,-285.62576,941.03723
60,0.492,-1112.12842,-285.67508,940.5744
61,0.5,-1110.78894,-285.64456,941.00592
62,0.508,-1108.12439,-283.75531,940.93719
63,0.517,-1104.03955,-283.65436,941.40863
64,0.525,-1101.31921,-282.31064,941.80353
65,0.533,-1100.09875,-281.37122,942.30383
66,0.542,-1095.54126,-281.79102,942.93054
67,0.55,-1092.87048,-280.25674,943.38666
68,0.558,-1091.16565,-279.20947,942.96387
69,0.567,-1087.48645,-279.64697,944.22888
70,0.575,-1084.53467,-279.24734,944.2688
71,0.583,-1082.23328,-278.41849,944.59076
72,0.592,-1079.18347,-277.45911,944.42853
73,0.6,-1075.90613,-276.75369,944.23981
74,0.608,-1073.77979,-276.29791,944.5993
75,0.617,-1070.63257,-276.60678,944.38702
76,0.625,-1067.3302,-275.74097,944.54047
77,0.633,-1065.81042,-275.53555,945.23254
78,0.642,-1061.95251,-276.97443,944.62616
79,0.65,-1058.66589,-276.59827,944.55731
80,0.658,-1055.75024,-277.09665,944.59436
81,0.667,-1052.79736,-276.51633,944.97809
82,0.675,-1050.25024,-276.39105,944.68628
83,0.683,-1046.30884,-277.36392,944.68665
84,0.692,-1043.64709,-276.08099,944.30103
85,0.7,-1039.31714,-278.9657,944.15173
86,0.708,-1036.82422,-278.41809,944.03198
87,0.717,-1033.7522,-278.89215,943.98224
88,0.725,-1030.10571,-278.24997,943.55725
89,0.733,-1027.54028,-278.57394,943.32166
90,0.742,-1023.3963,-280.35266,942.4621
