Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,-1385.12024,-138.61905,1289.89441
2,0.008,-1380.54553,-141.12997,1290.32813
3,0.017,-1376.88208,-141.68111,1290.61133
4,0.025,-1372.12158,-139.57158,1289.81897
5,0.033,-1367.53821,-138.91853,1289.151
6,0.042,-1363.5769,-139.46449,1288.07581
7,0.05,-1359.51025,-139.46088,1287.9353
8,0.058,-1354.72522,-139.36691,1286.64709
9,0.067,-1350.33606,-139.35974,1286.92236
10,0.075,-1345.96289,-140.71066,1285.57153
11,0.083,-1341.30774,-138.89513,1285.04712
12,0.092,-1336.63684,-137.45399,1284.41492
13,0.1,-1333.1499,-137.55458,1284.4292
14,0.108,-1329.0957,-137.0932,1283.03809
15,0.117,-1323.56274,-134.86041,1282.63904
16,0.125,-1319.26636,-135.47394,1281.6969
17,0.133,-1315.74207,-135.54851,1281.76831
18,0.142,-1310.65454,-132.899,1281.3374
19,0.15,-1305.96692,-134.10805,1280.24768
20,0.158,-1301.45667,-135.02805,1279.73975
21,0.167,-1296.36743,-133.21266,1279.62268
22,0.175,-1291.58191,-132.17551,1278.31116
23,0.183,-1288.91528,-130.89058,1278.37439
24,0.192,-1282.28833,-128.95428,1277.57727
25,0.2,-1278.81506,-127.2506,1276.53345
26,0.208,-1273.18555,-126.52551,1276.47449
27,0.217,-1269.25439,-125.54127,1275.75024
28,0.225,-1264.11047,-125.45487,1275.23364
29,0.233,-1259.95435,-121.98785,1274.6405
30,0.242,-1256.46655,-120.84827,1274.3634
31,0.25,-1249.9624,-120.33015,1274.97803
32,0.258,-1245.96484,-117.39582,1275.10059
33,0.267,-1238.99414,-116.65728,1275.05676
34,0.275,-1234.13123,-115.79032,1274.73462
35,0.283,-1229.42151,-114.85384,1274.9978
36,0.292,-1223.97363,-112.16961,1274.49048
37,0.3,-1218.7583,-109.92592,1276.86047
38,0.308,-1214.37866,-108.72433,1276.74121
39,0.317,-1209.47656,-107.63528,1277.10144
40,0.325,-1205.90381,-104.42303,1277.90063
41,0.333,-1200.47668,-104.01608,1279.67957
42,0.342,-1195.28638,-98.62901,1280.07263
43,0.35,-1189.68811,-97.85168,1280.58435
44,0.358,-1184.09229,-98.13,1282.1283
45,0.367,-1180.15735,-96.70343,1283.30115
46,0.375,-1176.08008,-91.89963,1283.5603
47,0.383,-1170.98401,-92.91028,1284.4325
48,0.392,-1166.5553,-89.94951,1286.60864
49,0.4,-1161.38538,-88.41103,1288.35071
50,0.408,-1158.33521,-87.03613,1288.41736
51,0.417,-1154.04797,-83.84488,1289.01184
52,0.425,-1148.69751,-83.58097,1289.81421
53,0.433,-1144.2666,-82.93516,1291.83252
54,0.442,-1140.24939,-81.40565,1293.15588
55,0.45,-1136.74463,-79.1727,1293.16431
56,0.458,-1131.2594,-78.5234,1293.41589
57,0.467,-1128.23315,-78.27782,1293.01111
58,0.475,-1122.27673,-75.57662,1293.33875
59,0.483,-1118.69507,-74.22166,1292.50562
60,0.492,-1113.4364,-72.87134,1294.36877
61,0.5,-1109.91138,-71.29794,1295.29504
62,0.508,-1105.10144,-71.57782,1295.36145
63,0.517,-1102.32739,-70.46048,1295.59741
64,0.525,-1096.85254,-69.09435,1295.0968
65,0.533,-1093.03784,-70.22232,1295.04016
66,0.542,-1087.84058,-69.24666,1295.4436
67,0.55,-1084.7832,-69.34378,1295.50208
68,0.558,-1079.80591,-68.13446,1296.61243
69,0.567,-1076.94702,-67.13509,1296.11719
70,0.575,-1070.94153,-66.95116,1297.19775
71,0.583,-1068.34436,-66.8485,1296.64807
72,0.592,-1063.65149,-67.0908,1297.64966
73,0.6,-1058.66187,-64.81866,1297.64905
74,0.608,-1055.27087,-64.0716,1297.58862
75,0.617,-1051.52856,-64.33988,1297.65613
76,0.625,-1046.9342,-64.6717,1297.60083
77,0.633,-1043.99927,-64.76319,1297.37158
78,0.642,-1039.08618,-64.78432,1298.16846
79,0.65,-1033.99548,-63.66824,1298.37915
80,0.658,-1030.87927,-63.4124,1297.92126
81,0.667,-1028.28931,-64.27389,1297.71643
82,0.675,-1023.08081,-64.34005,1297.28955
83,0.683,-1018.49121,-64.14986,1298.66248
84,0.692,-1014.48547,-64.35978,1296.54797
85,0.7,-1009.58612,-65.18108,1296.28772
86,0.708,-1005.46765,-66.2231,1296.87439
87,0.717,-1002.79333,-66.07703,1296.526
88,0.725,-998.32666,-64.72194,1294.85913
89,0.733,-992.89948,-67.61778,1295.07434
90,0.742,-989.27539,-67.80016,1294.7124
91,0.75,-986.12146,-68.48433,1293.65283
92,0.758,-980.42889,-67.18858,1294.33374
93,0.767,-974.83118,-69.18707,1293.45105
94,0.775,-970.32178,-70.13199,1293.34253
95,0.783,-967.20947,-70.07406,1292.00195
96,0.792,-961.784,-71.72885,1291.37378
97,0.8,-957.77637,-73.75883,1291.7345
98,0.808,-952.40881,-73.43584,1290.7345
99,0.817,-948.43744,-73.80759,1290.20044
100,0.825,-944.67371,-76.15092,1289.59387
101,0.833,-939.05695,-77.13947,1288.87488
102,0.842,-934.32574,-77.97954,1288.39124
103,0.85,-930.01361,-79.47536,1287.93774
104,0.858,-925.71307,-80.54707,1287.60388
105,0.867,-921.39044,-81.68091,1286.6637
106,0.875,-916.42896,-83.58876,1285.72949
107,0.883,-911.16003,-84.92815,1285.10522
108,0.892,-907.12207,-86.93614,1284.54407
109,0.9,-902.36127,-88.62249,1284.2572
110,0.908,-897.61584,-88.87753,1283.10498
111,0.917,-892.75031,-91.27026,1282.66492
112,0.925,-887.85907,-93.15042,1281.98523
113,0.933,-883.46295,-95.4746,1281.54761
114,0.942,-878.96198,-97.55376,1280.7887
115,0.95,-873.73944,-98.36185,1279.95447
116,0.958,-868.41339,-101.22012,1279.27844
117,0.967,-864.2157,-101.84802,1279.26819
118,0.975,-858.98883,-103.8,1278.97961
119,0.983,-854.08942,-106.50446,1278.9718
120,0.992,-850.23932,-107.54301,1280.17505
121,1,-844.67731,-110.54547,1280.10413
122,1.008,-841.03613,-112.25582,1280.59973
123,1.017,-836.62341,-114.9029,1281.64465
124,1.025,-831.12457,-116.33458,1282.14697
125,1.033,-825.98834,-117.76532,1283.31189
126,1.042,-822.17749,-121.12933,1285.00806
127,1.05,-817.94373,-121.70875,1285.75366
128,1.058,-813.36243,-123.31295,1286.86841
129,1.067,-808.12396,-125.51891,1287.51819
130,1.075,-804.0625,-127.40654,1288.38538
131,1.083,-800.02393,-129.65881,1290.43152
132,1.092,-795.88184,-131.37888,1291.63013
133,1.1,-791.25909,-133.82568,1292.63257
134,1.108,-786.89655,-136.43813,1293.10535
135,1.117,-782.49158,-136.50526,1294.12317
136,1.125,-777.78339,-139.6057,1295.21252
137,1.133,-773.57599,-140.64502,1296.21021
138,1.142,-769.52118,-142.29004,1296.23914
139,1.15,-765.68939,-143.7594,1295.96997
140,1.158,-761.12048,-144.39972,1295.59802
141,1.167,-755.5542,-147.1124,1296.96436
142,1.175,-750.5675,-150.14322,1297.70447
143,1.183,-746.28296,-151.25175,1297.69067
144,1.192,-741.66901,-151.59648,1297.59497
145,1.2,-736.4577,-152.28313,1297.35706
146,1.208,-731.74121,-153.6862,1297.97485
147,1.217,-728.93018,-155.26622,1298.10205
148,1.225,-725.50342,-155.93109,1297.38708
149,1.233,-719.57892,-156.40352,1296.54614
150,1.242,-716.22565,-158.21376,1296.92786
151,1.25,-712.07758,-158.24202,1296.38037
152,1.258,-707.06091,-159.6656,1296.32886
153,1.267,-702.90533,-161.00121,1296.16028
154,1.275,-699.09888,-160.33812,1296.47131
155,1.283,-694.9668,-160.66365,1296.6781
156,1.292,-689.96527,-162.34355,1297.17395
157,1.3,-687.21509,-162.79005,1296.72302
158,1.308,-681.8291,-162.57324,1297.10046
159,1.317,-678.03107,-163.79001,1297.84485
160,1.325,-675.06317,-164.81525,1297.05005
161,1.333,-671.13324,-164.98549,1297.52747
162,1.342,-666.04858,-165.39331,1297.02881
163,1.35,-662.89886,-165.34602,1298.49463
164,1.358,-657.9361,-166.43831,1297.6925
165,1.367,-654.58734,-167.0864,1298.88245
166,1.375,-650.08014,-167.65913,1298.34766
167,1.383,-645.81598,-166.65286,1298.0929
168,1.392,-642.57739,-167.11725,1298.84583
169,1.4,-637.06232,-168.21442,1298.51526
170,1.408,-633.28351,-167.24315,1298.58252
