Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,-1478.48547,-53.36771,1379.19019
2,0.008,-1475.15112,-53.10167,1378.88599
3,0.017,-1469.90125,-53.82865,1378.23816
4,0.025,-1466.06799,-54.07869,1377.08057
5,0.033,-1461.42957,-53.22831,1377.05469
6,0.042,-1457.02832,-53.16597,1376.85242
7,0.05,-1453.35205,-52.97084,1376.30493
8,0.058,-1448.25305,-53.47667,1375.96875
9,0.067,-1444.55981,-52.49294,1374.27905
10,0.075,-1439.00244,-52.68853,1373.90002
11,0.083,-1435.17285,-51.98755,1373.12012
12,0.092,-1431.04626,-51.42118,1372.87268
13,0.1,-1426.59644,-51.14331,1371.0918
14,0.108,-1421.9021,-50.37296,1371.01965
15,0.117,-1417.4281,-49.64127,1370.71082
16,0.125,-1412.72656,-49.23241,1369.92065
17,0.133,-1407.82568,-48.63267,1369.13806
18,0.142,-1403.42529,-47.79818,1367.56897
19,0.15,-1398.64771,-47.15371,1367.48816
20,0.158,-1393.70923,-45.64877,1366.62158
21,0.167,-1389.28369,-44.63613,1366.47876
22,0.175,-1385.0824,-43.67136,1365.56299
23,0.183,-1379.95654,-42.79844,1364.40833
24,0.192,-1376.05579,-42.05,1364.12329
25,0.2,-1371.52795,-40.86438,1363.10864
26,0.208,-1366.58459,-39.34144,1362.23718
27,0.217,-1361.98499,-37.11226,1361.87
28,0.225,-1357.15576,-35.71162,1361.17029
29,0.233,-1351.90259,-34.29477,1360.65576
30,0.242,-1347.54639,-31.99848,1360.58582
31,0.25,-1342.0238,-31.05519,1359.66772
32,0.258,-1337.4729,-29.44395,1360.12769
33,0.267,-1332.22705,-27.06758,1360.48328
34,0.275,-1326.84143,-24.74042,1360.34045
35,0.283,-1322.05933,-24.14919,1360.58142
36,0.292,-1317.3241,-22.09167,1360.77832
37,0.3,-1312.80273,-20.48075,1361.12695
38,0.308,-1306.85339,-18.27783,1360.97192
39,0.317,-1301.93994,-16.93147,1361.22717
40,0.325,-1297.05176,-14.23359,1362.47778
41,0.333,-1292.6781,-12.62937,1363.07166
42,0.342,-1288.9248,-11.49892,1363.81689
43,0.35,-1282.72083,-8.94087,1363.85803
44,0.358,-1278.18628,-7.39006,1364.81458
45,0.367,-1273.49304,-5.90644,1365.80591
46,0.375,-1268.98401,-3.24341,1367.35095
47,0.383,-1263.34937,-1.37886,1367.91296
48,0.392,-1258.59595,-0.65816,1368.83435
49,0.4,-1254.15308,2.37399,1369.60364
50,0.408,-1249.43994,3.94577,1370.57886
51,0.417,-1244.07983,5.20176,1371.07593
52,0.425,-1240.58093,7.81473,1371.82788
53,0.433,-1235.43262,8.84206,1372.1554
54,0.442,-1231.19055,10.85269,1372.54822
55,0.45,-1226.39844,13.59912,1373.13037
56,0.458,-1220.9325,14.61976,1373.8988
57,0.467,-1216.67078,15.97708,1374.03577
58,0.475,-1212.69678,17.60658,1374.80164
59,0.483,-1208.19702,19.3586,1374.81885
60,0.492,-1203.74231,21.65825,1375.71997
61,0.5,-1197.50061,21.22971,1375.50562
62,0.508,-1192.78235,23.34354,1375.35156
63,0.517,-1188.56458,23.99413,1376.11584
64,0.525,-1184.35461,25.36841,1376.41907
65,0.533,-1179.63257,26.08096,1376.89771
66,0.542,-1175.20886,28.38445,1377.61182
67,0.55,-1170.5686,28.26138,1377.9679
68,0.558,-1165.9762,30.15387,1378.2677
69,0.567,-1161.0647,31.28743,1378.61755
70,0.575,-1157.04016,31.9544,1379.49414
71,0.583,-1152.8573,31.80563,1380.04761
72,0.592,-1147.2251,32.80412,1380.32617
73,0.6,-1141.92249,32.98895,1379.85742
74,0.608,-1137.17822,35.27503,1380.60229
75,0.617,-1133.38049,35.22131,1380.16833
76,0.625,-1129.33887,34.88403,1380.47473
77,0.633,-1124.64868,36.45821,1381.04321
78,0.642,-1120.17346,36.63864,1381.39258
79,0.65,-1117.17212,37.27037,1381.24438
80,0.658,-1112.83899,36.49776,1380.46191
81,0.667,-1107.41052,36.99725,1380.78772
82,0.675,-1103.17932,37.58046,1381.54187
83,0.683,-1098.27795,37.14241,1381.11633
84,0.692,-1093.21753,37.20111,1379.83582
85,0.7,-1089.53052,37.0918,1380.14001
86,0.708,-1085.17566,36.90032,1379.90796
87,0.717,-1080.48364,35.74657,1379.72925
88,0.725,-1076.59363,35.14087,1379.51892
89,0.733,-1071.76135,34.24229,1379.82751
90,0.742,-1067.47058,34.31381,1379.55969
91,0.75,-1063.15039,32.71226,1379.22888
92,0.758,-1058.70984,32.75911,1377.82458
93,0.767,-1053.27271,31.76098,1377.74158
94,0.775,-1048.88171,31.43911,1377.29382
95,0.783,-1045.46008,30.34722,1377.11475
96,0.792,-1041.24597,29.30737,1377.38306
97,0.8,-1035.81775,27.97735,1376.72156
98,0.808,-1031.42249,27.02539,1375.97607
99,0.817,-1026.36401,27.10627,1375.25806
100,0.825,-1022.77765,25.22793,1374.58972
101,0.833,-1018.2287,23.82324,1374.50537
102,0.842,-1013.75647,21.23953,1373.73547
103,0.85,-1009.60858,20.88638,1373.24329
104,0.858,-1005.6933,18.9044,1373.2085
105,0.867,-1000.85559,18.41653,1372.29944
106,0.875,-996.42676,16.81952,1370.76038
107,0.883,-991.85309,14.97869,1371.07495
108,0.892,-987.20288,12.74446,1369.89771
109,0.9,-983.25153,11.34192,1369.37341
110,0.908,-978.94727,9.85673,1368.90186
111,0.917,-975.37592,6.29563,1367.98853
112,0.925,-970.57062,4.90878,1367.7207
113,0.933,-966.0575,3.75306,1367.30383
114,0.942,-961.47314,-0.43521,1366.26343
115,0.95,-956.4978,-1.16597,1366.56836
116,0.958,-954.0921,-2.45159,1366.51099
117,0.967,-946.78229,-6.13002,1366.87463
118,0.975,-942.4859,-7.79643,1366.56909
119,0.983,-937.87262,-9.97873,1366.25305
120,0.992,-934.50507,-12.65335,1366.62854
121,1,-930.36792,-14.338,1368.28992
122,1.008,-925.63159,-16.15917,1368.90833
123,1.017,-921.45044,-18.99557,1369.00732
124,1.025,-917.12061,-21.44927,1370.12415
125,1.033,-912.84961,-21.97633,1370.67383
126,1.042,-908.8587,-25.77831,1371.76782
127,1.05,-903.19904,-27.79266,1372.96875
128,1.058,-899.31122,-28.63199,1373.92566
129,1.067,-895.9281,-32.46029,1374.41968
130,1.075,-890.685,-33.52454,1375.198
131,1.083,-887.19342,-35.23417,1376.50671
132,1.092,-882.75427,-38.7612,1377.0647
133,1.1,-878.65747,-40.0724,1378.06982
134,1.108,-874.81226,-41.8245,1378.28674
135,1.117,-870.84406,-43.68228,1378.43604
136,1.125,-866.0451,-46.25097,1379.17224
137,1.133,-861.75403,-47.89715,1380.10144
138,1.142,-858.39264,-49.15895,1381.41638
139,1.15,-853.23553,-51.96793,1381.26379
140,1.158,-848.9292,-54.57037,1382.09119
141,1.167,-843.67444,-55.01517,1383.14233
142,1.175,-839.95471,-56.45681,1383.34497
143,1.183,-836.34808,-59.70145,1382.87903
144,1.192,-831.78424,-60.04441,1383.01782
145,1.2,-827.45447,-62.46479,1383.60938
146,1.208,-823.52802,-62.62957,1383.80139
147,1.217,-819.29443,-65.02534,1384.03711
148,1.225,-815.1369,-65.13052,1383.92578
149,1.233,-811.42188,-66.36356,1384.09338
150,1.242,-806.86371,-68.61815,1384.56177
151,1.25,-802.41705,-70.27203,1384.83911
152,1.258,-798.51501,-71.95406,1384.9043
153,1.267,-794.37378,-71.99728,1384.95789
154,1.275,-790.34894,-73.7263,1385.75879
155,1.283,-785.96918,-73.42214,1386.21216
156,1.292,-782.72546,-74.3021,1386.34058
157,1.3,-777.784,-75.71084,1386.94141
158,1.308,-774.23254,-76.2744,1386.7002
159,1.317,-769.45044,-76.65336,1386.69055
160,1.325,-765.70282,-77.94206,1387.53381
161,1.333,-761.83789,-78.10748,1387.7959
162,1.342,-757.92285,-78.9098,1388.24231
163,1.35,-753.89685,-80.37029,1387.71777
164,1.358,-749.54218,-80.55138,1388.29248
165,1.367,-745.508,-82.1359,1388.1427
166,1.375,-741.18256,-81.44798,1387.78918
167,1.383,-737.10675,-81.65379,1387.03503
168,1.392,-732.90479,-82.47512,1387.45081
