Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,-1448.85193,-336.82397,1025.55396
2,0.008,-1446.57068,-336.91895,1024.8092
3,0.017,-1440.59595,-334.97031,1024.02588
4,0.025,-1435.39917,-335.75632,1023.91638
5,0.033,-1430.72937,-336.08725,1023.0238
6,0.042,-1425.66516,-333.94507,1021.64264
7,0.05,-1422.14587,-333.40692,1021.58252
8,0.058,-1417.51392,-333.7493,1020.06354
9,0.067,-1412.58032,-333.5654,1019.11676
10,0.075,-1406.75085,-332.22913,1019.10193
11,0.083,-1402.81091,-332.37527,1018.2041
12,0.092,-1397.06799,-331.10016,1015.80701
13,0.1,-1393.62231,-330.22461,1015.73297
14,0.108,-1388.47595,-329.58005,1013.26227
15,0.117,-1382.86804,-329.2702,1013.83594
16,0.125,-1377.05408,-327.81906,1012.11993
17,0.133,-1372.25964,-327.34323,1011.547
18,0.142,-1366.53125,-326.19919,1011.8717
19,0.15,-1362.08594,-325.58109,1010.7157
20,0.158,-1357.38843,-324.86359,1009.56708
21,0.167,-1351.85693,-322.60226,1008.58551
22,0.175,-1347.88293,-322.50998,1008.45935
23,0.183,-1343.1145,-322.72256,1008.09961
24,0.192,-1337.95325,-319.7283,1007.18201
25,0.2,-1333.948,-319.05872,1006.64679
26,0.208,-1328.84521,-317.62637,1006.88159
27,0.217,-1323.87634,-316.94547,1005.30707
28,0.225,-1320.24829,-315.83005,1005.42078
29,0.233,-1314.99048,-313.42581,1004.85944
30,0.242,-1311.59961,-312.88721,1004.51996
31,0.25,-1307.17236,-310.67514,1004.81372
32,0.258,-1301.83398,-309.33334,1003.48749
33,0.267,-1297.03149,-307.7991,1004.46338
34,0.275,-1292.6073,-305.78146,1005.4942
35,0.283,-1288.58276,-305.26517,1005.82117
36,0.292,-1283.11169,-302.47012,1005.76709
37,0.3,-1279.55115,-301.24594,1006.15698
38,0.308,-1274.3335,-301.11624,1006.43329
39,0.317,-1270.30811,-298.2092,1007.8208
40,0.325,-1266.31726,-297.36566,1009.0603
41,0.333,-1261.29346,-294.53378,1010.31799
42,0.342,-1257.78296,-293.42484,1011.0625
43,0.35,-1253.18884,-291.64267,1012.09882
44,0.358,-1248.7019,-289.20593,1012.57513
45,0.367,-1243.90332,-288.30215,1014.52808
46,0.375,-1239.70044,-285.5589,1015.67523
47,0.383,-1235.85864,-284.98654,1016.57092
48,0.392,-1231.86609,-283.22177,1016.90582
49,0.4,-1228.1073,-281.02423,1018.5246
50,0.408,-1224.79504,-280.06262,1020.625
51,0.417,-1220.37231,-276.96307,1020.92236
52,0.425,-1216.9353,-275.77722,1021.47253
53,0.433,-1214.21729,-273.26895,1021.63025
54,0.442,-1210.72766,-271.7514,1021.62939
55,0.45,-1208.51563,-270.64966,1022.96558
56,0.458,-1204.32214,-267.8967,1023.76282
57,0.467,-1201.18738,-267.28357,1023.81384
58,0.475,-1199.2019,-266.34436,1024.42175
59,0.483,-1195.27332,-263.7468,1024.94641
60,0.492,-1192.76978,-263.06427,1025.46313
61,0.5,-1189.36414,-263.20419,1025.37915
62,0.508,-1185.64575,-260.78497,1025.92639
63,0.517,-1183.33899,-259.33655,1025.84363
64,0.525,-1180.57178,-259.06058,1026.40955
65,0.533,-1177.34448,-259.3772,1027.08435
66,0.542,-1172.86206,-255.72189,1027.2926
67,0.55,-1169.64685,-256.23282,1028.03015
68,0.558,-1168.41565,-255.02417,1029.44946
69,0.567,-1164.36426,-254.17155,1029.75366
70,0.575,-1160.46838,-252.70842,1030.0083
71,0.583,-1157.20447,-253.09662,1030.49609
72,0.592,-1153.79272,-253.22348,1031.49902
73,0.6,-1150.34045,-252.02502,1031.69751
74,0.608,-1147.67786,-250.97807,1031.77039
75,0.617,-1145.22375,-250.48611,1031.97522
76,0.625,-1141.65198,-251.27899,1033.02563
77,0.633,-1138.19739,-250.55782,1032.79114
78,0.642,-1134.547,-248.44406,1033.7146
79,0.65,-1132.00354,-249.63922,1033.48035
80,0.658,-1129.63452,-249.74095,1033.52649
81,0.667,-1126.12329,-249.66699,1033.44568
82,0.675,-1122.22876,-249.28746,1033.15137
83,0.683,-1118.49402,-248.09052,1032.50952
84,0.692,-1116.00537,-248.88332,1032.12585
85,0.7,-1113.2135,-249.32384,1032.29395
86,0.708,-1109.52905,-250.7473,1032.5061
87,0.717,-1105.73511,-249.35558,1032.18176
88,0.725,-1102.88928,-250.12338,1032.30066
89,0.733,-1097.87134,-250.04982,1031.54736
90,0.742,-1094.36597,-250.89107,1031.31482
91,0.75,-1091.02942,-251.75212,1031.01025
92,0.758,-1087.40881,-253.26678,1030.15234
93,0.767,-1082.27917,-253.49799,1030.02576
94,0.775,-1079.61084,-254.4655,1030.0199
95,0.783,-1074.79565,-253.99414,1029.21179
96,0.792,-1070.84033,-256.2655,1029.17432
97,0.8,-1065.16968,-257.7966,1028.75977
98,0.808,-1061.92285,-257.44745,1028.33887
99,0.817,-1056.88831,-258.53479,1027.55688
100,0.825,-1052.33557,-259.31387,1026.79346
101,0.833,-1048.70581,-259.45969,1026.39661
102,0.842,-1044.21777,-261.05389,1025.70129
103,0.85,-1039.74573,-262.99008,1024.8219
104,0.858,-1034.8606,-264.86539,1024.45239
105,0.867,-1030.30017,-265.75751,1023.87146
106,0.875,-1026.17664,-266.55887,1022.94916
107,0.883,-1020.94983,-268.73813,1022.13171
108,0.892,-1016.41565,-269.51733,1020.71228
109,0.9,-1011.45538,-271.60516,1020.04388
110,0.908,-1006.79639,-273.2883,1018.82971
111,0.917,-1001.88763,-275.04239,1018.383
112,0.925,-996.29852,-276.9668,1017.27118
113,0.933,-991.49298,-277.5813,1015.75378
114,0.942,-986.10834,-279.92609,1015.17267
115,0.95,-980.72083,-282.38095,1014.58136
116,0.958,-974.82971,-283.6282,1014.11761
117,0.967,-969.81781,-285.89801,1014.11298
118,0.975,-962.98663,-288.32407,1013.74622
119,0.983,-958.82959,-290.36612,1013.81335
120,0.992,-952.80676,-291.36346,1013.71942
121,1,-947.81799,-292.76166,1013.49805
122,1.008,-942.03668,-294.30838,1014.21906
123,1.017,-936.88049,-295.95728,1014.40021
124,1.025,-932.8205,-298.2233,1015.32709
125,1.033,-925.79828,-301.11478,1015.62592
126,1.042,-921.54181,-303.35907,1016.27826
127,1.05,-916.42377,-305.67227,1017.47272
128,1.058,-911.40985,-307.5098,1018.2677
129,1.067,-906.69617,-308.43527,1019.34332
130,1.075,-900.10645,-310.61548,1019.89276
131,1.083,-895.48627,-313.39764,1020.94373
132,1.092,-891.02203,-315.24316,1021.48102
133,1.1,-885.03796,-316.67825,1022.99261
134,1.108,-878.95966,-318.746,1023.73499
135,1.117,-873.46185,-320.63086,1024.65015
136,1.125,-867.98859,-323.33319,1025.17212
137,1.133,-863.44037,-327.22305,1025.86877
138,1.142,-857.22192,-329.30591,1026.20679
139,1.15,-851.6004,-330.30899,1026.42834
140,1.158,-846.4621,-332.15472,1027.15381
141,1.167,-839.48987,-334.32092,1028.05627
142,1.175,-833.60284,-335.06024,1028.36108
143,1.183,-828.14044,-337.35913,1028.33997
144,1.192,-822.55627,-339.79941,1028.26855
145,1.2,-815.90082,-341.19662,1028.44189
146,1.208,-811.26959,-342.94748,1028.32996
147,1.217,-805.47406,-344.65778,1028.91382
148,1.225,-799.55914,-345.83295,1029.34937
149,1.233,-794.74432,-347.58258,1029.70239
150,1.242,-789.40692,-349.10089,1029.39868
151,1.25,-783.74445,-350.16855,1030.52649
152,1.258,-778.59058,-351.78091,1030.48633
153,1.267,-772.55652,-352.48557,1030.29858
154,1.275,-767.47369,-353.32904,1031.09485
155,1.283,-762.71454,-355.31021,1031.28394
156,1.292,-758.77112,-355.5737,1031.00378
157,1.3,-753.08044,-357.14264,1031.91577
158,1.308,-748.61975,-358.63666,1032.49451
159,1.317,-743.74969,-358.1015,1032.8385
160,1.325,-738.88947,-359.01617,1033.1449
161,1.333,-735.15112,-359.92966,1033.3999
162,1.342,-729.97113,-361.21826,1033.15479
163,1.35,-725.07721,-363.02808,1033.51074
164,1.358,-720.93469,-362.46603,1033.74866
165,1.367,-717.0285,-362.5762,1033.86206
166,1.375,-712.55939,-363.68533,1034.08081
167,1.383,-708.63416,-363.55548,1033.67944
168,1.392,-704.65839,-362.85406,1033.35352
169,1.4,-701.81799,-363.74075,1032.98792
170,1.408,-697.55298,-363.99335,1032.33984
171,1.417,-692.33307,-363.81555,1032.34448
172,1.425,-688.63269,-363.65887,1031.69604
173,1.433,-685.08484,-364.22028,1031.69519
174,1.442,-681.46118,-364.5726,1031.08276
175,1.45,-677.0509,-363.64749,1030.66321
176,1.458,-674.36285,-364.09244,1030.54785
177,1.467,-669.45917,-363.16031,1029.82813
178,1.475,-665.07184,-362.53174,1029.1189
179,1.483,-662.39734,-362.5838,1028.63
180,1.492,-658.97675,-362.56052,1028.04785
181,1.5,-655.17676,-362.32736,1026.95813
182,1.508,-650.86194,-362.03293,1026.58887
183,1.517,-647.10144,-361.23022,1025.27881
184,1.525,-643.41467,-360.621,1025.28247
185,1.533,-639.80444,-360.18918,1024.5896
186,1.542,-636.54248,-359.39368,1023.87457
187,1.55,-631.94244,-358.10275,1022.80945
188,1.558,-628.47333,-357.55325,1022.33881
189,1.567,-624.90417,-357.26239,1021.69342
190,1.575,-621.6236,-356.43234,1020.98291
191,1.583,-617.42297,-354.31866,1020.06915
192,1.592,-614.41632,-354.80823,1019.73914
193,1.6,-610.51202,-353.11472,1018.81982
194,1.608,-606.99957,-352.01602,1018.56506
195,1.617,-602.98352,-350.48062,1018.21173
196,1.625,-599.64575,-349.3764,1018.06799
197,1.633,-595.55994,-348.90894,1016.79681
198,1.642,-591.67694,-346.14981,1016.49835
199,1.65,-588.29712,-346.1041,1015.94958
200,1.658,-583.80902,-343.74103,1015.93439
201,1.667,-580.57715,-342.86078,1014.87018
202,1.675,-575.87671,-340.89404,1015.69012
203,1.683,-572.7608,-339.2113,1015.55438
204,1.692,-568.37634,-337.06821,1015.75555
205,1.7,-564.20892,-336.08606,1016.11346
206,1.708,-560.26605,-333.99899,1016.15106
207,1.717,-557.04401,-331.73755,1017.25891
208,1.725,-552.18982,-330.19394,1018.09808
209,1.733,-548.30823,-328.86594,1018.60797
210,1.742,-545.26733,-325.93912,1018.5282
211,1.75,-541.5473,-325.08997,1019.90063
212,1.758,-535.60754,-322.97256,1020.17987
