Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,-1342.95642,-405.97574,821.29156
2,0.008,-1332.02551,-406.50073,816.02075
3,0.017,-1325.14783,-403.66125,814.29956
4,0.025,-1320.54236,-403.96909,814.67773
5,0.033,-1313.82947,-402.21378,814.89746
6,0.042,-1309.4657,-401.05011,812.78467
7,0.05,-1305.51587,-401.54306,812.91113
8,0.058,-1298.65796,-398.34671,811.35358
9,0.067,-1294.43005,-398.43558,810.52856
10,0.075,-1287.79871,-394.76376,809.90509
11,0.083,-1283.18091,-395.36893,809.67926
12,0.092,-1277.89221,-390.59335,808.27728
13,0.1,-1272.81677,-392.24182,807.99805
14,0.108,-1268.13953,-393.23154,807.30927
15,0.117,-1261.63489,-389.34244,806.42474
16,0.125,-1257.24304,-389.38373,805.75421
17,0.133,-1252.74097,-385.72162,804.97406
18,0.142,-1246.88879,-386.69702,803.44714
19,0.15,-1242.08411,-384.96771,803.48877
20,0.158,-1237.57532,-383.28751,802.17407
21,0.167,-1232.26587,-384.37225,801.82025
22,0.175,-1227.07825,-380.1116,802.03027
23,0.183,-1222.77808,-380.80511,801.01678
24,0.192,-1218.25989,-379.33276,799.97223
25,0.2,-1213.06323,-378.64386,799.09888
26,0.208,-1208.91626,-378.5629,799.75226
27,0.217,-1204.17798,-375.61176,798.8573
28,0.225,-1199.68884,-375.16321,798.86774
29,0.233,-1194.51013,-376.61188,798.62671
30,0.242,-1189.59619,-373.46588,798.74731
31,0.25,-1185.86951,-374.2598,797.81012
32,0.258,-1182.19629,-374.08292,798.37872
33,0.267,-1177.10803,-369.76318,798.43756
34,0.275,-1173.92444,-370.73904,798.26642
35,0.283,-1170.35852,-371.38983,799.66296
36,0.292,-1165.08496,-370.0816,799.70807
37,0.3,-1160.80188,-368.20853,799.32874
38,0.308,-1157.42004,-368.8728,800.21838
39,0.317,-1154.13672,-368.64981,801.02722
40,0.325,-1149.43103,-365.40826,801.46771
41,0.333,-1145.91101,-366.66815,802.59174
42,0.342,-1142.80481,-365.8913,804.37128
43,0.35,-1138.75378,-361.75626,804.37494
44,0.358,-1135.38098,-362.05505,805.28955
45,0.367,-1133.84167,-362.10944,805.92688
46,0.375,-1130.28906,-363.62665,806.95093
47,0.383,-1126.60986,-359.19083,807.66516
48,0.392,-1123.86548,-359.02237,809.79669
49,0.4,-1120.63513,-358.93393,810.77039
50,0.408,-1118.99475,-359.32986,811.36871
51,0.417,-1115.73499,-357.42737,812.33588
52,0.425,-1112.67188,-355.99698,813.60773
53,0.433,-1109.58496,-356.79605,814.05029
54,0.442,-1107.93896,-355.75757,814.79523
55,0.45,-1104.85474,-353.3573,815.96906
56,0.458,-1101.11328,-352.60815,816.00146
57,0.467,-1099.93384,-352.99573,816.29364
58,0.475,-1098.07605,-353.15024,817.14648
59,0.483,-1094.48999,-353.56012,817.45044
60,0.492,-1093.26392,-351.49017,817.10675
61,0.5,-1090.48608,-349.14893,816.98053
62,0.508,-1088.06018,-350.37674,817.27313
63,0.517,-1086.64465,-350.70276,818.25238
64,0.525,-1083.82556,-350.00885,817.74036
65,0.533,-1081.72766,-348.78619,817.64331
66,0.542,-1078.71643,-346.26453,818.32458
67,0.55,-1077.3938,-346.81448,818.58667
68,0.558,-1075.45056,-346.91797,818.97638
69,0.567,-1072.73792,-347.8219,818.81592
70,0.575,-1071.61475,-347.77014,819.01044
71,0.583,-1067.96594,-345.53699,820.19086
72,0.592,-1065.08789,-343.63425,820.04669
73,0.6,-1064.21362,-344.3396,820.72369
