Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,175.91093,-210.71001,1472.38513,329.30841,-244.06532,1377.36621,312.32993,-182.62714,1316.16284
2,0.008,175.65691,-211.3968,1471.06958,327.94888,-243.69518,1375.72498,309.36087,-181.83635,1313.55054
3,0.017,173.84958,-212.04272,1469.95056,326.17307,-243.23662,1371.84021,307.96515,-183.74377,1312.25073
4,0.025,174.14696,-212.1447,1467.77295,324.81277,-244.52692,1369.88354,307.27197,-180.4176,1310.23657
5,0.033,173.26263,-211.64822,1465.68152,324.54163,-243.41902,1366.8562,306.68161,-180.08211,1307.57178
6,0.042,171.71786,-211.9558,1462.75586,322.25974,-244.0101,1363.80505,305.21518,-180.01123,1305.54248
7,0.05,171.68968,-211.80914,1460.67896,320.74362,-242.91333,1361.32532,303.24075,-180.15305,1304.40125
8,0.058,171.14606,-212.5688,1457.78967,320.49304,-242.51018,1359.02222,303.25671,-178.58455,1302.9845
9,0.067,169.84216,-212.57028,1456.86401,319.91232,-242.19148,1355.98694,302.49826,-175.25693,1302.34924
10,0.075,169.52628,-212.28703,1455.97595,318.24777,-241.68958,1354.95032,303.35239,-173.0369,1301.60706
11,0.083,169.21761,-212.09543,1454.88635,317.8598,-242.41843,1354.24023,303.03372,-172.54257,1301.45081
12,0.092,168.93637,-212.42847,1454.64001,317.07959,-242.05322,1353.16223,303.73691,-171.67293,1301.6073
13,0.1,168.20836,-212.02025,1454.17114,317.22498,-242.16737,1352.74988,303.92267,-170.78815,1302.54419
14,0.108,167.97096,-212.23772,1454.01282,317.30627,-242.15633,1353.82153,306.85315,-170.78059,1303.46619
15,0.117,167.87166,-212.86292,1454.46057,317.8598,-242.41843,1354.24023,308.02908,-170.10347,1304.26843
16,0.125,168.28409,-213.22232,1455.91162,317.55185,-242.98027,1355.59033,307.72589,-170.21088,1305.84485
17,0.133,168.30804,-213.78764,1457.20923,318.60391,-242.94382,1357.56531,307.77942,-172.10913,1306.63074
