Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,107.45885,-133.91791,604.21735,104.57494,-84.50936,591.65894,114.95443,-46.55951,569.79395,151.03009,-34.41642,525.25732,180.55214,-96.225,584.68475,206.26547,-68.43655,534.7334,179.11523,-58.22462,488.28772
2,0.008,108.9558,-132.23199,605.0791,104.45425,-83.94237,591.43591,114.99491,-45.91231,568.1759,149.83629,-33.6306,526.14258,180.96738,-94.42769,584.31085,208.17883,-68.76215,535.16626,181.94836,-58.14342,489.69952
3,0.017,109.12772,-131.23781,604.65118,105.04496,-83.06255,591.29633,115.50072,-44.69549,568.97815,149.09097,-31.18156,524.60571,181.42628,-93.30561,584.01483,208.5087,-67.64572,535.28961,183.47556,-55.70729,487.59674
4,0.025,110.11366,-129.70699,605.15363,104.88125,-81.28751,591.72095,115.4862,-41.90036,569.56348,149.21719,-30.58877,523.75305,181.57732,-90.77454,584.11304,209.60065,-66.33939,534.94019,184.29742,-53.60978,488.47284
5,0.033,111.21176,-127.46681,605.33344,106.25208,-78.20874,591.79315,115.91982,-40.86959,569.01013,148.10123,-27.73646,524.02374,181.70662,-88.46178,584.26605,210.8658,-63.44691,534.9845,186.51772,-51.7962,487.39813
6,0.042,111.64549,-125.58527,605.92902,106.35403,-77.13715,591.95483,115.48888,-39.40261,569.07776,147.65741,-25.69052,522.94116,181.92891,-86.93203,584.53827,210.78188,-61.79499,535.62604,189.41965,-50.53537,487.24957
7,0.05,112.56521,-124.23154,606.44757,106.37441,-76.4577,591.71667,115.73166,-38.26723,568.96277,148.05838,-23.98205,523.13422,182.26532,-84.69086,584.01532,211.40732,-59.37079,536.23822,190.34628,-48.09811,487.24594
8,0.058,113.1592,-121.41098,607.40369,106.45734,-73.55143,592.409,116.1578,-34.8376,568.87762,146.51457,-20.95275,523.43152,182.39111,-81.77682,584.15259,212.01465,-56.68571,536.97028,192.57228,-45.35828,487.93726
9,0.067,113.44688,-119.244,608.65204,107.04915,-71.63617,592.15637,114.48141,-32.51085,568.50897,145.17125,-19.57411,522.47009,182.36076,-80.26408,585.51294,212.92921,-54.48754,538.255,195.65892,-43.18032,488.82166
10,0.075,114.66965,-116.25109,608.87817,107.12395,-69.20181,593.67731,114.13586,-31.69886,568.91968,144.89545,-17.2245,522.45758,181.85733,-77.11716,585.25964,214.45277,-51.5918,538.85254,199.56693,-39.61246,489.31009
11,0.083,115.14473,-114.04607,609.60809,106.89024,-67.33745,593.59637,112.2833,-29.28966,569.43445,143.87215,-13.29857,522.20209,182.54626,-73.58982,585.13104,214.54648,-48.84598,540.07367,201.57967,-37.34,491.02045
12,0.092,115.76556,-112.26366,610.50073,107.87278,-64.36049,593.83691,113.38909,-26.51971,569.81311,142.6994,-12.34074,522.43066,182.50594,-70.37536,585.76007,215.22876,-45.21949,541.35779,202.52823,-34.88797,490.75095
13,0.1,116.2059,-109.66628,612.10669,108.41495,-62.80055,594.30896,112.50233,-26.23225,569.81238,141.63914,-9.64655,522.75378,182.06703,-67.6447,586.73645,215.74371,-43.16335,542.86688,203.21706,-30.76414,491.80673
14,0.108,116.69678,-106.23691,613.26666,107.70173,-60.98271,593.59088,111.76343,-23.16072,569.55957,139.32889,-6.2631,522.68854,181.69678,-64.10096,586.9375,216.30498,-39.63963,543.2594,204.87427,-28.01386,492.62729
15,0.117,117.07383,-103.87794,613.93628,106.83898,-58.69714,595.93842,111.0226,-20.72499,569.73975,139.02815,-4.24218,522.37762,182.57114,-62.11723,587.53192,217.10867,-36.75965,545.03662,205.00096,-26.14112,493.8447
16,0.125,116.98108,-102.57166,614.97308,107.50853,-56.9058,596.64154,111.26697,-18.58387,571.23175,138.18443,-1.66295,525.28082,182.48425,-59.44831,588.15137,216.84995,-34.6198,545.81354,206.03946,-22.69385,494.30341
17,0.133,117.43305,-100.43481,616.36688,106.93714,-53.95206,598.11353,110.02534,-17.11179,571.4328,138.23016,0.50236,526.30353,182.68996,-56.58484,588.79456,216.04041,-30.93365,545.35602,205.72458,-20.94545,494.90002
18,0.142,117.65972,-99.06476,616.98627,107.12176,-52.41531,597.97266,109.38487,-16.1721,572.62164,138.4771,3.21414,527.3988,182.22307,-54.43084,589.03113,216.13876,-29.10235,545.72717,205.26645,-18.16619,495.05667
19,0.15,118.0909,-96.23565,617.59796,107.02859,-50.75594,599.28278,109.52486,-12.8481,573.19269,137.21109,5.05986,527.04657,181.65109,-52.28115,589.00391,215.01671,-26.53173,545.76208,203.81163,-16.92673,494.45544
20,0.158,117.93169,-95.38008,618.18427,107.75317,-50.64268,599.07629,109.09922,-11.15399,574.25092,136.88136,5.64727,527.39319,182.14783,-49.42,588.87915,214.47392,-24.63608,545.54419,201.72263,-15.23849,494.36575
21,0.167,117.19985,-92.18558,619.24658,107.91579,-48.28989,599.27808,108.77845,-10.52737,574.39691,134.89313,8.05919,527.42249,181.8912,-48.24702,589.25372,212.96675,-23.30152,544.25977,200.37291,-14.51362,494.28488
22,0.175,117.4162,-92.00392,619.21082,107.95897,-46.72972,599.28333,108.05092,-9.01594,575.31696,134.89313,8.05919,527.42249,182.0589,-47.06046,589.39166,211.95116,-21.33577,543.48578,197.42345,-11.98414,493.84225
23,0.183,117.52835,-90.87849,619.68018,107.03688,-45.86197,599.21967,106.47086,-9.10596,574.40668,134.37601,8.59087,527.84869,181.18246,-45.47922,589.79388,211.15369,-20.51209,543.04181,194.36108,-10.97309,493.75143
24,0.192,117.37199,-90.3589,619.90118,106.2998,-44.30268,601.11969,104.40244,-9.74381,574.70038,133.44951,10.8342,528.10278,181.27104,-43.96546,590.01874,208.54958,-16.59893,541.87793,190.41443,-11.10953,492.30295
25,0.2,117.23049,-89.88338,620.35468,105.00678,-44.52105,601.40948,103.59826,-9.91888,574.73816,133.14355,11.51487,528.37524,181.09061,-43.06274,590.2915,207.4411,-16.55575,541.25708,186.63214,-9.94116,493.18967
26,0.208,116.76911,-90.13415,620.44324,104.01026,-42.57065,601.32501,103.03685,-9.45241,574.69299,132.84808,11.46534,528.4024,181.10817,-41.61527,590.44568,204.80298,-15.21508,540.37158,182.70045,-9.42526,492.49237
27,0.217,116.40163,-88.80714,621.02832,103.70033,-42.91743,601.38477,102.41258,-8.57455,574.53705,132.84808,11.46534,528.4024,180.73471,-39.40786,590.33307,203.16794,-14.08405,539.15039,179.41779,-9.57122,491.33295
28,0.225,116.3811,-89.1486,620.9574,103.31538,-42.20366,602.10699,100.81771,-7.98201,574.25659,130.54794,13.34223,528.59332,180.48268,-39.04541,590.09192,200.77448,-13.73176,537.79095,175.02048,-11.1756,491.49118
