Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-146.93301,-129.09105,1019.01117,-93.27489,70.25224,1072.27271,-290.55994,-73.60452,1029.18945,-248.28249,114.29469,1049.91956,-331.21948,-62.49882,936.86469
2,0.008,-145.71336,-129.02403,1018.92731,-93.51714,72.1022,1071.40698,-289.70261,-73.71329,1029.30603,-248.22195,113.66706,1049.74646,-330.50214,-62.74842,936.98779
3,0.017,-145.30505,-128.69052,1018.92731,-93.70875,72.02274,1070.90393,-289.21246,-74.63107,1029.63855,-248.22195,113.66706,1049.74646,-329.87354,-63.82048,937.17975
4,0.025,-144.23615,-128.6076,1019.17316,-93.58636,71.97666,1069.83276,-288.32495,-75.44615,1029.88782,-248.40024,112.59846,1050.64917,-328.93454,-65.02508,937.37756
5,0.033,-143.06657,-128.53053,1019.22321,-92.92785,71.41786,1068.97327,-287.78635,-75.90981,1030.14758,-248.58128,112.36223,1050.71106,-328.03427,-66.4315,938.09265
6,0.042,-142.26077,-128.79663,1019.23358,-93.34319,75.07368,1069.28894,-287.40262,-76.61198,1030.54004,-248.45386,111.88414,1050.60962,-327.84619,-67.01054,938.62341
7,0.05,-141.42313,-128.55545,1019.47888,-91.81475,75.97803,1068.60132,-286.55273,-77.21407,1030.75378,-248.75027,111.64162,1050.54492,-327.53116,-67.48578,938.40228
8,0.058,-140.13257,-128.57608,1019.58624,-92.15372,76.58488,1067.94519,-286.29132,-77.62589,1031.48865,-248.75027,111.64162,1050.54492,-326.81982,-68.04784,938.69891
9,0.067,-138.9449,-128.21346,1019.7597,-92.46615,77.34032,1067.77148,-285.20209,-78.26238,1031.80676,-248.75027,111.64162,1050.54492,-326.12537,-68.97529,938.96454
10,0.075,-137.9153,-127.59732,1019.46735,-92.75301,78.38247,1067.24353,-284.66507,-78.48828,1032.25,-249.26915,111.65999,1050.18677,-325.66797,-69.61415,939.24487
11,0.083,-137.46304,-127.3578,1019.55054,-92.82885,79.48701,1065.76318,-284.47128,-78.38724,1032.48608,-249.26915,111.65999,1050.18677,-324.93793,-70.93637,939.31989
12,0.092,-136.79642,-126.87792,1019.95532,-92.54298,79.72676,1065.37402,-283.81497,-79.11587,1032.63904,-249.40076,111.74586,1050.13147,-324.95593,-72.42478,939.46393
13,0.1,-135.03763,-127.28184,1020.08203,-91.55975,80.31992,1064.92249,-282.4458,-79.37445,1033.40955,-250.09723,111.17326,1049.93518,-324.49536,-73.03027,939.85352
14,0.108,-134.55095,-127.17988,1020.10114,-91.35736,80.8348,1064.34949,-282.31323,-80.15211,1033.98889,-250.36725,110.91157,1050.10303,-324.01236,-73.74021,940.61279
15,0.117,-134.31996,-126.67383,1020.72595,-91.56686,81.85749,1063.61816,-281.62207,-80.31145,1034.53406,-250.65146,110.90227,1049.70715,-323.68408,-74.78387,941.3595
16,0.125,-133.76595,-127.00779,1021.43536,-91.41106,82.44814,1062.953,-281.24963,-81.67553,1035.29968,-250.65146,110.90227,1049.70715,-323.52637,-75.02639,941.33374
17,0.133,-132.92007,-124.56791,1021.49658,-91.90128,83.60358,1062.21582,-281.01602,-81.79049,1035.44714,-250.72388,110.7276,1049.60254,-322.69705,-75.86702,942.0575
18,0.142,-131.66385,-124.37873,1021.9873,-92.72341,84.56104,1061.60913,-280.95306,-81.79439,1035.56873,-250.94437,110.6849,1049.71448,-322.15182,-76.45117,942.49817
19,0.15,-131.1035,-123.93604,1022.4317,-92.29035,85.27003,1060.88342,-280.74277,-82.03956,1035.93005,-250.94437,110.6849,1049.71448,-322.03781,-77.98833,943.34332
20,0.158,-130.58098,-123.92326,1023.1698,-92.14555,86.45856,1060.20227,-280.65942,-82.2527,1036.35632,-251.07602,110.77098,1049.65918,-322.41318,-78.69468,943.40643
21,0.167,-130.40785,-123.04373,1023.49982,-92.56847,86.45327,1059.4823,-280.24695,-82.03069,1036.78003,-252.08197,110.70925,1049.34473,-322.61096,-78.83302,943.42719
22,0.175,-130.42622,-123.26286,1023.95325,-92.06582,87.05668,1058.78748,-279.92722,-82.3036,1037.31128,-252.10875,110.8796,1049.26636,-322.56378,-79.70543,944.45367
23,0.183,-129.73347,-122.29426,1024.17944,-92.00466,87.06941,1057.83081,-280.21716,-82.59542,1037.6803,-253.02553,112.77478,1048.52881,-322.3949,-79.80185,944.65607
24,0.192,-129.35173,-121.91564,1024.33789,-92.12157,87.65916,1057.69653,-280.17914,-82.45676,1037.76636,-253.95969,112.75621,1048.29932,-322.47986,-80.0551,944.81189
25,0.2,-129.35545,-121.53067,1024.39832,-93.16293,89.26453,1056.76611,-280.17914,-82.45676,1037.76636,-254.46056,113.91904,1047.6908,-322.6311,-80.25205,944.94684
26,0.208,-129.44295,-121.2031,1024.8302,-91.68452,89.94378,1057.65283,-280.01575,-81.97741,1038.1272,-254.21962,114.63811,1047.13647,-322.6311,-80.25205,944.94684
27,0.217,-129.55554,-120.6729,1025.18323,-92.06123,90.58696,1057.14709,-280.09451,-81.81026,1038.17371,-254.21962,114.63811,1047.13647,-323.27844,-80.05389,945.1167
28,0.225,-129.84428,-119.95526,1025.67334,-93.63147,91.21888,1055.39307,-280.4122,-82.03181,1038.33398,-255.37457,114.31868,1046.89429,-323.48529,-80.59925,945.00995
29,0.233,-129.87297,-119.673,1025.80505,-93.96968,92.49707,1054.36914,-280.67374,-81.90285,1038.36951,-256.43536,114.57157,1046.46082,-323.48529,-80.59925,945.00995
30,0.242,-130.13979,-119.45947,1025.75842,-94.75719,93.37589,1053.6499,-281.04108,-81.31339,1039.04175,-256.97232,114.56103,1046.44617,-323.7785,-80.35839,944.8233
31,0.25,-130.64728,-119.01254,1025.78284,-95.29188,94.33736,1053.78186,-281.69864,-80.31404,1039.55139,-258.12701,114.49115,1046.05017,-324.55975,-80.03475,945.00049
32,0.258,-131.19989,-118.66261,1026.34204,-95.19274,94.6717,1052.60095,-282.8436,-80.12625,1039.61646,-257.96088,114.78339,1045.54749,-324.89859,-80.04686,944.97894
33,0.267,-131.95197,-118.18743,1026.18762,-95.79018,95.57717,1051.31958,-283.08643,-79.29617,1039.53113,-258.31784,116.08498,1045.12219,-325.35928,-78.98696,945.00177
34,0.275,-132.38837,-117.97165,1026.67126,-96.42839,95.76802,1050.71387,-283.63669,-78.86174,1039.77954,-258.5134,116.50931,1044.97192,-325.77438,-78.50385,945.29968
