Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-182.25597,-238.83472,894.54211,-112.69113,-245.40392,720.39551,-150.01494,-173.1205,687.23602
2,0.008,-181.28357,-239.1582,894.80609,-110.47809,-245.31786,720.5,-149.17671,-173.32191,687.85553
3,0.017,-179.69774,-239.21501,894.87488,-109.411,-244.84898,720.43488,-148.42439,-173.53607,687.92682
4,0.025,-178.75319,-239.36964,895.26947,-108.41148,-244.47379,720.83942,-147.42226,-173.18845,687.33801
5,0.033,-176.96497,-238.87642,895.08124,-107.34505,-244.56036,721.37244,-146.30815,-173.02661,687.80151
6,0.042,-175.54448,-239.4397,895.49896,-106.03374,-244.20975,721.81836,-145.66443,-173.66588,687.93823
7,0.05,-174.5386,-239.69098,895.93817,-103.82588,-243.76704,721.67175,-144.93585,-173.85187,689.00299
8,0.058,-171.70247,-239.6893,896.54688,-102.94181,-243.29669,722.16785,-143.75877,-173.5912,689.04346
9,0.067,-171.15642,-239.77248,897.54193,-101.82333,-243.12299,723.07361,-143.39183,-173.65176,689.75726
10,0.075,-169.44879,-239.55725,897.91321,-100.07102,-242.71783,723.20001,-141.83615,-173.26247,689.95959
11,0.083,-167.80824,-239.24336,897.99976,-98.3797,-241.96985,723.48511,-141.15015,-173.35339,690.5119
12,0.092,-165.6812,-238.98369,898.41003,-96.55135,-241.5652,723.3504,-139.62889,-173.15469,690.57196
13,0.1,-164.76007,-239.08888,899.39362,-95.18117,-241.23438,723.79608,-139.40451,-173.15477,690.66876
14,0.108,-163.27628,-238.97165,899.50549,-93.66368,-240.35762,724.82672,-138.04663,-172.93117,691.46942
15,0.117,-161.55997,-238.53604,900.33618,-92.55051,-239.92213,725.36841,-137.55869,-173.02022,691.50079
16,0.125,-160.81235,-238.51268,901.1181,-91.43742,-239.83426,726.00647,-136.18883,-172.56657,692.44727
17,0.133,-159.13747,-238.56874,901.93634,-89.64043,-238.98119,727.40668,-135.52383,-172.15002,693.41675
18,0.142,-158.0332,-238.07544,902.63263,-89.03159,-238.79416,727.81262,-135.08099,-171.82515,693.83765
19,0.15,-156.80937,-238.20399,903.22083,-88.08694,-238.54466,728.33636,-134.66231,-171.83214,694.336
20,0.158,-155.16656,-237.63428,903.99438,-86.73355,-237.79709,728.52063,-133.91431,-172.0274,695.11078
21,0.167,-154.94083,-237.78082,904.38367,-85.88602,-238.04028,728.72589,-133.91431,-172.0274,695.11078
22,0.175,-154.87051,-237.69023,904.70667,-85.10932,-237.51915,729.67432,-133.49971,-172.36539,695.63544
23,0.183,-154.20627,-237.23782,905.74738,-84.61161,-237.32623,729.97729,-132.74754,-172.42802,696.84216
24,0.192,-153.61459,-237.17302,906.09351,-84.16601,-237.41148,730.62128,-132.17114,-172.31729,697.26801
25,0.2,-152.50055,-236.58618,906.66852,-84.10903,-237.19589,730.8335,-132.17114,-172.31729,697.26801
26,0.208,-151.83652,-236.39665,907.20612,-84.17056,-237.36877,731.41077,-132.54054,-172.55971,697.64136
27,0.217,-151.70691,-236.27664,907.83313,-84.35439,-237.15839,732.52319,-132.50525,-172.17596,698.06097
28,0.225,-151.74756,-236.13939,908.09979,-84.07339,-237.27502,732.81226,-132.64641,-172.73616,698.36475
29,0.233,-151.56905,-235.98872,908.88135,-83.39741,-237.28867,733.6485,-133.19391,-172.98378,698.49835
30,0.242,-151.87611,-236.19609,909.39197,-83.68563,-237.47234,733.99969,-133.19391,-172.98378,698.49835
31,0.25,-151.93875,-236.14853,909.55664,-83.83404,-237.48257,734.7453,-134.05406,-173.37297,698.70831
32,0.258,-153.00816,-235.56036,910.09894,-84.56012,-237.60257,735.02069,-134.57465,-174.2291,699.57617
33,0.267,-153.78612,-235.67595,910.48566,-84.68263,-237.53285,735.27795,-134.54059,-173.84674,699.99567
34,0.275,-154.23053,-235.45898,911.33435,-85.24088,-238.04341,735.3811,-134.95515,-174.20592,700.7453
35,0.283,-154.5618,-235.68369,912.01355,-86.20879,-238.67137,736.37213,-135.49617,-174.47771,700.97888
36,0.292,-154.94023,-235.29677,912.87579,-86.83156,-238.78796,736.72021,-136.47159,-174.97044,701.40912
37,0.3,-156.68922,-234.39363,912.86285,-87.60079,-239.18149,737.28772,-137.01808,-175.2179,701.54211
38,0.308,-157.12857,-234.60318,913.18738,-88.30106,-239.83156,737.86176,-137.6066,-175.1279,701.44574
39,0.317,-158.21765,-234.59048,913.69189,-88.98895,-240.11794,738.21606,-138.19382,-175.12442,701.67529
40,0.325,-159.42308,-234.21002,913.62775,-90.5025,-240.4787,738.94061,-138.62218,-175.36188,701.94269
41,0.333,-160.39629,-234.45488,914.39105,-92.03421,-240.68019,739.20087,-139.7498,-176.34294,702.10791
42,0.342,-161.10196,-234.40736,914.69116,-92.53732,-240.87338,739.56293,-140.37271,-176.50612,702.21399
43,0.35,-162.9203,-234.13388,915.7323,-93.39281,-241.32574,740.15869,-141.25977,-177.14883,703.0954
44,0.358,-164.12453,-233.43694,915.97095,-94.45572,-241.54889,740.67792,-142.41673,-177.6033,703.49945
45,0.367,-164.38702,-233.22075,916.1535,-95.69181,-241.77812,741.17072,-143.26512,-177.52138,703.66028
46,0.375,-165.15947,-232.45096,916.52985,-95.94372,-241.93274,741.19104,-143.91846,-177.16118,704.05859
47,0.383,-166.73647,-232.22385,916.61011,-96.98008,-242.15257,741.29449,-144.26978,-177.31209,704.40234
48,0.392,-167.1125,-232.41066,916.46143,-97.76647,-242.3894,741.35321,-145.27914,-177.57487,704.33209
49,0.4,-167.9577,-232.3634,916.6272,-99.56432,-242.76627,741.43359,-145.68092,-177.71875,704.58594
50,0.408,-168.41704,-231.8788,916.70807,-99.88477,-242.707,741.65259,-146.18553,-177.8325,704.34906
51,0.417,-169.26262,-231.48817,916.77545,-100.61771,-242.619,741.52917,-147.68892,-177.96898,704.25287
52,0.425,-170.03404,-231.66418,917.11719,-100.72196,-242.62766,741.44562,-148.37285,-177.9644,704.37384
53,0.433,-170.50768,-231.18034,917.1413,-101.22248,-242.39792,741.36743,-148.76198,-178.0461,704.34106
54,0.442,-171.32378,-231.17926,917.02991,-102.09394,-242.33286,741.35284,-149.16336,-178.18994,704.59491
55,0.45,-171.85239,-231.02444,916.97931,-103.08961,-242.34358,741.42786,-149.95134,-178.1731,704.56342
56,0.458,-173.21136,-230.24736,916.98706,-103.41326,-242.42899,741.37561,-150.35355,-178.32245,704.84314
57,0.467,-173.59607,-230.2041,917.02338,-103.85757,-242.2093,741.52118,-150.49632,-177.94887,704.36121
58,0.475,-174.05037,-229.41579,916.6908,-104.7392,-242.30522,741.44733,-151.19307,-177.77374,704.42914
59,0.483,-174.33992,-229.09113,916.7262,-105.12891,-242.20518,741.26355,-151.04953,-176.5471,704.1853
60,0.492,-174.61443,-228.5486,916.52606,-105.09354,-241.41032,741.31677,-151.1256,-176.28531,704.25659
61,0.5,-174.61443,-228.5486,916.52606,-105.41475,-241.37379,740.99475,-151.1256,-176.28531,704.25659
62,0.508,-174.71335,-228.50816,916.22644,-105.97308,-240.54141,740.86346,-151.48328,-175.57431,703.85614
63,0.517,-175.18555,-228.46907,915.89136,-106.26817,-239.80275,740.62671,-151.48328,-175.57431,703.85614
64,0.525,-175.35405,-228.27715,915.56445,-106.23866,-239.53706,740.36017,-151.22165,-174.32028,703.77277
65,0.533,-175.3078,-227.60873,914.94098,-106.46812,-239.4882,740.29498,-151.65079,-174.44569,703.9046
66,0.542,-175.3078,-227.60873,914.94098,-106.46812,-239.4882,740.29498,-151.39894,-174.1104,703.45892
67,0.55,-175.84308,-226.94519,913.75568,-106.51691,-239.28447,740.17938,-151.33232,-173.63893,702.50293
68,0.558,-175.51381,-226.98264,913.55139,-106.55451,-239.15494,740.1062,-151.51332,-173.491,702.48346
69,0.567,-175.65762,-226.96913,913.26526,-106.6031,-238.4453,739.6499,-151.33128,-172.92111,702.4577
70,0.575,-175.55528,-226.97734,913.25311,-106.63233,-238.10503,739.57092,-151.26686,-172.07632,702.56598
71,0.583,-175.43689,-226.77936,913.18274,-106.53967,-238.03485,739.11121,-151.3459,-171.66005,701.69019
72,0.592,-175.43379,-226.90935,912.66345,-106.59373,-237.90829,739.0166,-151.3459,-171.66005,701.69019
73,0.6,-175.48329,-226.66776,912.50629,-106.2146,-237.0743,738.94855,-151.10634,-170.96968,701.30322
74,0.608,-175.25798,-226.46506,912.48767,-106.03078,-236.90155,738.85852,-150.80125,-170.448,700.95892
75,0.617,-174.70857,-226.52727,912.4632,-105.82062,-236.45667,738.75122,-150.19655,-170.41339,701.82831
76,0.625,-174.54201,-226.44818,912.45441,-105.4982,-235.80423,738.48645,-150.02899,-169.4756,701.94495
77,0.633,-174.14345,-226.41675,912.24164,-104.74724,-235.55016,738.07526,-150.5152,-169.4998,701.32056
78,0.642,-173.72289,-226.26201,912.14697,-104.34785,-235.22885,737.92987,-149.423,-167.54713,700.57135
79,0.65,-172.92738,-225.7543,911.60736,-104.22398,-234.70079,737.19348,-149.423,-167.54713,700.57135
80,0.658,-172.60126,-225.29738,911.41028,-103.75166,-234.15289,736.68225,-149.53305,-167.72597,701.08264
81,0.667,-172.02263,-225.54057,910.97131,-103.34612,-234.03117,736.20685,-149.16566,-167.48296,700.70947
82,0.675,-171.68816,-225.70146,910.86365,-103.19511,-233.75858,736.37457,-149.16566,-167.48296,700.70947
83,0.683,-170.77928,-226.04178,910.84137,-102.3535,-233.24091,735.96924,-147.66011,-166.87146,700.62592
84,0.692,-170.2104,-226.07033,910.6236,-101.0812,-232.73264,735.66797,-147.66011,-166.87146,700.62592
85,0.7,-169.56293,-226.25255,910.2475,-100.59889,-232.54527,735.22198,-146.44553,-166.28012,700.18781
