Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z,L.Toe.x,L.Toe.y,L.Toe.z,L.MedFoot.x,L.MedFoot.y,L.MedFoot.z
1,0,195.15933,250.01157,39.93061,398.71585,298.40375,44.72042,347.2684,267.08746,77.52773
2,0.008,194.87125,250.08856,40.04749,398.19943,298.5014,44.83683,347.483,268.01337,77.86725
3,0.017,194.82059,250.5524,40.26331,398.09741,298.62698,45.01638,347.1666,268.66763,77.99332
4,0.025,194.70386,250.99916,40.58017,398.21454,298.77054,45.04794,347.25494,269.1283,78.15314
5,0.033,194.70386,250.99916,40.58017,398.15604,298.87421,45.14645,346.91046,270.00238,78.366
6,0.042,194.7317,251.22775,40.58923,398.00165,299.2446,45.30671,347.00665,270.20041,78.51568
7,0.05,194.67694,251.30154,40.75169,397.96899,299.5174,45.24389,346.6525,270.87698,78.65958
8,0.058,194.67694,251.30154,40.75169,397.94894,299.83301,45.34669,346.2374,271.45651,78.89334
9,0.067,194.67694,251.30154,40.75169,397.94894,299.83301,45.34669,345.91458,271.79843,78.96937
10,0.075,194.8978,251.32301,40.72012,397.77261,300.22733,45.54692,346.02261,271.95068,79.09084
11,0.083,194.8978,251.32301,40.72012,397.74976,300.3121,45.62988,345.93567,272.2269,79.52484
12,0.092,194.68715,251.43881,40.65033,397.74976,300.3121,45.62988,345.94772,272.30481,79.43583
13,0.1,194.71655,251.33458,40.75203,397.47678,300.6304,45.72465,345.91147,272.25256,79.56165
14,0.108,194.68715,251.43881,40.65033,397.53525,300.75128,45.76725,345.92557,272.23239,79.30064
15,0.117,194.86838,251.42725,40.61843,397.82544,300.54672,45.86683,345.92557,272.23239,79.30064
16,0.125,194.92316,251.35347,40.45595,397.82544,300.54672,45.86683,345.87228,272.09918,79.18307
17,0.133,194.73747,251.0549,40.4117,397.76697,300.42587,45.82425,345.90253,271.72052,79.0584
18,0.142,194.72926,250.87755,40.28796,397.60638,300.49811,45.73719,346.00415,271.48941,79.04807
19,0.15,194.6839,250.78835,40.22179,397.7644,300.63193,45.72572,346.0022,271.29532,79.1002
20,0.158,194.66144,250.53824,40.01834,397.88409,300.52563,45.77514,346.10803,271.12592,79.11739
21,0.167,195.00655,250.40691,39.82089,397.82306,300.61087,45.63402,346.22406,270.45535,78.8756
22,0.175,194.58617,250.34514,39.879,397.82306,300.61087,45.63402,346.51425,269.867,78.47611
23,0.183,194.70534,250.20103,39.74339,397.82306,300.61087,45.63402,346.47546,269.53104,78.41763
24,0.192,194.7137,250.01433,39.66726,398.00006,300.23273,45.39913,346.79489,269.37552,78.39136
25,0.2,194.66046,249.8932,39.71143,398.14664,300.14111,45.32736,346.92166,268.74481,78.31656
26,0.208,194.66046,249.8932,39.71143,398.16299,299.85675,45.51114,346.97406,268.42538,78.20691
27,0.217,194.54436,250.04077,39.84724,398.323,299.49347,45.53543,347.0004,268.32755,78.11665
28,0.225,194.78575,249.99318,39.75175,398.28125,299.34442,45.40604,347.22073,268.27771,78.11456
29,0.233,194.66046,249.8932,39.71143,398.26328,299.15021,45.20277,347.22073,268.27771,78.11456
30,0.242,194.66658,250.1373,39.88736,398.33163,298.91425,45.07956,347.31058,268.181,77.87517
