Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,1632.11877,431.64316,1420.4469
2,0.008,1623.14246,431.49832,1419.49304
3,0.017,1616.92749,432.06271,1419.14758
4,0.025,1611.80176,432.04248,1419.87952
5,0.033,1603.18311,431.36328,1418.63757
6,0.042,1595.78284,432.17096,1419.29907
7,0.05,1590.24304,432.5209,1418.98486
8,0.058,1583.70264,430.375,1418.36414
9,0.067,1576.81689,432.2923,1417.05115
10,0.075,1569.80737,431.26895,1416.61328
11,0.083,1563.50476,430.15915,1415.04248
12,0.092,1557.13855,431.84503,1414.37244
13,0.1,1547.93213,432.38538,1413.15991
14,0.108,1541.17859,433.24265,1412.61816
15,0.117,1535.15564,434.39017,1410.68298
16,0.125,1529.68835,433.98309,1409.93433
17,0.133,1521.30505,433.84641,1409.54773
18,0.142,1513.3634,434.77863,1407.92676
19,0.15,1506.52551,435.48862,1406.99304
20,0.158,1498.81567,436.30887,1404.39404
21,0.167,1490.7406,437.82288,1403.9104
22,0.175,1484.89551,437.0466,1402.45142
23,0.183,1477.03406,439.34103,1401.177
24,0.192,1470.32019,438.31384,1399.74243
25,0.2,1462.93933,438.68622,1398.65723
26,0.208,1455.06165,439.86023,1397.74988
27,0.217,1447.93774,440.71661,1396.46704
28,0.225,1439.61206,441.86285,1395.02686
29,0.233,1431.16663,443.8714,1393.74658
30,0.242,1424.06531,444.84479,1392.95923
31,0.25,1416.15247,445.12582,1393.10803
32,0.258,1407.97644,446.39545,1391.86816
33,0.267,1399.86853,448.79889,1391.35803
34,0.275,1392.30505,449.04327,1390.46875
35,0.283,1382.90259,451.36163,1390.96924
36,0.292,1375.00854,452.29599,1390.79541
37,0.3,1366.62183,454.1795,1390.40002
38,0.308,1357.09192,456.8602,1391.21899
39,0.317,1348.18518,457.07214,1392.12903
40,0.325,1341.13562,458.08493,1391.93567
41,0.333,1332.97314,459.89902,1391.7937
42,0.342,1324.93445,461.50842,1393.16089
43,0.35,1314.56995,462.27261,1394.01221
44,0.358,1309.08765,462.94055,1394.50085
45,0.367,1299.23792,464.60526,1396.23889
46,0.375,1291.40955,466.70453,1396.99475
47,0.383,1282.55591,468.23129,1398.32898
48,0.392,1275.7262,468.3999,1399.92908
49,0.4,1266.78442,469.05225,1399.94446
50,0.408,1259.14795,471.88135,1401.25708
51,0.417,1249.93079,472.86334,1402.11926
52,0.425,1243.32056,471.74448,1402.41614
53,0.433,1234.96313,472.50616,1403.0625
54,0.442,1227.0343,473.65616,1403.16772
55,0.45,1219.35437,474.44907,1404.45935
56,0.458,1212.32764,473.53552,1404.81348
57,0.467,1204.64075,475.24338,1405.52441
58,0.475,1194.58618,476.38254,1406.24231
59,0.483,1188.86292,475.23248,1406.31116
60,0.492,1180.77393,475.82639,1407.24609
61,0.5,1174.54004,475.56171,1408.17639
62,0.508,1165.30212,475.25388,1408.1853
63,0.517,1159.76001,475.55801,1408.18823
64,0.525,1152.10632,475.74753,1409.54895
65,0.533,1144.35278,475.13876,1409.39795
66,0.542,1136.28003,476.35571,1410.6106
67,0.55,1129.31372,473.71826,1411.22363
68,0.558,1121.75305,474.03033,1410.84888
69,0.567,1114.37109,474.65927,1411.85327
70,0.575,1107.6123,476.07117,1411.98889
71,0.583,1098.76624,475.18756,1412.68604
72,0.592,1093.2666,474.79947,1412.86462
73,0.6,1084.45996,473.70755,1412.3667
74,0.608,1076.20593,474.03851,1412.01648
75,0.617,1070.11609,473.04279,1411.32825
76,0.625,1061.44971,472.51596,1411.1571
77,0.633,1054.61755,471.84628,1410.45483
78,0.642,1047.29163,473.41333,1410.01196
79,0.65,1038.25098,472.54538,1409.33435
80,0.658,1031.01123,471.98944,1409.23254
81,0.667,1024.66272,470.60052,1409.57666
82,0.675,1015.73792,469.11349,1408.28638
83,0.683,1008.26019,470.44205,1407.89844
84,0.692,1000.5791,469.73965,1407.13562
85,0.7,992.47876,469.14694,1406.29504
86,0.708,984.75964,467.97394,1405.55396
87,0.717,977.53735,466.47556,1404.84082
88,0.725,969.94678,466.75702,1403.68835
89,0.733,961.74957,465.7334,1403.52661
90,0.742,955.11365,464.42606,1403.33142
91,0.75,947.34491,464.06412,1401.95557
92,0.758,938.46912,462.03445,1401.97815
93,0.767,931.32343,461.12714,1401.02307
94,0.775,924.51898,460.73813,1400.21155
95,0.783,915.98309,458.59683,1400.31067
96,0.792,908.03174,456.49445,1400.49219
97,0.8,899.42627,455.95471,1400.08057
98,0.808,891.24384,453.9917,1400.61877
99,0.817,882.74036,452.75555,1400.10168
100,0.825,875.39258,450.71548,1399.51831
101,0.833,866.65021,451.80011,1400.3042
102,0.842,858.93213,449.60248,1399.82849
103,0.85,850.78973,447.15405,1399.65918
104,0.858,842.0163,445.2984,1401.36389
105,0.867,833.17841,442.29053,1401.729
106,0.875,825.48505,442.58087,1401.55566
107,0.883,816.75824,440.45456,1402.74976
108,0.892,809.42212,437.94226,1403.10742
