Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,1604.73315,579.14307,1072.43066
2,0.008,1598.30371,579.59296,1072.19958
3,0.017,1592.26733,579.06372,1073.34485
4,0.025,1586.57886,579.80145,1072.30554
5,0.033,1582.29822,579.67676,1072.45129
6,0.042,1575.54675,579.6651,1071.73499
7,0.05,1568.58679,580.01392,1071.28064
8,0.058,1564.51086,579.10059,1070.62134
9,0.067,1558.87793,581.76495,1070.21948
10,0.075,1551.69092,582.23767,1069.08167
11,0.083,1546.74402,580.6203,1068.00903
12,0.092,1541.19836,581.33868,1066.71606
13,0.1,1532.91296,582.54932,1066.59021
14,0.108,1525.75195,581.93689,1064.14746
15,0.117,1520.1012,583.01306,1063.02893
16,0.125,1514.08093,582.05219,1062.04407
17,0.133,1507.74695,583.23969,1059.82458
18,0.142,1500.75391,583.43835,1058.82971
19,0.15,1492.50366,585.39026,1057.85962
20,0.158,1487.48291,582.73169,1055.95984
21,0.167,1480.72595,583.68567,1055.12036
22,0.175,1472.85254,585.0874,1053.97791
23,0.183,1464.56726,586.20959,1052.20654
24,0.192,1456.97656,586.04376,1049.37256
25,0.2,1450.95776,587.43121,1048.60229
26,0.208,1443.24976,585.9538,1046.85754
27,0.217,1436.51343,587.55237,1045.34741
28,0.225,1429.45276,586.91681,1043.43445
29,0.233,1420.77136,586.75403,1042.4021
30,0.242,1414.0874,588.81732,1040.84204
31,0.25,1404.25928,587.75537,1039.17957
32,0.258,1397.76172,588.68353,1038.71033
33,0.267,1389.04944,588.43964,1037.36462
34,0.275,1381.01318,588.52667,1035.8374
35,0.283,1372.47668,590.09888,1035.1106
36,0.292,1365.24963,590.47809,1034.06921
37,0.3,1356.36011,590.49353,1033.95691
38,0.308,1348.09851,592.31207,1033.02576
39,0.317,1340.05273,591.93781,1032.87
40,0.325,1331.38574,591.73877,1032.43689
41,0.333,1322.81201,591.32428,1032.21228
42,0.342,1314.85547,592.04926,1033.22559
43,0.35,1306.9812,592.11053,1033.93103
44,0.358,1297.91382,592.9704,1035.18433
45,0.367,1290.19666,593.36047,1034.90149
46,0.375,1281.51965,593.02417,1036.17224
47,0.383,1272.74194,592.74695,1037.29187
48,0.392,1264.88721,593.6969,1037.51074
49,0.4,1256.56238,593.97046,1037.67688
50,0.408,1248.36914,594.53693,1039.43506
51,0.417,1239.84924,593.91681,1040.48523
52,0.425,1231.93921,595.30713,1040.39221
53,0.433,1222.96936,595.57245,1041.03516
54,0.442,1214.06079,595.99762,1042.34949
55,0.45,1205.16406,597.14709,1044.04211
56,0.458,1196.72473,596.85437,1043.75476
57,0.467,1187.93164,597.14197,1044.93823
58,0.475,1178.76538,597.88171,1045.09814
59,0.483,1170.5011,598.28088,1045.2561
60,0.492,1161.87781,597.60071,1047.57349
61,0.5,1153.03308,597.66486,1049.03979
62,0.508,1143.8623,597.33185,1049.32996
63,0.517,1136.26428,597.76733,1048.91272
64,0.525,1127.54614,597.25232,1049.46533
65,0.533,1118.40063,595.80579,1050.93042
66,0.542,1110.1001,596.61859,1052.22681
67,0.55,1100.10474,597.14044,1052.44849
68,0.558,1091.65527,596.86755,1052.7804
69,0.567,1083.40918,596.92432,1053.29675
70,0.575,1074.0061,597.07806,1053.11133
71,0.583,1064.4856,597.89581,1053.59119
72,0.592,1054.93054,596.08612,1055.16833
73,0.6,1047.40503,596.52185,1055.59888
74,0.608,1039.20752,596.86377,1055.38452
75,0.617,1029.88879,595.83276,1055.58655
76,0.625,1020.85297,596.0412,1055.59131
77,0.633,1011.6416,595.58691,1055.18555
78,0.642,1003.17505,595.01221,1055.02356
79,0.65,994.56299,594.99591,1054.9613
80,0.658,984.76965,594.92462,1054.14465
81,0.667,976.84277,595.04834,1053.76428
82,0.675,967.89453,594.11694,1054.1427
83,0.683,959.15619,594.34033,1053.35596
84,0.692,950.19977,593.48273,1052.68994
85,0.7,941.28076,593.7373,1051.60193
86,0.708,932.38422,593.39435,1051.73071
87,0.717,923.00861,592.81097,1050.88562
88,0.725,915.08832,593.0155,1050.85901
89,0.733,905.45435,591.63055,1049.71362
90,0.742,896.46747,591.5155,1048.99451
91,0.75,888.00195,590.71033,1047.72754
92,0.758,879.00922,591.08887,1047.75012
93,0.767,870.38049,590.07538,1047.21899
94,0.775,861.89453,589.2326,1046.42371
95,0.783,853.32086,588.20105,1046.0509
96,0.792,844.45978,587.19049,1045.91821
97,0.8,835.76843,585.87872,1045.09033
98,0.808,828.21887,584.68475,1044.50842
99,0.817,819.76379,584.28778,1044.90137
100,0.825,811.49597,582.89789,1044.25671
101,0.833,803.97211,582.44885,1044.05945
102,0.842,795.64899,581.67633,1044.00513
103,0.85,787.52045,581.09357,1043.64209
104,0.858,779.67267,579.87506,1044.14905
105,0.867,771.04449,579.38745,1044.19055
106,0.875,763.43567,577.21191,1044.82642
107,0.883,755.61255,575.79492,1044.48071
108,0.892,748.66437,574.8783,1044.61072
109,0.9,741.40039,574.30066,1044.87756
110,0.908,733.3988,572.98975,1045.26965
111,0.917,726.37146,572.29224,1045.88037
112,0.925,718.53241,569.85089,1046.11328
113,0.933,712.68964,569.00604,1047.22327
114,0.942,705.43811,568.21051,1046.79041
115,0.95,698.30994,566.86053,1047.75928
116,0.958,691.23547,567.11292,1047.60291
117,0.967,685.03308,565.28192,1047.72339
118,0.975,678.37512,565.58105,1047.87097
119,0.983,672.24048,563.48212,1047.70288
120,0.992,666.02484,564.05859,1047.60291
121,1,659.17926,562.34924,1047.60132
122,1.008,652.36694,561.80341,1047.38098
123,1.017,646.48999,561.92914,1048.76038
124,1.025,640.34821,560.71851,1048.41992
125,1.033,634.71234,561.45782,1048.61914
126,1.042,628.39075,560.12219,1048.45251
127,1.05,623.79114,560.49396,1048.57556
128,1.058,616.83881,559.38586,1048.6239
129,1.067,612.33051,559.38324,1049.69897
130,1.075,605.48181,558.25391,1049.88721
131,1.083,601.10474,558.65417,1050.12524
132,1.092,594.79688,557.37244,1050.41113
133,1.1,590.71686,558.20593,1050.74963
134,1.108,584.24329,558.43585,1051.75952
135,1.117,579.85736,558.0224,1051.77905
136,1.125,573.89648,558.37933,1052.37744
137,1.133,568.98407,557.64923,1052.37512
138,1.142,563.44281,557.86346,1052.11816
139,1.15,557.95807,555.8584,1052.07556
140,1.158,553.00128,558.57245,1052.05859
141,1.167,547.06384,557.99951,1052.09143
142,1.175,541.16718,558.56915,1051.53394
143,1.183,536.67664,557.62079,1051.6532
144,1.192,530.47394,558.71027,1051.42163
145,1.2,526.0683,557.94324,1050.86987
146,1.208,520.11487,557.966,1050.50928
147,1.217,513.72675,557.75781,1049.18665
148,1.225,508.50192,558.82739,1049.76343
149,1.233,501.77426,558.12354,1048.66345
150,1.242,497.08704,559.53564,1048.33154
151,1.25,489.87119,559.94641,1047.12219
152,1.258,485.18274,560.31396,1046.41895
153,1.267,478.22733,560.49078,1046.18323
154,1.275,472.59341,560.58594,1044.78748
155,1.283,464.3288,559.34222,1044.37036
156,1.292,459.32098,561.05493,1043.57996
157,1.3,452.66153,562.35144,1042.06909
158,1.308,444.99545,562.67932,1041.55164
159,1.317,439.18652,562.7077,1040.41418
160,1.325,431.55042,563.39124,1039.73364
161,1.333,425.37717,562.93304,1038.08545
162,1.342,417.78589,563.00763,1036.42029
163,1.35,411.22577,564.52991,1035.3916
164,1.358,403.98569,564.28961,1034.68481
165,1.367,395.74347,564.2738,1032.96448
166,1.375,388.87836,566.24371,1031.32715
167,1.383,381.453,566.36023,1030.51794
168,1.392,372.51389,566.24805,1028.53723
169,1.4,364.76736,566.77954,1027.40527
170,1.408,357.23865,567.01581,1025.90381
171,1.417,349.4975,567.68164,1024.60498
172,1.425,340.56796,567.48639,1023.16266
173,1.433,331.57721,567.48895,1021.41949
174,1.442,323.84702,568.81854,1021.25092
175,1.45,315.95419,568.75269,1019.65778
176,1.458,307.6102,571.2655,1019.24542
177,1.467,298.50809,571.02032,1017.86707
178,1.475,289.40945,571.16833,1017.06006
179,1.483,280.51105,571.11475,1016.5332
180,1.492,272.50333,571.9118,1015.82275
181,1.5,263.37274,573.0755,1015.16272
182,1.508,254.46315,573.66406,1015.04602
183,1.517,245.87,575.08624,1014.74603
184,1.525,236.51791,575.07837,1015.40485
185,1.533,227.22916,575.82587,1015.83105
186,1.542,218.85164,575.80988,1016.76257
187,1.55,209.58263,576.55658,1017.08948
188,1.558,200.22044,575.9068,1017.8938
189,1.567,191.65587,577.87817,1018.62231
190,1.575,182.64291,578.35315,1019.4353
191,1.583,173.35866,579.1214,1020.48804
192,1.592,164.35313,579.54974,1021.27509
193,1.6,156.03026,580.50012,1021.29541
194,1.608,147.30164,581.94659,1022.85828
195,1.617,138.38922,581.53613,1024.09119
196,1.625,129.58977,582.9743,1024.11816
197,1.633,120.742,584.2868,1023.96741
198,1.642,111.53492,584.4231,1025.76624
199,1.65,102.31878,586.02393,1026.78003
200,1.658,94.05423,586.58148,1027.9342
201,1.667,84.36382,586.92645,1028.34241
202,1.675,75.48981,586.909,1028.75916
203,1.683,66.27645,588.81427,1029.63245
204,1.692,58.31868,588.90961,1030.66138
205,1.7,49.20845,589.54718,1031.63867
206,1.708,39.80485,589.91962,1032.16638
207,1.717,30.57434,592.02704,1033.6615
208,1.725,22.00494,591.5954,1034.62415
209,1.733,12.90955,592.32739,1034.76672
210,1.742,3.14139,592.2843,1035.07349
211,1.75,-5.47458,593.69,1036.09253
212,1.758,-14.56982,593.99335,1036.43762
213,1.767,-23.36039,594.4444,1036.54016
214,1.775,-33.55558,594.59918,1037.59741
215,1.783,-40.58894,595.98932,1037.93774
216,1.792,-50.3721,596.9231,1037.94763
217,1.8,-58.64563,597.1474,1038.06519
218,1.808,-67.86366,597.82184,1038.32935
219,1.817,-76.86959,598.16742,1037.79041
220,1.825,-86.12152,598.63068,1039.68335
221,1.833,-95.21273,600.07703,1039.22437
222,1.842,-104.17594,600.22742,1039.4657
223,1.85,-112.8662,600.33075,1039.05176
224,1.858,-122.28101,600.73651,1038.20667
225,1.867,-131.16872,600.72217,1038.36475
226,1.875,-140.62215,601.95404,1037.53577
227,1.883,-148.91397,601.8233,1037.17664
228,1.892,-157.82503,602.23059,1037.4231
229,1.9,-167.02919,603.52643,1037.48645
230,1.908,-176.64815,603.30853,1036.7804
231,1.917,-186.52586,603.58191,1036.52429
232,1.925,-195.54059,604.53839,1035.88965
233,1.933,-204.7674,603.98901,1035.81799
234,1.942,-214.53348,604.34583,1035.53748
235,1.95,-223.0056,603.88629,1034.65808
236,1.958,-232.06886,604.40472,1034.84412
237,1.967,-241.56808,604.68158,1034.11792
238,1.975,-250.00748,604.4856,1033.86597
239,1.983,-259.76791,604.20276,1033.81201
240,1.992,-268.10245,603.70471,1033.41638
241,2,-276.23486,603.15747,1033.49414
242,2.008,-285.11633,603.47748,1033.91968
243,2.017,-294.31223,603.28448,1034.35547
244,2.025,-303.10373,603.28601,1035.02661
245,2.033,-311.57828,602.90051,1034.52234
246,2.042,-319.95313,602.54993,1034.49756
247,2.05,-328.58063,602.82135,1035.54199
248,2.058,-336.8136,603.18604,1035.22827
249,2.067,-345.14572,602.87573,1036.19336
250,2.075,-353.0061,602.39404,1036.62866
251,2.083,-361.50763,602.77637,1037.32495
252,2.092,-369.15515,602.0036,1037.61389
253,2.1,-377.82416,601.9715,1038.66919
254,2.108,-385.40128,601.60931,1038.69031
255,2.117,-393.55557,601.5036,1040.42041
256,2.125,-401.36273,600.81073,1041.44409
257,2.133,-409.1235,601.17358,1041.80554
258,2.142,-415.38367,600.9447,1043.11548
259,2.15,-423.63565,601.58472,1043.6582
260,2.158,-430.19495,601.05573,1045.09265
261,2.167,-438.44278,601.5979,1045.28101
262,2.175,-445.45816,601.62335,1046.45154
263,2.183,-452.88663,602.80127,1047.2251
264,2.192,-459.69153,602.41394,1047.9436
265,2.2,-467.07593,602.28082,1048.30261
266,2.208,-473.52792,602.85535,1048.83398
267,2.217,-480.26212,602.97272,1049.26599
268,2.225,-488.40341,603.14209,1049.95142
269,2.233,-494.57828,603.03125,1050.31543
270,2.242,-502.41013,603.74353,1051.07605
271,2.25,-508.95047,603.55322,1051.04517
272,2.258,-515.85718,603.55243,1052.3877
273,2.267,-522.44867,603.61395,1052.92383
274,2.275,-529.19794,603.32037,1054.05273
275,2.283,-534.72064,604.09149,1054.31519
276,2.292,-540.75952,604.84296,1055.69946
277,2.3,-548.42957,604.56757,1055.29871
278,2.308,-554.75598,605.76764,1056.36682
279,2.317,-560.31641,605.15063,1056.00806
280,2.325,-565.99347,605.56891,1055.92529
281,2.333,-571.96686,605.23242,1055.78772
282,2.342,-579.33984,605.48663,1056.58264
283,2.35,-584.86804,606.24164,1056.73157
284,2.358,-591.08374,606.63513,1056.46838
285,2.367,-597.77222,608.16089,1056.34644
286,2.375,-604.28406,607.99774,1056.32922
287,2.383,-611.56952,608.91376,1056.42749
288,2.392,-617.68665,608.82275,1055.93286
289,2.4,-624.85107,608.65466,1054.32312
290,2.408,-631.37585,608.94202,1054.68152
291,2.417,-638.5896,610.20782,1054.2605
292,2.425,-642.78137,609.4541,1053.27185
293,2.433,-649.58258,610.37408,1052.5
294,2.442,-656.27374,610.65021,1051.85522
295,2.45,-664.2265,610.66296,1051.27612
296,2.458,-670.36053,611.16101,1050.39746
297,2.467,-677.74554,612.58588,1050.34399
298,2.475,-683.41461,613.08783,1049.14954
299,2.483,-691.63391,614.15985,1048.88574
300,2.492,-698.6582,614.625,1048.18896
301,2.5,-705.51752,615.49646,1047.45923
302,2.508,-711.77136,615.94708,1046.4541
303,2.517,-719.75421,617.91937,1045.24316
304,2.525,-726.9566,618.24805,1044.27515
305,2.533,-734.46918,618.97858,1043.22925
306,2.542,-741.95624,620.5528,1042.46545
307,2.55,-749.43958,620.76288,1040.97156
308,2.558,-756.55353,621.24292,1039.76086
309,2.567,-765.59875,622.23376,1038.24939
310,2.575,-771.69598,623.72327,1037.3302
311,2.583,-780.01392,625.00311,1036.25879
312,2.592,-787.51147,626.20074,1034.42578
313,2.6,-795.35767,626.09491,1032.64282
314,2.608,-804.54443,628.4903,1031.62805
315,2.617,-812.33624,629.77423,1030.33582
316,2.625,-818.63672,630.78809,1028.61694
317,2.633,-828.51758,631.79675,1026.97144
318,2.642,-835.27844,633.13434,1025.66492
319,2.65,-844.63312,634.59924,1024.88037
320,2.658,-853.17249,636.74158,1023.01892
321,2.667,-861.56061,637.98291,1022.38623
322,2.675,-869.45917,639.31512,1021.52893
323,2.683,-878.9364,640.18884,1020.48419
324,2.692,-885.70276,641.96155,1019.45648
325,2.7,-897.60547,643.72485,1019.18964
326,2.708,-903.69342,644.87421,1018.38239
327,2.717,-913.12787,644.6778,1017.52484
328,2.725,-921.0271,646.07153,1018.08258
329,2.733,-929.3277,647.59375,1018.80103
330,2.742,-937.75916,648.83252,1018.54205
331,2.75,-944.66663,649.29938,1018.85687
332,2.758,-953.18433,650.05835,1018.97302
333,2.767,-961.64917,650.06055,1020.01312
334,2.775,-969.76648,651.85461,1020.92792
335,2.783,-976.36304,652.94177,1020.91882
336,2.792,-984.16199,655.12274,1021.2381
337,2.8,-992.62274,656.97754,1023.06519
338,2.808,-1001.23938,657.67706,1023.38574
339,2.817,-1006.98016,659.59229,1022.93372
340,2.825,-1015.89734,660.38788,1024.24036
341,2.833,-1022.4953,661.93335,1024.8811
342,2.842,-1031.58325,662.1629,1025.71899
343,2.85,-1038.29663,664.00342,1026.03052
344,2.858,-1046.50159,664.78314,1026.17456
345,2.867,-1053.09082,665.12714,1026.2373
346,2.875,-1061.3302,665.51868,1027.97803
347,2.883,-1068.71594,666.92914,1027.97131
348,2.892,-1074.96741,667.24939,1027.65564
349,2.9,-1083.4043,668.11963,1029.05981
350,2.908,-1090.43311,669.0827,1030.08521
351,2.917,-1097.38928,669.21204,1030.16443
352,2.925,-1104.43713,669.86285,1031.12964
353,2.933,-1112.25745,670.59955,1031.52673
354,2.942,-1118.27307,671.36993,1031.85791
355,2.95,-1126.30286,672.03888,1032.00305
356,2.958,-1132.94727,673.38989,1033.11438
357,2.967,-1139.58057,673.1687,1032.96289
358,2.975,-1146.57715,673.9967,1033.60242
359,2.983,-1154.05823,674.91785,1034.07373
360,2.992,-1161.92859,675.82935,1034.37769
361,3,-1169.0321,676.10242,1033.67517
362,3.008,-1175.94678,676.34357,1033.89001
363,3.017,-1184.27832,677.96942,1034.56067
