Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
1,0,1785.81519,297.63168,1413.07849
2,0.008,1779.14722,296.88635,1412.65247
3,0.017,1772.745,296.74597,1412.43018
4,0.025,1765.71667,296.94925,1412.20325
5,0.033,1758.8512,296.50024,1411.95142
6,0.042,1752.10779,296.32413,1411.09937
7,0.05,1745.32263,296.89957,1410.15588
8,0.058,1738.71509,297.07892,1410.31372
9,0.067,1731.2605,297.08826,1409.14832
10,0.075,1724.13928,297.22351,1408.67065
11,0.083,1717.82349,297.85489,1408.04883
12,0.092,1710.25,297.44464,1407.30151
13,0.1,1703.95374,298.38367,1406.28857
14,0.108,1697.13904,298.68793,1404.89697
15,0.117,1689.90881,298.35568,1403.84216
16,0.125,1683.1731,298.11343,1402.80969
17,0.133,1676.24524,298.97183,1402.23572
18,0.142,1668.0426,299.44962,1401.02197
19,0.15,1660.94434,299.69049,1400.03625
20,0.158,1653.73938,300.14246,1398.7998
21,0.167,1645.94165,300.7627,1397.9375
22,0.175,1639.40735,301.31424,1396.51489
23,0.183,1631.88232,301.77539,1395.26123
24,0.192,1624.78113,302.76093,1394.36096
25,0.2,1616.59314,303.11786,1394.0968
26,0.208,1608.10974,303.17102,1392.68542
27,0.217,1600.6355,305.40259,1391.52966
28,0.225,1593.37598,306.45825,1390.29846
29,0.233,1585.90466,308.1058,1389.6449
30,0.242,1577.81018,308.05911,1388.90881
31,0.25,1569.62573,309.18567,1388.00037
32,0.258,1560.97839,309.77301,1386.82825
33,0.267,1552.7937,311.02545,1385.92322
34,0.275,1545.104,312.93063,1386.27893
35,0.283,1535.9054,313.26547,1385.86438
36,0.292,1527.03381,314.41745,1386.32959
37,0.3,1519.53845,316.0741,1387.13269
38,0.308,1510.17078,317.43411,1387.17334
39,0.317,1501.33423,318.10034,1387.99109
40,0.325,1493.3269,319.284,1388.71826
41,0.333,1484.86951,320.50095,1389.5929
42,0.342,1476.49939,321.40067,1391.71753
43,0.35,1467.46289,323.40955,1392.24426
44,0.358,1459.36353,324.31262,1393.59387
45,0.367,1451.37183,326.04913,1395.01733
