Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,1773.74719,428.42612,1406.30811
2,0.008,1767.37463,428.20438,1406.22913
3,0.017,1759.73059,428.26028,1405.17371
4,0.025,1752.64478,428.11627,1405.35352
5,0.033,1746.46277,427.77692,1405.0061
6,0.042,1739.56055,427.57446,1403.94604
7,0.05,1733.10962,427.98257,1403.44055
8,0.058,1725.6748,427.84531,1403.5481
9,0.067,1718.90747,427.63876,1402.49988
10,0.075,1712.42969,427.7915,1401.13611
11,0.083,1705.65613,428.13788,1399.82495
12,0.092,1698.74915,428.94928,1398.91467
13,0.1,1692.00513,429.07455,1398.69043
14,0.108,1685.46387,429.50537,1397.24023
15,0.117,1678.2074,429.74582,1396.1781
16,0.125,1670.57898,430.20816,1394.59875
17,0.133,1663.68201,430.11047,1393.9176
18,0.142,1655.70911,431.02234,1392.28198
19,0.15,1648.59265,431.05911,1391.08081
20,0.158,1641.50903,431.29184,1389.5824
21,0.167,1634.68164,431.86548,1388.08667
22,0.175,1627.19812,432.60071,1386.44031
23,0.183,1619.72644,432.77023,1385.62061
24,0.192,1612.505,434.02002,1384.08289
25,0.2,1605.66821,434.50507,1383.09216
26,0.208,1596.84717,435.3074,1380.84497
27,0.217,1589.62439,435.61139,1380.08105
28,0.225,1581.94836,437.09705,1377.92029
29,0.233,1574.1427,437.88611,1377.12927
30,0.242,1565.67102,438.92987,1375.73193
31,0.25,1557.81421,440.45154,1374.38171
32,0.258,1550.0979,440.77615,1373.70471
33,0.267,1542.10034,441.30847,1372.72131
34,0.275,1533.99182,442.28708,1372.2959
35,0.283,1525.229,443.38138,1371.76733
36,0.292,1516.44055,444.7948,1372.52356
37,0.3,1509.53674,446.12665,1371.88794
38,0.308,1500.75476,447.73386,1372.61621
39,0.317,1493.16711,448.63089,1372.95532
40,0.325,1484.2655,449.96887,1374.28577
41,0.333,1475.9928,450.68851,1374.63696
42,0.342,1467.19983,451.4592,1375.90686
43,0.35,1458.9281,453.52585,1376.19275
44,0.358,1450.90674,454.74048,1377.39636
45,0.367,1441.89734,455.99557,1379.28308
46,0.375,1434.29626,457.51349,1379.84302
47,0.383,1425.91394,458.67624,1380.24719
48,0.392,1416.65686,460.45322,1381.89417
49,0.4,1409.27295,461.63214,1381.8114
50,0.408,1401.24109,462.64014,1383.29871
51,0.417,1393.42004,463.69241,1383.88928
52,0.425,1384.83154,464.07773,1384.88696
53,0.433,1377.42944,465.37994,1385.31201
54,0.442,1369.70837,466.20883,1385.88574
55,0.45,1361.73267,467.63022,1386.56543
56,0.458,1353.2439,468.56506,1387.43176
57,0.467,1346.50708,468.89505,1387.78027
58,0.475,1338.36816,469.4921,1389.32239
59,0.483,1331.46985,470.1955,1389.8949
60,0.492,1323.68152,470.50446,1390.75146
61,0.5,1316.04285,470.87704,1390.87366
62,0.508,1308.5708,471.13141,1391.34412
63,0.517,1302.22461,471.19669,1392.70361
64,0.525,1293.63574,471.53442,1392.95081
65,0.533,1286.46521,472.45438,1393.41101
66,0.542,1278.23901,472.93176,1394.49768
67,0.55,1271.54944,473.64621,1395.20593
68,0.558,1264.36597,474.09277,1394.61768
69,0.567,1257.18164,473.84229,1394.60474
70,0.575,1249.56519,473.36575,1395.20654
71,0.583,1241.93555,474.40265,1394.30945
72,0.592,1234.401,474.42313,1393.93481
73,0.6,1226.24475,474.53983,1394.14734
74,0.608,1219.66565,473.83243,1394.17871
75,0.617,1212.04041,473.17007,1393.17847
76,0.625,1204.20508,474.09564,1392.81091
77,0.633,1196.52136,474.5058,1392.59326
78,0.642,1188.45557,474.53021,1391.53162
79,0.65,1181.24487,474.12125,1391.40662
80,0.658,1173.07349,473.54425,1390.37061
81,0.667,1165.93628,474.38165,1389.91394
82,0.675,1158.63062,473.14264,1389.49988
83,0.683,1150.15857,472.92416,1388.20386
84,0.692,1142.17249,472.2742,1386.69568
85,0.7,1135.29163,471.94168,1386.18909
86,0.708,1127.54333,470.74451,1385.65576
87,0.717,1119.13757,471.36142,1384.55542
88,0.725,1111.7157,469.93756,1383.38647
89,0.733,1104.4364,468.45169,1382.7699
90,0.742,1096.34961,468.8175,1381.7572
91,0.75,1088.96729,468.18112,1380.77051
92,0.758,1080.82666,466.84869,1380.12524
93,0.767,1072.85791,465.80508,1379.50757
94,0.775,1065.15955,464.4444,1378.16382
95,0.783,1057.74731,462.13235,1378.61707
96,0.792,1048.23499,462.61292,1377.64014
97,0.8,1041.83313,460.10782,1377.41272
98,0.808,1033.7522,458.50522,1376.77356
99,0.817,1024.53931,458.26974,1376.53381
100,0.825,1017.09644,456.09088,1376.15308
101,0.833,1008.45111,454.89029,1375.83716
102,0.842,1000.30646,452.90472,1375.11426
103,0.85,991.43829,451.9606,1374.48901
104,0.858,984.8125,449.97882,1375.80591
105,0.867,975.97614,448.78256,1376.00586
106,0.875,967.32141,444.9234,1376.53088
107,0.883,959.17932,443.43008,1377.16064
108,0.892,950.54266,443.10263,1378.09253
109,0.9,942.09802,441.53397,1378.40247
110,0.908,934.40131,439.21591,1379.09937
111,0.917,925.52808,438.35593,1380.40161
112,0.925,918.1825,437.13669,1380.91248
113,0.933,909.6261,435.05685,1382.64758
114,0.942,902.15784,433.76868,1383.2937
115,0.95,893.57959,433.82571,1384.65881
116,0.958,885.13593,431.44174,1384.87036
117,0.967,877.46252,428.94955,1385.78296
118,0.975,870.09106,429.85806,1387.36987
119,0.983,861.99359,428.25922,1388.18005
120,0.992,853.34082,427.60608,1389.0061
121,1,846.9187,425.12143,1389.578
122,1.008,838.90253,425.37573,1391.42456
123,1.017,831.74664,424.50177,1392.59253
124,1.025,824.4021,422.85431,1394.12158
125,1.033,816.50214,422.37729,1394.75916
126,1.042,809.24329,421.27191,1395.19006
127,1.05,802.3103,419.40829,1397.1178
128,1.058,795.45203,419.57336,1398.229
129,1.067,787.72583,418.62164,1399.65149
130,1.075,780.22424,417.67023,1400.08093
131,1.083,774.35693,416.04279,1401.1012
132,1.092,766.49463,416.02945,1402.41541
133,1.1,760.25336,415.20642,1403.10913
134,1.108,752.77472,414.83163,1403.6792
135,1.117,746.32819,414.00201,1404.87158
136,1.125,739.04987,413.85358,1404.67969
137,1.133,732.4425,412.50839,1404.81934
138,1.142,726.69171,411.72803,1406.0603
139,1.15,718.55676,412.23187,1406.35071
140,1.158,711.63379,410.30249,1406.06909
141,1.167,704.56732,410.54108,1405.49536
142,1.175,697.3493,410.69199,1405.6864
143,1.183,690.55811,409.22977,1406.0304
144,1.192,682.87109,408.70264,1406.30457
145,1.2,676.97107,408.5979,1405.1908
146,1.208,669.77838,407.65869,1405.34375
147,1.217,663.25842,406.9924,1404.67395
148,1.225,654.96735,407.57605,1403.91846
149,1.233,649.14325,407.3768,1402.57019
150,1.242,641.02185,407.14932,1402.58362
151,1.25,633.93872,407.57193,1401.08301
152,1.258,626.15643,407.32715,1400.69043
153,1.267,618.5824,407.05411,1400.42859
154,1.275,612.03711,407.58923,1399.4126
155,1.283,603.59375,408.96921,1398.94165
156,1.292,595.21869,407.11682,1396.95728
157,1.3,589.46643,409.18686,1396.68542
158,1.308,580.95001,408.70248,1395.22241
159,1.317,574.56458,408.67258,1393.29529
160,1.325,565.75531,409.06677,1392.94153
161,1.333,557.2854,409.00653,1389.99072
162,1.342,550.79401,408.88828,1389.47937
163,1.35,542.61884,410.29129,1388.54932
164,1.358,535.35187,411.0332,1387.07776
165,1.367,526.87634,410.81589,1385.32227
166,1.375,518.99158,411.60284,1383.69189
167,1.383,510.35587,412.39737,1382.99365
168,1.392,501.50858,412.13412,1380.60925
169,1.4,495.05591,413.28796,1379.58606
170,1.408,486.45987,414.90421,1378.25903
171,1.417,478.58136,415.48669,1377.50854
172,1.425,470.12122,415.31985,1375.5907
173,1.433,462.42551,416.68777,1374.9574
174,1.442,453.81891,418.59866,1374.24609
175,1.45,444.19803,419.54709,1372.75134
176,1.458,436.40268,421.68851,1371.96497
177,1.467,428.52814,422.37836,1369.78015
178,1.475,419.75897,422.66199,1369.85303
179,1.483,410.60318,424.68445,1370.79456
180,1.492,402.0799,425.5285,1370.97339
181,1.5,393.3327,427.33463,1370.71472
182,1.508,384.89221,429.1785,1370.99414
183,1.517,377.18088,430.85602,1371.45911
184,1.525,369.77164,430.06857,1371.97461
185,1.533,361.93835,430.85196,1373.20264
186,1.542,349.00385,433.78467,1374.25745
187,1.55,341.27466,435.18738,1375.16553
188,1.558,331.57312,437.47296,1376.76489
189,1.567,324.7887,439.22418,1376.25049
190,1.575,315.28305,440.58075,1378.68494
191,1.583,306.41516,441.79095,1379.69971
192,1.592,297.2178,443.30914,1379.73059
193,1.6,289.37546,444.46109,1380.3479
194,1.608,281.34039,445.61398,1380.0271
195,1.617,272.38846,447.79434,1381.58179
196,1.625,263.53802,448.61618,1383.05127
197,1.633,256.62869,449.22049,1383.38074
198,1.642,248.51874,450.22794,1383.94189
199,1.65,239.67761,451.99301,1384.29712
200,1.658,231.86926,452.67691,1385.04578
201,1.667,224.70772,453.8844,1386.19714
202,1.675,215.98103,455.29559,1386.66296
203,1.683,208.66168,455.59818,1386.73987
204,1.692,200.73059,456.1076,1388.47278
205,1.7,192.05742,456.7236,1389.01941
206,1.708,183.74115,458.36511,1389.15051
207,1.717,176.8255,459.42157,1389.83447
208,1.725,169.33797,460.18893,1390.5354
209,1.733,160.79482,460.94778,1391.38708
210,1.742,153.87355,462.73138,1391.8573
211,1.75,146.30887,463.43951,1391.78088
212,1.758,139.11714,462.22598,1391.95898
213,1.767,130.79784,463.02304,1391.33398
214,1.775,122.52052,464.33206,1391.28357
215,1.783,114.94311,465.30685,1391.34875
216,1.792,107.52514,465.10339,1391.30603
217,1.8,99.07921,467.08728,1392.26013
218,1.808,91.78043,467.18372,1390.86658
219,1.817,83.36153,466.46802,1389.68909
220,1.825,74.69251,467.18787,1389.84082
221,1.833,68.56753,468.6384,1388.91028
222,1.842,59.89989,469.91183,1388.38464
223,1.85,51.71442,469.38599,1387.07336
224,1.858,43.12314,468.90976,1385.81567
225,1.867,35.44255,470.42435,1386.34241
226,1.875,26.49693,470.88712,1385.46008
227,1.883,19.92122,470.50241,1384.38159
228,1.892,12.11972,468.5267,1383.11731
229,1.9,3.57695,471.15515,1382.79126
230,1.908,-4.31098,470.10034,1380.31494
231,1.917,-11.26145,470.03683,1379.90295
232,1.925,-19.3899,470.56671,1380.11707
233,1.933,-29.02769,470.13693,1377.79199
234,1.942,-36.64715,469.71146,1376.75476
235,1.95,-43.61665,469.52609,1375.85413
236,1.958,-50.76658,469.23752,1374.70239
237,1.967,-59.35044,468.98724,1374.03308
238,1.975,-67.98548,466.74158,1373.85962
239,1.983,-74.84052,466.29306,1372.15356
240,1.992,-83.49271,465.4436,1371.85876
241,2,-92.36395,464.24442,1370.74133
242,2.008,-100.88261,464.78064,1370.43494
243,2.017,-109.74769,465.3186,1370.28491
244,2.025,-118.2782,464.19144,1369.13062
245,2.033,-126.67431,461.05875,1369.04089
246,2.042,-135.17238,460.87787,1368.11914
247,2.05,-143.73715,459.97952,1367.46765
248,2.058,-151.93713,459.73529,1367.45898
249,2.067,-159.82559,459.18619,1367.32703
250,2.075,-170.12825,457.11533,1369.46313
251,2.083,-178.58946,455.89542,1368.90747
252,2.092,-187.36636,456.90759,1369.0752
253,2.1,-196.13847,456.50677,1370.25793
254,2.108,-203.93056,456.33212,1371.67078
255,2.117,-212.16911,455.77847,1372.03711
256,2.125,-221.65361,455.01135,1372.03113
257,2.133,-229.75012,456.88968,1373.47498
258,2.142,-238.0184,455.17947,1373.9574
259,2.15,-246.85565,455.26556,1374.36243
260,2.158,-255.85158,453.68497,1374.68652
261,2.167,-263.935,454.58957,1376.70825
262,2.175,-271.27219,453.84473,1377.45642
263,2.183,-279.49744,453.84952,1377.8678
264,2.192,-287.41537,452.29895,1378.82434
265,2.2,-296.30145,454.26477,1379.69604
266,2.208,-303.18298,453.42282,1381.00244
267,2.217,-312.4126,452.35422,1382.12708
268,2.225,-319.77948,455.13666,1382.77661
269,2.233,-326.87097,454.70062,1383.47363
270,2.242,-336.08997,454.28964,1385.67236
271,2.25,-341.30054,453.75717,1386.30762
272,2.258,-350.19531,455.95819,1388.40479
273,2.267,-356.6557,455.03574,1388.5072
274,2.275,-363.70074,455.07397,1389.78064
275,2.283,-371.59344,453.75735,1390.95313
276,2.292,-379.64969,455.73294,1391.57092
277,2.3,-386.59396,455.51437,1392.24402
278,2.308,-392.07877,455.02817,1392.7771
279,2.317,-400.12219,454.78763,1393.27539
280,2.325,-406.53833,456.01321,1392.91821
281,2.333,-415.00998,456.59454,1394.22388
282,2.342,-421.89505,455.15778,1393.31799
283,2.35,-428.74463,453.08835,1394.1626
284,2.358,-436.1915,453.43329,1392.34448
285,2.367,-443.7153,455.05359,1393.24365
286,2.375,-449.95129,455.2196,1393.6499
