Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,1536.77673,539.79877,982.7887
2,0.008,1531.01929,540.45953,981.10614
3,0.017,1524.14551,540.50745,981.49487
4,0.025,1520.89502,541.64178,980.41956
5,0.033,1514.32776,541.14886,980.25891
6,0.042,1509.11963,542.34991,980.83752
7,0.05,1502.76892,543.20612,980.61554
8,0.058,1496.9303,542.05328,979.01654
9,0.067,1490.7301,543.69751,979.59943
10,0.075,1485.36768,542.43713,977.7475
11,0.083,1478.35156,542.2829,976.75049
12,0.092,1471.33801,542.9704,975.70374
13,0.1,1467.19507,542.54626,975.10651
14,0.108,1460.74121,543.41241,973.57037
15,0.117,1453.64453,544.4892,972.03503
16,0.125,1447.31213,545.87433,971.55609
17,0.133,1442.49683,545.05981,969.49268
18,0.142,1434.06519,545.27234,968.64874
19,0.15,1427.38098,545.85693,966.31067
20,0.158,1421.12463,545.59894,964.6048
21,0.167,1413.70593,546.16699,963.35828
22,0.175,1405.73877,547.18866,962.12836
23,0.183,1400.2467,545.73517,960.05719
24,0.192,1393.2113,546.75604,958.06055
25,0.2,1385.33032,547.77972,957.50702
26,0.208,1377.7417,548.31525,954.79175
27,0.217,1371.901,548.97052,951.89044
28,0.225,1362.65613,548.63873,951.04993
29,0.233,1353.6803,548.46521,950.82483
30,0.242,1346.5863,549.45587,949.23993
31,0.25,1337.97058,549.32495,948.08209
32,0.258,1330.99585,550.65289,946.61078
33,0.267,1321.83191,550.26331,945.70197
34,0.275,1314.85474,551.23956,945.62793
35,0.283,1305.89502,551.3667,944.26776
36,0.292,1297.64331,551.47821,943.22144
37,0.3,1290.17664,551.46472,942.17322
38,0.308,1281.28821,552.19678,941.5246
39,0.317,1274.27661,552.11438,941.53845
40,0.325,1265.56665,552.14368,941.47644
41,0.333,1256.98792,552.44208,941.81586
42,0.342,1247.90601,551.88965,942.39746
43,0.35,1241.0625,553.31219,943.97845
44,0.358,1232.48706,553.12061,943.96338
45,0.367,1223.67749,553.03339,944.59808
46,0.375,1216.02026,552.19635,945.69971
47,0.383,1208.38574,552.40289,947.79138
48,0.392,1198.81299,553.30298,947.66382
49,0.4,1190.46924,552.42749,948.16016
50,0.408,1181.78284,552.77313,949.52191
51,0.417,1174.10254,553.11346,951.34857
52,0.425,1165.80383,552.2691,952.31244
53,0.433,1157.11511,552.34583,952.22626
54,0.442,1148.33374,552.32172,953.40692
55,0.45,1139.50867,550.83856,955.23511
56,0.458,1130.60742,550.85376,955.77905
57,0.467,1121.27942,550.96118,957.21521
58,0.475,1113.83557,551.4516,957.75818
59,0.483,1105.4751,551.31433,958.85071
60,0.492,1097.03027,550.33893,960.09534
61,0.5,1087.604,551.76929,960.26563
62,0.508,1078.27173,551.29211,962.23938
