Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,1580.00403,612.14044,997.12964
2,0.008,1574.37927,611.59442,997.07147
3,0.017,1569.75525,611.51794,997.15753
4,0.025,1563.05273,611.64746,996.32263
5,0.033,1558.17798,611.84821,996.46356
6,0.042,1551.90198,612.33521,994.67938
7,0.05,1546.2804,613.37274,994.49567
8,0.058,1540.48804,612.66522,995.31714
9,0.067,1534.24451,613.23126,993.73871
10,0.075,1528.60999,614.33209,992.71747
11,0.083,1522.12659,614.83612,991.34833
12,0.092,1516.02087,614.27478,990.71387
13,0.1,1510.28784,614.17444,990.23267
14,0.108,1503.12927,614.53485,987.91382
15,0.117,1496.57898,614.16766,987.19
16,0.125,1490.34875,616.02087,986.30603
17,0.133,1484.2644,615.80237,985.33905
18,0.142,1477.56152,617.7583,982.51239
19,0.15,1470.49475,616.39069,981.70404
20,0.158,1463.77905,616.85681,980.57434
21,0.167,1457.17712,616.85657,978.25256
22,0.175,1450.28662,617.77466,976.64764
23,0.183,1443.40515,617.45245,974.651
24,0.192,1436.38342,617.59387,973.46259
25,0.2,1428.81287,617.82513,971.54822
26,0.208,1421.39026,618.7843,970.59747
27,0.217,1413.57776,619.5824,968.0672
28,0.225,1406.99438,620.22211,966.86298
29,0.233,1398.78491,619.97125,965.19476
30,0.242,1391.16565,619.76526,963.81567
31,0.25,1383.4209,619.83569,962.04803
32,0.258,1376.17627,620.0603,961.18933
33,0.267,1367.69458,620.91888,959.24481
34,0.275,1359.89343,621.27325,957.987
35,0.283,1352.17517,621.02466,957.69543
36,0.292,1343.99915,621.78662,956.42151
37,0.3,1336.39966,621.73083,956.52667
38,0.308,1327.03918,621.39771,955.26392
39,0.317,1319.5614,621.51813,955.7312
40,0.325,1311.79651,622.00275,955.57806
41,0.333,1302.94458,620.73364,955.30066
42,0.342,1294.98059,622.86261,954.81287
43,0.35,1287.13342,622.45392,956.22278
44,0.358,1278.63184,621.89667,956.7312
45,0.367,1269.95178,623.02252,957.02625
46,0.375,1264.51025,620.505,955.24988
47,0.383,1256.05261,620.47119,956.32861
48,0.392,1247.80017,620.58765,957.04059
49,0.4,1239.28528,620.69574,958.02313
50,0.408,1230.63416,620.53149,959.00854
51,0.417,1221.71594,620.72742,959.5661
52,0.425,1213.50635,621.4538,960.38092
53,0.433,1204.39404,620.74182,960.70587
54,0.442,1195.93701,621.14502,962.00293
55,0.45,1186.89185,620.86786,962.72638
56,0.458,1178.09314,620.93005,963.96698
57,0.467,1169.09656,620.89783,965.05176
58,0.475,1160.26819,620.11298,965.34558
59,0.483,1150.61194,620.43591,966.72937
60,0.492,1142.27612,621.16241,967.42584
61,0.5,1133.22339,621.69128,968.85962
62,0.508,1124.23499,620.75323,968.85156
63,0.517,1116.72095,621.92853,970.25055
64,0.525,1106.92114,621.25378,971.492
65,0.533,1099.11536,621.24646,970.74042
66,0.542,1090.12231,621.15137,972.25879
67,0.55,1081.10095,622.01044,973.27686
68,0.558,1071.15991,621.04974,973.83453
69,0.567,1063.91565,620.89075,974.08624
70,0.575,1051.88831,619.63568,975.72394
71,0.583,1042.20337,620.09198,976.24567
72,0.592,1033.23157,620.36859,976.86786
73,0.6,1024.39404,618.88068,976.30853
74,0.608,1013.82349,619.41461,977.14337
75,0.617,1004.86566,619.01428,977.2605
76,0.625,995.48444,618.52698,977.26569
77,0.633,986.17487,618.79803,977.43463
78,0.642,977.8291,618.23163,977.36188
79,0.65,969.56317,618.13623,977.76947
80,0.658,959.22644,618.3924,977.76062
81,0.667,949.85669,617.97388,977.72815
82,0.675,940.79718,618.39368,977.23901
83,0.683,931.36633,616.96063,976.7619
84,0.692,922.94989,615.88861,977.11591
85,0.7,916.10913,616.88885,975.70782
86,0.708,907.39209,617.53021,975.66693
87,0.717,898.05493,616.53705,974.84149
88,0.725,886.77667,615.19464,974.13135
89,0.733,877.76886,614.61957,973.60864
90,0.742,869.8197,615.06335,972.61096
91,0.75,859.83325,614.84485,973.64105
92,0.758,850.60052,614.32886,972.26227
93,0.767,841.57336,612.94537,971.27643
94,0.775,834.12445,613.0578,971.19794
95,0.783,824.77393,612.83118,970.71271
96,0.792,817.14056,612.6225,969.78387
97,0.8,809.03015,610.99536,969.83228
98,0.808,800.3537,611.26886,968.8194
99,0.817,791.62476,610.81598,968.96283
100,0.825,784.46191,610.48657,969.08551
101,0.833,775.23877,609.22778,968.77759
102,0.842,767.60309,609.23456,968.07648
103,0.85,760.64948,608.22797,968.12115
104,0.858,752.58252,608.2403,967.56158
105,0.867,744.26691,609.28461,969.0932
106,0.875,736.87415,608.49609,968.85706
107,0.883,730.76379,607.5174,968.20856
108,0.892,723.00476,605.63098,968.25177
109,0.9,713.18878,605.61182,970.24524
110,0.908,708.28729,604.32025,968.75787
111,0.917,702.3877,604.16284,968.62903
112,0.925,694.92981,603.56415,968.96051
113,0.933,687.41663,603.66376,971.51501
114,0.942,681.1261,603.3952,972.00452
115,0.95,674.54663,601.87976,972.49255
116,0.958,669.17065,602.21747,972.93127
117,0.967,662.89905,601.42285,972.90216
118,0.975,656.86902,601.24554,972.77783
119,0.983,650.83661,601.01404,972.30389
120,0.992,646.08386,599.84613,972.22485
121,1,640.2514,598.56329,972.22906
122,1.008,634.97498,598.68188,971.92719
123,1.017,630.56787,596.8006,971.66046
124,1.025,624.28717,597.95624,971.36438
125,1.033,618.8244,596.53528,971.698
126,1.042,614.1626,596.1568,971.39581
127,1.05,609.23962,596.20166,972.11255
128,1.058,603.89282,595.77924,972.55322
129,1.067,599.06207,596.03497,972.88507
130,1.075,593.78601,595.13599,973.16565
131,1.083,588.52625,596.37329,973.95996
132,1.092,582.92291,595.30792,974.02521
133,1.1,578.64362,595.37054,974.7085
134,1.108,574.58429,595.92267,975.01483
135,1.117,568.2345,594.80426,974.62146
136,1.125,563.91351,595.55316,974.89667
137,1.133,559.34198,594.5968,975.18756
138,1.142,554.16772,595.0542,974.68329
139,1.15,549.32703,594.68439,974.51959
140,1.158,543.72052,595.03235,974.52228
141,1.167,538.82666,596.12787,973.82257
142,1.175,533.24292,595.95422,974.40741
143,1.183,527.28967,596.46637,974.48346
144,1.192,523.4342,596.36224,974.42407
145,1.2,517.69928,596.11182,973.53723
146,1.208,512.47552,595.85767,972.40765
147,1.217,507.28357,596.33698,972.60687
148,1.225,501.77673,596.1991,971.7345
149,1.233,495.24518,597.47382,971.08978
150,1.242,490.23578,597.66602,970.70081
151,1.25,483.47394,597.98621,970.30432
152,1.258,479.27505,597.96051,969.75928
153,1.267,472.11691,597.95636,967.96661
154,1.275,467.06345,598.72412,967.14264
155,1.283,459.633,597.91766,966.52032
156,1.292,454.03979,598.32361,965.09698
157,1.3,447.01703,599.86237,964.24475
158,1.308,441.0014,599.37219,963.5672
159,1.317,434.00342,600.15424,962.67053
160,1.325,427.91077,600.12671,960.88379
161,1.333,420.36377,600.41083,960.16174
162,1.342,413.46127,601.25433,958.53198
163,1.35,405.65372,601.00433,956.99152
164,1.358,398.75363,601.01892,955.59363
165,1.367,391.73758,600.95593,954.46747
166,1.375,383.37268,601.28699,952.95886
167,1.383,376.46762,601.60791,951.2948
168,1.392,368.06332,602.17462,949.89246
169,1.4,360.89731,603.01367,948.64813
170,1.408,352.46124,602.80579,947.56213
171,1.417,344.45642,604.00775,946.11914
172,1.425,335.58206,603.34003,944.71503
