Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,1742.82043,361.84662,1484.11121
2,0.008,1736.00452,363.15018,1483.03394
3,0.017,1729.61511,361.83994,1482.48303
4,0.025,1722.40979,362.2858,1482.85693
5,0.033,1715.69482,362.58618,1481.29199
6,0.042,1709.67566,362.84863,1480.8042
7,0.05,1702.9718,362.38904,1480.19519
8,0.058,1694.95471,362.91699,1480.15466
9,0.067,1688.3656,363.18552,1479.55139
10,0.075,1681.41101,363.72116,1478.54602
11,0.083,1674.48438,362.58859,1477.38062
12,0.092,1668.11719,362.43405,1476.50549
13,0.1,1660.50317,363.29422,1475.38342
14,0.108,1653.85974,363.14612,1474.38281
15,0.117,1647.26074,364.25137,1473.39197
16,0.125,1639.802,365.30777,1472.40173
17,0.133,1633.5614,365.69254,1471.04517
18,0.142,1626.4198,366.31598,1470.11816
19,0.15,1619.04382,366.55225,1468.95483
20,0.158,1611.03735,366.85861,1467.99121
21,0.167,1603.44739,367.88055,1466.09045
22,0.175,1596.71729,367.75754,1465.55774
23,0.183,1590.07617,369.09268,1463.82397
24,0.192,1582.177,369.84549,1463.42834
25,0.2,1574.21936,370.53146,1461.29749
26,0.208,1566.73804,371.93506,1460.75293
27,0.217,1559.86572,372.61581,1458.99585
28,0.225,1552.36707,373.62479,1458.77417
29,0.233,1544.07581,376.13544,1456.83398
30,0.242,1536.33997,377.41656,1456.86316
31,0.25,1527.55139,376.90289,1455.63513
32,0.258,1520.09802,378.26608,1455.00159
33,0.267,1512.49707,380.56351,1453.42261
34,0.275,1504.48169,381.90176,1453.51831
35,0.283,1497.5321,383.17044,1453.32593
36,0.292,1488.61133,384.13977,1454.97852
37,0.3,1477.76526,385.84503,1454.41382
38,0.308,1470.25867,386.72379,1455.37268
39,0.317,1462.64844,389.01062,1454.44299
40,0.325,1454.06079,389.34222,1455.50061
41,0.333,1446.05444,391.44397,1456.12598
42,0.342,1436.06348,393.09799,1457.41589
43,0.35,1428.69067,394.22446,1458.21179
44,0.358,1420.04578,396.36234,1459.13464
45,0.367,1412.49951,397.44849,1459.73279
46,0.375,1405.49658,398.07364,1461.16382
47,0.383,1395.91602,399.6777,1463.01721
48,0.392,1386.83362,402.15033,1465.37292
49,0.4,1379.71265,403.85153,1465.8855
50,0.408,1371.10706,405.05182,1465.44055
51,0.417,1362.77002,405.90558,1466.90283
52,0.425,1355.37549,407.18393,1467.84436
53,0.433,1348.23828,408.61179,1468.86255
54,0.442,1339.46802,409.51251,1469.8866
55,0.45,1333.1145,410.42487,1471.00891
56,0.458,1323.90662,410.13297,1471.81616
57,0.467,1316.23438,411.3382,1472.22241
58,0.475,1308.83704,411.99396,1473.17725
59,0.483,1301.32104,412.28015,1474.38599
