Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,1693.7749,637.40607,1118.89868
2,0.008,1688.15942,638.08807,1118.64111
3,0.017,1681.3418,637.61389,1117.83032
4,0.025,1675.99146,637.22125,1119.01221
5,0.033,1670.54932,637.74371,1118.29626
6,0.042,1664.37683,639.16095,1118.29285
7,0.05,1659.51392,637.51727,1117.74561
8,0.058,1652.44531,637.4505,1116.99719
9,0.067,1645.96045,639.28461,1116.69592
10,0.075,1640.0033,640.44727,1115.42737
11,0.083,1633.75061,638.35083,1115.0824
12,0.092,1627.6145,639.79156,1114.22217
13,0.1,1621.61023,640.85522,1113.55566
14,0.108,1615.1748,640.28882,1111.7179
15,0.117,1609.09729,640.27051,1111.05652
16,0.125,1602.9574,641.95007,1110.12744
17,0.133,1596.38464,642.50525,1108.52124
18,0.142,1589.25281,641.30048,1107.1051
19,0.15,1582.552,642.2868,1105.12854
20,0.158,1576.28247,643.95935,1104.25488
21,0.167,1567.09033,642.80914,1102.40039
22,0.175,1561.90454,643.38245,1101.93555
23,0.183,1554.47705,644.68292,1100.6427
24,0.192,1546.98572,643.22314,1097.26196
25,0.2,1539.67468,643.81317,1095.74353
26,0.208,1533.34814,645.55121,1094.88538
27,0.217,1524.72729,644.164,1093.11279
28,0.225,1516.61682,645.57324,1091.49194
29,0.233,1509.27942,646.46301,1090.5719
30,0.242,1502.39978,644.79254,1087.99609
31,0.25,1494.44202,646.43726,1086.91272
32,0.258,1487.0531,645.85956,1085.61755
33,0.267,1478.90466,645.63824,1083.91711
34,0.275,1471.89978,646.58032,1082.55176
35,0.283,1462.98547,645.62659,1081.98999
36,0.292,1454.80872,646.64178,1081.23901
37,0.3,1446.89014,646.65753,1080.56616
38,0.308,1438.38806,647.2981,1079.73938
39,0.317,1430.62109,647.91791,1079.78186
40,0.325,1422.80847,646.30377,1079.59216
41,0.333,1414.4198,647.27814,1079.87781
42,0.342,1406.3844,646.73901,1079.42615
43,0.35,1397.37708,648.60046,1080.75439
44,0.358,1389.3175,649.50012,1081.16199
45,0.367,1380.50012,648.80475,1082.44324
46,0.375,1371.87964,650.05469,1082.66577
47,0.383,1363.37732,648.86493,1082.96948
48,0.392,1355.77795,650.33539,1083.66748
49,0.4,1346.04895,651.94928,1084.41821
50,0.408,1338.2439,652.34308,1085.54041
51,0.417,1329.62878,653.45093,1084.9823
52,0.425,1319.76282,654.33276,1085.14868
53,0.433,1311.43372,653.81531,1086.08484
54,0.442,1303.57312,657.31458,1086.82178
55,0.45,1293.8822,656.25604,1087.69861
56,0.458,1284.90393,657.96271,1087.90808
57,0.467,1275.61743,657.23523,1088.18018
58,0.475,1266.50879,658.94135,1088.93335
59,0.483,1258.23901,659.86163,1089.04675
60,0.492,1249.1947,660.35419,1090.29199
61,0.5,1240.71021,661.3075,1090.37024
62,0.508,1231.29712,660.23273,1091.00281
63,0.517,1223.01782,660.85724,1092.37073
64,0.525,1212.80383,660.73224,1092.57922
65,0.533,1204.62476,661.78003,1092.73499
66,0.542,1195.27515,661.12634,1093.53088
67,0.55,1186.84497,662.37335,1093.75049
68,0.558,1178.55896,660.77124,1093.87146
69,0.567,1169.09265,662.20081,1095.27869
70,0.575,1161.38538,662.18988,1094.80652
71,0.583,1152.55872,662.80817,1094.73608
72,0.592,1142.92664,662.25671,1094.08203
73,0.6,1134.56921,662.04706,1094.16357
74,0.608,1125.83179,661.90283,1094.30847
75,0.617,1116.64282,661.99207,1093.39478
76,0.625,1107.87952,662.0979,1093.63354
77,0.633,1098.83313,661.03125,1092.71423
78,0.642,1090.78943,661.84381,1093.02869
79,0.65,1081.55176,661.41095,1092.63196
80,0.658,1072.68091,662.81995,1091.6969
81,0.667,1063.63257,661.81177,1091.34912
82,0.675,1054.97327,662.34558,1091.25269
83,0.683,1045.27502,661.4007,1089.54761
84,0.692,1036.27283,661.06995,1089.43945
85,0.7,1027.42554,660.79089,1089.06165
86,0.708,1019.14966,659.63422,1088.52747
87,0.717,1009.93115,661.76508,1087.53821
88,0.725,1000.50281,660.95752,1087.08228
89,0.733,992.30963,660.29681,1087.14148
90,0.742,983.27252,659.42999,1085.11865
91,0.75,974.51428,658.10638,1085.06958
92,0.758,966.04016,657.76849,1085.84277
93,0.767,956.86536,657.22369,1084.8667
94,0.775,947.37805,655.11395,1083.81628
95,0.783,939.8136,654.6745,1084.19763
96,0.792,931.37476,654.52289,1084.43579
97,0.8,923.5376,652.1427,1084.74573
98,0.808,914.25647,651.24365,1084.05859
99,0.817,905.89856,650.75098,1083.4884
100,0.825,897.64496,648.97931,1084.46582
101,0.833,889.54358,647.10596,1085.52209
102,0.842,882.76605,647.10638,1085.30078
103,0.85,874.79883,645.15076,1084.94885
104,0.858,865.91962,642.96417,1085.34106
105,0.867,858.95801,641.69287,1085.80798
106,0.875,851.14276,641.37268,1086.92102
107,0.883,843.41156,639.15387,1087.8988
108,0.892,836.49622,636.46497,1088.25134
109,0.9,829.52191,635.17773,1089.49341
110,0.908,822.03241,633.51154,1090.40283
111,0.917,814.39874,630.53284,1091.98145
112,0.925,807.91724,629.63806,1092.2887
