Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,1677.5968,383.80521,1713.61755,1548.52515,339.11856,1647.23389
2,0.008,1671.57629,384.52289,1714.14331,1541.6571,340.81827,1645.65186
3,0.017,1664.46802,382.80643,1713.29602,1533.12158,341.77933,1644.61621
4,0.025,1658.22656,383.66989,1713.95544,1526.82117,339.58759,1643.77307
5,0.033,1652.03259,381.8186,1713.729,1520.63171,339.01151,1642.15942
6,0.042,1644.83594,383.01086,1712.04321,1513.32861,340.22314,1643.22437
7,0.05,1638.1731,383.60748,1711.33142,1505.07214,341.64645,1642.25244
8,0.058,1631.68909,381.78806,1710.79065,1497.97974,343.26529,1643.28601
9,0.067,1623.06091,383.87665,1709.92761,1494.27356,340.42456,1642.87732
10,0.075,1615.49402,384.55969,1709.29321,1486.74841,341.80585,1641.69763
11,0.083,1608.05957,384.27814,1709.24866,1479.07654,342.28531,1640.3147
12,0.092,1601.38171,385.35355,1707.76404,1471.48596,343.04208,1638.48206
13,0.1,1594.63013,385.06949,1706.56958,1466.09216,342.66696,1638.28186
14,0.108,1588.16943,384.87424,1705.76025,1457.99243,344.11111,1636.68408
15,0.117,1581.60864,385.78873,1704.77417,1452.21631,343.2131,1635.76819
16,0.125,1574.9187,385.93164,1703.90442,1445.01257,345.51028,1635.05872
17,0.133,1567.45593,385.80276,1703.45142,1437.66345,346.34198,1632.9585
18,0.142,1560.1167,388.46762,1701.74646,1430.15137,346.6803,1632.19592
19,0.15,1551.87512,390.72934,1699.75085,1422.33081,348.29852,1630.5863
20,0.158,1544.8385,390.34821,1698.39539,1416.85571,347.7616,1628.71179
21,0.167,1537.38733,390.92474,1697.39478,1408.83325,348.95935,1627.90381
22,0.175,1531.42322,392.05145,1696.54712,1403.17371,349.06866,1627.70605
23,0.183,1523.84387,392.96448,1694.81067,1395.6969,350.62399,1625.47144
24,0.192,1516.2865,396.51642,1693.30127,1388.60632,351.40015,1624.75488
25,0.2,1509.35486,396.36862,1692.41785,1380.73315,352.60092,1624.4176
26,0.208,1502.53455,398.08862,1692.29614,1373.37659,354.62497,1623.81372
27,0.217,1495.40051,399.21393,1691.11816,1363.06091,357.01526,1623.61816
28,0.225,1486.5741,402.81223,1688.79016,1355.46375,357.7677,1621.80908
29,0.233,1478.26379,402.90619,1688.89429,1348.89563,359.49017,1620.79907
30,0.242,1471.62341,404.84741,1688.4519,1340.97363,362.21112,1619.31433
31,0.25,1464.36108,406.08038,1687.68762,1332.63391,361.1442,1617.65442
32,0.258,1454.09509,408.59885,1686.76282,1324.29346,365.29056,1617.01147
33,0.267,1446.89441,409.88892,1685.99365,1316.99976,366.87875,1617.55164
34,0.275,1440.03699,411.62119,1685.74792,1310.65588,369.91675,1617.99182
35,0.283,1431.55151,413.14047,1685.7312,1301.55762,369.80325,1618.72937
36,0.292,1423.651,416.6387,1685.00183,1293.84387,371.5368,1618.00879
