Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
1,0,1797.4834,439.22873,1297.31396,1676.33215,595.52527,1262.52551
2,0.008,1791.30542,439.85358,1297.27295,1667.58545,595.62402,1262.59106
3,0.017,1784.6532,440.16708,1297.19629,1665.77551,595.91583,1262.18018
4,0.025,1777.95398,440.01181,1296.54395,1657.2395,596.04028,1262.73535
5,0.033,1771.46533,440.74783,1296.92676,1652.28467,596.89069,1264.38403
6,0.042,1764.30579,440.78909,1296.01343,1645.96802,595.40558,1264.05542
7,0.05,1757.96545,440.47614,1295.39612,1638.74695,596.60455,1263.20398
8,0.058,1750.15015,440.3963,1294.5271,1631.57825,597.55414,1262.76672
9,0.067,1743.27478,440.83731,1293.85913,1629.22461,597.63403,1261.6853
10,0.075,1737.33545,440.44034,1293.61023,1619.94775,597.18396,1260.41772
11,0.083,1729.8468,440.76459,1292.25867,1612.80188,597.90283,1260.22766
12,0.092,1723.33386,441.66043,1291.16638,1607.47668,598.97363,1259.39551
13,0.1,1716.30652,441.56094,1289.99731,1601.46863,597.79382,1258.27661
14,0.108,1708.40405,441.26953,1288.87,1594.38013,598.59167,1257.89429
15,0.117,1702.35461,442.34296,1287.17603,1587.54456,600.63245,1257.0343
16,0.125,1694.84082,442.20419,1285.71753,1580.90784,602.01874,1255.70667
17,0.133,1687.0885,442.67715,1284.70776,1573.43518,598.78174,1254.81848
18,0.142,1679.89087,442.86972,1283.18152,1566.85461,600.03693,1252.55835
19,0.15,1672.81677,443.25037,1282.40051,1560.00549,601.24481,1251.20667
20,0.158,1665.25952,444.1214,1280.85352,1552.47449,602.40173,1250.09985
21,0.167,1658.14465,444.14651,1279.59973,1547.05823,601.90833,1248.21069
22,0.175,1650.33777,444.00443,1278.18494,1537.66187,602.77185,1247.07117
23,0.183,1643.50842,444.46786,1276.49573,1531.85742,602.89404,1244.11719
24,0.192,1634.87012,445.04355,1275.22107,1524.46509,603.19531,1243.34265
