Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,1761.06323,368.4819,1582.68127,1561.12927,316.10156,1472.91028
2,0.008,1754.37219,367.7601,1582.62378,1554.39355,318.08835,1472.02087
3,0.017,1748.3689,366.91385,1582.30847,1547.22668,320.12149,1472.68323
4,0.025,1740.40186,368.06284,1581.06592,1539.41614,321.38516,1474.2074
5,0.033,1734.63623,367.04684,1581.15759,1535.61304,317.97379,1472.04822
6,0.042,1728.01172,367.17725,1580.84546,1528.02075,319.27811,1470.69763
7,0.05,1719.73926,366.72144,1580.01599,1520.23669,320.35324,1471.22314
8,0.058,1712.51587,366.22015,1578.66101,1514.32446,319.61456,1470.39722
9,0.067,1705.17688,367.72116,1579.24707,1509.00842,319.01834,1468.74316
10,0.075,1698.95215,366.96323,1578.37524,1500.56458,319.30945,1468.38989
11,0.083,1692.74487,366.5932,1577.40405,1493.5249,320.51035,1467.04956
12,0.092,1685.37,368.08887,1575.99292,1485.99927,318.53806,1465.33276
13,0.1,1678.75964,367.0014,1575.72375,1479.10876,320.59399,1464.802
14,0.108,1671.78088,368.86069,1574.42297,1473.27039,319.64948,1463.6366
15,0.117,1664.7522,369.04913,1574.14197,1465.9762,320.83441,1462.81482
16,0.125,1657.24976,370.32935,1572.26257,1458.3783,322.74008,1461.54785
17,0.133,1651.14087,371.11118,1571.66455,1451.41138,324.12021,1460.93396
18,0.142,1643.36499,372.06027,1570.01636,1445.19934,322.74695,1459.2887
19,0.15,1636.62891,373.14053,1569.73572,1437.06299,323.31259,1458.23352
20,0.158,1629.07715,375.06229,1567.82751,1431.18713,322.33615,1456.66907
21,0.167,1622.02124,374.95795,1567.33948,1423.47644,323.27963,1457.21423
22,0.175,1614.47339,375.50674,1565.30933,1416.13696,324.55017,1455.53589
23,0.183,1606.35229,375.23224,1564.3512,1408.81384,326.24731,1455.37903
24,0.192,1599.09119,377.34448,1563.05371,1400.224,326.83228,1453.80884
25,0.2,1591.91504,378.59015,1562.26807,1393.4635,328.35376,1453.01465
26,0.208,1585.18481,380.02847,1561.05945,1385.92603,329.37082,1451.39404
27,0.217,1577.67126,381.00842,1560.19653,1377.88354,330.27072,1452.00952
28,0.225,1570.29944,383.06583,1559.13074,1370.59363,332.10892,1452.00269
29,0.233,1562.29297,383.85828,1558.43213,1362.63232,332.80075,1450.33167
30,0.242,1553.57056,384.30359,1556.59937,1355.06567,333.47253,1449.21362
31,0.25,1546.85754,386.30396,1556.18372,1347.91919,334.85864,1448.03955
32,0.258,1539.05713,387.42795,1554.80493,1338.73242,335.83426,1447.49854
33,0.267,1530.76648,388.60989,1555.8446,1331.11426,336.22552,1447.44568
34,0.275,1522.55603,390.49963,1555.16492,1321.35547,339.77347,1449.11841
35,0.283,1514.5155,391.31204,1555.78247,1314.65845,341.22919,1448.53027
36,0.292,1507.32922,392.63486,1555.255,1304.60864,343.39545,1449.69116
37,0.3,1498.29407,395.50757,1555.29419,1296.84949,345.12769,1449.64331
38,0.308,1489.80444,397.23105,1555.89819,1289.16223,346.47485,1451.31738
39,0.317,1482.52832,398.04715,1555.77283,1280.13904,346.39243,1452.65564
40,0.325,1473.75488,399.67068,1556.84436,1270.44788,348.465,1453.6001
41,0.333,1464.62109,401.89218,1557.27234,1261.52869,353.3096,1456.39478
42,0.342,1456.71191,401.95184,1558.31812,1252.8291,352.59717,1454.59949
43,0.35,1449.20142,403.33145,1559.90723,1245.625,354.49014,1456.96411
44,0.358,1440.56921,405.97516,1559.71252,1236.63354,354.10855,1457.5332
45,0.367,1431.87317,406.56326,1561.40808,1227.54553,357.90494,1459.67065
46,0.375,1423.12256,408.60367,1562.12708,1219.76855,359.10193,1460.09949
47,0.383,1414.34814,410.57623,1563.44177,1212.05371,359.40543,1462.16479
48,0.392,1407.06946,411.47455,1564.17139,1203.84167,359.75616,1463.08044
49,0.4,1399.02686,413.56595,1564.60278,1194.98572,361.55814,1463.60535
50,0.408,1390.5968,414.91165,1566.81567,1187.43726,364.15335,1463.1676
