Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
1,0,1732.41528,573.15399,1091.81677
2,0.008,1726.00378,573.24023,1090.91565
3,0.017,1719.46423,572.86786,1091.37451
4,0.025,1714.03662,572.94495,1091.48962
5,0.033,1708.63562,572.77478,1091.1488
6,0.042,1703.13452,573.5589,1090.79492
7,0.05,1697.02905,573.48895,1090.88159
8,0.058,1691.53845,574.3584,1090.44958
9,0.067,1684.828,574.54663,1089.5575
10,0.075,1679.14575,574.61487,1089.08936
11,0.083,1671.87109,574.58441,1088.78186
12,0.092,1665.89685,574.78229,1087.69922
13,0.1,1659.9353,575.45886,1087.02637
14,0.108,1653.60657,576.18536,1086.2655
15,0.117,1647.26428,576.28394,1084.78162
16,0.125,1641.89746,577.62732,1084.73425
17,0.133,1634.94604,577.45813,1083.33582
18,0.142,1628.40869,577.94,1081.77649
19,0.15,1621.41516,577.67419,1080.38049
20,0.158,1614.2793,577.68671,1078.88354
21,0.167,1607.09363,578.26611,1077.36609
22,0.175,1599.9491,578.3103,1076.47583
23,0.183,1593.02344,578.84137,1074.74182
24,0.192,1585.49939,579.63513,1073.07898
25,0.2,1577.88928,579.47821,1070.88416
26,0.208,1570.01208,579.51373,1070.36047
27,0.217,1561.8125,579.73358,1068.35876
28,0.225,1554.5647,579.59558,1067.10522
29,0.233,1547.16357,579.86981,1064.6604
30,0.242,1539.94409,580.58716,1063.89124
31,0.25,1532.21143,580.84418,1063.38013
32,0.258,1524.00598,581.10211,1061.27979
33,0.267,1516.08887,580.24811,1060.49988
34,0.275,1507.39221,580.59418,1059.02856
35,0.283,1499.50146,581.14142,1058.24072
36,0.292,1491.36633,580.91345,1057.7699
37,0.3,1481.99329,580.63605,1056.68213
38,0.308,1475.51758,580.70685,1057.06042
39,0.317,1466.55627,580.28674,1057.64209
40,0.325,1457.36768,579.95825,1057.44202
41,0.333,1448.98206,579.85529,1057.53735
42,0.342,1441.15002,580.17114,1059.23315
43,0.35,1432.06689,579.3335,1058.70349
44,0.358,1423.79602,580.99872,1059.71179
45,0.367,1415.51563,581.41229,1060.52405
46,0.375,1406.65015,581.90625,1061.276
47,0.383,1398.48511,582.53375,1061.93774
48,0.392,1390.08826,583.14276,1062.74133
49,0.4,1381.82495,583.92645,1063.52795
50,0.408,1373.85864,584.88989,1064.26392
51,0.417,1366.47632,586.00342,1065.28833
52,0.425,1356.82629,586.2724,1064.90466
53,0.433,1347.66724,588.44025,1065.41675
54,0.442,1339.95715,589.34869,1065.66663
55,0.45,1331.61841,590.69055,1066.54248
56,0.458,1323.30383,591.80652,1065.9574
57,0.467,1315.13293,593.33575,1067.85083
58,0.475,1306.85828,592.53754,1067.77979
59,0.483,1296.79614,594.35089,1068.42114
60,0.492,1289.26392,595.30786,1068.27515
61,0.5,1280.44153,595.85211,1069.3114
62,0.508,1271.0553,596.68671,1069.06921
63,0.517,1262.63879,596.08521,1070.09607
64,0.525,1253.9801,596.95868,1071.02246
65,0.533,1245.16626,597.18976,1071.49426
66,0.542,1235.90906,596.422,1069.93494
67,0.55,1227.29565,598.46637,1068.85596
68,0.558,1220.1886,597.75134,1071.41748
69,0.567,1210.71692,598.5376,1071.84192
70,0.575,1202.06384,598.02606,1071.86975
71,0.583,1193.8396,598.07001,1071.90479
72,0.592,1185.099,598.888,1071.70813
73,0.6,1176.7616,598.09241,1070.78101
74,0.608,1167.7771,599.20764,1069.34338
75,0.617,1159.62817,599.92108,1069.18103
76,0.625,1152.3468,599.258,1068.2124
77,0.633,1138.80811,598.38538,1068.69922
78,0.642,1128.27771,598.73358,1067.88086
79,0.65,1119.67761,598.33905,1068.25745
80,0.658,1112.57434,599.30511,1067.28003
81,0.667,1103.66321,598.6073,1065.90991
82,0.675,1095.28064,598.88794,1064.47327
83,0.683,1086.94055,599.24463,1063.76074
84,0.692,1077.46326,598.45935,1063.23938
85,0.7,1068.35291,600.00598,1063.2533
86,0.708,1058.96558,597.28345,1061.68091
87,0.717,1051.44055,599.11761,1061.77466
88,0.725,1041.4292,597.82086,1060.81055
89,0.733,1033.7041,599.57062,1061.47351
90,0.742,1025.10229,596.78552,1059.30518
91,0.75,1015.65454,596.32086,1058.45081
92,0.758,1007.30518,596.34637,1058.95532
93,0.767,998.56781,595.0946,1056.9314
94,0.775,990.72192,594.29773,1056.50732
95,0.783,982.2569,593.3476,1057.22266
96,0.792,974.27075,593.59515,1056.08459
97,0.8,965.76141,592.94946,1056.34631
98,0.808,956.35687,591.06372,1056.55469
99,0.817,947.44604,587.60199,1056.40979
100,0.825,939.59259,587.26569,1055.81323
101,0.833,932.02911,586.78717,1055.40063
102,0.842,923.99731,586.20013,1056.93494
103,0.85,916.07233,584.84937,1055.80713
