Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,36.75328,-412.82935,966.89551,49.62767,-376.22986,930.11774,88.58551,-363.28119,922.99084,140.70445,-359.93918,913.61261,116.34685,-430.56943,966.70502,151.88974,-446.27829,945.42249,184.40613,-467.51837,931.2865
2,0.008,37.36503,-412.59814,964.93713,49.31536,-377.78552,928.29926,89.47851,-355.27814,922.81909,140.35562,-359.40881,911.96442,116.30244,-431.1687,964.13928,152.08057,-446.4567,942.14484,184.37724,-466.60696,926.815
3,0.017,36.71528,-413.01984,961.41028,49.3968,-375.72015,926.25488,88.98133,-357.52121,920.79602,140.54512,-359.48697,909.06641,116.42614,-430.98395,960.36426,152.13887,-445.47363,938.97461,183.89459,-465.15903,921.94537
4,0.025,37.23651,-413.5697,959.82727,48.38337,-375.01172,922.60742,88.90337,-357.45996,918.16779,139.50423,-358.38547,906.59375,116.13836,-430.83063,957.85925,152.25229,-446.75247,934.88171,183.51381,-464.54108,918.79669
5,0.033,37.27714,-413.38766,956.17664,49.00077,-375.43796,921.70264,88.82665,-357.39023,915.5412,139.23622,-357.12128,904.35229,116.09371,-431.30573,953.76031,152.44814,-446.05014,931.01978,183.90738,-462.41257,914.01929
6,0.042,38.08287,-412.14548,953.41425,48.27562,-374.43289,917.56384,89.46531,-354.06012,914.64368,139.50195,-356.64166,900.1554,116.91225,-430.13751,949.41858,152.03618,-446.39496,927.36646,183.0029,-462.71011,908.62225
7,0.05,38.23897,-412.34982,951.35376,47.29599,-376.52835,915.45868,87.00149,-356.19879,909.50446,139.13899,-355.5542,896.93311,116.48569,-430.72266,947.11005,151.85217,-445.45905,923.63794,183.75294,-462.76398,905.9256
8,0.058,38.83443,-411.57544,947.64929,46.86854,-375.7858,911.12671,87.84789,-365.26712,904.74603,138.94006,-355.18207,893.07623,116.78962,-429.25635,943.00983,152.20369,-443.9408,919.75073,182.37802,-461.94846,901.49408
9,0.067,38.85709,-410.91714,945.67517,46.55004,-376.2811,909.03656,87.37984,-365.28793,901.16309,138.78462,-353.83771,889.12244,117.14948,-427.90506,941.13086,153.00824,-443.05679,916.78735,182.88182,-461.99277,898.62329
10,0.075,39.07867,-410.43939,942.39337,47.26894,-373.68768,905.74481,86.30163,-355.76553,898.70313,138.84723,-354.0683,885.88025,117.08215,-427.43585,936.73859,152.48932,-443.06897,913.6131,182.86635,-459.86517,894.51672
11,0.083,39.19361,-409.39325,940.10333,47.49133,-372.15286,903.01074,86.79766,-352.83255,896.38336,138.49297,-353.11871,881.9834,117.08692,-427.60471,934.70496,152.5804,-441.79578,910.64856,183.04298,-460.70346,892.9801
12,0.092,39.69873,-409.17041,937.95306,46.46906,-372.59192,899.36334,86.43076,-354.97061,891.03717,138.11002,-353.65982,877.4635,117.58187,-426.66992,931.0365,152.23494,-441.64517,907.30737,183.49599,-461.03577,890.83075
13,0.1,39.71033,-407.70538,933.88861,47.66609,-370.87045,896.67261,86.1205,-353.6817,888.63336,136.80933,-352.67209,874.18268,117.90697,-425.13135,929.24469,152.48894,-440.74002,904.21289,183.30806,-460.15823,885.83112
14,0.108,40.21563,-407.38382,932.18622,47.73414,-370.73526,893.2619,85.89541,-358.03586,884.45929,136.36505,-352.33844,870.34241,117.96273,-422.47974,924.99219,153.17848,-438.45694,901.21008,183.04912,-457.83063,883.73016
15,0.117,40.17681,-405.63571,928.50085,46.98735,-371.29816,890.39594,85.04941,-352.06323,882.08575,136.46919,-350.90082,867.25366,118.22184,-422.60785,922.10913,152.47462,-437.00833,898.13239,183.3493,-457.63126,879.20093
