Frame#,Time,L.Biceps.Lateral.x,L.Biceps.Lateral.y,L.Biceps.Lateral.z,L.Elbow.x,L.Elbow.y,L.Elbow.z,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,1902.21936,-155.35286,1252.08899,1918.76013,-213.95609,1061.50586,1988.07654,-160.40288,1045.30701
2,0.008,1895.93665,-152.78415,1251.42688,1915.2406,-215.45624,1061.45093,1982.59961,-159.95396,1045.13074
3,0.017,1891.67175,-154.77846,1250.93872,1907.95532,-214.29346,1061.40649,1977.65918,-158.90373,1044.98865
4,0.025,1886.05225,-153.10942,1250.68481,1904.52234,-215.23021,1060.76147,1971.83069,-158.05473,1045.76965
5,0.033,1881.31152,-153.83186,1250.54504,1898.26599,-212.83012,1059.88379,1966.2135,-157.76611,1044.13843
6,0.042,1876.12805,-152.75995,1250.7926,1893.92749,-213.6245,1059.50586,1961.08337,-157.10655,1044.07947
7,0.05,1869.92749,-153.08435,1250.89758,1887.81128,-212.95992,1059.2627,1955.91016,-155.57503,1044.27527
8,0.058,1864.87793,-151.63406,1250.62024,1882.41235,-211.74828,1058.98547,1950.79138,-155.37148,1044.09509
9,0.067,1859.07617,-151.97856,1249.52612,1878.2998,-211.83035,1058.2052,1946.09155,-154.51367,1044.23926
10,0.075,1854.17432,-150.71898,1249.80615,1872.78967,-210.98668,1058.20667,1941.03333,-154.10451,1043.52234
11,0.083,1846.94812,-149.25694,1249.68164,1868.05701,-211.91826,1058.23706,1935.79272,-153.76443,1043.98779
12,0.092,1843.98022,-148.76424,1248.91943,1863.49377,-210.41776,1058.9032,1931.22058,-152.82404,1043.66357
13,0.1,1835.13452,-147.89348,1247.62671,1859.32703,-210.33357,1057.53369,1925.87891,-150.61697,1043.57312
14,0.108,1828.97009,-146.08398,1247.36804,1854.49976,-209.28647,1057.58728,1920.26379,-150.77316,1043.64929
15,0.117,1826.13074,-146.96877,1247.13708,1849.3938,-208.10558,1057.3241,1915.7699,-150.51752,1042.90686
16,0.125,1818.86816,-144.94801,1247.25598,1843.69348,-208.05771,1057.12292,1910.69958,-149.50168,1043.02307
17,0.133,1815.13879,-146.31358,1247.51343,1840.37402,-206.66527,1057.28711,1906.10095,-149.47597,1043.03174
18,0.142,1810.02185,-145.86873,1248.35522,1834.58691,-204.61478,1057.22595,1902.3031,-148.38533,1042.98389
19,0.15,1804.99976,-145.15688,1247.3783,1830.97168,-206.01465,1057.32983,1896.79639,-148.37242,1043.56128
20,0.158,1800.18494,-144.53345,1248.10999,1823.95874,-204.85481,1057.12317,1892.06812,-147.28302,1042.84619
21,0.167,1795.06091,-144.20155,1247.74207,1820.53442,-204.6799,1056.66553,1886.36768,-144.59212,1042.98242
22,0.175,1790.55725,-144.00917,1247.29578,1815.03809,-203.16016,1056.31189,1881.68726,-144.55696,1043.0293
23,0.183,1784.14636,-142.17804,1246.56262,1810.90942,-201.56926,1055.63171,1877.4436,-144.46992,1042.27185
24,0.192,1781.45776,-142.97583,1246.60388,1806.84009,-201.93927,1055.3728,1870.83875,-140.34653,1042.02539
25,0.2,1775.98389,-140.24545,1245.27771,1800.05823,-200.6161,1054.40894,1865.495,-139.3259,1041.26196
26,0.208,1770.41333,-139.64334,1245.3999,1797.43628,-201.04254,1054.53162,1861.25256,-139.13707,1040.77454
27,0.217,1766.01758,-139.20667,1244.84827,1791.75891,-197.98347,1053.96594,1856.15369,-135.22501,1039.8335
28,0.225,1761.36572,-138.02203,1244.5094,1787.25,-195.72403,1054.15662,1851.76733,-134.93085,1039.64441
29,0.233,1757.95569,-136.95842,1243.73071,1783.71045,-194.2886,1053.39124,1846.61841,-133.96507,1038.35242
30,0.242,1752.33557,-134.78084,1242.64783,1778.2959,-193.90895,1052.13953,1840.72266,-131.46632,1037.41602
31,0.25,1748.71716,-134.92812,1242.65625,1775.09265,-193.98445,1051.74976,1836.34216,-131.1945,1037.37183
32,0.258,1743.35229,-132.96133,1241.7384,1768.18494,-192.18738,1050.64258,1830.45203,-129.6546,1036.3064
33,0.267,1738.74353,-132.85779,1241.86768,1763.01404,-191.26497,1050.74341,1825.05627,-128.37692,1036.3678
34,0.275,1734.15759,-132.83298,1239.84216,1759.18408,-190.93951,1050.20984,1819.8075,-126.48077,1035.39624
35,0.283,1728.41541,-129.71037,1240.3468,1753.06055,-189.01569,1049.71375,1814.72729,-125.00585,1034.93323
36,0.292,1723.7804,-128.65112,1240.47217,1746.81104,-185.88234,1048.63086,1808.78955,-123.37449,1034.3645
37,0.3,1719.24475,-126.39557,1240.31445,1742.05554,-183.51633,1048.98022,1802.65735,-121.18673,1033.07751
38,0.308,1712.61975,-125.09082,1240.12329,1736.18506,-181.93448,1048.91492,1796.96973,-118.47629,1031.81824
39,0.317,1705.21057,-123.83493,1239.8175,1729.10718,-179.79079,1047.98157,1791.42285,-116.70404,1031.9823
40,0.325,1698.62317,-121.77702,1240.15674,1723.00305,-177.56145,1048.4834,1783.38586,-114.37736,1031.44739
41,0.333,1693.22107,-121.12346,1241.42859,1717.9635,-175.93422,1049.64734,1776.15051,-110.47791,1032.51099
42,0.342,1686.50635,-118.81026,1242.88953,1710.82129,-173.27594,1051.48865,1768.99023,-107.83768,1033.97278
43,0.35,1678.54956,-116.50761,1244.72815,1703.54297,-171.38423,1053.3042,1760.75293,-104.16348,1035.92261
44,0.358,1671.40784,-115.67144,1246.42908,1696.01221,-169.86186,1053.56384,1754.26587,-102.19753,1038.72046
45,0.367,1662.40198,-114.47042,1247.57275,1689.22168,-167.73166,1056.14331,1746.08618,-99.98062,1041.75977
46,0.375,1656.18677,-112.75261,1250.52747,1682.41211,-166.80049,1057.74573,1738.12891,-97.44276,1044.21606
47,0.383,1648.25366,-109.26088,1252.71094,1675.79285,-165.60245,1059.21899,1731.65125,-96.48772,1047.2782
48,0.392,1640.69531,-108.069,1254.09106,1668.6521,-164.17168,1060.83032,1724.35645,-95.29487,1049.28552
49,0.4,1632.89148,-106.71841,1255.09668,1661.60486,-163.46674,1062.38062,1717.69666,-94.93612,1050.56543
50,0.408,1625.56519,-105.31103,1256.41492,1654.65112,-162.04401,1063.11218,1711.11353,-94.31754,1051.59058
51,0.417,1618.92126,-105.06964,1256.8551,1646.61328,-161.36032,1064.07056,1704.93005,-94.24444,1052.08777
52,0.425,1611.24268,-103.68211,1257.07996,1638.69885,-160.27025,1063.69531,1699.16016,-94.2746,1052.93457
53,0.433,1604.79211,-101.18908,1257.4707,1631.45935,-159.40717,1064.49207,1692.16187,-94.13238,1051.35364
54,0.442,1597.29871,-98.77934,1257.104,1624.49536,-158.00197,1064.16577,1685.59546,-94.09531,1051.16064
55,0.45,1589.0863,-97.83073,1255.93896,1616.51929,-155.84196,1062.42383,1678.29492,-93.44266,1050.13184
56,0.458,1583.8761,-98.05241,1255.198,1609.50061,-154.47382,1062.23401,1671.32312,-93.14397,1049.14282
57,0.467,1577.00061,-96.31402,1253.92285,1602.14185,-153.62225,1061.44067,1665.46863,-91.33746,1047.8772
58,0.475,1569.73779,-95.70524,1252.1322,1596.02271,-152.9682,1062.2196,1658.02466,-90.7115,1046.93359
59,0.483,1563.98755,-95.57928,1251.51099,1589.02856,-151.51268,1060.94946,1649.96838,-89.34211,1045.40002
60,0.492,1557.55652,-93.05862,1250.69727,1583.1217,-150.54376,1060.69458,1643.45654,-87.12717,1044.82593
61,0.5,1553.28943,-91.9996,1250.6488,1576.15137,-149.32109,1060.72961,1636.3208,-85.91841,1045.25305
62,0.508,1548.72583,-92.41011,1252.24231,1570.10986,-146.52652,1060.00134,1629.77539,-83.74866,1043.95251
63,0.517,1541.83594,-91.43623,1251.61768,1564.68042,-146.52533,1060.49597,1623.8811,-80.61485,1044.05005
64,0.525,1535.88403,-88.73129,1252.25269,1558.09033,-145.15578,1060.20105,1617.13708,-78.85684,1044.44885
65,0.533,1530.81738,-88.0582,1252.97021,1553.51892,-143.96976,1061.11475,1610.17175,-75.77039,1043.93054
66,0.542,1524.20117,-87.27351,1252.5426,1547.26782,-142.1718,1061.02039,1602.84778,-76.48923,1045.33765
67,0.55,1518.47937,-87.11,1252.80945,1542.48621,-142.80217,1060.93567,1597.36584,-74.79774,1044.97693
68,0.558,1512.8313,-86.7127,1252.80957,1536.14172,-141.09692,1060.78638,1592.23767,-72.82404,1044.66101
69,0.567,1506.54895,-85.72688,1253.18127,1530.7251,-140.50941,1061.69519,1586.95105,-73.61423,1045.50452
70,0.575,1501.1781,-84.91663,1253.31677,1525.26685,-140.04245,1062.40393,1581.42114,-72.91373,1045.80176
71,0.583,1494.20251,-82.84549,1253.86316,1519.66321,-140.13536,1062.07886,1576.35632,-72.33437,1047.16724
72,0.592,1490.02612,-83.08074,1254.19202,1514.09106,-138.17924,1062.01184,1572.02637,-73.35597,1047.23743
73,0.6,1483.1272,-82.07092,1254.16016,1508.97253,-137.69923,1062.19849,1566.62195,-72.15174,1047.62207
74,0.608,1477.78979,-82.67488,1253.81921,1503.30701,-137.1658,1062.6123,1561.24402,-72.24258,1047.97009
75,0.617,1472.45984,-81.01739,1253.99902,1497.92249,-136.89909,1063.19922,1557.1156,-73.0686,1047.52356
76,0.625,1467.88733,-81.2916,1255.32739,1493.11829,-137.07597,1062.98901,1552.23975,-72.19371,1048.31946
77,0.633,1461.48254,-80.29871,1254.8855,1486.37268,-135.80754,1063.37427,1546.65979,-71.6619,1048.01221
78,0.642,1456.12915,-80.10159,1253.81677,1481.7926,-134.61708,1063.09448,1541.37537,-71.15939,1047.78308
79,0.65,1450.30505,-79.37443,1253.99731,1476.37732,-134.53758,1062.52551,1536.38269,-69.87713,1048.97278
80,0.658,1445.99634,-78.7107,1254.34729,1472.38184,-133.51108,1063.0166,1531.72205,-68.93164,1048.30652
81,0.667,1441.04089,-79.24493,1254.36365,1466.98022,-132.44495,1062.37695,1525.09497,-68.11176,1047.23206
82,0.675,1435.00464,-78.88126,1254.07764,1461.72034,-132.80803,1062.36731,1518.97607,-66.34539,1047.27295
83,0.683,1430.02979,-77.93138,1253.32288,1455.75061,-131.99486,1061.86169,1513.78687,-64.66869,1046.81006
84,0.692,1425.16101,-78.09684,1253.1488,1450.01611,-131.72891,1061.69885,1507.35132,-62.34896,1046.42676
85,0.7,1419.70398,-76.95217,1253.21484,1445.01807,-132.18509,1061.02344,1500.349,-63.54922,1046.26074
86,0.708,1412.98047,-76.98879,1252.02246,1438.86023,-131.51317,1060.05042,1493.89807,-61.71482,1045.19922
87,0.717,1406.73206,-77.40039,1251.95044,1433.21338,-131.71463,1060.77075,1487.78088,-60.16727,1044.5824
88,0.725,1400.99976,-76.89047,1252.13428,1427.77417,-132.24812,1060.90259,1480.34705,-61.52715,1044.35559
89,0.733,1393.28723,-76.51984,1251.58289,1420.02197,-131.16428,1059.88525,1474.88501,-60.95239,1044.62476
90,0.742,1387.96216,-76.65862,1251.54736,1413.71008,-131.44579,1060.26538,1469.15173,-60.31811,1043.99585
91,0.75,1382.56409,-75.86485,1251.2124,1407.10522,-131.14102,1059.47205,1462.16382,-61.83489,1043.47131
92,0.758,1374.33264,-76.26794,1250.48755,1399.99084,-131.43718,1058.77551,1455.69922,-60.75438,1043.33862
93,0.767,1367.44812,-77.13076,1249.26965,1392.71606,-131.36661,1057.98083,1447.8468,-63.79789,1042.57898
94,0.775,1359.69275,-76.61243,1249.08594,1385.49597,-131.4158,1057.31213,1443.72632,-62.63955,1042.11072
95,0.783,1352.55273,-76.39288,1248.01221,1378.70605,-131.91872,1056.849,1435.4519,-64.3549,1041.78943
96,0.792,1345.65186,-76.11388,1248.24915,1369.91138,-131.99744,1055.79114,1428.99854,-65.79383,1041.31604
97,0.8,1337.64966,-76.94882,1246.7804,1362.88318,-132.3862,1054.97485,1421.97449,-66.70515,1040.85828
98,0.808,1329.0918,-76.77779,1245.86621,1355.62537,-132.30768,1053.99512,1414.65027,-67.68793,1039.42114
99,0.817,1321.95728,-78.40277,1244.88013,1347.64905,-133.50902,1053.9801,1407.27002,-68.66643,1039.20386
100,0.825,1314.36658,-77.51701,1244.01807,1339.81213,-133.61464,1052.92883,1398.70984,-69.45863,1037.68323
101,0.833,1305.62769,-78.72178,1243.0708,1332.23962,-133.64993,1052.57019,1391.85815,-69.6978,1037.52551
102,0.842,1298.72998,-78.96035,1243.3717,1323.55261,-135.52655,1051.40674,1383.00696,-70.83244,1036.12463
103,0.85,1291.07983,-79.23497,1242.84802,1315.63647,-136.66791,1052.3335,1374.46228,-70.77155,1035.67944
104,0.858,1284.0116,-79.98009,1242.18079,1307.6377,-137.24866,1052.46008,1365.98596,-72.11753,1034.92297
105,0.867,1277.0177,-81.36799,1241.99316,1298.83875,-137.75557,1051.03882,1357.56763,-72.32087,1033.96216
106,0.875,1268.41528,-82.76304,1241.55188,1290.04297,-138.91278,1050.02405,1347.70227,-73.67702,1032.96704
107,0.883,1262.39258,-82.97204,1242.25403,1282.57886,-138.27321,1049.85742,1339.55286,-74.30235,1032.93787
108,0.892,1253.85901,-84.3613,1241.87854,1271.47449,-140.36772,1049.15173,1330.89038,-74.4725,1031.83374
109,0.9,1246.27759,-85.78223,1242.37036,1262.59888,-140.55714,1051.3988,1321.81238,-76.02554,1032.01257
110,0.908,1239.02246,-86.34167,1243.11829,1253.95264,-141.17978,1051.21875,1314.005,-76.76811,1032.52917
111,0.917,1229.77063,-86.91564,1243.99695,1245.97131,-141.04124,1051.34607,1305.27271,-77.83027,1034.05127
112,0.925,1222.68726,-86.88274,1245.99829,1237.70789,-142.10097,1054.21265,1298.38025,-77.53638,1034.56702
113,0.933,1214.07813,-88.03047,1247.15613,1230.05188,-143.02266,1054.88489,1288.82312,-79.10845,1037.41418
114,0.942,1205.81323,-87.86301,1249.15125,1221.42126,-143.79237,1056.79871,1280.68079,-79.9594,1038.85352
115,0.95,1196.94604,-88.30613,1250.03711,1212.84192,-144.28128,1057.24451,1273.18738,-80.63243,1041.08105
116,0.958,1188.61475,-88.88428,1251.05005,1204.18335,-146.29141,1059.1825,1265.82166,-81.89809,1042.23853
117,0.967,1180.96753,-88.16199,1253.1593,1196.19946,-147.28636,1060.33582,1257.18945,-83.80988,1044.53088
118,0.975,1172.56909,-88.66028,1253.87952,1187.67334,-147.1978,1060.76196,1249.23071,-84.7602,1045.55432
119,0.983,1165.44702,-89.41092,1254.67053,1181.40039,-148.98221,1062.5332,1242.50293,-86.84131,1046.55249
120,0.992,1155.64111,-89.44831,1255.05505,1173.52905,-150.81975,1063.45557,1235.05713,-88.15771,1046.6875
121,1,1148.48779,-90.40424,1256.62,1164.72656,-151.64809,1064.44788,1226.75854,-90.32871,1047.42896
122,1.008,1142.43652,-90.37829,1256.37244,1156.67883,-151.5701,1065.34802,1219.61096,-91.51613,1047.78235
123,1.017,1135.99731,-91.60056,1256.70093,1148.92273,-150.95493,1065.5426,1212.83508,-93.28481,1047.42273
124,1.025,1129.05957,-91.28716,1257.07947,1141.58643,-151.04192,1065.95215,1206.05688,-93.93197,1046.94409
125,1.033,1121.86133,-92.41242,1257.31641,1132.52979,-152.17795,1065.75159,1197.979,-94.38428,1047.01477
126,1.042,1115.54956,-92.56252,1257.17505,1125.92334,-153.90517,1065.63818,1190.47717,-94.33134,1047.08875
127,1.05,1109.03345,-92.64478,1256.86902,1117.99084,-152.62158,1065.625,1183.55798,-94.37299,1046.81006
128,1.058,1103.10474,-94.26968,1257.56592,1111.3927,-153.33226,1065.79285,1176.2428,-94.19116,1046.56323
129,1.067,1095.88318,-93.13077,1257.71741,1104.10522,-151.68588,1065.27893,1168.04651,-93.43427,1046.05273
