Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,1940.95728,27.15643,1308.33435
2,0.008,1936.00403,26.5106,1308.19592
3,0.017,1932.61816,27.38566,1309.1449
4,0.025,1927.42676,27.93666,1308.01294
5,0.033,1924.42419,28.37475,1307.90344
6,0.042,1918.94067,28.4186,1307.03223
7,0.05,1913.69946,27.91997,1306.96631
8,0.058,1911.40491,28.76772,1306.24634
9,0.067,1905.67017,28.20472,1306.58276
10,0.075,1900.81042,28.09988,1305.00452
11,0.083,1896.98511,29.00542,1305.24365
12,0.092,1891.18372,29.49888,1304.11548
13,0.1,1887.78247,30.12881,1303.86389
14,0.108,1881.73352,31.00394,1303.00244
15,0.117,1877.58105,30.18511,1302.88354
16,0.125,1872.80798,32.1157,1302.27258
17,0.133,1868.91284,32.70671,1301.72449
18,0.142,1862.09412,34.10482,1300.67078
19,0.15,1858.95667,33.56224,1300.73071
20,0.158,1853.61438,36.14248,1299.38745
21,0.167,1850.88379,35.67679,1299.46375
22,0.175,1844.05078,37.85494,1298.53809
23,0.183,1841.08972,37.12665,1298.3335
24,0.192,1834.49512,38.21947,1297.13367
25,0.2,1830.04944,39.76395,1295.59473
26,0.208,1824.00427,39.66933,1295.02173
27,0.217,1820.22046,43.37975,1294.53723
28,0.225,1815.85999,41.68401,1293.92786
29,0.233,1810.10034,44.30188,1293.28174
30,0.242,1805.12732,45.8215,1292.11877
31,0.25,1799.92456,45.6218,1291.94971
32,0.258,1794.17041,48.21578,1290.71692
33,0.267,1789.24231,49.17916,1290.22278
34,0.275,1784.09753,49.54477,1289.99536
35,0.283,1778.24365,51.68118,1288.98633
36,0.292,1772.89478,51.98439,1289.28857
37,0.3,1766.94519,54.6031,1288.66345
38,0.308,1762.6554,56.4565,1289.54358
39,0.317,1756.21484,57.75363,1289.47192
40,0.325,1750.63,59.06824,1289.72974
41,0.333,1745.38635,59.83645,1289.28503
42,0.342,1739.42676,62.01723,1289.47034
43,0.35,1734.82019,63.13144,1290.59583
44,0.358,1729.57727,64.35134,1289.99353
45,0.367,1724.97998,68.11273,1292.24829
46,0.375,1718.04932,69.58379,1292.2218
47,0.383,1713.04028,69.40101,1293.57202
48,0.392,1709.34668,72.01395,1293.87561
49,0.4,1703.0177,74.10077,1296.87756
50,0.408,1696.91443,73.80998,1296.65088
51,0.417,1692.69763,75.97595,1296.46704
52,0.425,1686.28223,77.26694,1299.44958
53,0.433,1680.29041,80.33846,1300.23682
54,0.442,1675.66309,80.77937,1301.52124
55,0.45,1671.13818,82.23952,1301.67505
56,0.458,1665.17346,85.35613,1303.53235
57,0.467,1659.57202,86.7627,1304.70984
58,0.475,1655.46216,88.10107,1305.45435
59,0.483,1649.69861,89.82401,1307.31445
60,0.492,1642.64197,90.71006,1307.08936
61,0.5,1638.33374,90.86443,1307.67639
62,0.508,1633.99231,93.4327,1307.427
63,0.517,1627.72095,95.30566,1308.19495
64,0.525,1621.69849,96.55686,1310.03625
65,0.533,1616.20813,97.1857,1310.30408
66,0.542,1611.52429,98.92857,1309.74597
67,0.55,1606.62207,99.63495,1310.78479
68,0.558,1599.94543,101.00858,1310.00085
69,0.567,1594.15063,101.08813,1310.6936
70,0.575,1587.98315,102.69827,1310.42419
71,0.583,1584.73462,103.83878,1310.91016
72,0.592,1578.48596,104.00306,1310.59021
73,0.6,1572.87903,104.63375,1310.89209
74,0.608,1567.53723,105.36472,1311.26697
75,0.617,1562.6908,105.63548,1311.13794
76,0.625,1557.7334,107.1179,1311.51904
77,0.633,1552.51721,105.99323,1311.8269
78,0.642,1546.45923,107.33308,1311.58081
79,0.65,1541.89197,107.8549,1312.25623
80,0.658,1535.72754,108.23157,1311.97864
81,0.667,1530.04053,108.598,1311.7926
82,0.675,1526.56128,108.17588,1312.29565
83,0.683,1519.77356,109.20101,1312.13843
84,0.692,1514.87903,109.21883,1312.23242
85,0.7,1509.63501,109.59662,1312.255
86,0.708,1505.16406,109.35239,1312.36707
87,0.717,1499.96667,109.35527,1312.10547
88,0.725,1495.02307,108.98051,1312.62769
89,0.733,1489.52307,109.88828,1312.17725
90,0.742,1483.68225,110.19611,1312.18042
91,0.75,1478.8877,109.05186,1311.68787
92,0.758,1473.21777,108.94083,1311.36377
93,0.767,1468.15417,109.35743,1310.66492
94,0.775,1463.87207,108.42958,1310.08362
95,0.783,1458.93542,108.10964,1309.43909
96,0.792,1453.79419,108.16238,1309.13049
97,0.8,1448.73804,107.53685,1308.73584
98,0.808,1443.13477,107.97182,1307.79297
99,0.817,1438.58374,107.57489,1306.87915
100,0.825,1431.84229,106.98181,1305.776
101,0.833,1428.72205,106.53485,1304.96851
102,0.842,1423.5542,106.98812,1304.4436
103,0.85,1419.58472,104.78465,1303.38892
104,0.858,1413.19336,105.34469,1302.05566
105,0.867,1408.96826,103.11542,1301.33789
106,0.875,1402.86804,103.71133,1300.97827
107,0.883,1399.15833,102.99766,1299.55566
108,0.892,1393.19946,103.01609,1298.90527
109,0.9,1389.12439,101.20004,1297.87305
110,0.908,1383.40894,100.71291,1297.78467
111,0.917,1379.66211,99.47118,1295.77356
112,0.925,1374.27368,98.92191,1295.72961
113,0.933,1369.09375,96.83758,1294.7854
114,0.942,1364.18335,96.92158,1294.854
115,0.95,1358.83069,94.14074,1293.62427
116,0.958,1353.73755,94.11364,1292.94287
117,0.967,1348.40576,92.21483,1291.40698
118,0.975,1343.29663,90.47607,1290.92651
119,0.983,1337.30579,88.90621,1289.98181
120,0.992,1332.38989,88.02227,1289.47388
121,1,1327.15259,85.62662,1289.17444
122,1.008,1321.79407,84.56459,1288.8418
123,1.017,1316.80969,81.76682,1288.86682
124,1.025,1310.46973,81.1964,1288.68262
125,1.033,1305.54663,78.59732,1288.8407
126,1.042,1299.85291,77.73498,1289.61829
127,1.05,1294.2981,74.30674,1289.98108
128,1.058,1288.66125,73.03899,1289.90698
129,1.067,1282.56274,71.13605,1290.93042
130,1.075,1277.10962,68.54643,1291.8092
131,1.083,1271.99536,68.01077,1293.70081
132,1.092,1266.99414,65.79552,1294.6665
133,1.1,1262.67542,64.18282,1295.18335
134,1.108,1256.59424,61.73066,1297.05042
135,1.117,1251.38025,59.50578,1298.20898
136,1.125,1246.2179,58.76992,1299.21008
137,1.133,1240.84631,55.64096,1300.69067
138,1.142,1235.99304,54.84299,1301.30859
139,1.15,1230.71399,52.86712,1303.01709
140,1.158,1226.28687,51.59888,1304.71387
141,1.167,1220.65698,49.90786,1305.63379
142,1.175,1217.12988,49.51368,1306.01892
143,1.183,1211.12512,47.43229,1307.25476
144,1.192,1207.37402,46.40062,1306.88342
145,1.2,1202.25281,45.99284,1308.09534
146,1.208,1197.88159,44.96286,1308.82483
147,1.217,1193.03931,43.80873,1309.05505
148,1.225,1187.57532,42.32724,1308.85193
149,1.233,1183.32166,41.37698,1308.71204
150,1.242,1178.86609,40.49341,1308.74377
151,1.25,1174.59265,40.0447,1308.47803
152,1.258,1169.70129,40.08179,1308.78894
153,1.267,1166.2019,37.44267,1308.91589
154,1.275,1159.91907,38.18566,1308.7561
155,1.283,1156.28247,36.93043,1309.59717
156,1.292,1150.43799,36.49805,1309.96387
157,1.3,1146.04297,35.95609,1309.67249
158,1.308,1141.81689,35.92609,1309.8158
159,1.317,1137.38843,34.8925,1309.61926
160,1.325,1132.87952,35.86302,1309.72717
161,1.333,1128.66077,34.73599,1310.07666
162,1.342,1123.60864,33.64493,1309.92969
163,1.35,1119.4325,33.72363,1309.68994
164,1.358,1114.98853,32.41883,1309.94971
165,1.367,1110.17419,34.13199,1309.16736
166,1.375,1107.09229,34.31929,1309.74036
167,1.383,1100.51172,33.21802,1309.74353
168,1.392,1097.3457,32.88997,1309.65247
169,1.4,1092.84485,34.60884,1308.9729
170,1.408,1088.3584,33.10789,1308.90515
171,1.417,1083.30408,33.37331,1308.06323
172,1.425,1078.79016,34.03891,1307.60229
173,1.433,1074.99084,34.11055,1307.33472
174,1.442,1069.4574,33.80653,1307.05054
175,1.45,1064.9729,35.07795,1306.6062
176,1.458,1059.72424,34.25486,1306.41882
177,1.467,1054.88831,35.26717,1305.69519
178,1.475,1049.46826,37.10121,1304.66931
179,1.483,1046.21448,37.66654,1304.34229
180,1.492,1039.68738,36.16014,1303.96509
181,1.5,1035.07373,37.74627,1302.9646
182,1.508,1029.78491,39.48931,1302.54492
183,1.517,1025.25891,38.2386,1301.76074
184,1.525,1020.28723,39.75275,1300.95068
185,1.533,1014.81567,41.43939,1300.41406
186,1.542,1008.11493,41.18668,1299.37073
187,1.55,1002.78949,42.4919,1298.53748
188,1.558,999.0119,42.89974,1298.69702
189,1.567,993.48297,43.94995,1297.58032
190,1.575,986.98859,44.84119,1296.53308
191,1.583,981.51959,47.51477,1295.57874
192,1.592,975.84552,48.27636,1294.62781
193,1.6,970.12457,49.20028,1293.81177
194,1.608,964.28802,50.82515,1293.32886
195,1.617,958.57446,51.90376,1292.08325
196,1.625,953.89789,53.23549,1291.30554
197,1.633,948.80969,53.45548,1290.70459
198,1.642,942.66302,53.90672,1289.58643
199,1.65,936.90344,57.08921,1288.9375
200,1.658,931.58569,59.45115,1287.94958
201,1.667,925.22528,60.07732,1287.31079
202,1.675,919.53058,61.22575,1287.09692
203,1.683,914.22009,63.01186,1286.83899
204,1.692,907.30579,63.38677,1285.85608
205,1.7,901.11353,64.30003,1285.72559
206,1.708,895.88867,67.23925,1285.62976
207,1.717,889.53442,69.37258,1286.25452
208,1.725,883.81171,70.25968,1287.4353
209,1.733,878.24475,72.63915,1287.87939
210,1.742,872.73303,73.80373,1288.91077
211,1.75,866.79132,74.65981,1290.27771
212,1.758,860.64972,75.48709,1291.26514
213,1.767,855.1532,78.0761,1291.74841
214,1.775,848.94031,81.36008,1294.02747
215,1.783,843.28125,82.45168,1295.4491
216,1.792,838.26801,83.24657,1296.40857
217,1.8,832.32709,84.7839,1297.98352
218,1.808,825.96155,86.68842,1299.32654
219,1.817,820.24701,88.99132,1300.69214
220,1.825,815.05841,90.87079,1301.8197
221,1.833,809.8476,92.23694,1303.50452
222,1.842,803.13263,94.2716,1304.72705
223,1.85,797.63928,96.49339,1305.40906
224,1.858,792.33997,97.35938,1305.85925
225,1.867,786.18884,99.63573,1307.28491
226,1.875,780.27997,101.17532,1308.33435
