Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,1979.64685,241.44983,959.0116
2,0.008,1978.1488,242.34047,958.56451
3,0.017,1974.08142,241.77205,958.08246
4,0.025,1971.45203,241.63652,959.23254
5,0.033,1968.05798,242.36551,957.36658
6,0.042,1963.64954,241.6221,957.5697
7,0.05,1962.15137,242.66951,956.8407
8,0.058,1958.77698,243.13997,955.81091
9,0.067,1955.5199,243.45857,955.2359
10,0.075,1952.60889,244.17458,954.65033
11,0.083,1947.85425,245.39836,954.25385
12,0.092,1944.45288,244.84265,953.362
13,0.1,1939.31726,244.62439,953.27588
14,0.108,1936.02539,245.70183,953.03192
15,0.117,1931.77161,246.29295,952.83124
16,0.125,1927.61279,248.05974,950.95599
17,0.133,1923.28638,249.43748,950.41107
18,0.142,1918.6272,249.44882,949.86151
19,0.15,1914.79504,250.42274,949.15692
20,0.158,1910.63232,251.56117,949.57916
21,0.167,1905.90369,251.86751,948.68921
22,0.175,1900.12,252.34128,948.35419
23,0.183,1896.83533,253.60754,948.24304
24,0.192,1891.38318,255.98277,946.79456
25,0.2,1885.94873,257.4906,946.50928
26,0.208,1881.64563,257.84909,946.4696
27,0.217,1877.06262,259.40497,945.22699
28,0.225,1870.06714,259.49789,944.29041
29,0.233,1866.26013,260.40332,943.03296
30,0.242,1860.06384,263.22705,942.29443
31,0.25,1854.40662,265.58548,941.46484
32,0.258,1849.61084,266.38354,942.04541
33,0.267,1843.68774,267.18286,940.54315
34,0.275,1836.98181,268.48566,938.95892
35,0.283,1829.93335,268.85297,938.51874
36,0.292,1826.1189,270.62347,938.63031
37,0.3,1818.79736,272.91757,938.96857
38,0.308,1813.3573,274.59412,938.8833
39,0.317,1805.8457,275.90967,938.35144
40,0.325,1799.32983,275.71854,938.75098
41,0.333,1793.95361,276.48465,939.17999
42,0.342,1787.92371,279.37802,938.78735
43,0.35,1780.59106,281.73483,938.92255
44,0.358,1772.92029,282.22675,940.38416
45,0.367,1767.85681,284.32468,940.9787
46,0.375,1761.32092,284.61172,941.01282
47,0.383,1754.14063,286.66284,941.64368
48,0.392,1747.92236,289.15036,942.5022
49,0.4,1741.35278,291.85724,944.90833
50,0.408,1733.38452,292.70016,944.97009
51,0.417,1726.23206,292.88791,945.42194
52,0.425,1721.58533,295.14291,948.56091
53,0.433,1714.6189,297.68134,948.76709
54,0.442,1708.20337,299.68976,950.08276
55,0.45,1700.88806,301.27985,950.78723
56,0.458,1692.3324,303.6347,953.08002
57,0.467,1686.021,306.04483,954.1864
58,0.475,1678.72278,306.79407,954.21735
59,0.483,1671.24194,309.24936,957.16284
60,0.492,1664.54248,312.49982,957.32971
61,0.5,1657.44641,313.74219,958.40765
62,0.508,1650.51306,315.11285,959.41473
63,0.517,1642.83203,318.12323,960.94531
64,0.525,1636.1449,320.23712,961.3786
65,0.533,1630.05334,322.17963,962.82648
66,0.542,1622.4906,323.56931,963.41272
67,0.55,1615.58704,324.87112,963.80084
68,0.558,1608.74902,326.01575,965.41278
69,0.567,1601.51501,327.64725,965.32794
70,0.575,1593.52112,329.45242,967.23193
71,0.583,1587.14746,330.5556,968.13055
72,0.592,1580.08252,332.48639,968.28119
73,0.6,1573.44214,333.15161,969.58386
74,0.608,1566.13855,335.71869,969.24005
75,0.617,1559.71313,335.16431,970.94098
76,0.625,1554.17871,336.37396,971.39838
77,0.633,1546.92639,336.9462,971.40552
78,0.642,1539.43286,337.60266,970.70819
79,0.65,1532.90979,339.07156,971.7749
80,0.658,1526.47437,339.11023,972.95734
81,0.667,1519.8866,339.64453,973.98358
82,0.675,1512.59644,339.31113,974.05054
83,0.683,1506.30066,339.10745,974.06335
84,0.692,1500.95117,339.66827,973.54004
85,0.7,1493.9364,339.81049,973.72308
86,0.708,1487.7135,339.78186,973.52313
87,0.717,1482.20276,338.79184,973.88715
88,0.725,1475.43762,338.89676,973.29004
89,0.733,1469.9292,337.74872,974.02374
90,0.742,1463.83289,337.58536,974.25854
91,0.75,1456.82153,337.27011,973.73834
92,0.758,1450.96301,335.7399,973.19928
93,0.767,1445.02454,335.27179,971.94562
94,0.775,1439.53345,334.20087,971.46106
95,0.783,1434.677,332.93661,971.39093
96,0.792,1429.3446,332.89413,969.29388
97,0.8,1423.19531,330.67853,968.20453
98,0.808,1417.89294,330.78326,967.61462
99,0.817,1413.09924,329.84827,966.6637
100,0.825,1406.70239,328.87515,966.01917
101,0.833,1402.14893,326.40793,964.34601
102,0.842,1396.16125,326.11969,964.09332
103,0.85,1391.01172,323.97665,962.91241
104,0.858,1384.26563,323.72495,960.81372
105,0.867,1380.17944,322.07205,960.29443
106,0.875,1374.57886,320.94513,958.9549
107,0.883,1369.84729,318.78134,958.17773
108,0.892,1364.70618,317.54437,957.20209
109,0.9,1359.47644,315.63281,956.01624
110,0.908,1355.5603,314.36719,954.93365
111,0.917,1350.80151,313.5386,953.74567
112,0.925,1346.47559,311.69034,952.43524
113,0.933,1341.79187,310.07864,950.73767
114,0.942,1336.8468,309.53738,950.18732
115,0.95,1332.69812,308.17737,949.48022
116,0.958,1327.01208,307.42953,948.6709
117,0.967,1323.36841,304.78775,948.18243
118,0.975,1318.12756,303.91965,947.43445
119,0.983,1314.63843,302.63174,946.17609
120,0.992,1309.44153,300.38217,945.02264
121,1,1304.84021,299.86871,944.81354
122,1.008,1300.53174,297.52988,943.77765
123,1.017,1295.76245,296.16669,943.80444
124,1.025,1291.25732,294.74252,943.73987
125,1.033,1286.81091,292.76462,944.88568
126,1.042,1283.67432,291.13013,944.38403
127,1.05,1278.69238,289.0177,944.39319
128,1.058,1275.802,288.7644,945.22803
129,1.067,1271.61597,287.23093,946.35803
130,1.075,1266.85706,284.88239,947.21246
131,1.083,1262.34412,283.09146,948.09961
132,1.092,1259.97058,281.99573,948.53363
133,1.1,1254.85132,280.22638,948.92224
134,1.108,1250.44983,278.67456,950.92902
135,1.117,1247.78625,277.10632,952.63098
136,1.125,1243.89868,275.98792,953.57904
137,1.133,1239.84656,274.91693,954.4928
138,1.142,1236.73572,272.7937,955.69476
139,1.15,1232.98535,270.70959,957.04303
140,1.158,1230.17456,271.01413,957.73938
141,1.167,1225.09082,270.08438,958.6275
142,1.175,1222.12427,268.93872,959.3717
143,1.183,1219.45532,268.58051,959.86572
144,1.192,1215.60339,266.53024,959.84015
145,1.2,1212.16479,265.07635,960.40955
146,1.208,1209.58398,264.84445,960.88873
147,1.217,1206.38403,264.00955,960.92511
148,1.225,1202.39209,263.20087,961.24536
149,1.233,1200.48938,262.44836,962.04791
150,1.242,1197.17859,262.06082,961.88513
151,1.25,1193.16064,261.38083,962.02802
152,1.258,1190.53088,259.57217,961.85425
153,1.267,1187.14954,259.2059,961.51971
154,1.275,1183.7124,257.99072,962.04315
155,1.283,1180.63354,256.51343,961.69891
156,1.292,1177.97363,255.92032,962.67065
157,1.3,1175.03601,255.06635,962.60144
158,1.308,1172.22644,253.88576,962.24609
159,1.317,1168.13696,252.48849,961.64825
160,1.325,1166.05859,252.20497,962.35547
161,1.333,1162.66565,251.20654,961.87488
162,1.342,1158.5354,250.81291,961.56158
163,1.35,1157.54565,250.30882,961.88916
164,1.358,1153.55823,249.57634,961.80145
165,1.367,1150.44556,247.44698,961.14099
166,1.375,1147.7655,247.17258,960.82861
167,1.383,1144.71802,247.46394,961.25061
168,1.392,1142.22766,247.26114,960.79468
169,1.4,1138.9696,245.90691,960.33209
170,1.408,1134.97131,245.80411,959.99725
171,1.417,1132.38245,246.32446,958.97437
172,1.425,1128.12695,245.46715,958.63684
173,1.433,1125.19067,245.51335,957.72607
174,1.442,1122.30481,245.18819,957.46045
175,1.45,1118.21643,246.28871,956.90753
176,1.458,1115.396,246.20044,957.02258
177,1.467,1111.21167,246.46768,956.58374
178,1.475,1106.37683,246.85464,955.87799
179,1.483,1102.52649,247.2354,955.15045
180,1.492,1098.27441,247.84979,954.50885
181,1.5,1094.21228,247.82698,953.27655
182,1.508,1090.07837,248.68964,952.45123
183,1.517,1086.17114,249.44969,951.72498
184,1.525,1080.82556,250.82123,950.95435
185,1.533,1075.45349,251.5177,950.24554
186,1.542,1071.15955,252.43768,949.6972
187,1.55,1065.64246,253.65236,948.52423
188,1.558,1060.45483,254.70108,947.33777
189,1.567,1055.16675,255.29308,946.17603
190,1.575,1049.79883,256.77173,945.90234
191,1.583,1044.29077,257.44827,945.45117
192,1.592,1038.96729,259.00256,943.99518
193,1.6,1033.10425,261.38821,943.14471
194,1.608,1026.89648,262.12378,942.09912
195,1.617,1020.84534,263.49823,940.81897
196,1.625,1014.1535,265.12473,940.35065
197,1.633,1008.51636,266.25229,939.24542
198,1.642,1002.10211,269.19797,937.77515
199,1.65,996.1402,270.78662,937.19226
200,1.658,990.0105,271.58783,936.58594
201,1.667,983.33777,272.91019,936.05798
202,1.675,976.53802,274.33698,935.47876
203,1.683,969.3222,275.15497,934.68964
204,1.692,963.02252,278.44275,934.7262
205,1.7,956.4389,279.07394,934.54474
206,1.708,949.33038,280.78827,934.64844
207,1.717,942.11792,282.2243,934.72717
208,1.725,934.89777,283.08563,935.22162
209,1.733,927.42133,284.98303,936.04639
210,1.742,920.96313,287.86658,937.96802
211,1.75,913.36871,288.89096,938.58258
212,1.758,905.4809,289.42535,939.2511
213,1.767,899.43231,290.83716,940.25018
214,1.775,891.44379,292.08447,940.74945
215,1.783,884.45697,295.37299,943.2356
216,1.792,876.99481,297.33691,944.31055
217,1.8,869.44421,297.54633,945.61261
218,1.808,862.56879,299.29294,947.7951
219,1.817,854.80493,302.20178,948.77112
220,1.825,847.03833,303.61414,949.91425
221,1.833,840.21979,305.92795,951.52673
222,1.842,832.49512,306.78122,953.51221
223,1.85,825.3186,308.48178,954.24164
224,1.858,817.85016,311.86938,955.05194
225,1.867,809.79993,313.12036,955.96271
226,1.875,803.08521,314.80844,957.45978
227,1.883,795.60687,316.2261,958.74664
228,1.892,786.83923,319.60706,958.99017
229,1.9,779.58038,321.93509,959.0127
230,1.908,772.0661,322.10611,959.40137
231,1.917,765.12109,324.52969,959.77008
232,1.925,756.26483,327.16254,960.54895
233,1.933,749.83569,327.72394,961.12927
234,1.942,742.97949,329.74686,961.53564
235,1.95,734.27057,329.99179,962.11609
236,1.958,727.50916,331.8338,962.02399
237,1.967,720.09637,332.97021,962.25067
238,1.975,712.84497,335.20563,962.44196
239,1.983,705.52594,335.54514,962.84656
240,1.992,698.48718,335.58459,962.61108
241,2,691.64807,337.20258,963.12451
