Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z
1,0,1931.3761,273.23129,829.70374
2,0.008,1930.89355,274.16541,828.81531
3,0.017,1927.60718,275.48322,828.01416
4,0.025,1927.20203,277.33337,828.0033
5,0.033,1926.11414,277.63321,827.87555
6,0.042,1923.05066,279.23172,825.48279
7,0.05,1919.5553,281.35736,827.02405
8,0.058,1916.23291,282.31882,824.18317
9,0.067,1913.28455,283.80719,823.60114
10,0.075,1910.01172,284.28009,822.57556
11,0.083,1908.86096,284.87225,821.62616
12,0.092,1903.01636,283.63516,820.84515
13,0.1,1900.448,284.51608,817.94189
14,0.108,1896.23035,285.19925,819.64569
15,0.117,1892.81824,286.10574,816.89136
16,0.125,1890.56946,284.91019,817.38385
17,0.133,1888.26843,285.66629,817.52155
18,0.142,1885.30713,286.77029,817.51343
19,0.15,1878.17969,287.97784,816.88904
20,0.158,1875.04639,288.46649,816.59821
21,0.167,1868.95813,288.74744,815.90295
22,0.175,1862.88403,290.62054,814.96283
23,0.183,1858.28137,292.13824,815.24213
24,0.192,1855.39319,293.23627,815.07776
25,0.2,1852.79614,294.23465,813.80536
26,0.208,1843.73328,294.59641,814.8429
27,0.217,1838.01379,298.24692,812.4115
28,0.225,1832.09119,300.33154,810.50751
29,0.233,1825.94788,300.75024,811.04224
30,0.242,1825.94788,300.75024,811.04224
31,0.25,1820.33594,301.14899,809.1344
32,0.258,1812.82751,304.7504,807.328
33,0.267,1806.36719,308.19424,806.82941
34,0.275,1799.99609,308.50409,807.62976
35,0.283,1791.65588,307.14255,807.05695
36,0.292,1787.05103,308.67657,807.35083
37,0.3,1780.88062,311.21375,806.44507
38,0.308,1775.23071,313.94962,806.41968
39,0.317,1768.10693,316.96716,805.95453
40,0.325,1757.97522,314.43567,805.90204
41,0.333,1754.02441,315.62238,806.34698
42,0.342,1748.42676,317.22644,807.08887
43,0.35,1740.22058,316.50165,809.3432
44,0.358,1734.10791,321.70444,809.29932
45,0.367,1728.36829,320.73087,811.88544
46,0.375,1719.92285,323.27017,810.41211
47,0.383,1713.94934,324.46124,810.65338
48,0.392,1705.92566,329.21811,814.40686
49,0.4,1700.16467,325.59366,813.06879
50,0.408,1691.37512,329.69989,813.51813
51,0.417,1683.07959,331.38702,817.08685
52,0.425,1677.8053,331.93619,817.61322
53,0.433,1669.53638,331.32419,818.55536
54,0.442,1662.75098,335.63342,820.36035
55,0.45,1654.76147,337.66949,821.13965
56,0.458,1647.4187,340.11719,824.73151
57,0.467,1638.48401,339.82126,826.58264
58,0.475,1629.73279,343.24008,827.16516
59,0.483,1623.00024,344.54135,828.69318
60,0.492,1615.79858,346.89539,828.97028
61,0.5,1607.71655,351.02496,832.56647
62,0.508,1600.99365,353.40161,834.47229
63,0.517,1594.39563,352.28729,834.76849
64,0.525,1587.09644,353.7128,835.87891
65,0.533,1577.98853,357.75394,836.09778
66,0.542,1570.37769,360.24149,835.74689
67,0.55,1562.78308,361.20453,838.00525
68,0.558,1554.4458,361.93002,839.92499
69,0.567,1548.15491,364.65857,840.59546
70,0.575,1540.73938,367.02988,841.09222
71,0.583,1533.00891,368.87955,842.93835
72,0.592,1525.19397,369.33752,842.9505
73,0.6,1518.12537,370.62018,845.19904
74,0.608,1510.6532,373.42902,846.64075
75,0.617,1501.36255,372.42041,847.40265
76,0.625,1495.10449,373.06967,847.78967
77,0.633,1488.06689,374.71936,847.38599
78,0.642,1481.48022,373.29315,846.91064
79,0.65,1476.03076,373.10614,846.66223
80,0.658,1468.05481,376.31558,849.62256
81,0.667,1462.41614,376.0452,849.85455
82,0.675,1453.86987,375.009,851.67926
83,0.683,1447.46948,371.50516,851.58716
84,0.692,1441.22437,374.70847,852.64209
85,0.7,1434.75269,369.30029,851.58112
86,0.708,1428.2179,370.79117,850.28265
87,0.717,1421.19043,373.23737,851.18591
88,0.725,1415.46338,372.04471,851.30389
89,0.733,1406.97253,369.62674,851.14429
90,0.742,1400.66724,367.61517,851.12372
91,0.75,1396.3689,367.41254,850.55957
92,0.758,1390.89441,365.56802,849.09143
93,0.767,1384.61414,366.74362,848.34937
94,0.775,1377.11609,363.46262,847.82306
95,0.783,1371.12585,363.4408,847.55762
96,0.792,1367.00562,359.09692,846.10529
97,0.8,1361.53821,357.53525,844.75275
98,0.808,1356.69885,355.22824,843.38556
99,0.817,1350.65356,356.89792,843.70892
100,0.825,1343.22937,353.41629,841.24829
101,0.833,1338.09863,349.97925,840.37665
102,0.842,1332.24438,351.12668,840.94781
103,0.85,1328.11548,347.95908,839.50134
104,0.858,1322.922,347.43991,837.00403
105,0.867,1319.45288,341.67078,834.68555
106,0.875,1313.45752,343.36176,834.94153
107,0.883,1308.67444,340.18768,834.35541
108,0.892,1303.94751,340.02948,831.6886
109,0.9,1298.89722,337.05859,830.58081
110,0.908,1289.92859,339.06204,831.12903
111,0.917,1287.07373,331.77713,830.11951
112,0.925,1281.47278,334.85175,828.94623
113,0.933,1278.30481,328.73666,826.42944
114,0.942,1273.72705,329.6575,824.73541
115,0.95,1269.22974,329.16092,824.97919
116,0.958,1264.51489,327.76883,824.58887
117,0.967,1256.96875,329.31137,823.49365
118,0.975,1256.5658,325.03363,821.20367
119,0.983,1251.0835,326.03693,821.68329
120,0.992,1248.98743,318.82608,820.52209
121,1,1244.11316,319.37067,819.8573
122,1.008,1239.88525,316.89499,817.81927
123,1.017,1233.85266,317.96875,819.19885
124,1.025,1229.91736,317.65134,818.28497
125,1.033,1227.28552,314.31168,817.46594
126,1.042,1223.91418,315.28958,818.7663
127,1.05,1219.06519,315.41617,819.17615
128,1.058,1214.8689,312.68985,819.44501
129,1.067,1213.74695,310.5889,819.52734
130,1.075,1209.29834,307.5932,820.19891
131,1.083,1206.77441,306.70258,821.17352
132,1.092,1202.1217,306.82291,823.21942
133,1.1,1198.15308,307.34647,823.96313
134,1.108,1197.11621,305.03461,824.0589
135,1.117,1192.51819,304.64737,824.65002
136,1.125,1187.74854,303.58923,827.70868
137,1.133,1185.64539,302.99835,827.04279
138,1.142,1182.20557,302.66248,828.22815
139,1.15,1179.80249,301.42844,828.69489
140,1.158,1176.29834,301.15338,830.39093
141,1.167,1172.27673,300.78482,830.17938
142,1.175,1169.797,300.76486,830.97308
143,1.183,1167.63196,301.36395,831.3045
144,1.192,1163.80725,298.97147,832.77423
145,1.2,1161.81775,298.87851,832.91772
146,1.208,1156.78516,299.50696,833.41577
147,1.217,1155.50928,299.48682,833.70386
148,1.225,1152.50623,296.56686,834.18616
149,1.233,1149.73425,294.15701,834.73474
150,1.242,1147.11548,295.612,834.35254
151,1.25,1142.70886,297.81564,834.52399
152,1.258,1142.34497,293.3663,833.2088
153,1.267,1139.05188,292.24197,833.75104
154,1.275,1135.42188,293.29785,834.23694
155,1.283,1133.23218,293.73755,833.99573
156,1.292,1129.96863,291.33377,834.10486
157,1.3,1128.99243,290.6532,833.88477
158,1.308,1125.24341,290.28708,833.73401
159,1.317,1123.08618,288.93063,834.04651
160,1.325,1119.67505,289.29172,833.30261
161,1.333,1118.73059,288.37662,831.74072
162,1.342,1114.88379,287.95932,832.19092
163,1.35,1113.33716,283.81274,831.09045
164,1.358,1111.74609,281.62991,830.60718
165,1.367,1107.73352,283.42343,830.89386
166,1.375,1105.81946,281.85901,830.67487
167,1.383,1101.6261,280.50415,830.40588
168,1.392,1101.20862,280.50977,830.39447
169,1.4,1095.78601,281.4379,827.96448
170,1.408,1093.90601,280.70657,828.47491
171,1.417,1091.32446,279.55688,827.79108
172,1.425,1089.74402,279.76563,826.3949
173,1.433,1085.49768,280.81137,826.22949
174,1.442,1082.0459,281.03381,826.23352
175,1.45,1079.63196,279.55399,825.97009
176,1.458,1075.52173,279.78403,825.99719
177,1.467,1072.08948,279.57352,822.63519
178,1.475,1068.87231,282.52371,822.59357
179,1.483,1065.68555,282.86478,822.38538
180,1.492,1060.8396,285.35605,821.61017
181,1.5,1057.85535,284.74341,820.60687
182,1.508,1053.06348,284.30893,819.90424
183,1.517,1048.75439,286.02615,819.23645
184,1.525,1045.81702,286.35013,817.39441
185,1.533,1040.97815,288.12762,816.78448
186,1.542,1036.11621,288.09402,816.32391
187,1.55,1030.59131,289.26596,815.04657
188,1.558,1027.10046,290.57111,813.36859
189,1.567,1021.4928,292.75247,813.32208
190,1.575,1015.09412,294.05389,812.06055
191,1.583,1011.33154,294.43118,810.73505
192,1.592,1006.47681,295.97015,810.22333
193,1.6,1000.21887,297.14346,809.76501
194,1.608,995.1319,298.96988,807.83252
195,1.617,988.83917,301.03607,807.11938
196,1.625,982.68109,302.87225,806.30737
197,1.633,976.71399,304.15042,805.31793
198,1.642,970.36115,305.56555,804.51782
199,1.65,963.18774,308.9353,803.25598
200,1.658,955.76056,309.05936,802.69165
201,1.667,949.77057,312.23669,801.70245
202,1.675,942.37341,313.34326,800.67755
203,1.683,935.22742,314.35434,801.31287
