Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
99,0.817,1527.01782,233.61621,999.18585
100,0.825,1520.11108,232.36877,998.26843
101,0.833,1516.86597,232.30226,997.01483
102,0.842,1510.41748,231.21407,996.8114
103,0.85,1508.71252,231.32547,995.73035
104,0.858,1502.98755,231.15094,994.73499
105,0.867,1498.69849,229.36313,994.40442
106,0.875,1491.61621,228.29787,992.95355
107,0.883,1488.17773,226.62912,992.08038
108,0.892,1482.22681,225.95326,991.10248
109,0.9,1478.73071,226.05408,989.80853
110,0.908,1472.76367,223.39293,988.24567
111,0.917,1467.74072,221.17981,987.83942
112,0.925,1462.56189,220.11308,987.21887
113,0.933,1458.76831,219.23875,986.56775
114,0.942,1455.43738,217.68814,985.31909
115,0.95,1446.16577,214.56902,984.14404
116,0.958,1444.95984,214.44107,983.28534
117,0.967,1441.61292,214.05177,982.37372
118,0.975,1434.02319,211.35623,981.00031
119,0.983,1431.0592,209.44243,981.2605
120,0.992,1425.58374,207.80618,980.22668
121,1,1421.89087,205.57817,979.05554
122,1.008,1414.1792,203.01344,979.1803
123,1.017,1410.35315,201.51497,978.71198
124,1.025,1407.20569,199.73943,979.27777
125,1.033,1399.45459,195.85873,979.40912
126,1.042,1396.70447,195.41426,980.16864
127,1.05,1390.1001,192.92987,981.22375
128,1.058,1385.48938,189.79863,982.48004
129,1.067,1382.27148,188.4165,983.5415
130,1.075,1375.93677,185.88373,984.49835
131,1.083,1373.39124,183.45624,986.34039
132,1.092,1367.53308,183.02585,986.81982
133,1.1,1361.99255,179.3277,988.30444
134,1.108,1358.56787,177.0668,989.58734
135,1.117,1353.75732,175.4566,991.72565
136,1.125,1351.45789,175.64549,993.12708
137,1.133,1347.18958,172.30672,994.89075
138,1.142,1339.47046,169.53966,995.99908
139,1.15,1339.47046,169.53966,995.99908
140,1.158,1333.86731,165.80785,997.51025
141,1.167,1326.59668,162.78499,998.07861
142,1.175,1325.50647,162.41229,998.28571
143,1.183,1319.51953,159.70193,999.73145
144,1.192,1313.54517,156.7178,1000.44659
145,1.2,1313.54517,156.7178,1000.44659
146,1.208,1307.16968,155.83539,1001.01788
147,1.217,1301.61523,153.11804,1001.62708
148,1.225,1298.76428,151.28955,1002.04974
149,1.233,1295.72144,150.15503,1002.5976
150,1.242,1292.75061,148.94041,1002.98889
151,1.25,1287.64807,146.88873,1002.26587
152,1.258,1280.17908,144.26993,1002.74005
153,1.267,1277.80566,143.57745,1002.70996
154,1.275,1274.78735,143.04459,1003.37286
155,1.283,1273.66882,142.66322,1003.58344
156,1.292,1266.87976,140.49277,1003.49207
157,1.3,1264.06274,138.45818,1003.81116
158,1.308,1261.47144,137.04753,1004.44446
159,1.317,1258.27808,136.63928,1005.27887
160,1.325,1256.16931,136.95575,1005.65723
161,1.333,1254.34949,136.64937,1006.10828
162,1.342,1250.23767,134.40588,1006.07819
163,1.35,1245.43127,133.31967,1006.8288
164,1.358,1244.60327,132.37488,1007.30225
165,1.367,1239.99585,130.73149,1006.78412
166,1.375,1235.84326,131.80589,1006.76471
167,1.383,1232.73718,131.18571,1007.72589
168,1.392,1230.18347,130.25705,1007.44165
169,1.4,1224.10925,129.59421,1006.40936
170,1.408,1222.7146,130.04099,1006.60352
171,1.417,1216.62915,129.07239,1005.67615
172,1.425,1212.39966,127.32366,1005.97937
173,1.433,1210.16626,127.72238,1006.37457
174,1.442,1204.14185,126.13708,1004.7995
175,1.45,1200.38916,126.37551,1005.08093
176,1.458,1196.03699,126.39954,1004.05396
177,1.467,1192.86304,126.74011,1004.28766
178,1.475,1187.35107,127.65839,1003.5611
179,1.483,1182.32349,126.15285,1002.94202
180,1.492,1178.32214,127.99081,1002.62952
181,1.5,1174.70068,127.9095,1001.98138
182,1.508,1169.35168,128.8911,1000.97284
183,1.517,1164.87939,128.90001,1001.32227
184,1.525,1158.54468,128.50874,1001.04596
185,1.533,1153.06372,129.78973,999.39996
186,1.542,1149.36902,130.06409,998.80847
187,1.55,1143.0542,130.97594,997.63074
188,1.558,1137.59094,131.21829,996.31049
189,1.567,1131.96338,133.60928,996.66589
190,1.575,1125.3031,133.42029,995.3136
191,1.583,1120.6875,135.72389,993.59357
192,1.592,1115.41846,136.46364,993.06702
193,1.6,1108.37256,137.3895,992.19202
194,1.608,1101.61462,139.01904,990.76385
195,1.617,1096.94592,139.75317,990.43414
196,1.625,1089.0282,140.12413,988.39154
197,1.633,1083.67285,142.77779,987.87079
198,1.642,1076.61462,144.51019,986.24243
199,1.65,1069.146,145.96254,985.32819
200,1.658,1065.28943,148.15105,983.7973
201,1.667,1059.03003,149.08513,983.03156
202,1.675,1051.26208,151.4756,982.34973
203,1.683,1044.42603,153.15671,981.47034
204,1.692,1038.41003,154.69061,980.60706
205,1.7,1031.5575,156.17865,981.42029
206,1.708,1026.83276,158.351,981.05103
207,1.717,1020.38202,159.11963,980.74591
208,1.725,1012.70319,160.28358,983.03937
209,1.733,1007.70892,162.51003,982.68359
210,1.742,999.24811,164.95364,983.99561
211,1.75,993.02167,167.19702,984.34296
212,1.758,986.74976,169.33781,984.96466
213,1.767,981.14642,170.55644,986.34137
214,1.775,975.61499,173.78995,987.54291
215,1.783,967.02991,175.12495,989.26624
216,1.792,963.15082,177.28229,989.32971
217,1.8,954.58514,179.43657,991.47015
218,1.808,949.92578,182.27568,991.49542
219,1.817,941.46509,184.30182,993.35284
220,1.825,935.09302,187.04143,994.18506
221,1.833,928.35773,189.0143,995.54907
222,1.842,920.43347,190.85239,996.35199
223,1.85,916.81049,193.1062,997.36377
224,1.858,907.9104,196.07747,997.97681
225,1.867,905.12018,199.94984,998.53906
226,1.875,897.50946,202.63606,999.83472
227,1.883,891.38928,206.03854,1000.05511
228,1.892,884.31244,206.65654,1000.92615
229,1.9,877.2356,208.87007,1000.38361
230,1.908,870.12579,212.55887,1000.49188
231,1.917,863.2392,214.84312,1001.58057
232,1.925,856.41998,216.41313,1000.02716
233,1.933,847.97266,218.69876,1000.80273
234,1.942,842.7702,220.86606,1000.25171
235,1.95,835.37518,221.55159,999.73352
236,1.958,830.84851,225.10999,1000.08313
237,1.967,821.7757,225.53081,999.67371
238,1.975,814.61755,227.386,999.89832
239,1.983,809.91437,230.03612,999.81879
240,1.992,798.3512,229.30598,999.97113
241,2,792.00061,229.75696,999.81006
242,2.008,785.55029,230.62799,1000.19037
243,2.017,779.13666,233.73506,1000.33862
244,2.025,772.16608,232.62198,999.43579
245,2.033,772.35193,237.35297,999.5415
246,2.042,763.47565,237.33678,1000.44116
247,2.05,763.10919,239.01157,1000.81555
248,2.058,755.31,240.25572,1000.23279
249,2.067,750.77789,240.30455,999.44769
250,2.075,743.21393,240.58986,998.75146
251,2.083,736.40918,241.14471,999.2572
252,2.092,733.22131,242.15472,998.91425
253,2.1,726.12775,241.75729,998.27551
254,2.108,723.79407,243.74655,997.58197
255,2.117,714.27271,241.27042,996.74841
256,2.125,707.98743,241.84151,997.49683
257,2.133,704.1601,242.85695,996.90631
258,2.142,701.27527,242.36075,996.82623
259,2.15,692.71716,241.47627,994.00684
260,2.158,691.30371,242.85695,994.89545
261,2.167,685.77216,241.56776,994.93964
262,2.175,681.02863,241.62813,994.08148
263,2.183,672.42603,240.7843,992.48517
264,2.192,669.74463,241.02724,991.6593
265,2.2,666.88556,241.44374,991.42023
266,2.208,659.75714,239.39619,990.21161
267,2.217,653.92371,239.6042,988.79047
268,2.225,650.35126,239.29137,988.43903
269,2.233,647.6402,239.53476,987.60571
270,2.242,636.57678,236.38609,985.17218
271,2.25,634.1015,237.33067,986.55798
272,2.258,631.36743,237.5735,985.7193
273,2.267,626.35602,236.41718,983.52179
274,2.275,621.59418,235.40091,983.14795
275,2.283,617.18311,235.61322,982.59918
276,2.292,612.70746,235.66792,982.20728
277,2.3,607.93927,234.65677,981.83203
278,2.308,603.64001,232.0179,979.79742
279,2.317,598.91864,231.72198,978.38922
280,2.325,593.73535,230.29442,978.47626
281,2.333,589.64777,228.47688,977.67358
282,2.342,584.26788,228.25844,977.57263
283,2.35,580.01233,228.08176,976.99237
284,2.358,575.53326,225.51535,977.37256
285,2.367,570.74567,225.71422,975.97845
286,2.375,566.0993,223.99347,974.29803
287,2.383,561.19501,222.35027,973.93365
288,2.392,556.58221,222.14369,973.56354
289,2.4,548.74158,218.56992,974.14667
290,2.408,543.00989,217.09756,973.08099
291,2.417,538.67975,214.63747,972.79926
292,2.425,533.67395,213.40523,973.68024
293,2.433,528.84741,211.55217,973.5271
294,2.442,524.31183,209.70207,974.28387
295,2.45,517.54767,207.18869,975.35498
296,2.458,513.19141,205.12802,976.11633
297,2.467,507.53348,203.487,977.99835
298,2.475,501.38101,200.65173,979.26587
299,2.483,498.84131,199.89586,980.25854
300,2.492,493.63632,197.91016,982.98602
301,2.5,485.70248,195.02156,983.93372
302,2.508,482.57169,193.31798,984.20892
303,2.517,477.48734,192.46066,986.20905
304,2.525,472.48032,190.02301,987.46588
305,2.533,468.63321,188.11284,988.22174
306,2.542,462.55933,185.94,989.64685
307,2.55,459.65601,183.90572,991.40875
308,2.558,456.40692,182.72705,992.44574
309,2.567,450.39136,180.99472,992.75177
310,2.575,445.01599,179.2614,994.59253
311,2.583,441.14923,177.29593,994.93091
312,2.592,436.55804,175.37642,995.2735
313,2.6,430.05823,172.8786,994.67413
314,2.608,427.03867,172.65973,996.44653
315,2.617,422.49335,169.68042,996.94672
316,2.625,419.81238,168.88629,997.08075
317,2.633,414.85641,167.444,996.97803
318,2.642,411.26584,165.42421,996.81
319,2.65,401.94748,163.63829,997.95911
320,2.658,397.76529,161.66563,997.27264
321,2.667,396.72757,162.28191,999.0506
322,2.675,392.5379,161.16963,998.95203
323,2.683,388.46411,159.57184,999.60944
324,2.692,385.4632,158.90181,1000.91034
325,2.7,380.8829,156.4556,1000.58331
326,2.708,383.89572,155.79454,1001.36853
327,2.717,379.49496,154.95905,1002.81299
328,2.725,376.29984,153.17468,1002.51385
329,2.733,371.36838,153.51662,1002.68744
330,2.742,367.89844,152.35025,1003.55054
331,2.75,365.48972,152.32872,1003.58594
332,2.758,360.26157,150.65581,1004.23193
333,2.767,358.37146,149.75879,1004.50452
334,2.775,354.09497,147.71864,1005.32446
335,2.783,348.42877,148.15663,1005.07581
336,2.792,346.47504,147.44441,1005.23395
337,2.8,342.33908,147.21635,1006.13031
338,2.808,335.47189,147.06671,1005.3006
339,2.817,334.65921,146.17484,1005.63708
340,2.825,328.56415,145.24638,1004.92236
341,2.833,327.59894,144.6588,1005.19763
342,2.842,322.50598,143.85359,1004.81433
343,2.85,317.02496,145.76752,1004.23218
344,2.858,312.67883,143.82458,1004.0658
345,2.867,309.22324,144.63791,1003.9964
346,2.875,300.03241,144.85297,1003.32892
347,2.883,296.20428,145.6628,1003.51294
348,2.892,290.0412,145.76213,1003.15503
349,2.9,287.34164,145.08328,1002.86975
350,2.908,281.9375,146.09447,1002.17114
351,2.917,277.12607,146.71991,1001.27521
352,2.925,272.17972,148.05412,1001.83978
353,2.933,266.23767,148.95636,1001.23785
354,2.942,262.29456,147.95546,1000.92706
355,2.95,262.24533,150.07957,999.49457
356,2.958,257.04584,149.44662,1000.26068
357,2.967,251.33272,150.27347,998.57013
358,2.975,246.49336,152.04529,998.284
359,2.983,241.57556,152.80635,997.76831
360,2.992,235.5428,153.53397,995.98773
361,3,228.93185,155.36606,995.78577
362,3.008,225.27406,156.78525,995.09064
363,3.017,215.84099,158.49956,994.18231
364,3.025,213.51656,158.56804,991.5675
365,3.033,204.83553,162.10542,991.97028
366,3.042,200.33524,161.59967,990.74524
367,3.05,192.73061,163.93808,988.02234
368,3.058,187.76625,165.73965,987.72174
369,3.067,182.79431,166.76947,985.8761
370,3.075,174.17386,169.43587,984.36987
371,3.083,170.21986,171.45959,982.95795
372,3.092,163.33582,173.02377,981.36566
373,3.1,156.38448,174.44704,980.1781
374,3.108,151.27382,175.24948,979.63464
375,3.117,143.16974,177.82253,978.45288
376,3.125,137.37988,181.41255,979.39148
377,3.133,131.32805,181.19759,978.22235
378,3.142,125.20965,185.15208,978.01202
379,3.15,117.63728,185.84995,978.04492
380,3.158,112.5168,186.85391,979.21808
381,3.167,104.47218,190.46019,978.828
382,3.175,100.31933,189.91144,978.74847
383,3.183,92.75233,192.86232,979.65015
384,3.192,85.33562,194.52237,980.71124
385,3.2,80.31024,196.49371,981.03186
386,3.208,75.20726,199.62228,981.7785
387,3.217,68.05949,201.77464,982.11505
388,3.225,62.01549,202.89853,983.94543
389,3.233,55.61667,205.54848,984.15344
390,3.242,49.25778,206.6032,985.12646
391,3.25,44.82348,209.13072,987.17169
392,3.258,39.10902,212.07161,987.51233
393,3.267,31.54334,213.16728,989.67926
394,3.275,26.84553,215.21594,990.01062
395,3.283,20.87373,216.83992,989.61615
396,3.292,13.0058,220.52899,991.52942
397,3.3,7.15573,222.25734,990.82556
398,3.308,0.14236,223.07124,990.31378
399,3.317,-6.02419,226.62206,992.04938
400,3.325,-11.03997,227.02934,991.97968
401,3.333,-20.01848,228.33736,992.03424
402,3.342,-26.06091,231.12189,993.00702
403,3.35,-31.59484,232.64267,992.39099
404,3.358,-38.45753,234.4187,992.53558
405,3.367,-43.29601,238.42772,992.33044
406,3.375,-49.76851,239.0592,991.90393
407,3.383,-58.30679,240.45049,993.58551
408,3.392,-61.54598,240.89233,992.86365
409,3.4,-69.33018,243.59738,990.90283
410,3.408,-74.53338,242.92285,992.57941
411,3.417,-80.08936,246.57899,993.21545
412,3.425,-85.09057,247.7677,993.43805
413,3.433,-91.46539,248.43477,993.1759
414,3.442,-95.4324,250.36525,992.98578
415,3.45,-103.31733,250.41782,994.48859
416,3.458,-107.49435,252.29189,994.76715
417,3.467,-113.49378,251.84663,994.77179
418,3.475,-118.4846,254.92999,994.54779
419,3.483,-122.7204,255.92258,995.75012
420,3.492,-127.34063,257.07541,995.9151
421,3.5,-133.94289,258.51324,996.00519
422,3.508,-137.88124,258.52917,995.37177
423,3.517,-143.62708,256.96295,995.99683
424,3.525,-149.09967,260.59485,996.00671
425,3.533,-153.84712,259.50928,996.18689
426,3.542,-160.20959,259.61612,994.93201
427,3.55,-164.89851,259.9119,994.62415
428,3.558,-170.22978,260.70374,994.89215
429,3.567,-173.63188,261.35144,994.19946
430,3.575,-178.68906,260.19528,994.52551
431,3.583,-183.49683,262.31723,993.86896
432,3.592,-191.32674,262.17258,991.49939
433,3.6,-196.04964,261.1044,991.31128
434,3.608,-199.61406,261.02756,991.02271
435,3.617,-204.37361,260.58908,990.9386
436,3.625,-208.70908,261.40427,990.83154
437,3.633,-216.04897,260.66739,990.78174
438,3.642,-222.97243,259.90143,988.22668
439,3.65,-226.21053,259.1546,987.7489
440,3.658,-230.30078,258.19809,986.88855
441,3.667,-235.45956,257.79327,986.88531
442,3.675,-241.80789,255.7383,985.77728
443,3.683,-246.33255,254.59808,983.87549
444,3.692,-249.42435,255.9735,982.07001
445,3.7,-254.42548,257.32266,982.21344
446,3.708,-259.78452,256.93399,982.13348
447,3.717,-264.23712,255.86761,981.00336
448,3.725,-269.04037,254.25453,978.6568
449,3.733,-272.78497,253.38994,977.84296
450,3.742,-278.34912,253.70546,977.98737
451,3.75,-283.94125,252.29253,976.78027
452,3.758,-290.2644,248.66559,975.27106
453,3.767,-294.03131,247.19556,974.24744
454,3.775,-299.47568,246.79289,974.16248
455,3.783,-303.81482,246.73653,974.146
456,3.792,-309.11588,245.62236,973.83246
457,3.8,-315.35031,243.60719,970.79578
458,3.808,-319.91312,241.11768,969.48047
459,3.817,-325.83588,238.67447,968.98462
460,3.825,-330.37653,239.32841,969.19611
461,3.833,-335.36127,238.0952,968.29852
462,3.842,-340.63983,238.79344,967.26007
463,3.85,-344.97131,235.32573,964.73706
464,3.858,-351.69702,231.89938,964.99066
465,3.867,-357.56436,231.24988,967.32416
466,3.875,-363.85526,228.74651,967.25641
467,3.883,-369.28586,227.81357,967.26489
468,3.892,-374.75183,226.66872,966.94458
469,3.9,-381.40622,223.31187,969.98303
470,3.908,-383.6951,223.2616,970.49585
471,3.917,-389.67645,221.27991,970.77246
472,3.925,-394.36639,218.72299,970.77112
473,3.933,-399.40912,217.69998,974.84937
474,3.942,-405.94339,214.69865,976.27863
475,3.95,-409.52078,214.15013,976.20532
476,3.958,-414.50076,212.97867,976.05511
477,3.967,-418.20889,211.90388,977.86603
478,3.975,-423.84518,210.31229,979.67145
479,3.983,-429.19028,206.38608,980.64032
480,3.992,-434.51071,205.83835,981.5921
481,4,-439.08209,202.19096,982.56573
482,4.008,-442.13351,201.64203,985.3407
483,4.017,-448.28894,199.05336,986.27307
484,4.025,-452.70728,196.64439,986.71136
485,4.033,-456.71872,194.89981,987.55933
486,4.042,-462.8306,194.03082,987.64191
487,4.05,-467.62561,191.2545,987.87329
488,4.058,-471.90329,191.07256,987.72607
489,4.067,-476.0528,188.95615,988.79694
490,4.075,-479.55838,187.68533,989.29529
491,4.083,-486.16272,185.72185,990.06989
492,4.092,-488.37955,185.94923,989.76752
493,4.1,-492.56891,184.35165,990.16101
494,4.108,-497.35333,183.75104,990.03546
495,4.117,-500.37619,182.81216,989.97174
496,4.125,-504.52493,180.32777,990.28943
497,4.133,-508.76392,179.10541,991.20807
498,4.142,-512.51453,179.17451,992.41461
499,4.15,-514.77924,178.60582,992.71564
500,4.158,-519.49396,177.7621,993.79175
501,4.167,-520.591,176.45049,994.36932
502,4.175,-525.18994,176.18591,993.99969
503,4.183,-528.80975,175.72539,994.31854
504,4.192,-532.88184,177.38412,996.37341
505,4.2,-535.45428,177.33595,995.94238
506,4.208,-539.88202,175.59085,995.93622
507,4.217,-545.12018,174.9472,995.88959
508,4.225,-548.79431,174.43861,996.17249
509,4.233,-551.16345,174.67329,995.60419
510,4.242,-554.3725,174.37398,994.87616
511,4.25,-558.72583,171.88171,995.30237
512,4.258,-563.7016,171.77814,995.72516
513,4.267,-569.22015,170.84003,995.60852
514,4.275,-569.48981,169.28087,993.44672
515,4.283,-576.31879,169.4619,994.24518
516,4.292,-581.54663,170.38707,992.98102
517,4.3,-584.61957,171.16322,992.3363
518,4.308,-588.05701,170.68286,992.29755
519,4.317,-592.95789,170.9949,991.80847
520,4.325,-599.22937,169.77444,992.04486
521,4.333,-600.04041,170.00906,991.31525
522,4.342,-604.13025,174.99596,991.94983
523,4.35,-610.03943,174.12769,991.79565
524,4.358,-615.28674,175.50711,988.72052
525,4.367,-616.22888,175.21516,989.00208
526,4.375,-622.99554,175.44157,988.60718
527,4.383,-628.07404,175.23941,987.92041
528,4.392,-632.07104,175.87498,987.57068
529,4.4,-638.80756,178.04636,985.99158
530,4.408,-640.88104,176.94342,986.29041
531,4.417,-645.06482,177.62311,984.59027
532,4.425,-651.07281,178.40346,984.43671
533,4.433,-656.51208,180.24596,983.5542
534,4.442,-661.90179,180.32893,983.28662
535,4.45,-663.95654,179.72089,982.66547
536,4.458,-670.64777,183.45053,982.05255
537,4.467,-679.59149,183.69141,980.34296
538,4.475,-684.13916,185.04234,978.8327
539,4.483,-685.52386,185.50754,975.76007
540,4.492,-695.64264,188.22008,977.42798
541,4.5,-701.0603,189.32185,976.58972
542,4.508,-706.88904,191.68637,975.06476
543,4.517,-710.70313,191.59435,973.52618
544,4.525,-718.21704,193.87889,972.19928
545,4.533,-723.1911,195.5648,972.49225
546,4.542,-728.08826,198.26474,971.89978
547,4.55,-734.56689,197.93411,971.75885
548,4.558,-739.4649,199.35342,970.87463
549,4.567,-746.18915,199.78957,971.68524
550,4.575,-750.82745,202.854,970.95007
551,4.583,-756.58801,204.20712,970.98279
552,4.592,-762.37659,207.01434,970.87653
553,4.6,-767.99841,206.63643,971.87286
554,4.608,-773.26105,208.12517,972.55536
555,4.617,-779.89661,210.09575,973.77826
556,4.625,-783.81958,212.65575,975.16785
557,4.633,-789.60846,214.69052,975.87299
558,4.642,-794.28699,213.43309,976.43384
559,4.65,-798.39233,215.37524,977.5116
560,4.658,-807.40747,221.08118,980.23853
561,4.667,-809.87354,221.37657,981.32104
562,4.675,-816.94391,223.76933,981.71478
563,4.683,-821.66528,226.07623,981.64935
