Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,1947.45007,267.91867,863.12988
2,0.008,1944.172,268.25867,862.82239
3,0.017,1941.1416,268.5365,862.30835
4,0.025,1939.51453,270.40265,860.79987
5,0.033,1937.38782,269.97528,860.76501
6,0.042,1931.86047,270.53329,859.94263
7,0.05,1931.74353,270.63492,859.89374
8,0.058,1929.55615,270.18506,859.92108
9,0.067,1924.82654,272.98407,858.24811
10,0.075,1922.7373,272.62097,858.27698
11,0.083,1917.375,272.67944,856.94501
12,0.092,1915.74536,273.9986,856.55975
13,0.1,1912.97681,273.85855,854.65674
14,0.108,1907.9187,276.36478,855.35199
15,0.117,1905.2146,275.97574,854.48315
16,0.125,1901.59558,276.80679,853.72638
17,0.133,1898.69336,277.36652,852.81799
18,0.142,1891.90601,278.04865,851.45685
19,0.15,1889.82727,279.83948,851.45819
20,0.158,1884.0188,280.2309,851.35126
21,0.167,1879.77966,281.67807,850.16534
22,0.175,1875.27722,283.34442,850.06152
23,0.183,1871.69202,283.83484,849.43243
24,0.192,1865.68823,284.8176,848.99463
25,0.2,1860.02417,285.89368,848.28864
26,0.208,1855.60681,287.52875,847.7937
27,0.217,1849.71008,289.35648,846.94482
28,0.225,1845.19336,290.13989,847.06641
29,0.233,1839.28931,291.27133,845.49622
30,0.242,1834.36536,293.50214,844.521
31,0.25,1827.56262,295.69049,842.3302
32,0.258,1822.85046,295.55341,842.90698
33,0.267,1817.49988,296.96701,842.09955
34,0.275,1810.7157,298.25629,841.427
35,0.283,1803.48083,300.21417,841.30286
36,0.292,1799.13513,301.59857,840.49542
37,0.3,1791.76025,303.51468,841.25018
38,0.308,1784.91223,304.6915,841.09692
39,0.317,1777.93823,305.31396,841.8725
40,0.325,1772.6178,306.79282,841.82233
41,0.333,1766.53442,307.65976,841.44702
42,0.342,1759.73914,309.19037,841.82391
43,0.35,1750.99475,309.32114,841.05969
44,0.358,1744.12585,311.75284,841.58344
45,0.367,1736.81689,314.52307,844.37604
46,0.375,1731.73059,315.51892,844.98248
47,0.383,1725.53149,316.18484,844.94293
48,0.392,1717.74182,317.61014,846.0968
49,0.4,1709.45801,319.85229,848.16028
50,0.408,1703.48425,321.62613,848.69305
51,0.417,1695.41333,322.147,849.66541
52,0.425,1688.91089,324.7616,851.16449
53,0.433,1680.57056,326.82202,852.76984
54,0.442,1673.81677,328.35855,854.21271
55,0.45,1666.06372,330.09244,854.56329
56,0.458,1658.51379,332.31335,857.47736
57,0.467,1650.56104,334.83057,858.48138
58,0.475,1643.578,336.10635,859.01593
59,0.483,1636.42603,337.99731,861.49121
60,0.492,1628.49219,340.55026,862.50824
61,0.5,1620.66016,343.63034,863.69299
62,0.508,1613.76648,344.10898,864.80444
63,0.517,1606.41357,346.14166,866.12067
64,0.525,1598.54688,347.86761,867.5824
65,0.533,1591.25732,350.70462,868.4566
66,0.542,1583.98438,352.68555,869.30695
67,0.55,1575.36902,353.41049,870.93121
68,0.558,1568.04639,356.04791,871.33826
69,0.567,1561.55298,356.85059,872.59991
70,0.575,1555.4989,358.55362,873.34845
71,0.583,1548.31604,359.46176,873.87177
72,0.592,1541.29578,359.38556,874.20135
73,0.6,1532.60559,362.28464,876.14563
74,0.608,1525.22229,363.29153,878.04071
75,0.617,1518.02173,363.63626,878.10419
76,0.625,1511.05457,363.94995,877.98718
77,0.633,1504.55408,366.0885,878.63818
78,0.642,1497.90503,366.72244,878.77002
79,0.65,1491.22693,366.2811,880.2406
80,0.658,1483.79553,367.23975,880.83026
81,0.667,1476.02612,367.26776,881.52423
82,0.675,1469.55615,367.4473,881.51276
83,0.683,1464.19617,365.72632,881.01837
84,0.692,1457.23047,365.49371,881.88904
85,0.7,1449.52368,364.88028,881.6394
86,0.708,1444.10791,364.44867,882.79474
87,0.717,1437.88574,364.59802,882.93488
88,0.725,1430.95972,364.6438,882.93488
89,0.733,1425.74756,362.99014,882.10486
90,0.742,1417.81274,362.18991,881.21661
91,0.75,1411.56384,361.74072,880.9079
92,0.758,1406.62866,360.14648,881.02808
93,0.767,1399.81213,358.96228,880.22272
94,0.775,1395.10205,356.84579,880.27716
95,0.783,1388.36755,356.49298,878.74902
96,0.792,1383.10022,353.71338,877.64514
97,0.8,1376.04822,353.99899,876.65326
98,0.808,1371.55127,351.28287,875.46631
99,0.817,1365.73694,351.07059,875.5459
100,0.825,1360.59668,349.13681,873.37457
101,0.833,1355.37122,348.2287,871.45721
102,0.842,1350.83325,345.72247,870.43597
103,0.85,1344.15747,344.79422,869.88892
104,0.858,1339.39258,342.29477,869.13843
105,0.867,1334.17944,341.74747,868.25018
106,0.875,1328.24133,339.72632,866.52002
107,0.883,1323.25562,337.02423,865.49115
108,0.892,1318.88159,336.42282,864.87189
109,0.9,1313.49292,335.36267,864.10382
110,0.908,1308.8678,333.19345,861.30566
111,0.917,1305.27502,330.04199,860.31763
112,0.925,1298.92908,329.55063,859.3324
113,0.933,1294.5575,328.78036,859.04712
114,0.942,1289.89111,327.47607,858.33948
115,0.95,1285.09961,324.59824,857.12103
116,0.958,1280.87195,322.92621,856.46594
117,0.967,1276.70984,322.79068,854.81464
118,0.975,1271.87817,321.62946,854.19873
119,0.983,1266.77881,320.02902,853.6355
120,0.992,1262.60132,319.90942,851.71191
121,1,1258.91956,316.50217,851.64044
122,1.008,1254.27551,316.00211,850.96289
123,1.017,1251.3645,315.483,850.06854
124,1.025,1246.66089,314.08264,850.6452
125,1.033,1242.77942,312.69495,850.73383
126,1.042,1238.73096,310.83469,851.2467
127,1.05,1235.91199,309.34341,850.92719
128,1.058,1231.5769,307.6846,850.96246
129,1.067,1227.28552,307.79181,852.52399
130,1.075,1224.38782,304.38214,852.69482
131,1.083,1220.5,303.35907,853.05505
132,1.092,1216.88269,303.30121,853.32037
133,1.1,1213.86792,302.31052,856.28174
134,1.108,1209.66309,300.79761,857.13538
135,1.117,1206.92224,300.91074,857.73065
136,1.125,1203.93542,298.19363,857.90771
137,1.133,1200.17078,296.55194,859.05817
138,1.142,1197.46167,296.47614,859.98395
139,1.15,1193.84753,295.54257,861.26251
140,1.158,1190.13586,294.59348,862.74323
141,1.167,1186.83362,294.37936,863.534
142,1.175,1184.23975,293.20441,863.50342
143,1.183,1180.87512,292.01883,864.46472
144,1.192,1178.63647,291.67923,865.20392
145,1.2,1175.71948,292.29141,866.0979
146,1.208,1171.49121,291.29987,866.87988
147,1.217,1168.88696,289.65414,866.33478
148,1.225,1166.57947,290.45395,866.3988
149,1.233,1162.9585,290.66287,867.12238
150,1.242,1161.11804,289.15228,866.85638
151,1.25,1157.45068,288.06747,866.74463
152,1.258,1153.81226,287.76559,866.09015
153,1.267,1152.12671,287.59171,866.39105
154,1.275,1148.77856,284.85913,865.99121
155,1.283,1147.01233,284.63089,866.27905
156,1.292,1143.49719,284.14069,866.07104
157,1.3,1141.97766,283.88187,866.27881
158,1.308,1137.91687,282.34454,865.72119
159,1.317,1135.15442,281.35867,865.61206
160,1.325,1133.57422,279.76193,865.7077
161,1.333,1129.76184,279.12238,865.06183
162,1.342,1128.28186,278.72644,865.38104
163,1.35,1124.46533,277.3649,865.40906
164,1.358,1122.69885,276.53104,864.9259
165,1.367,1119.86133,276.51892,864.25586
166,1.375,1117.71912,275.67419,863.81104
167,1.383,1114.66016,275.754,864.09515
168,1.392,1110.84961,274.8772,863.65515
169,1.4,1108.71021,273.04874,862.9422
170,1.408,1105.93335,272.94995,862.19775
171,1.417,1102.74622,273.3215,861.43127
172,1.425,1100.19629,273.01724,861.52179
173,1.433,1096.82239,273.09778,860.68158
174,1.442,1093.9635,272.9184,859.83142
175,1.45,1090.17029,272.59262,859.32245
176,1.458,1087.39856,273.13129,858.41168
177,1.467,1082.98608,273.59161,858.48328
178,1.475,1079.75293,273.04572,857.03522
179,1.483,1074.65405,273.51514,856.2334
180,1.492,1072.18237,275.24927,855.89221
181,1.5,1069.03113,277.25531,855.59314
182,1.508,1064.22046,277.35941,854.66742
183,1.517,1059.70862,278.47888,853.2796
184,1.525,1055.21741,278.72485,852.09113
185,1.533,1051.67029,279.50702,851.68121
186,1.542,1047.21912,280.91467,850.76782
187,1.55,1041.23987,281.73068,849.94342
188,1.558,1036.97217,282.58737,849.13464
189,1.567,1031.78406,284.10339,847.97955
190,1.575,1026.76709,285.92368,847.08813
191,1.583,1021.51727,286.82425,846.15356
192,1.592,1015.55536,288.36261,845.1629
193,1.6,1009.97839,288.98206,844.35516
194,1.608,1003.47144,290.31458,842.68182
195,1.617,998.06439,291.38202,841.87836
196,1.625,992.39136,294.41617,841.29541
197,1.633,984.86829,295.21283,840.09961
198,1.642,979.44104,296.78949,839.00323
199,1.65,972.8653,299.3533,838.8725
200,1.658,966.17694,301.77643,837.98309
201,1.667,959.83911,302.26074,837.24908
202,1.675,953.21252,303.75659,836.84888
203,1.683,946.2453,305.17453,835.9104
204,1.692,938.46198,306.0582,836.0481
205,1.7,931.53461,307.79141,836.25012
206,1.708,924.02191,310.53491,836.92694
207,1.717,916.74237,311.14365,837.17133
208,1.725,909.19861,312.47577,837.47504
209,1.733,901.63354,313.90741,837.73779
210,1.742,893.7179,314.32709,838.7608
211,1.75,886.63501,317.19415,839.62964
212,1.758,879.53381,319.25623,841.33142
213,1.767,870.51935,319.91821,842.46399
214,1.775,863.93494,321.01001,843.20239
215,1.783,855.48651,321.94299,845.03497
216,1.792,846.75018,323.46783,846.88531
217,1.8,839.3562,325.65369,848.55231
218,1.808,831.37079,327.30225,850.25391
219,1.817,823.56427,329.42398,852.09174
220,1.825,815.56903,329.293,853.24048
221,1.833,807.27655,330.73438,854.70099
222,1.842,799.17163,333.3443,855.30927
223,1.85,791.07849,335.5643,857.71564
224,1.858,783.60675,336.38889,858.96368
225,1.867,775.23737,337.55765,860.31824
226,1.875,766.78448,339.59253,860.74841
227,1.883,758.75763,342.74744,862.04395
228,1.892,749.89679,343.79047,863.0199
229,1.9,742.87665,345.38828,863.51202
230,1.908,734.45374,348.3093,865.06873
231,1.917,726.24377,349.08328,865.38196
232,1.925,719.02893,351.465,865.77618
233,1.933,710.82642,351.95175,865.87646
234,1.942,702.67426,354.6907,866.62463
235,1.95,694.72382,353.71832,866.85175
236,1.958,687.64441,356.45517,867.73737
237,1.967,679.24213,356.56613,867.77368
238,1.975,672.52673,359.09219,868.34888
239,1.983,664.68817,359.0853,869.0246
240,1.992,656.99872,360.10815,869.24036
241,2,648.73126,359.98334,869.50977
242,2.008,643.35541,360.74829,869.98792
243,2.017,634.65692,360.09088,870.10278
244,2.025,627.08728,361.48676,870.52283
245,2.033,620.73553,360.72708,870.81506
246,2.042,613.44684,361.30676,871.12225
247,2.05,607.75134,360.8364,871.19867
248,2.058,599.54425,360.69467,871.13708
249,2.067,592.12347,359.65143,871.22089
250,2.075,585.90039,357.90079,871.20178
251,2.083,578.98059,358.16852,871.68817
252,2.092,572.62036,357.05881,871.13733
253,2.1,567.09106,357.0416,871.55298
254,2.108,559.849,356.3389,871.39081
255,2.117,554.16455,356.31754,871.073
256,2.125,547.76538,354.24149,871.07312
257,2.133,541.1662,352.15695,870.54608
258,2.142,535.66406,352.58115,870.1084
259,2.15,530.16119,351.24536,870.00537
260,2.158,523.63159,350.50995,868.79407
261,2.167,518.03278,350.40988,868.81287
262,2.175,512.88403,348.72415,868.02319
