Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
140,1.158,1314.50586,-43.52891,1385.02502
141,1.167,1309.39722,-46.51636,1385.29163
142,1.175,1304.01721,-48.77979,1386.94104
143,1.183,1299.3927,-49.65784,1387.07092
144,1.192,1293.0614,-50.6952,1387.77197
145,1.2,1288.75208,-52.91406,1388.29382
146,1.208,1282.18884,-53.43685,1389.505
147,1.217,1277.87634,-55.04787,1389.4054
148,1.225,1272.77332,-57.10897,1389.18689
149,1.233,1267.02917,-58.12284,1390.66919
150,1.242,1262.23999,-58.50497,1391.21399
151,1.25,1256.95886,-60.39436,1389.96545
152,1.258,1251.88049,-60.69758,1391.67371
153,1.267,1246.6958,-62.48204,1391.59387
154,1.275,1241.93103,-62.90149,1392.46838
155,1.283,1236.3208,-64.0617,1392.07361
156,1.292,1231.24902,-65.56855,1392.1123
157,1.3,1224.24207,-65.4325,1392.86255
158,1.308,1220.79126,-66.45071,1393.59875
159,1.317,1214.88391,-66.35729,1393.89551
160,1.325,1210.495,-67.61111,1393.48218
161,1.333,1204.75598,-68.11564,1394.57642
162,1.342,1200.40576,-69.64787,1393.95935
163,1.35,1195.4248,-70.08373,1394.0874
164,1.358,1189.57971,-69.94521,1394.09607
165,1.367,1185.10071,-71.2487,1394.39856
166,1.375,1180.07642,-71.44978,1394.65137
167,1.383,1176.24524,-72.12976,1393.50769
168,1.392,1169.78931,-72.58102,1393.54456
169,1.4,1165.66602,-72.26939,1394.40576
170,1.408,1160.40247,-72.15417,1394.62317
171,1.417,1153.6554,-71.90864,1393.80029
172,1.425,1150.67053,-72.81792,1393.05872
173,1.433,1145.34766,-71.61571,1393.04761
174,1.442,1141.24133,-72.8065,1392.41467
175,1.45,1135.55115,-71.77802,1391.69861
176,1.458,1130.34033,-70.5444,1391.09509
177,1.467,1125.46436,-71.38263,1391.97791
178,1.475,1120.59412,-70.84699,1391.11731
179,1.483,1115.09631,-69.69413,1391.29431
180,1.492,1108.70471,-68.94353,1390.12903
181,1.5,1105.17126,-70.59644,1389.58142
182,1.508,1100.21191,-68.54689,1389.37
183,1.517,1093.89343,-67.52137,1388.1814
184,1.525,1088.92798,-66.32236,1387.53015
185,1.533,1084.46338,-67.66899,1386.95776
186,1.542,1078.34094,-65.77266,1386.37915
187,1.55,1073.78137,-64.09175,1385.74353
188,1.558,1067.95264,-63.42572,1384.42725
189,1.567,1063.53235,-62.27887,1383.87305
190,1.575,1057.98108,-61.55069,1383.1311
191,1.583,1053.13416,-60.37737,1381.73547
192,1.592,1047.3623,-58.44292,1381.14001
193,1.6,1041.60596,-57.06586,1379.84424
194,1.608,1036.80811,-55.64412,1379.29724
195,1.617,1031.09607,-54.43851,1378.19299
196,1.625,1026.56287,-52.62855,1377.6106
197,1.633,1021.82129,-51.50809,1377.59668
198,1.642,1015.5036,-50.77537,1375.56128
199,1.65,1010.38281,-48.71234,1375.09143
200,1.658,1005.82324,-46.81283,1374.59094
201,1.667,999.45593,-45.10123,1373.70544
202,1.675,993.49872,-43.81026,1372.9447
203,1.683,987.72595,-41.79593,1373.01379
204,1.692,982.02063,-40.48782,1372.60474
205,1.7,975.53821,-39.19638,1373.22021
206,1.708,970.44128,-36.72796,1373.37146
207,1.717,965.01343,-34.76333,1373.64087
208,1.725,959.83612,-32.56441,1373.01367
209,1.733,953.53619,-31.62381,1374.79114
210,1.742,947.94434,-30.67091,1374.89233
211,1.75,942.26025,-28.15381,1375.27979
212,1.758,937.69769,-26.75508,1376.50732
213,1.767,932.69568,-24.75517,1377.03943
214,1.775,929.06189,-23.22392,1378.66064
215,1.783,922.39545,-21.68381,1379.25598
216,1.792,917.25793,-20.24002,1381.02124
217,1.8,911.00952,-17.9097,1381.54639
218,1.808,905.66974,-15.79211,1381.86279
219,1.817,901.4447,-12.91632,1384.36292
220,1.825,896.13226,-11.22071,1384.33276
221,1.833,890.97034,-10.67438,1385.30823
222,1.842,885.38538,-7.72067,1387.22168
223,1.85,879.83429,-5.6752,1387.35669
224,1.858,874.35132,-2.76553,1388.25903
225,1.867,871.03101,-3.31365,1387.8988
226,1.875,865.0849,-0.50913,1388.16943
227,1.883,859.27948,1.99403,1388.8241
228,1.892,853.76801,3.96833,1389.57056
229,1.9,848.86218,6.50189,1389.88074
230,1.908,844.68274,7.9999,1390.57019
231,1.917,839.47131,9.78463,1391.04663
232,1.925,834.8512,11.14464,1391.47949
233,1.933,827.89972,13.74676,1390.9585
234,1.942,821.73169,16.44887,1391.19995
235,1.95,818.82849,15.6759,1392.04456
236,1.958,812.69482,18.16726,1392.64319
237,1.967,807.0199,20.93693,1393.06934
238,1.975,803.7489,20.07651,1393.86267
239,1.983,797.6792,21.85668,1393.31042
240,1.992,790.96674,24.88192,1392.90869
241,2,787.96613,24.11604,1393.95972
242,2.008,782.09381,26.76797,1394.04663
243,2.017,778.28729,28.29802,1395.151
244,2.025,773.58386,28.05977,1395.15039
245,2.033,767.25336,30.45736,1395.33191
246,2.042,763.4447,30.84428,1394.10864
247,2.05,756.42078,32.28872,1394.61072
248,2.058,753.85205,32.96507,1396.42346
249,2.067,748.02942,34.18105,1395.91687
250,2.075,744.84796,34.8959,1396.04358
251,2.083,738.88788,36.25027,1394.98706
252,2.092,734.18103,36.88364,1394.94812
253,2.1,729.53241,36.60682,1395.00745
254,2.108,725.86835,37.21992,1396.24976
255,2.117,719.97803,37.96592,1396.40515
256,2.125,716.50995,38.20581,1394.89111
257,2.133,710.26471,39.49213,1394.23938
258,2.142,703.32855,38.09952,1393.8446
259,2.15,701.98273,39.01691,1394.25293
260,2.158,695.30786,39.68138,1393.19775
261,2.167,691.30188,39.95951,1393.00171
262,2.175,685.93622,40.50857,1392.75671
263,2.183,681.33496,40.34158,1391.90869
264,2.192,676.21533,40.30725,1391.21741
265,2.2,670.98187,40.14611,1391.13501
266,2.208,667.31879,39.56235,1390.2887
267,2.217,661.87988,39.70826,1390.27734
268,2.225,656.24768,39.35217,1389.31812
269,2.233,652.00635,38.92161,1388.20337
270,2.242,646.68665,38.14698,1387.31909
271,2.25,640.53259,38.25592,1386.50757
272,2.258,636.69574,38.40774,1385.2146
273,2.267,631.76935,36.05986,1385.10596
274,2.275,625.92328,36.46809,1385.22314
275,2.283,621.8703,36.31521,1383.36963
276,2.292,616.23883,34.38192,1382.90112
277,2.3,611.05188,32.27357,1382.56396
278,2.308,605.52209,31.86893,1381.32837
279,2.317,601.1142,32.87912,1381.17273
280,2.325,595.86212,31.50493,1381.31934
281,2.333,590.26727,29.38349,1378.82458
282,2.342,584.18646,26.87761,1379.01636
283,2.35,579.82288,26.9444,1376.73865
284,2.358,574.69116,24.4986,1376.60449
285,2.367,568.99268,23.56189,1375.98584
286,2.375,562.38171,22.81797,1375.32861
287,2.383,557.25879,20.88276,1375.67224
288,2.392,551.70087,18.24684,1375.22302
289,2.4,545.84784,16.86692,1373.85535
290,2.408,540.74268,15.46692,1373.19556
291,2.417,535.30347,13.14952,1374.04309
292,2.425,529.15106,11.83381,1373.0387
293,2.433,523.6745,9.92962,1372.85022
294,2.442,516.03748,8.16595,1373.74268
295,2.45,511.3855,5.88165,1374.03674
296,2.458,505.25211,4.33808,1374.55371
297,2.467,499.32855,2.90113,1375.83875
298,2.475,493.85828,0.32147,1375.89575
299,2.483,488.64981,-1.71544,1375.11902
300,2.492,482.09705,-3.26772,1377.60559
301,2.5,475.91287,-4.70908,1378.13049
302,2.508,471.30139,-8.03082,1379.48901
303,2.517,464.63879,-7.978,1380.09338
304,2.525,458.2117,-10.28958,1382.27271
305,2.533,453.37744,-11.73787,1382.56799
306,2.542,447.60992,-14.07031,1382.41809
307,2.55,441.83008,-16.01575,1383.88208
308,2.558,436.34409,-17.53619,1384.49475
309,2.567,430.42291,-19.61857,1385.35986
310,2.575,425.19708,-22.01168,1386.08289
311,2.583,418.61685,-21.79391,1385.80408
312,2.592,414.70599,-23.94531,1387.10168
313,2.6,408.39731,-25.5557,1386.72974
314,2.608,402.67816,-26.91405,1387.49951
315,2.617,397.43082,-29.62218,1387.43005
316,2.625,391.97,-31.56167,1388.35217
317,2.633,386.48572,-33.05695,1387.77026
318,2.642,382.05096,-34.25466,1387.60889
319,2.65,375.935,-37.16451,1387.78613
320,2.658,370.22006,-36.3131,1389.68726
321,2.667,366.92487,-36.32209,1389.38574
322,2.675,361.46497,-38.66181,1389.71948
323,2.683,355.069,-39.79119,1389.01624
324,2.692,351.20721,-40.0466,1389.13232
325,2.7,345.89914,-42.64991,1391.13623
326,2.708,340.15463,-44.16316,1391.18481
327,2.717,335.60849,-43.93349,1391.15503
328,2.725,329.96774,-44.88198,1391.08081
329,2.733,324.577,-46.80553,1391.69958
330,2.742,321.36548,-47.01229,1391.1106
331,2.75,316.05432,-47.3274,1391.95007
332,2.758,309.30402,-47.96784,1392.32153
333,2.767,305.98825,-48.45266,1392.81226
334,2.775,300.65991,-50.05453,1392.75293
335,2.783,295.99115,-50.52464,1392.13208
336,2.792,290.78546,-50.58366,1391.63062
337,2.8,285.4668,-50.68787,1392.64233
338,2.808,282.0708,-51.39005,1391.96082
339,2.817,276.8786,-52.99609,1392.74768
340,2.825,272.11575,-51.53418,1391.84644
341,2.833,266.6647,-52.86522,1392.1239
342,2.842,261.77545,-51.84599,1391.24731
343,2.85,256.75964,-53.4939,1391.71118
344,2.858,253.06812,-52.56046,1391.87927
345,2.867,248.22864,-53.47711,1391.22192
346,2.875,243.38858,-52.22513,1390.14368
347,2.883,237.70052,-52.21952,1389.72363
348,2.892,233.27827,-50.80983,1389.40771
349,2.9,228.50566,-52.29088,1389.4292
350,2.908,223.0114,-49.54483,1388.90515
351,2.917,218.1667,-50.89096,1388.44934
352,2.925,213.83192,-50.46284,1387.8429
353,2.933,209.25266,-50.27748,1388.32239
354,2.942,204.32076,-50.99711,1387.37
355,2.95,199.48412,-48.95974,1386.9491
356,2.958,193.74458,-49.46518,1386.1626
357,2.967,189.10374,-47.55828,1385.69922
358,2.975,184.45157,-46.69336,1384.49829
359,2.983,179.7144,-44.89632,1383.6001
360,2.992,175.38756,-43.65429,1383.08484
361,3,170.62334,-43.96731,1382.1897
362,3.008,165.22072,-42.41152,1380.99927
363,3.017,160.73196,-41.0301,1379.70752
364,3.025,156.00522,-38.88864,1378.89746
365,3.033,151.63771,-38.26581,1378.09216
366,3.042,146.3707,-36.28416,1376.98267
367,3.05,141.05246,-34.88844,1375.99683
368,3.058,136.23146,-31.97816,1375.47119
369,3.067,132.14221,-30.73366,1373.73145
370,3.075,127.85101,-27.86882,1373.41626
371,3.083,123.08599,-26.74666,1372.4502
372,3.092,117.96318,-24.84121,1371.97107
373,3.1,112.93391,-21.61986,1371.18005
374,3.108,108.09902,-19.55333,1370.4657
375,3.117,102.67144,-17.82157,1369.82263
376,3.125,97.3625,-15.65281,1369.89331
377,3.133,92.59745,-12.92203,1370.20313
378,3.142,87.49679,-11.67861,1370.78308
379,3.15,81.76865,-10.26882,1370.6615
380,3.158,77.35324,-8.46273,1370.97742
381,3.167,72.27466,-5.20736,1371.92371
382,3.175,65.7164,-2.93624,1372.80811
383,3.183,61.4341,-2.07806,1372.77332
384,3.192,56.14516,0.91928,1373.82642
385,3.2,51.07202,3.11706,1374.20581
386,3.208,46.21803,4.20689,1374.80029
387,3.217,41.32102,6.41054,1375.63464
388,3.225,36.66624,7.2316,1377.87231
389,3.233,30.77694,9.74012,1377.81689
390,3.242,26.61068,12.81035,1378.33459
391,3.25,20.61417,14.15113,1379.17395
392,3.258,15.23501,16.47434,1381.07898
393,3.267,10.87276,17.13021,1381.23682
394,3.275,5.85027,19.36011,1382.26379
395,3.283,0.80337,21.08145,1383.32617
396,3.292,-4.32214,22.18971,1383.27295
397,3.3,-9.47622,23.47086,1383.4032
398,3.308,-14.95345,26.46312,1383.73511
399,3.317,-19.3131,29.10273,1384.40125
400,3.325,-24.36898,30.18452,1385.67065
401,3.333,-29.95596,30.18425,1385.41943
402,3.342,-34.57675,33.68548,1385.75305
403,3.35,-40.90536,34.81528,1386.6864
404,3.358,-45.72227,34.46614,1386.12512
405,3.367,-50.81142,36.88502,1387.26489
406,3.375,-55.67281,37.75002,1387.08948
407,3.383,-61.04534,38.38018,1386.83704
408,3.392,-65.80859,40.44125,1387.2179
409,3.4,-70.747,42.42564,1388.49646
410,3.408,-75.4572,43.79447,1388.59851
411,3.417,-80.65779,43.85994,1388.53723
412,3.425,-86.08275,45.14359,1388.79919
413,3.433,-91.37443,44.78084,1389.29175
414,3.442,-95.63961,46.96587,1389.29919
415,3.45,-101.17676,46.62049,1389.25647
416,3.458,-105.69485,48.36422,1390.32471
417,3.467,-110.52294,48.476,1391.28491
418,3.475,-115.27496,48.86115,1390.96899
419,3.483,-120.75387,48.99482,1390.8114
420,3.492,-125.06352,50.90027,1391.4408
421,3.5,-130.37419,52.52324,1391.77661
422,3.508,-135.55078,52.79063,1391.57397
423,3.517,-139.17867,51.84097,1391.39355
424,3.525,-144.71832,53.48888,1391.68127
425,3.533,-149.0742,53.25339,1390.91479
426,3.542,-153.64586,55.06794,1391.17908
427,3.55,-159.08926,53.11184,1391.10815
428,3.558,-163.04192,54.29822,1390.84937
429,3.567,-168.57964,54.03235,1390.90039
430,3.575,-172.83908,53.80693,1389.84375
431,3.583,-177.48683,54.32636,1389.45935
432,3.592,-183.19841,54.37588,1389.25098
433,3.6,-187.01924,54.77874,1389.17493
434,3.608,-192.78659,52.95608,1388.83179
435,3.617,-196.84756,56.19242,1389.56091
436,3.625,-201.88942,53.00335,1387.54895
437,3.633,-205.89069,53.47007,1387.16858
438,3.642,-211.02905,52.96,1386.63696
439,3.65,-216.44527,53.56025,1386.04858
440,3.658,-220.69002,52.03429,1384.78357
441,3.667,-226.42314,53.38466,1384.69165
442,3.675,-230.78194,52.1936,1383.79272
443,3.683,-235.85278,51.43239,1381.40552
444,3.692,-241.45813,50.26273,1381.29346
445,3.7,-246.04445,49.37984,1380.93628
446,3.708,-250.00488,50.66714,1381.35901
447,3.717,-255.82097,48.29467,1379.19348
448,3.725,-260.71994,46.86238,1377.76501
449,3.733,-264.16501,45.63397,1377.06714
450,3.742,-268.90207,45.10455,1376.49304
451,3.75,-274.76563,44.36398,1374.84229
452,3.758,-279.50159,43.41986,1373.90527
453,3.767,-283.54514,43.46991,1373.76709
454,3.775,-289.1293,40.48057,1373.17859
455,3.783,-293.87628,38.32821,1371.06531
456,3.792,-299.48563,37.14768,1370.20667
457,3.8,-303.67471,36.76397,1369.89539
458,3.808,-309.44702,35.68467,1368.53442
459,3.817,-314.71036,32.52379,1367.04272
460,3.825,-320.35172,31.76821,1366.45166
461,3.833,-325.4588,31.27446,1366.2356
462,3.842,-330.68271,28.88591,1365.00549
463,3.85,-336.14709,28.07734,1364.9707
464,3.858,-342.09863,25.41962,1364.35498
465,3.867,-347.04984,23.67752,1363.89307
466,3.875,-353.06604,23.7171,1364.52649
467,3.883,-359.91241,19.60739,1363.3147
468,3.892,-365.40915,16.96836,1363.47437
469,3.9,-369.52621,16.34444,1363.3269
470,3.908,-375.41415,14.89407,1363.57983
471,3.917,-380.9389,14.8708,1363.91748
472,3.925,-387.0607,13.89094,1366.3241
473,3.933,-392.80133,8.90616,1365.69324
474,3.942,-398.31326,5.79489,1365.71301
475,3.95,-404.06982,8.05402,1367.75708
476,3.958,-409.64233,3.76419,1368.21448
477,3.967,-415.79556,1.80575,1369.64697
478,3.975,-419.88455,0.34265,1369.69507
479,3.983,-426.68375,-0.66561,1371.3811
480,3.992,-432.41629,-3.66189,1371.85217
481,4,-436.84195,-2.75213,1374.05383
482,4.008,-442.83307,-6.32766,1373.62292
483,4.017,-449.45035,-9.03519,1373.88635
484,4.025,-453.7258,-8.927,1375.26282
485,4.033,-459.91815,-11.80254,1374.75623
486,4.042,-465.54416,-14.22482,1377.29688
487,4.05,-469.62286,-14.78831,1376.68359
488,4.058,-476.07886,-16.71702,1376.64624
489,4.067,-481.07919,-15.63871,1376.72339
490,4.075,-486.6973,-19.39747,1377.23218
491,4.083,-493.36957,-19.94377,1376.9646
492,4.092,-497.50409,-22.76424,1378.18823
493,4.1,-504.17197,-24.08709,1378.8717
494,4.108,-508.6969,-23.73568,1379.74805
495,4.117,-514.20251,-26.32499,1380.05432
496,4.125,-520.45789,-23.72536,1380.8457
497,4.133,-525.77795,-27.60593,1381.37537
498,4.142,-528.3006,-26.75527,1381.10767
499,4.15,-533.99213,-29.46018,1380.43677
500,4.158,-540.15619,-30.05794,1380.72107
501,4.167,-546.22772,-30.80115,1382.6958
502,4.175,-550.10913,-29.64014,1382.47656
503,4.183,-555.88013,-32.00317,1383.11768
504,4.192,-561.09686,-33.0788,1382.43152
505,4.2,-566.97662,-34.0835,1383.20459
506,4.208,-571.41077,-33.3829,1382.79138
507,4.217,-576.53259,-34.78703,1383.6532
508,4.225,-580.40302,-34.86585,1382.25513
509,4.233,-586.84851,-38.0709,1382.42029
510,4.242,-592.1532,-35.54058,1383.15857
511,4.25,-595.33026,-34.0041,1381.22498
512,4.258,-601.41254,-37.63914,1382.224
513,4.267,-605.98859,-35.21964,1382.64673
514,4.275,-610.87231,-35.50682,1382.85986
515,4.283,-616.3266,-36.09598,1382.7428
516,4.292,-620.02136,-34.75805,1381.79919
517,4.3,-625.27032,-37.74304,1380.60608
518,4.308,-629.38245,-35.46197,1381.15369
519,4.317,-634.37109,-33.69969,1380.96826
520,4.325,-639.93628,-31.52304,1380.65369
521,4.333,-646.29498,-32.81333,1380.07678
522,4.342,-649.51544,-32.59044,1378.73999
523,4.35,-654.1748,-30.42064,1378.3822
524,4.358,-658.91071,-30.7289,1378.52551
525,4.367,-664.26819,-31.09717,1377.75391
526,4.375,-669.68732,-27.99788,1377.87769
527,4.383,-673.24335,-26.50743,1377.80042
528,4.392,-679.9834,-28.57463,1375.58582
529,4.4,-683.7771,-26.58847,1375.87219
530,4.408,-689.06555,-25.19765,1375.16467
531,4.417,-693.28363,-22.77707,1375.18457
532,4.425,-698.41296,-19.75805,1375.11523
533,4.433,-704.91248,-22.81083,1372.20911
534,4.442,-709.01569,-20.77162,1372.67676
535,4.45,-713.65735,-18.30599,1372.46973
536,4.458,-717.32642,-16.30317,1372.27844
537,4.467,-724.00787,-16.44075,1370.5625
538,4.475,-728.40881,-16.32821,1369.26208
539,4.483,-733.73401,-12.96351,1368.5769
540,4.492,-737.47534,-11.13719,1368.32361
541,4.5,-741.70459,-8.69878,1368.36438
542,4.508,-747.30902,-6.35468,1365.71509
543,4.517,-752.82153,-3.82626,1366.10742
544,4.525,-758.22211,-6.1577,1365.6864
545,4.533,-763.0434,-2.8863,1365.65466
546,4.542,-768.86151,-0.5743,1365.62415
547,4.55,-773.9538,1.98756,1365.99268
548,4.558,-778.77985,4.40128,1364.02905
549,4.567,-783.4494,4.09312,1364.86646
550,4.575,-790.07104,5.75861,1365.12549
551,4.583,-795.20465,8.58252,1365.08228
552,4.592,-799.88171,10.47573,1365.32007
553,4.6,-804.8241,12.3268,1367.18188
554,4.608,-809.74225,15.07765,1367.32935
555,4.617,-816.1106,13.43336,1367.76147
556,4.625,-820.79395,16.74853,1368.97864
557,4.633,-824.88989,19.89144,1369.97839
558,4.642,-830.09515,21.09972,1371.36768
559,4.65,-834.47577,23.84846,1372.03931
560,4.658,-840.26379,26.97013,1373.005
561,4.667,-845.75201,25.54533,1373.13318
562,4.675,-851.05719,27.36291,1375.12146
563,4.683,-855.37476,30.13795,1375.66833
