Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,2004.78625,-80.41737,1483.89172,1845.09241,-67.27113,1318.41333
2,0.008,2000.25085,-79.46763,1482.75952,1841.38586,-67.02974,1318.67798
3,0.017,1995.91589,-79.93623,1483.76868,1835.98962,-67.09151,1318.45679
4,0.025,1991.23828,-80.16253,1482.67139,1831.84204,-67.12897,1318.69421
5,0.033,1986.89099,-81.24255,1481.84839,1827.0376,-66.0097,1318.37146
6,0.042,1981.83203,-80.08059,1482.02454,1823.44519,-65.60944,1317.09814
7,0.05,1977.98389,-79.62807,1480.83923,1818.77087,-67.1084,1315.92529
8,0.058,1973.15198,-78.23064,1480.8158,1814.8772,-69.30671,1314.76611
9,0.067,1969.13391,-79.78563,1480.53906,1810.37817,-67.81049,1315.56421
10,0.075,1964.68579,-79.62841,1478.9989,1805.45178,-64.33784,1315.70752
11,0.083,1959.6228,-78.8343,1479.29346,1799.0863,-63.78884,1314.1228
12,0.092,1955.00671,-78.48359,1478.36804,1793.92822,-65.7653,1315.21582
13,0.1,1951.29834,-77.33736,1478.37451,1794.21716,-57.50322,1316.04395
14,0.108,1946.28906,-75.80054,1477.4104,1787.44202,-60.74185,1314.01233
15,0.117,1941.71887,-76.84122,1476.35437,1780.24133,-60.64129,1312.51746
16,0.125,1937.27771,-76.59163,1476.59863,1775.25012,-64.3361,1312.36853
17,0.133,1932.40515,-75.53213,1475.58118,1770.45764,-65.14582,1312.10645
18,0.142,1928.17395,-74.53673,1474.89844,1766.15869,-63.50579,1310.59485
19,0.15,1922.81567,-73.61718,1474.53833,1761.20837,-63.38741,1310.64819
20,0.158,1918.00232,-72.62744,1473.11377,1757.38989,-61.06205,1309.47534
21,0.167,1914.30457,-72.33999,1472.8158,1751.21362,-59.90497,1308.68689
22,0.175,1909.0199,-70.86521,1473.08704,1747.81348,-57.29504,1307.75171
23,0.183,1903.94165,-69.47766,1471.60156,1742.71252,-57.03018,1306.79016
24,0.192,1899.1748,-69.2642,1470.33044,1742.82544,-48.96526,1307.57532
25,0.2,1894.5509,-67.75455,1470.35303,1737.36707,-52.48561,1306.23486
26,0.208,1889.99707,-67.27515,1469.77673,1732.41321,-50.11674,1305.42944
27,0.217,1885.29358,-66.08096,1468.62134,1726.76221,-49.09837,1304.30969
28,0.225,1880.18567,-64.74015,1468.47351,1720.52795,-50.27683,1304.10413
29,0.233,1875.15137,-63.88478,1466.54053,1713.89832,-48.62763,1302.6925
30,0.242,1870.95984,-61.51084,1466.59753,1703.22424,-56.70651,1300.5553
31,0.25,1865.60461,-60.89722,1465.69714,1700.76477,-51.04566,1301.44897
32,0.258,1860.90405,-59.34743,1464.95459,1699.75867,-46.2463,1302.72107
33,0.267,1856.50464,-57.43324,1464.41858,1694.68506,-47.13204,1300.26526
34,0.275,1851.59851,-56.82752,1464.17993,1689.37878,-44.6198,1300.78577
35,0.283,1845.54175,-55.45265,1464.24011,1685.25854,-43.20347,1301.57642
36,0.292,1840.64758,-53.83977,1463.03186,1679.50171,-42.94293,1302.12854
37,0.3,1836.39856,-52.2784,1463.53357,1674.51086,-38.41861,1302.55249
