Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
1,0,2126.07397,-16.34981,1255.63672,2019.06897,161.4771,1197.35413
2,0.008,2121.99219,-16.70279,1255.34338,2015.23425,161.91881,1197.11719
3,0.017,2117.16138,-16.9523,1254.93921,2011.75989,160.8826,1196.41772
4,0.025,2112.91675,-16.46239,1254.91406,2007.31567,160.75719,1196.14221
5,0.033,2108.59497,-17.42086,1254.62634,2004.67444,161.45494,1196.00208
6,0.042,2104.26636,-17.48008,1254.16028,2000.49939,161.94801,1195.50073
7,0.05,2099.57837,-17.96197,1254.53076,1997.13879,161.47028,1194.99451
8,0.058,2095.45532,-16.64627,1253.72278,1992.44653,162.41457,1194.7627
9,0.067,2091.698,-16.50071,1253.87927,1987.58435,161.88625,1194.05237
10,0.075,2086.48096,-16.33334,1252.86951,1985.18079,162.58301,1193.73047
11,0.083,2082.24951,-16.37702,1252.66833,1979.32788,162.64494,1193.10596
12,0.092,2077.57739,-16.83315,1252.17664,1975.32495,163.11584,1192.99744
13,0.1,2072.75439,-15.93184,1251.6875,1970.89075,164.40695,1192.09766
14,0.108,2068.75122,-15.74146,1251.24231,1966.05872,165.00229,1191.63232
15,0.117,2063.56372,-15.29344,1250.86438,1961.4342,165.33823,1190.67834
16,0.125,2058.9209,-14.85979,1250.44617,1956.98975,166.0495,1190.64929
17,0.133,2054.05225,-13.72317,1249.38684,1951.49976,165.27776,1190.18176
18,0.142,2049.58228,-12.39348,1248.86792,1945.50049,165.9554,1189.09399
19,0.15,2045.0144,-11.5223,1247.85571,1942.22852,167.55063,1189.03735
20,0.158,2040.1875,-11.15443,1247.33325,1937.60999,167.93701,1187.56384
21,0.167,2035.08752,-10.77704,1246.66467,1932.40564,169.01262,1187.73572
22,0.175,2030.08484,-9.47976,1245.49219,1928.26294,169.99248,1186.41907
23,0.183,2026.04028,-8.06793,1244.76892,1923.33435,171.04909,1186.03748
24,0.192,2021.08179,-7.27751,1244.24841,1918.45435,171.65271,1184.35205
25,0.2,2015.1853,-6.27518,1243.05737,1913.4198,172.7605,1184.42725
26,0.208,2010.45251,-5.97372,1241.88062,1907.19897,173.23341,1183.12976
