Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
318,2.642,396.05701,251.39949,1040.04053
319,2.65,391.66919,249.41733,1040.37341
320,2.658,387.86124,249.53528,1040.95032
321,2.667,384.95871,247.06808,1041.16968
322,2.675,381.49643,246.50266,1041.68628
323,2.683,376.69128,245.62875,1042.4718
324,2.692,373.14209,245.25917,1042.57642
325,2.7,369.2486,243.62012,1043.04724
326,2.708,366.71112,243.0683,1043.83887
327,2.717,362.33661,240.91454,1044.20862
328,2.725,359.50604,240.66615,1044.71094
329,2.733,355.77197,240.28242,1045.8042
330,2.742,352.86487,238.48932,1046.24194
331,2.75,349.12708,237.9308,1046.26257
332,2.758,345.20377,237.47742,1047.07202
333,2.767,341.94595,236.80077,1047.28064
334,2.775,339.57593,235.16888,1047.08081
335,2.783,334.90698,235.20503,1047.27319
336,2.792,330.97662,234.9335,1047.56775
337,2.8,328.19824,233.98001,1047.24658
338,2.808,325.45859,233.36336,1047.28345
339,2.817,321.22699,233.18109,1047.65173
340,2.825,317.10562,232.3701,1047.0553
341,2.833,312.7453,232.82877,1046.89746
342,2.842,309.68436,232.06738,1046.52161
343,2.85,305.08286,231.46397,1046.58362
344,2.858,301.54611,232.07065,1046.23828
345,2.867,297.84781,231.09065,1045.90283
346,2.875,293.56805,231.47705,1045.83716
347,2.883,288.27954,231.76315,1044.67493
348,2.892,283.43015,232.47626,1044.99756
349,2.9,278.78336,233.72414,1044.36499
350,2.908,273.3407,232.32323,1044.21509
351,2.917,269.39752,233.50763,1043.73303
352,2.925,264.78897,234.61644,1043.82996
353,2.933,259.4946,235.6573,1042.97168
354,2.942,254.45177,236.16251,1042.53357
355,2.95,249.36688,235.73154,1042.41748
356,2.958,244.45734,236.42455,1040.98242
357,2.967,238.18997,238.39259,1041.14966
358,2.975,232.73372,239.93213,1040.16113
359,2.983,227.15038,240.71783,1039.82971
360,2.992,221.98279,242.01422,1038.33411
361,3,217.29967,241.54085,1037.77112
362,3.008,210.73991,244.14861,1036.38831
363,3.017,204.31578,245.21046,1035.33557
364,3.025,199.39101,247.06781,1034.78223
365,3.033,194.2682,247.84532,1033.82349
366,3.042,187.59526,249.03435,1031.64233
367,3.05,181.61581,251.37152,1030.85706
368,3.058,176.35269,252.55414,1030.15222
369,3.067,169.18959,254.04428,1027.9353
370,3.075,163.76976,255.93938,1026.78906
371,3.083,157.30209,257.11172,1025.76941
372,3.092,150.79155,259.75189,1024.61475
373,3.1,144.54842,261.4205,1023.19525
374,3.108,137.02489,264.40472,1021.82697
375,3.117,131.7764,265.54242,1021.62054
376,3.125,124.01344,267.06693,1021.10071
377,3.133,117.76768,268.86115,1020.92517
378,3.142,110.52407,270.51355,1020.11566
379,3.15,104.17233,272.34219,1020.41913
380,3.158,97.22679,275.32178,1021.30475
381,3.167,90.82421,275.92697,1020.82947
382,3.175,84.41151,278.23889,1021.1145
383,3.183,77.57065,281.06705,1022.28601
384,3.192,71.72968,281.58902,1022.53461
385,3.2,64.36193,283.71414,1023.41132
386,3.208,58.50391,285.89886,1024.18152
387,3.217,51.85269,286.74429,1024.78162
388,3.225,44.93637,289.41541,1026.00293
389,3.233,38.13678,291.78516,1027.09399
390,3.242,32.25344,292.89566,1027.97791
391,3.25,25.10162,294.88391,1028.73303
392,3.258,19.45503,296.60654,1029.61816
393,3.267,12.54035,299.00018,1030.87817
394,3.275,6.13422,300.23224,1031.74097
395,3.283,0.19179,303.10587,1031.60974
396,3.292,-7.24888,305.26346,1032.95447
397,3.3,-13.73276,306.99112,1033.21277
398,3.308,-20.19102,309.37228,1033.60327
399,3.317,-26.58907,310.68518,1035.22644
400,3.325,-33.02578,312.34195,1035.06921
401,3.333,-40.02689,314.64948,1034.92322
402,3.342,-47.04117,316.12747,1035.43372
403,3.35,-53.43153,318.5871,1035.33875
404,3.358,-59.18932,320.17221,1035.08752
405,3.367,-65.57459,321.53174,1035.7876
406,3.375,-72.2852,323.52765,1036.62256
407,3.383,-79.25342,325.40308,1036.19873
408,3.392,-84.32458,326.37485,1037.05945
409,3.4,-90.79478,327.54999,1037.75952
410,3.408,-96.83033,329.65067,1037.70361
411,3.417,-103.6896,330.67453,1038.15564
412,3.425,-108.90482,331.05548,1038.80859
413,3.433,-115.83948,332.86313,1039.01953
414,3.442,-120.92114,332.8277,1040.05505
415,3.45,-126.44912,335.13559,1040.01099
416,3.458,-133.74295,334.55704,1039.81433
417,3.467,-138.86359,336.02176,1041.1051
418,3.475,-145.23538,336.93768,1041.23486
419,3.483,-149.1954,337.74902,1041.40271
420,3.492,-156.38866,337.70886,1041.53894
421,3.5,-161.952,339.40863,1042.2605
422,3.508,-167.61992,339.49866,1042.56995
423,3.517,-173.16051,339.0434,1042.57117
424,3.525,-177.90277,340.7215,1042.21497
425,3.533,-184.15555,340.0556,1042.20313
426,3.542,-189.03336,341.55423,1042.25867
427,3.55,-195.54156,340.53842,1041.22632
428,3.558,-200.61162,340.2789,1040.26709
429,3.567,-205.75511,342.80429,1040.45496
430,3.575,-211.26616,341.01993,1040.16589
431,3.583,-216.548,340.92236,1039.74878
432,3.592,-222.38609,340.53915,1038.98621
433,3.6,-227.16043,340.91663,1039.07532
434,3.608,-232.09979,340.97595,1038.0675
435,3.617,-237.83557,340.03815,1037.25012
436,3.625,-242.17825,339.9201,1036.34912
437,3.633,-247.64655,338.98233,1035.95581
438,3.642,-252.5367,339.08981,1035.8717
439,3.65,-257.77982,338.6965,1035.44775
440,3.658,-263.22369,338.67596,1033.89404
441,3.667,-267.69376,338.51892,1033.01624
442,3.675,-272.79105,338.23166,1032.31799
443,3.683,-278.0412,337.31216,1032.48218
444,3.692,-282.8797,336.39377,1030.55627
445,3.7,-288.14902,335.05701,1029.0177
446,3.708,-292.66559,334.82455,1028.48352
447,3.717,-297.25595,335.09689,1027.90491
448,3.725,-303.15839,333.61649,1026.79114
449,3.733,-307.64349,331.50882,1025.87341
450,3.742,-312.23419,331.19073,1024.48157
451,3.75,-316.50546,330.85498,1024.16309
452,3.758,-321.44864,330.41864,1023.74097
453,3.767,-326.53326,328.50189,1022.10974
454,3.775,-331.34747,327.23099,1020.61047
455,3.783,-336.80017,326.60083,1019.84357
456,3.792,-342.76959,324.72104,1019.5238
457,3.8,-347.37198,323.95215,1019.00555
458,3.808,-351.0936,322.70349,1017.96497
459,3.817,-357.36316,321.03503,1016.89563
460,3.825,-360.94791,319.96863,1016.21924
461,3.833,-366.50192,318.21466,1015.69373
462,3.842,-371.22507,317.16037,1015.0105
463,3.85,-376.49979,315.68875,1013.91498
464,3.858,-381.45551,314.22546,1014.30133
465,3.867,-386.7305,312.63031,1014.78534
466,3.875,-392.56845,309.7489,1014.79071
467,3.883,-397.6452,309.47748,1014.73785
468,3.892,-402.78033,308.20956,1015.10229
469,3.9,-408.80197,305.68362,1015.80414
470,3.908,-412.84299,304.79004,1016.48987
471,3.917,-418.82974,302.2027,1017.30786
472,3.925,-424.24567,301.35318,1018.33466
473,3.933,-428.4939,300.16684,1019.51416
474,3.942,-433.82266,296.95047,1019.74353
475,3.95,-438.08636,295.99554,1021.06152
476,3.958,-443.55145,294.58484,1021.7464
477,3.967,-449.40161,292.69376,1022.79535
478,3.975,-452.90561,290.56412,1024.12073
479,3.983,-458.53677,288.23517,1025.77051
480,3.992,-463.01682,286.87177,1025.91138
481,4,-467.15408,284.5033,1026.94202
482,4.008,-470.7872,282.60669,1029.27637
483,4.017,-475.5787,281.99423,1030.27979
484,4.025,-480.70062,279.31113,1031.45093
485,4.033,-483.86523,278.79236,1031.73352
486,4.042,-487.9455,276.69107,1032.00452
487,4.05,-491.1351,275.35809,1032.54126
488,4.058,-493.50784,275.07306,1032.72363
489,4.067,-499.65347,272.17511,1032.59998
490,4.075,-501.59796,271.53873,1033.45032
491,4.083,-506.64905,270.77112,1033.54712
492,4.092,-509.83115,270.62598,1034.24695
493,4.1,-513.1452,269.38821,1034.4978
494,4.108,-517.55988,267.95798,1035.20874
495,4.117,-520.37463,267.30176,1035.88013
496,4.125,-525.38849,266.0401,1036.21069
497,4.133,-527.65515,264.62479,1036.75159
498,4.142,-532.07428,263.75912,1037.08203
499,4.15,-536.01477,263.71072,1038.12524
500,4.158,-539.68213,263.46252,1038.15601
501,4.167,-544.5575,261.81253,1038.74438
502,4.175,-546.54242,261.0361,1038.56592
503,4.183,-550.38684,260.5636,1039.59399
504,4.192,-554.42462,260.21097,1039.90527
505,4.2,-556.90326,259.43604,1040.41125
506,4.208,-560.64203,259.88287,1040.58179
507,4.217,-564.26886,257.36752,1039.99084
508,4.225,-567.54993,257.71268,1040.4519
509,4.233,-570.32275,257.46799,1039.62744
510,4.242,-574.29285,256.6951,1040.755
511,4.25,-577.82703,257.12448,1039.66626
512,4.258,-580.46259,256.91406,1039.85571
513,4.267,-585.39752,256.51297,1038.75647
514,4.275,-588.91449,256.51263,1039.30164
515,4.283,-592.57611,256.65131,1039.08105
516,4.292,-596.75128,257.14395,1039.00232
517,4.3,-599.82721,255.73813,1038.10376
518,4.308,-602.96954,255.74957,1037.74939
519,4.317,-608.76105,258.03818,1037.50488
520,4.325,-612.00281,257.7457,1036.84399
521,4.333,-616.276,256.94473,1036.46008
522,4.342,-620.08929,258.03946,1034.91821
523,4.35,-624.66583,258.23712,1034.70081
524,4.358,-629.37457,259.89368,1034.56812
525,4.367,-633.04999,259.33713,1033.33337
526,4.375,-636.44763,260.24414,1033.23035
527,4.383,-642.0965,261.13831,1032.27466
528,4.392,-647.75781,262.59351,1031.11609
529,4.4,-651.1745,263.37521,1029.93591
530,4.408,-658.66534,264.23599,1029.79846
531,4.417,-661.83148,264.06207,1028.47449
532,4.425,-667.18671,265.79962,1028.24072
533,4.433,-671.41187,266.72751,1028.0658
534,4.442,-676.29645,266.96625,1025.72998
535,4.45,-681.84583,267.03119,1025.47339
536,4.458,-687.50702,270.06625,1025.5365
537,4.467,-692.11523,270.51859,1023.91992
538,4.475,-697.94531,272.00104,1022.09058
539,4.483,-703.64093,273.36606,1021.10956
540,4.492,-708.08282,274.52652,1020.19031
541,4.5,-712.93787,275.78693,1019.6524
542,4.508,-720.15265,276.6481,1018.59869
543,4.517,-724.69678,278.3942,1017.43677
544,4.525,-730.36957,280.40912,1016.23297
545,4.533,-736.14551,281.43164,1015.24414
546,4.542,-742.20935,281.94189,1015.26837
547,4.55,-747.44702,284.99738,1014.95459
548,4.558,-751.9397,286.4707,1013.91888
549,4.567,-759.08081,286.90189,1015.08221
550,4.575,-764.7934,289.08139,1015.52039
551,4.583,-771.41492,290.89426,1015.37067
552,4.592,-778.50061,293.6181,1016.53546
553,4.6,-783.62207,294.68607,1016.62817
554,4.608,-789.4483,296.46548,1016.87146
555,4.617,-794.43585,298.82416,1018.24091
556,4.625,-800.18256,299.7822,1018.33655
557,4.633,-806.97552,301.46939,1019.5777
558,4.642,-811.34894,302.35269,1019.85699
559,4.65,-818.07855,305.65897,1021.04224
560,4.658,-823.4422,307.09372,1021.8139
561,4.667,-829.55121,308.47281,1022.98987
562,4.675,-834.47955,310.39099,1023.86292
563,4.683,-840.53302,311.7222,1025.52747
