Frame#,Time,L.Forearm.x,L.Forearm.y,L.Forearm.z,L.Ulna.x,L.Ulna.y,L.Ulna.z,L.Radius.x,L.Radius.y,L.Radius.z
1,0,-996.25928,257.45944,977.35675,-1024.24353,277.49185,903.42468,-950.07574,253.85205,902.52686
2,0.008,-989.10382,259.17505,977.44952,-1016.34058,277.28223,903.28351,-943.46222,253.92418,903.00006
3,0.017,-982.88708,257.59485,976.966,-1009.58783,278.29398,903.10938,-935.19806,253.35121,901.30768
4,0.025,-975.04218,259.28799,977.17175,-1003.01416,278.47339,902.93402,-929.34363,254.16397,900.88373
5,0.033,-968.83435,257.73566,976.69647,-995.68457,278.23868,903.45831,-923.27167,255.0611,900.9314
6,0.042,-960.89642,259.06592,976.41339,-988.87128,278.66693,903.42023,-915.53564,253.479,901.67413
7,0.05,-955.7915,257.34055,975.97498,-982.14264,277.84079,902.383,-908.74365,254.44865,902.42145
8,0.058,-948.89838,258.4635,975.45947,-975.36603,277.664,901.73193,-902.11823,255.42995,903.31091
9,0.067,-942.4668,257.10898,974.87909,-969.67352,278.55093,901.23352,-897.03131,254.95477,901.33899
10,0.075,-934.1767,254.26537,973.22577,-962.88751,278.66367,900.6593,-891.14282,253.74164,901.68005
11,0.083,-930.15295,258.36273,972.94775,-956.11951,278.90598,900.42859,-883.48877,254.58211,901.82361
12,0.092,-924.29272,256.76984,972.23688,-950.03949,278.28986,899.89783,-877.65851,253.26225,901.04462
13,0.1,-916.89307,258.20663,971.84821,-943.54028,276.85004,899.27521,-871.1571,254.06984,901.22412
14,0.108,-910.55969,256.75775,972.31787,-936.98737,277.06763,899.01294,-866.49963,254.42398,899.18341
15,0.117,-904.22711,256.60162,970.8277,-931.55853,276.46329,898.0675,-859.4931,253.56279,899.48151
16,0.125,-897.57782,255.56145,971.01013,-925.24695,275.51187,897.35303,-852.99036,251.45456,897.94916
17,0.133,-892.72614,253.69749,969.4765,-919.34491,274.91968,896.16998,-848.23663,251.66019,896.86041
18,0.142,-885.64551,254.70828,968.91803,-912.60236,274.55856,894.375,-841.81439,252.52844,897.03339
19,0.15,-879.45667,252.83308,969.04041,-906.53473,274.45123,893.96497,-835.75928,249.09224,895.18878
20,0.158,-874.39716,251.69699,967.84674,-900.71503,272.67905,892.79596,-829.32837,248.37488,894.36584
