Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-205.96249,-143.78519,869.68762,-233.22029,-167.71808,686.18298,-229.60056,-84.57551,667.45392
2,0.008,-205.69002,-144.59439,869.81055,-232.93573,-167.70718,686.12781,-229.60056,-84.57551,667.45392
3,0.017,-205.12227,-144.58078,869.9939,-232.31789,-168.2249,686.50684,-229.60056,-84.57551,667.45392
4,0.025,-204.55508,-144.58321,869.73077,-232.25433,-168.02838,686.30121,-229.60056,-84.57551,667.45392
5,0.033,-205.60109,-143.92488,870.13019,-231.88589,-167.90889,686.33099,-231.37451,-85.22577,669.46771
6,0.042,-205.52884,-144.06619,870.05145,-231.5378,-167.70139,686.07031,-231.37451,-85.22577,669.46771
7,0.05,-205.5675,-143.82347,870.34375,-231.14005,-167.88704,686.04077,-229.55457,-82.17088,669.05109
8,0.058,-205.26073,-143.45074,869.73975,-230.77515,-167.61949,686.32104,-229.55457,-82.17088,669.05109
9,0.067,-205.1091,-143.34923,869.9187,-230.23003,-167.25031,686.61176,-229.55457,-82.17088,669.05109
10,0.075,-204.94087,-143.3815,869.90326,-229.5394,-167.4854,686.31604,-229.55457,-82.17088,669.05109
11,0.083,-205.01317,-143.24014,869.98199,-228.47382,-166.60944,686.51978,-228.3615,-81.88741,669.11176
12,0.092,-204.36964,-143.64568,871.12469,-228.32874,-166.49641,686.6897,-228.3615,-81.88741,669.11176
13,0.1,-205.1414,-143.08113,871.12347,-228.85361,-166.08905,686.79376,-227.66783,-80.43003,670.11664
14,0.108,-205.47997,-142.87346,871.35876,-228.64139,-165.86852,686.72443,-226.86713,-79.83197,670.23053
15,0.117,-205.30952,-142.76207,871.16522,-228.91096,-165.38832,686.89484,-226.86713,-79.83197,670.23053
16,0.125,-205.17311,-142.80417,871.17255,-229.50349,-165.6078,687.2359,-225.57788,-79.36636,670.57153
17,0.133,-205.40857,-142.7937,871.30115,-229.58133,-165.21062,687.45331,-226.86713,-79.83197,670.23053
18,0.142,-205.54497,-142.7516,871.29382,-229.79341,-165.43111,687.52252,-226.86713,-79.83197,670.23053
19,0.15,-205.65973,-142.57222,871.18713,-229.79341,-165.43111,687.52252,-226.86713,-79.83197,670.23053
20,0.158,-205.62025,-142.28328,871.18823,-229.95828,-165.82286,687.64111,-226.86713,-79.83197,670.23053
21,0.167,-205.69511,-142.49571,871.10443,-230.25877,-166.07852,687.48212,-226.86713,-79.83197,670.23053
22,0.175,-205.85689,-142.46785,871.12305,-230.93538,-166.38742,687.5863,-228.56537,-80.78259,669.63495
23,0.183,-205.85689,-142.46785,871.12305,-231.2283,-166.89659,687.66827,-229.27185,-81.62669,669.88989
24,0.192,-205.67575,-142.59822,871.14752,-231.38708,-167.07159,687.50385,-229.27185,-81.62669,669.88989
