Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-108.54047,-81.42999,1125.85547,68.68801,-34.796,1146.61511,77.33693,1.16545,1060.90955
2,0.008,-108.48429,-81.70935,1125.44116,68.81067,-34.95634,1146.5907,77.20736,0.47541,1060.88379
3,0.017,-108.57144,-81.56325,1125.15137,68.65032,-35.15088,1146.50818,77.74111,-0.35865,1061.06738
4,0.025,-108.39554,-81.58213,1124.78113,68.93325,-36.2353,1146.16101,78.5153,-2.08491,1061.34412
5,0.033,-108.75759,-81.6889,1124.46814,69.25965,-36.77357,1145.70605,78.36093,-3.08526,1061.11792
6,0.042,-108.59549,-81.70698,1124.36633,69.58501,-38.60663,1145.83264,78.72742,-5.27694,1060.74573
7,0.05,-108.7717,-81.97096,1124.30127,69.5052,-40.94796,1145.5896,78.54301,-5.88405,1060.49805
8,0.058,-108.93832,-81.93385,1124.0293,69.78176,-42.52844,1145.17822,78.24063,-6.65769,1059.61243
9,0.067,-108.65402,-82.0485,1123.16406,69.56774,-43.16626,1144.40845,78.87889,-7.49431,1059.01294
10,0.075,-108.35551,-83.94584,1122.25989,69.37991,-45.35004,1143.5697,79.61364,-8.89566,1058.38708
11,0.083,-108.14795,-84.06388,1121.59778,70.0134,-47.52475,1142.96704,79.45831,-12.03431,1058.04639
12,0.092,-107.97661,-84.50739,1121.02356,70.12856,-49.53801,1142.25916,79.79591,-14.86637,1057.67334
13,0.1,-107.92258,-84.86524,1120.17542,70.72125,-53.52114,1141.21741,80.0899,-16.24071,1056.78809
14,0.108,-108.64011,-86.81755,1119.05591,70.89339,-55.22734,1140.31409,80.40132,-18.44144,1056.47473
15,0.117,-108.50961,-87.66672,1118.20789,70.91462,-58.68531,1139.32227,81.09756,-21.39412,1055.26611
16,0.125,-108.19665,-87.87366,1117.10046,71.29625,-61.55501,1138.24377,80.9948,-24.75322,1053.56128
17,0.133,-108.05309,-88.98451,1115.93909,71.4205,-64.62891,1136.45703,80.73783,-25.91531,1052.39978
18,0.142,-108.27453,-90.55522,1114.9906,71.38427,-68.12269,1134.74707,81.36938,-29.81741,1051.61023
19,0.15,-108.56202,-91.35953,1114.09875,71.10233,-70.94904,1133.88147,81.98707,-32.74149,1050.24817
20,0.158,-108.5494,-92.72946,1113.39185,71.5417,-74.29483,1132.12659,82.1186,-36.29586,1049.42285
21,0.167,-108.42856,-93.377,1111.85974,71.19427,-78.61313,1130.90271,81.93201,-38.0026,1047.03589
22,0.175,-108.89003,-94.49866,1110.58606,71.04125,-80.64146,1129.6554,81.92931,-42.76368,1045.42676
23,0.183,-108.9016,-96.01881,1109.59204,71.21983,-84.7946,1127.48389,82.38891,-44.69977,1044.93127
24,0.192,-109.42757,-96.59486,1108.52991,70.59364,-87.36582,1126.29077,82.56586,-48.38651,1043.73987
25,0.2,-109.47411,-98.11211,1107.57227,70.51299,-89.79477,1125.17798,82.70672,-51.7521,1042.86255
26,0.208,-109.70364,-99.52517,1107.34985,69.37042,-94.21437,1123.70459,82.61126,-54.73211,1041.37585
27,0.217,-110.53464,-100.31203,1106.73315,69.51453,-98.05872,1122.37561,82.40429,-56.90179,1039.35291
28,0.225,-110.76445,-100.78488,1105.30042,69.26954,-101.12525,1120.96375,82.04533,-61.03649,1038.27966
29,0.233,-111.46311,-102.78049,1105.46729,68.70892,-104.99533,1119.10168,82.00016,-63.87701,1036.56445
30,0.242,-111.56976,-103.10748,1104.59851,68.03874,-108.86295,1117.37927,80.91374,-67.60819,1034.69336
31,0.25,-112.1495,-104.30247,1104.03748,67.48004,-113.22118,1115.92322,80.43169,-70.01043,1033.12952
32,0.258,-112.44359,-105.44786,1103.26575,66.72694,-118.33826,1113.60645,80.24702,-72.79012,1031.58777
33,0.267,-113.89954,-106.98306,1102.61316,65.92278,-120.70869,1111.3219,79.09705,-77.28362,1029.6604
34,0.275,-114.20076,-109.38489,1101.22498,65.80485,-126.05157,1109.72437,79.29753,-80.40676,1027.79639
35,0.283,-114.85587,-110.30354,1100.4281,64.99544,-129.99937,1107.63281,78.85119,-84.90867,1026.10034
36,0.292,-115.42512,-111.03771,1099.77515,63.93044,-134.28555,1105.67468,78.37553,-88.64849,1023.44598
37,0.3,-115.91851,-113.58861,1098.34985,63.16774,-139.11421,1103.85132,78.01843,-92.97798,1021.67889
38,0.308,-116.56776,-115.01372,1097.08679,61.53337,-143.04486,1101.54346,77.11296,-97.8088,1020.09857
39,0.317,-117.97907,-116.77511,1095.66968,60.22861,-146.834,1099.98633,76.41541,-102.30786,1017.88745
40,0.325,-118.61669,-116.91105,1094.46191,59.00485,-150.31657,1098.23474,74.73308,-106.07552,1015.26556
41,0.333,-119.2989,-119.15945,1093.59058,57.67827,-154.63693,1096.18311,74.53947,-110.74126,1013.44513
42,0.342,-119.77222,-120.38772,1092.7533,56.04451,-158.77882,1093.81921,72.6715,-115.99345,1010.87408
43,0.35,-121.20849,-122.10205,1091.04468,54.29136,-162.28648,1091.96924,71.4687,-119.66486,1008.13995
44,0.358,-122.12414,-122.8764,1090.43176,53.74361,-167.05266,1089.76111,70.95951,-123.6666,1005.43579
45,0.367,-122.60603,-124.22552,1088.74402,51.94675,-170.93517,1087.16235,68.81553,-126.54989,1002.30927
46,0.375,-123.75994,-125.9607,1087.66443,50.0693,-174.57872,1084.76221,67.52908,-130.70483,999.35059
47,0.383,-124.97763,-126.76716,1087.03528,47.78952,-178.05977,1081.61206,65.26369,-133.45555,996.76074
48,0.392,-125.86744,-127.7317,1086.09216,45.75314,-182.68857,1079.21533,63.52341,-138.42671,993.95636
49,0.4,-126.06878,-129.70201,1084.86377,44.74846,-186.67705,1076.39075,62.43431,-140.19583,991.22363
50,0.408,-127.02948,-129.79871,1083.54858,42.25414,-190.42024,1073.45276,60.29812,-144.16747,988.17841
51,0.417,-128.08273,-132.54788,1082.21704,40.27539,-194.17902,1070.28894,58.18585,-147.96834,985.0069
52,0.425,-129.30081,-132.94809,1081.63623,38.10477,-198.13016,1067.13306,55.79807,-151.14711,982.94781
53,0.433,-130.01262,-133.78378,1079.90149,35.97706,-201.70505,1064.1123,53.88546,-154.71713,978.89905
54,0.442,-130.472,-135.94058,1078.20935,33.28334,-205.41454,1061.83984,52.68494,-157.03816,976.97302
55,0.45,-131.74945,-136.86446,1077.1084,31.27448,-209.13101,1059.07483,50.1379,-161.87918,973.7478
56,0.458,-133.5806,-138.10884,1075.68164,28.56578,-212.84525,1056.60681,48.35185,-164.11186,971.49072
57,0.467,-134.2356,-139.48048,1074.55383,26.3048,-216.25259,1054.32983,45.57519,-167.92033,968.89709
58,0.475,-135.19469,-141.05795,1073.08289,23.86094,-219.81221,1051.37109,44.17335,-171.14789,966.2843
59,0.483,-136.48941,-141.7812,1072.16602,21.06267,-222.10536,1048.70227,42.40011,-174.16428,963.59711
60,0.492,-138.03123,-142.86581,1069.98999,18.62325,-225.70314,1046.64709,40.48536,-176.46794,961.59021
61,0.5,-139.31685,-143.53889,1068.3916,16.41882,-227.86958,1043.83337,37.34475,-179.52437,959.26489
62,0.508,-140.43217,-144.56232,1067.87598,13.14689,-230.47404,1041.12964,35.66193,-181.58711,955.98383
63,0.517,-142.34341,-146.25627,1066.13525,11.04335,-232.59337,1038.97131,33.51458,-183.37802,954.41595
64,0.525,-143.01019,-146.7224,1064.77795,8.16769,-236.78975,1036.05042,30.65383,-185.4267,951.1474
65,0.533,-144.32222,-147.38084,1063.35547,6.03377,-238.38698,1033.44519,28.89701,-187.17479,949.48499
66,0.542,-146.04521,-148.53723,1062.8385,3.85818,-240.79358,1030.14404,27.04634,-188.47578,946.75006
67,0.55,-146.66673,-149.56311,1061.27722,0.86403,-243.40977,1028.10193,23.97135,-191.45224,944.53333
68,0.558,-147.6667,-150.08345,1060.50696,-1.84834,-245.89174,1025.81042,21.70422,-193.59682,941.75568
69,0.567,-149.08334,-151.13466,1059.21802,-3.84064,-247.42889,1022.87671,19.91235,-195.64328,938.99017
70,0.575,-150.05878,-151.61827,1058.53674,-6.12646,-249.66028,1020.41193,17.31776,-196.74985,936.97992
71,0.583,-151.40901,-153.23149,1057.36902,-8.84655,-251.92667,1018.56952,14.95655,-198.26144,935.23938
72,0.592,-151.95329,-153.7914,1056.47961,-10.35048,-254.22467,1015.9176,12.86023,-201.50063,933.09424
73,0.6,-153.25916,-154.50719,1055.32764,-13.08458,-255.16669,1014.72229,10.7393,-202.51633,930.50635
74,0.608,-154.32751,-155.24498,1055.05383,-14.9661,-256.35446,1012.22351,8.45297,-204.33159,929.06
75,0.617,-154.66248,-155.14362,1053.86743,-17.01386,-258.2243,1010.60571,7.10852,-206.06111,926.20959
76,0.625,-155.87241,-156.5038,1053.7135,-17.85885,-259.09543,1008.52502,5.83631,-206.68486,925.11316
77,0.633,-156.69301,-156.62357,1052.40857,-20.60865,-260.74179,1006.91888,3.84997,-207.2906,923.62451
78,0.642,-158.04582,-157.28328,1051.90979,-21.97959,-261.74814,1005.74805,1.63262,-208.91225,921.80164
79,0.65,-158.26732,-157.17319,1051.47791,-23.4754,-263.44119,1003.97687,0.60762,-209.79794,920.82855
80,0.658,-158.66144,-157.67363,1051.02771,-25.07981,-264.19089,1002.51788,0.00895,-209.80232,919.65265
81,0.667,-159.17055,-157.74611,1050.42139,-26.24173,-265.38495,1001.61334,-1.58043,-209.34746,918.37012
82,0.675,-159.61612,-158.12546,1049.94421,-28.14393,-266.15256,1000.90417,-3.04716,-210.74574,917.35205
83,0.683,-160.90988,-158.55653,1049.64954,-29.46393,-266.64252,998.86163,-4.98708,-212.85771,916.05829
