Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-144.62843,-88.82001,1044.92566,-157.67996,161.38522,1035.79993,-306.8931,-72.32852,1019.4057,-328.71951,119.00008,1006.32294,-330.65463,-75.37226,925.84161
2,0.008,-144.80705,-88.88607,1044.79297,-157.49673,161.34798,1035.78674,-306.91571,-72.48595,1019.33936,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
3,0.017,-144.86606,-88.6752,1044.76526,-157.49673,161.34798,1035.78674,-307.03717,-72.12328,1019.02454,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
4,0.025,-144.89572,-88.80346,1044.68542,-157.67996,161.38522,1035.79993,-306.92947,-72.36344,1018.82532,-328.71951,119.00008,1006.32294,-330.65463,-75.37226,925.84161
5,0.033,-144.79193,-88.38876,1043.95715,-157.67996,161.38522,1035.79993,-306.90692,-72.20601,1018.89154,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
6,0.042,-144.89572,-88.80346,1044.68542,-157.67996,161.38522,1035.79993,-306.88641,-73.03185,1018.69385,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
7,0.05,-144.92418,-88.87826,1044.68994,-157.67996,161.38522,1035.79993,-306.87,-73.18478,1019.18408,-328.80701,119.1343,1006.25415,-330.91711,-75.76682,925.90143
8,0.058,-144.92418,-88.87826,1044.68994,-157.67996,161.38522,1035.79993,-306.92953,-73.15018,1019.07458,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
9,0.067,-144.839,-88.96433,1044.80322,-157.67996,161.38522,1035.79993,-306.92953,-73.15018,1019.07458,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
10,0.075,-144.92418,-88.87826,1044.68994,-157.67996,161.38522,1035.79993,-306.89462,-72.72961,1019.14996,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
11,0.083,-144.92418,-88.87826,1044.68994,-157.67996,161.38522,1035.79993,-307.08176,-72.64272,1019.14966,-328.62054,118.80187,1006.83618,-330.91711,-75.76682,925.90143
12,0.092,-144.92418,-88.87826,1044.68994,-157.67996,161.38522,1035.79993,-307.31403,-72.08165,1018.69208,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
13,0.1,-144.92418,-88.87826,1044.68994,-157.67996,161.38522,1035.79993,-307.25455,-72.11629,1018.80164,-328.71951,119.00008,1006.32294,-330.91711,-75.76682,925.90143
